Time,"container_id=""rskj-miner1""","container_id=""rskj-miner2""","container_id=""rskj-miner3""","container_id=""rskj-miner4""","container_id=""rskj-node1""","container_id=""rskj-node2"""
2026-03-05 13:41:02,0.0017508747768115941,0.001001367879710145,0.0022510520750000005,0.0020038120884057972,0.0009353993289855075,0.0015526219217391302
2026-03-05 13:41:32,0.0022941724137931037,0.00341996551724138,0.002970655172413793,0.002375448275862069,0.0024628965517241377,0.003635724137931035
2026-03-05 13:42:02,0,0,0,0,0,0
2026-03-05 13:42:32,0.0023740000000000002,0.0030926551724137926,0.002094931034482758,0.002958413793103448,0.0022217586206896554,0.0025210689655172413
2026-03-05 13:43:02,0.0014596551724137931,0.000022793103448275808,0.0014548620689655172,0.002152206896551724,0.0006034137931034483,0.000702551724137931
2026-03-05 13:43:32,0.002658931034482759,0.0018491379310344828,0.0029628965517241377,0.00291348275862069,0.002237310344827586,0.0009901724137931034
2026-03-05 13:44:02,0.0006181166166683909,0.0005797386297024242,0.00007506637702148208,0.000423847453536085,0.0006273231957518707,0.0007079066239095204
2026-03-05 13:44:32,0.0008698620689655172,0.002000413793103448,0.0016972758620689655,0.0013881724137931035,0.0010444827586206895,0.0009744137931034483
2026-03-05 13:45:02,0.0009350712044412261,0.0007204234336747007,0.0007432157511809937,0.0006488396951829247,0.00015368435571187203,0.00015613254715354644
2026-03-05 13:45:32,0.0019028965517241378,0.0016812758620689653,0.0016233793103448274,0.0016074482758620691,0.001042448275862069,0.000639655172413793
2026-03-05 13:46:02,0.0006612875418089031,0.0032360263439191747,0.0013452294748456948,0.0011797524223302644,0.001128926588738319,0.0010355160166890796
2026-03-05 13:46:32,0.0009089310344827586,0.0012213103448275864,0.004119310344827587,0.001222,0.0011136206896551722,0.0010032068965517241
2026-03-05 13:47:02,0.000006758620689655172,0.00009465517241379308,0,0.0000807931034482759,0.0003891034482758621,0.00031762068965517245
2026-03-05 13:47:32,0.0027507586206896553,0.004692586206896551,0.002800241379310345,0.003481413793103448,0.001582137931034483,0.0006334137931034482
2026-03-05 13:48:02,0.0018663540445486516,0.0009827942900489622,0.0017081925384456245,0.001512999103510103,0.001401144748638025,0.001320460657885663
2026-03-05 13:48:32,0.0015480845488086616,0.0013962966794248473,0.0013150581014447777,0.0009508637633185063,0.0008840384814316747,0.000776318057998
2026-03-05 13:49:02,0.0026857931034482757,0.002417310344827586,0.0031920000000000004,0.0037592758620689655,0.001701551724137931,0.0017231724137931031
