Time,"__name__=""dockerstats_memory_usage_bytes"",id=""3615991dab23"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""4283985b5a3a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""6f7add22d505"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""722f36c5a4fb"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""8a885a817d3f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""9a1082b703fd"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""ee8dfb3b8a16"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1"""
2026-03-05 13:47:02,2678067200,,2718044160,1424035840,1379799040,1430970368,1386012672
2026-03-05 13:47:32,2696024064,,2719739904,1450627072,1397796864,1436516352,1386254336
2026-03-05 13:48:02,2700111872,,2730872832,1456533504,1403514880,1449861120,1389432832
2026-03-05 13:48:32,2703507456,,2732253184,1457717248,1413935104,1456742400,1397547008
2026-03-05 13:49:02,2708373504,,2738069504,1475657728,1437396992,1469321216,1401733120
2026-03-05 13:49:32,2709241856,,2734821376,1471066112,1455841280,1475104768,1415131136
2026-03-05 13:50:02,2741530624,,2737246208,1490550784,1458536448,1481625600,1417748480
2026-03-05 13:50:32,2744811520,,2740424704,1493733376,1483976704,1489596416,1421361152
2026-03-05 13:51:02,2743910400,,2744438784,1514807296,1482473472,1500401664,1439490048
2026-03-05 13:51:32,2745847808,,2746396672,1518473216,1503047680,1506611200,1425240064
2026-03-05 13:52:02,2780782592,,2807119872,1569284096,1536512000,1553014784,1469652992
2026-03-05 13:52:32,2783567872,,2809454592,1573412864,1540009984,1571594240,1500889088
2026-03-05 13:53:02,2784784384,,2812817408,1602256896,1570881536,1580642304,1502052352
2026-03-05 13:53:32,2854445056,,2812923904,1602306048,1570975744,1590255616,1502134272
2026-03-05 13:54:02,2860507136,,2855346176,1618964480,1582026752,1617973248,1525460992
2026-03-05 13:54:32,2869157888,,2864001024,1627918336,1591971840,1646981120,1548804096
2026-03-05 13:55:02,2869288960,,2864340992,1653362688,1615294464,1663242240,1548922880
2026-03-05 13:55:32,2869305344,,2864082944,1653477376,1615319040,1670983680,1548931072
2026-03-05 13:56:02,2877456384,,2909884416,1686245376,1650933760,1693536256,1572851712
2026-03-05 13:56:32,2884513792,,2916954112,1692880896,1677430784,1711960064,1587777536
2026-03-05 13:57:02,2886410240,,2922090496,1712832512,1709760512,1745952768,1626308608
2026-03-05 13:57:32,2892009472,,3003162624,1745002496,1768869888,1795821568,1634078720
2026-03-05 13:58:02,2904465408,,3041562624,1756655616,1783676928,1836544000,1653043200
2026-03-05 13:58:32,2909483008,,3051012096,1789390848,1811595264,1870176256,1661956096
2026-03-05 13:59:02,2909380608,,3112292352,1789378560,1811718144,1893859328,1687334912
2026-03-05 13:59:32,,792338432,3112779776,1806753792,1816178688,1894903808,1653874688
2026-03-05 14:00:02,,946360320,3150491648,1808396288,1835102208,1898110976,1671802880
2026-03-05 14:00:32,,1297412096,3168567296,1830957056,1887051776,1911275520,1719205888
2026-03-05 14:01:02,,1662705664,3170435072,1832456192,1889820672,1943941120,1720578048
2026-03-05 14:01:32,,2132660224,3170820096,1832189952,1894944768,1949655040,1724121088
2026-03-05 14:02:02,,2433953792,3171045376,1831833600,1895055360,1952296960,1723617280
2026-03-05 14:02:32,,2771525632,3172270080,1833037824,1896407040,1962602496,1724841984
2026-03-05 14:03:02,,2819510272,3175882752,1847156736,1905065984,1987616768,1728745472
2026-03-05 14:03:32,,2820771840,3175919616,1847205888,1905147904,1990434816,1728856064
2026-03-05 14:04:02,,2859417600,3194785792,1869651968,1936838656,2013650944,1737555968
2026-03-05 14:04:32,,2885074944,3198566400,1878020096,1946398720,2018942976,1760133120
2026-03-05 14:05:02,,2919944192,3200655360,1897414656,1949073408,2040332288,1762590720
2026-03-05 14:05:32,,2921046016,3245862912,1897943040,1950015488,2049683456,1762988032
2026-03-05 14:06:02,,2924716032,3247665152,1899597824,1965998080,2074918912,1766985728
2026-03-05 14:06:32,,2923556864,3248881664,1921056768,1966338048,2086043648,1767378944
2026-03-05 14:07:02,,2927394816,3251900416,1928867840,1979871232,2109300736,1783689216
2026-03-05 14:07:32,,2928017408,3252154368,1929064448,1979969536,2113519616,1797992448
2026-03-05 14:08:02,,2928177152,3252654080,1929551872,1980080128,2126200832,1797615616
2026-03-05 14:08:32,,2929508352,3254407168,1945919488,1981358080,2136408064,1803100160
2026-03-05 14:09:02,,2929741824,3254759424,1946312704,1981530112,2155077632,1803214848
2026-03-05 14:09:32,,2930962432,3256172544,1947688960,1986461696,2162790400,1804333056
2026-03-05 14:10:02,,2932203520,3257622528,1949147136,1995661312,2168397824,1813999616
2026-03-05 14:10:32,,2932367360,3258843136,1949503488,1996095488,2178117632,1814069248
2026-03-05 14:11:02,,2933690368,3260010496,1951264768,1997680640,2185523200,1815363584
2026-03-05 14:11:32,,2935312384,3260731392,1952337920,2015522816,2195226624,1837060096
2026-03-05 14:12:02,,2937323520,3262533632,1950367744,2014445568,2199339008,1838944256
2026-03-05 14:12:32,,2998706176,3267497984,1950617600,2018930688,2203877376,1839296512
2026-03-05 14:13:02,,3045076992,3267969024,1951076352,2027823104,2215202816,1839742976
2026-03-05 14:13:32,,3045928960,3281530880,1970905088,2028683264,2216681472,1853227008
2026-03-05 14:14:02,,3057549312,3282202624,1971638272,2039848960,2115112960,1853726720
2026-03-05 14:14:32,,3057946624,3282624512,1982550016,2040799232,2115911680,1854087168
2026-03-05 14:15:02,,3081543680,3291377664,1986482176,2044661760,2119860224,1872936960
2026-03-05 14:15:32,,3083218944,3291410432,1986596864,2048978944,2120298496,1874792448
2026-03-05 14:16:02,,3083534336,3291672576,1986826240,2049249280,2129362944,1875337216
2026-03-05 14:16:32,,3083792384,3304488960,1987010560,2049421312,2129948672,1890361344
2026-03-05 14:17:02,,3084324864,3304984576,1987129344,2062172160,2130370560,1890533376
2026-03-05 14:17:32,,3104759808,3306098688,1988067328,2063200256,2134376448,1891688448
2026-03-05 14:18:02,,3106197504,3307724800,1998106624,2065289216,2163855360,1893335040
2026-03-05 14:18:32,,3107057664,3337912320,2024148992,2086604800,2165202944,1904701440
2026-03-05 14:19:02,,3109732352,3340267520,2026758144,2088960000,2176516096,1907007488
2026-03-05 14:19:32,,3111280640,3343351808,2028056576,2103648256,2187522048,1923956736
2026-03-05 14:20:02,,3156160512,3380670464,2035949568,2105184256,2212823040,1925378048
2026-03-05 14:20:32,,3160166400,3382120448,2038071296,2113011712,2214805504,1947820032
2026-03-05 14:21:02,,3168886784,3382251520,2067673088,2113118208,2219708416,1947885568
2026-03-05 14:21:32,,3169722368,3383050240,2069094400,2147545088,2221023232,1948577792
2026-03-05 14:22:02,,3173396480,3426406400,2073415680,2159616000,2231484416,1963024384
2026-03-05 14:22:32,,3225784320,3430514688,2092257280,2178605056,2286977024,1989861376
2026-03-05 14:23:02,,3229466624,3434024960,2122760192,2181718016,2291056640,1994878976
2026-03-05 14:23:32,,3232227328,3487764480,2125819904,2199474176,2313830400,2012700672
2026-03-05 14:24:02,,3277479936,3488964608,2147934208,2200543232,2330640384,2013728768
2026-03-05 14:24:32,,3279433728,3489607680,2173116416,2232242176,2341945344,2043043840
2026-03-05 14:25:02,,3283730432,3540561920,2177142784,2269405184,2357284864,2070528000
2026-03-05 14:25:32,,3286216704,3543097344,2193965056,2271387648,2377179136,2072596480
2026-03-05 14:26:02,,3374768128,3543207936,2194116608,2288488448,2387091456,2095915008
2026-03-05 14:26:32,,3376312320,3544432640,2216271872,2289688576,2389012480,2097049600
2026-03-05 14:27:02,,3377160192,3544694784,2218692608,2311188480,2400751616,2120355840
2026-03-05 14:27:32,,3379302400,3576512512,2221039616,2313535488,2419322880,2122739712
2026-03-05 14:28:02,,3415556096,3581329408,2211979264,2346393600,2453336064,2150973440
2026-03-05 14:28:32,,3416821760,3626655744,2238816256,2347544576,2478714880,2171092992
2026-03-05 14:29:02,,3418185728,3627917312,2263388160,2378321920,2481487872,2172547072
2026-03-05 14:29:32,,3420434432,3630280704,2265686016,2380578816,2485329920,2174529536
2026-03-05 14:30:02,,3423813632,3724132352,2294026240,2407219200,2511568896,2190897152
2026-03-05 14:30:32,,3476389888,3724181504,2294104064,2407243776,2523734016,2190929920
2026-03-05 14:31:02,,3476447232,3724517376,2294304768,2407342080,2532212736,2191081472
2026-03-05 14:31:32,,3476492288,3724292096,2315460608,2430517248,2540982272,2214260736
2026-03-05 14:32:02,,3476733952,3724808192,2315595776,2431131648,2557825024,2214490112
2026-03-05 14:32:32,,3478986752,3758596096,2319966208,2433400832,2583957504,2241974272
2026-03-05 14:33:02,,3529568256,3760939008,2324447232,2435706880,2593075200,2244227072
2026-03-05 14:33:32,,3529629696,3761004544,2324520960,2435772416,2596413440,2244321280
2026-03-05 14:34:02,,3496448000,3762196480,2326163456,2451701760,2600718336,2245472256
2026-03-05 14:34:32,,3498479616,3808481280,2326245376,2451779584,2620190720,2245595136
2026-03-05 14:35:02,,3505799168,3810787328,2343309312,2454048768,2644135936,2260463616
2026-03-05 14:35:32,,3505823744,3810881536,2343432192,2454163456,2646982656,2260561920
2026-03-05 14:36:02,,3506962432,3812126720,2346721280,2455355392,2659360768,2261712896
2026-03-05 14:36:32,,3507032064,3812155392,2346815488,2468044800,2661928960,2261749760
2026-03-05 14:37:02,,3507175424,3815350272,2355634176,2468204544,2673643520,2261921792
2026-03-05 14:37:32,,3511549952,3818180608,2361970688,2469171200,2687279104,2264162304
2026-03-05 14:38:02,,3514884096,3819433984,2363195392,2470354944,2692481024,2265370624
2026-03-05 14:38:32,,3519254528,3821703168,2365513728,2472599552,2709708800,2267590656
2026-03-05 14:39:02,,3576627200,3825115136,2387914752,2497232896,2721542144,2296225792
2026-03-05 14:39:32,,3580620800,3826999296,2389827584,2507378688,2737213440,2308587520
2026-03-05 14:40:02,,3585798144,3830095872,2414006272,2510483456,2749964288,2311626752
2026-03-05 14:40:32,,3586252800,3830521856,2439974912,2540363776,2771509248,2339418112
2026-03-05 14:41:02,,3601481728,3857833984,2441928704,2540392448,2789060608,2349072384
2026-03-05 14:41:32,,3588775936,3858386944,2442502144,2540961792,2803458048,2349658112
2026-03-05 14:42:02,,3589890048,3859673088,2462986240,2559070208,2816413696,2370510848
2026-03-05 14:42:32,,3590651904,3860623360,2464329728,2559836160,2819403776,2371239936
2026-03-05 14:43:02,,3591680000,3883663360,2464575488,2582687744,2831839232,2373459968
2026-03-05 14:43:32,,3629674496,3883593728,2481635328,2582880256,2832355328,2373603328
2026-03-05 14:44:02,,3629846528,3883851776,2481930240,2583150592,2833018880,2394865664
2026-03-05 14:44:32,,3630120960,3884068864,2499006464,2583359488,2833588224,2395013120
2026-03-05 14:45:02,,3630444544,3894996992,2499448832,2604847104,2838822912,2395348992
2026-03-05 14:45:32,,3630637056,3895177216,2499895296,2605023232,2839089152,2414452736
2026-03-05 14:46:02,,3630669824,3895242752,2499846144,2605092864,2839531520,2414563328
2026-03-05 14:46:32,,3630997504,3895586816,2500235264,2605436928,2840756224,2414878720
2026-03-05 14:47:02,,3675447296,3895975936,2507296768,2605817856,2847633408,2415226880
2026-03-05 14:47:32,,3675684864,3896233984,2507370496,2606084096,2849951744,2415484928
2026-03-05 14:48:02,,3676758016,3915997184,2508304384,2606944256,2853593088,2416304128
2026-03-05 14:48:32,,3678093312,3916742656,2517753856,2607697920,2862956544,2417016832
2026-03-05 14:49:02,,3680894976,3919691776,2520469504,2633801728,2881314816,2447216640
2026-03-05 14:49:32,,3682344960,3959255040,2538344448,2635517952,2890006528,2448855040
2026-03-05 14:50:02,,3683053568,3960041472,2554216448,2651058176,2795991040,2462228480
2026-03-05 14:50:32,,3685138432,3962220544,2558459904,2653237248,2811490304,2464317440
2026-03-05 14:51:02,,3685167104,3962322944,2567286784,2659700736,2820653056,2464387072
2026-03-05 14:51:32,,3685199872,3962331136,2567049216,2659696640,2821312512,2466504704
2026-03-05 14:52:02,,3721641984,3963133952,2568372224,2662547456,2822688768,2467258368
2026-03-05 14:52:32,,3723132928,4002443264,2586193920,2689634304,2828877824,2491916288
2026-03-05 14:53:02,,3724148736,4003536896,2600226816,2690711552,2858795008,2493165568
2026-03-05 14:53:32,,3777708032,4009656320,2632732672,2725699584,2875174912,2513088512
2026-03-05 14:54:02,,3785895936,4013658112,2653638656,2744430592,2918146048,2538164224
2026-03-05 14:54:32,,3785924608,4013662208,2653667328,2744434688,2919251968,2538168320
2026-03-05 14:55:02,,3786956800,4014727168,2675851264,2745774080,2925547520,2539233280
2026-03-05 14:55:32,,3787964416,4074553344,2676846592,2767556608,2933964800,2586521600
2026-03-05 14:56:02,,3833081856,4075732992,2678231040,2768736256,2953113600,2587791360
2026-03-05 14:56:32,,3836841984,4079763456,2705170432,2797789184,2957942784,2591518720
2026-03-05 14:57:02,,3838009344,4080746496,2706432000,2798981120,2974916608,2592690176
2026-03-05 14:57:32,,3879821312,4118343680,2731495424,2824028160,3009126400,2628218880
2026-03-05 14:58:02,,3883130880,4182753280,2753933312,2850684928,3047870464,2631557120
2026-03-05 14:58:32,,3887730688,4187320320,2783870976,2880495616,3091824640,2690699264
2026-03-05 14:59:02,,3964506112,4188528640,2810294272,2881961984,3102015488,2723430400
2026-03-05 14:59:32,,3970265088,4227719168,2843320320,2916761600,3130048512,2728898560
2026-03-05 15:00:02,,3972526080,4229988352,2845569024,2940145664,3159121920,2743730176
2026-03-05 15:00:32,,3974737920,4232216576,2866745344,2942377984,3169320960,2745929728
2026-03-05 15:01:02,,4011589632,4273315840,2867961856,2968813568,3188920320,2793398272
2026-03-05 15:01:32,,4013817856,4275609600,2891239424,2971066368,3193020416,2795745280
2026-03-05 15:02:02,,4013850624,4275671040,2891313152,2996367360,3205468160,2795802624
2026-03-05 15:02:32,,4015063040,4276994048,2922000384,2997592064,3223494656,2795376640
2026-03-05 15:03:02,,4074061824,4293201920,2924199936,3025248256,3240636416,2829238272
2026-03-05 15:03:32,,4078551040,4289196032,2947911680,3049295872,3262386176,2834427904
2026-03-05 15:04:02,,4084146176,4290670592,2981662720,3070291968,3292139520,2838671360
2026-03-05 15:04:32,,4143919104,4183453696,2983690240,3072966656,3312443392,2861322240
2026-03-05 15:05:02,,4143947776,4183670784,2983747584,3073028096,3315085312,2861363200
2026-03-05 15:05:32,,4146151424,4188545024,3009073152,3100528640,3330306048,2863550464
2026-03-05 15:06:02,,4147273728,4191109120,3010244608,3101704192,3348668416,2889953280
2026-03-05 15:06:32,,4149739520,4193607680,3035963392,3124981760,3373637632,2892140544
2026-03-05 15:07:02,,4197408768,4199759872,3039805440,3129143296,3394007040,2921623552
2026-03-05 15:07:32,,4197548032,4200796160,3067240448,3158679552,3397361664,2921725952
2026-03-05 15:08:02,,4197584896,4200919040,3067310080,3158745088,3409653760,2921766912
2026-03-05 15:08:32,,4198723584,4203110400,3068456960,3159904256,3429404672,2950238208
2026-03-05 15:09:02,,4199862272,4205330432,3069632512,3161092096,3463151616,2951380992
2026-03-05 15:09:32,,4236992512,4213817344,3073609728,3165073408,3476930560,2955280384
2026-03-05 15:10:02,,4238184448,4216127488,3074895872,3167010816,3480502272,2957713408
2026-03-05 15:10:32,,4238741504,4216922112,3095326720,3167682560,3491729408,2965180416
2026-03-05 15:11:02,,4239933440,4218204160,3096600576,3211804672,3501084672,2966372352
2026-03-05 15:11:32,,4284919808,4218843136,3110989824,3212431360,3520569344,2985799680
2026-03-05 15:12:02,,4284940288,4218929152,3111067648,3212591104,3538018304,2985836544
2026-03-05 15:12:32,,4287823872,4223078400,3123531776,3215544320,3542585344,2988691456
2026-03-05 15:13:02,,4288917504,4225331200,3124715520,3216691200,3543736320,3000717312
2026-03-05 15:13:32,,4289896448,4227297280,3159416832,3251544064,3547029504,3017224192
2026-03-05 15:14:02,,4290334720,4227866624,3159728128,3252121600,3547930624,3017646080
2026-03-05 15:14:32,,4290842624,4230590464,3174809600,3262197760,3553538048,3036962816
2026-03-05 15:15:02,,4291268608,4233084928,3175395328,3262758912,3555807232,3037396992
2026-03-05 15:15:32,,4291596288,4233461760,3175768064,3263135744,3559854080,3037732864
2026-03-05 15:16:02,,4291596288,4233486336,3175788544,3263148032,3559870464,3050184704
2026-03-05 15:16:32,,4291936256,4235325440,3176538112,3263893504,3570786304,3050913792
2026-03-05 15:17:02,,4292349952,4239048704,3177406464,3264114688,3571441664,3051106304
2026-03-05 15:17:32,,4293472256,4243501056,3178573824,3274104832,3572477952,3051745280
2026-03-05 15:18:02,,4293804032,4246200320,3178934272,3274444800,3578974208,3052081152
2026-03-05 15:18:32,,4293898240,4246093824,3179053056,3274584064,3601915904,3052191744
2026-03-05 15:19:02,,4295991296,4252319744,3190874112,3292835840,3611971584,3054264320
2026-03-05 15:19:32,,4299739136,4258164736,3206991872,3315908608,3624378368,3089084416
2026-03-05 15:20:02,,4300873728,4259766272,3225743360,3317366784,3660640256,3101184000
2026-03-05 15:20:32,,4301615104,4261482496,3226595328,3345489920,3662000128,3101925376
2026-03-05 15:21:02,,4303687680,4088827904,3262074880,3347660800,3670618112,3104002048
2026-03-05 15:21:32,,4305141760,4090494976,3263664128,3349176320,3682652160,3130834944
2026-03-05 15:22:02,,4305838080,4091236352,3264376832,3349893120,3684192256,3131535360
2026-03-05 15:22:32,,4307279872,4097503232,3265835008,3365601280,3702022144,3151491072
2026-03-05 15:23:02,,4309397504,4099887104,3287519232,3389505536,3717513216,3154255872
2026-03-05 15:23:32,,4314288128,4106362880,3340152832,3424481280,3754631168,3158482944
2026-03-05 15:24:02,,4315250688,4107145216,3342098432,3425505280,3786760192,3196964864
2026-03-05 15:24:32,,4316262400,4108476416,3353665536,3437301760,3685167104,3197968384
2026-03-05 15:25:02,,4320378880,4113018880,3360501760,3442307072,3712667648,3242356736
2026-03-05 15:25:32,,4322361344,4213633024,3386580992,3466694656,3715784704,3243905024
2026-03-05 15:26:02,,4324302848,4217692160,3413028864,3495071744,3738660864,3245826048
2026-03-05 15:26:32,,4326559744,4220850176,3415314432,3497373696,3747287040,3248123904
2026-03-05 15:27:02,,4329037824,4224405504,3393949696,3512266752,3773526016,3277049856
2026-03-05 15:27:32,,4331384832,4227719168,3416875008,3514580992,3787612160,3295191040
2026-03-05 15:28:02,,4331556864,4230914048,3438333952,3532865536,3801653248,3295293440
2026-03-05 15:28:32,,4331626496,4231454720,3438448640,3553992704,3828940800,3319685120
2026-03-05 15:29:02,,4332875776,4232400896,3442446336,3555139584,3831689216,3321036800
2026-03-05 15:29:32,,4335398912,4234952704,3463892992,3580858368,3834744832,3344437248
2026-03-05 15:30:02,,4340596736,4151648256,3471675392,3601051648,3868692480,3350024192
2026-03-05 15:30:32,,4343902208,4158095360,3496505344,3604963328,3892858880,3372421120
2026-03-05 15:31:02,,4345942016,4160516096,3499778048,3625594880,3924594688,3374092288
2026-03-05 15:31:32,,4345978880,4161081344,3499814912,3625652224,3926638592,3374120960
2026-03-05 15:32:02,,4346003456,4162146304,3525185536,3625766912,3928051712,3393200128
2026-03-05 15:32:32,,4346028032,4163129344,3525185536,3625775104,3945308160,3393208320
2026-03-05 15:33:02,,4347154432,4165611520,3527385088,3643764736,3966808064,3394367488
2026-03-05 15:33:32,,4347260928,4165861376,3551113216,3643908096,3982729216,3411869696
2026-03-05 15:34:02,,4349669376,4169449472,3555569664,3646251008,3989237760,3444047872
2026-03-05 15:34:32,,4354736128,4176674816,3564519424,3671511040,4003479552,3448455168
2026-03-05 15:35:02,,4354756608,4176826368,3564609536,3671580672,4005617664,3448528896
2026-03-05 15:35:32,,4357033984,4179120128,3594461184,3690029056,4019752960,3450761216
2026-03-05 15:36:02,,4360355840,4184551424,3617042432,3707895808,4042346496,3462344704
2026-03-05 15:36:32,,4360417280,4184580096,3617349632,3707928576,4068372480,3462381568
2026-03-05 15:37:02,,4362674176,4188491776,3655319552,3738882048,4076429312,3490111488
2026-03-05 15:37:32,,4362711040,4188491776,3655385088,3739148288,4083974144,3490127872
2026-03-05 15:38:02,,4370309120,4198342656,3637313536,3745673216,4112932864,3521695744
2026-03-05 15:38:32,,4375826432,4204064768,3673067520,3785154560,4155465728,3551809536
2026-03-05 15:39:02,,4377337856,4153643008,3689357312,3791704064,4131901440,3553734656
2026-03-05 15:39:32,,4377931776,4154228736,3690205184,3793084416,4136169472,3567673344
2026-03-05 15:40:02,,4379078656,4155555840,3743686656,3793469440,4141522944,3568553984
2026-03-05 15:40:32,,4379758592,4156215296,3744342016,3816431616,4145516544,3596423168
2026-03-05 15:41:02,,4379783168,4156895232,3744546816,3816898560,4149497856,3596644352
2026-03-05 15:41:32,,4380983296,4158988288,3745681408,3859107840,4154175488,3597783040
2026-03-05 15:42:02,,4384608256,4164288512,3750141952,3861565440,4160749568,3624624128
2026-03-05 15:42:32,,4385746944,4165464064,3752300544,3862462464,4164702208,3625766912
2026-03-05 15:43:02,,4387467264,4166971392,3781763072,3863941120,4169281536,3627241472
2026-03-05 15:43:32,,4388962304,4170850304,3783000064,3865436160,4171952128,3628720128
2026-03-05 15:44:02,,4389314560,4172681216,3783127040,3891339264,4172103680,3656073216
2026-03-05 15:44:32,,4389543936,4174200832,3783413760,3891605504,4172943360,3656663040
2026-03-05 15:45:02,,4390199296,4177063936,3797082112,3892752384,4174159872,3657629696
2026-03-05 15:45:32,,4390633472,4177256448,3797131264,3911745536,4174974976,3657887744
2026-03-05 15:46:02,,4390592512,4178612224,3817885696,3911753728,4175593472,3658391552
2026-03-05 15:46:32,,4391342080,4180963328,3818438656,3912556544,4176232448,3676499968
2026-03-05 15:47:02,,4391133184,4181475328,3818844160,3929722880,4176887808,3676917760
2026-03-05 15:47:32,,4391321600,4183732224,3819048960,3929972736,4177690624,3677114368
2026-03-05 15:48:02,,4391374848,4186398720,3819114496,3930042368,4178223104,3677208576
2026-03-05 15:48:32,,4391419904,4186447872,3819155456,3930066944,4178706432,3677220864
2026-03-05 15:49:02,,4391809024,4188143616,3819630592,3930578944,4179689472,3677712384
2026-03-05 15:49:32,,4393246720,4190769152,3821150208,3932061696,4181581824,3679207424
2026-03-05 15:50:02,,4395360256,4194344960,3836911616,3946151936,4184412160,3696840704
2026-03-05 15:50:32,,4398239744,4198592512,3851415552,3966087168,4187860992,3699597312
2026-03-05 15:51:02,,4400340992,4202475520,3866783744,3978244096,4206034944,3719049216
2026-03-05 15:51:32,,4401598464,4203192320,3867525120,3978960896,4206260224,3719430144
2026-03-05 15:52:02,,4403224576,4206387200,3903582208,4011110400,4209057792,3749310464
2026-03-05 15:52:32,,4403945472,4208275456,3904974848,4011843584,4210294784,3750010880
2026-03-05 15:53:02,,4404658176,4209180672,3906400256,4034863104,4211675136,3768897536
2026-03-05 15:53:32,,4406059008,4211712000,3924598784,4036427776,4213805056,3770273792
2026-03-05 15:54:02,,4406448128,4211933184,3945172992,4036476928,4214210560,3796082688
2026-03-05 15:54:32,,4407697408,4213121024,3948056576,4037513216,4217692160,3797049344
2026-03-05 15:55:02,,4411985920,4220252160,3969204224,4077228032,4223913984,3803209728
2026-03-05 15:55:32,,4414472192,4223438848,3986784256,4079226880,4227059712,3821608960
2026-03-05 15:56:02,,4414947328,4224528384,4018262016,4105846784,4229443584,3822731264
2026-03-05 15:56:32,,4418076672,4230025216,4021207040,4127326208,4233158656,3856134144
2026-03-05 15:57:02,,4419076096,4231065600,4035371008,4128428032,4235685888,3857137664
2026-03-05 15:57:32,,4420132864,4232228864,4036362240,4149817344,4237406208,3879006208
2026-03-05 15:58:02,,4421152768,4234207232,4060196864,4150865920,4239433728,3880001536
2026-03-05 15:58:32,,4422139904,4236902400,4061184000,4151861248,4241457152,3908722688
2026-03-05 15:59:02,,4423507968,4239458304,4062330880,4152987648,4154703872,3909816320
2026-03-05 15:59:32,,4424503296,4240445440,4081553408,4176281600,4156133376,3910909952
2026-03-05 16:00:02,,4426694656,4246712320,4084613120,4182347776,4160233472,3913150464
2026-03-05 16:00:32,,4427812864,4248907776,4099833856,4201771008,4163559424,3952918528
2026-03-05 16:01:02,,4427833344,4248993792,4099706880,4201861120,4164739072,3952971776
2026-03-05 16:01:32,,4434452480,4262674432,4118433792,4226064384,4173422592,3959635968
2026-03-05 16:02:02,,4435570688,4263854080,4129501184,4258820096,4175646720,3960782848
2026-03-05 16:02:32,,4437786624,4266070016,4131737600,4261031936,4179390464,3995738112
2026-03-05 16:03:02,,4439986176,4269350912,4155703296,4263305216,4183216128,3997958144
2026-03-05 16:03:32,,4442288128,4271591424,4175896576,4267671552,4187082752,4014010368
2026-03-05 16:04:02,,4444585984,4274765824,4178288640,4269944832,4191277056,4016078848
2026-03-05 16:04:32,,4446801920,4277596160,4183977984,4272394240,4195872768,4037902336
2026-03-05 16:05:02,,4446806016,4277145600,4184272896,4272709632,4199071744,4037951488
2026-03-05 16:05:32,,4446834688,4277407744,4184731648,4272447488,4201623552,4037959680
2026-03-05 16:06:02,,4449062912,4280512512,4187009024,4274741248,4206518272,4065574912
2026-03-05 16:06:32,,4451287040,4283887616,4189528064,4277153792,4211556352,4068032512
2026-03-05 16:07:02,,4452491264,4198924288,4190687232,4198592512,4200325120,4068962304
