timestamp,container,cgrp_total_mb,rss_mb,cache_mb,nmt_total_mb,heap_mb,gc_mb,threads_mb,metaspace_mb,non_jvm_mb,db_count,db_fds,db_disk_mb
2026-03-16 16:59:13,rskj-node1,2151,2088,68,0,0,0,0,0,2088,7,39,75
2026-03-16 16:59:14,rskj-node2,2131,2068,67,0,0,0,0,0,2068,7,39,75
2026-03-16 16:59:45,rskj-miner1,3329,3120,218,0,0,0,0,0,3120,7,39,75
2026-03-16 16:59:46,rskj-miner2,3354,3080,269,0,0,0,0,0,3080,7,39,75
2026-03-16 16:59:47,rskj-node1,2153,2088,68,0,0,0,0,0,2088,7,39,75
2026-03-16 16:59:48,rskj-node2,2141,2077,67,0,0,0,0,0,2077,7,39,75
2026-03-16 17:00:19,rskj-miner1,3342,3123,226,0,0,0,0,0,3123,7,39,75
2026-03-16 17:00:20,rskj-miner2,3280,3082,194,0,0,0,0,0,3082,7,39,75
2026-03-16 17:00:21,rskj-node1,2156,2090,69,0,0,0,0,0,2090,7,39,75
2026-03-16 17:00:21,rskj-node2,2144,2079,68,0,0,0,0,0,2079,7,39,75
2026-03-16 17:00:52,rskj-miner1,3351,3124,233,0,0,0,0,0,3124,7,39,75
2026-03-16 17:00:53,rskj-miner2,3293,3087,204,0,0,0,0,0,3087,7,39,75
2026-03-16 17:00:54,rskj-node1,2157,2091,70,0,0,0,0,0,2091,7,39,75
2026-03-16 17:00:55,rskj-node2,2146,2080,69,0,0,0,0,0,2080,7,39,75
2026-03-16 17:01:26,rskj-miner1,3362,3127,242,0,0,0,0,0,3127,7,39,75
2026-03-16 17:01:27,rskj-miner2,3315,3095,217,0,0,0,0,0,3095,7,39,75
2026-03-16 17:01:28,rskj-node1,2160,2092,71,0,0,0,0,0,2092,7,39,75
2026-03-16 17:01:29,rskj-node2,2162,2096,70,0,0,0,0,0,2096,7,39,75
2026-03-16 17:02:00,rskj-miner1,3372,3129,250,0,0,0,0,0,3129,7,39,75
2026-03-16 17:02:01,rskj-miner2,3327,3100,224,0,0,0,0,0,3100,7,39,75
2026-03-16 17:02:01,rskj-node1,2171,2103,72,0,0,0,0,0,2103,7,39,75
2026-03-16 17:02:02,rskj-node2,2163,2096,71,0,0,0,0,0,2096,7,39,75
2026-03-16 17:02:33,rskj-miner1,3380,3130,257,0,0,0,0,0,3130,7,39,75
2026-03-16 17:02:34,rskj-miner2,3331,3100,228,0,0,0,0,0,3100,7,39,75
2026-03-16 17:02:35,rskj-node1,2172,2103,72,0,0,0,0,0,2103,7,39,75
2026-03-16 17:02:36,rskj-node2,2165,2097,71,0,0,0,0,0,2097,7,39,75
2026-03-16 17:03:07,rskj-miner1,3396,3140,263,0,0,0,0,0,3140,7,39,75
2026-03-16 17:03:08,rskj-miner2,3340,3105,231,0,0,0,0,0,3105,7,39,75
2026-03-16 17:03:09,rskj-node1,2177,2107,73,0,0,0,0,0,2107,7,39,75
2026-03-16 17:03:10,rskj-node2,2169,2100,72,0,0,0,0,0,2100,7,39,75
2026-03-16 17:03:41,rskj-miner1,3416,3145,277,0,0,0,0,0,3145,7,39,75
2026-03-16 17:03:42,rskj-miner2,3350,3112,235,0,0,0,0,0,3112,7,39,75
2026-03-16 17:03:42,rskj-node1,2189,2116,75,0,0,0,0,0,2116,7,39,75
2026-03-16 17:03:43,rskj-node2,2177,2107,74,0,0,0,0,0,2107,7,39,75
2026-03-16 17:04:14,rskj-miner1,3442,3151,296,0,0,0,0,0,3151,7,39,75
2026-03-16 17:04:15,rskj-miner2,3360,3113,243,0,0,0,0,0,3113,7,39,75
2026-03-16 17:04:16,rskj-node1,2188,2116,75,0,0,0,0,0,2116,7,39,75
2026-03-16 17:04:17,rskj-node2,2178,2108,74,0,0,0,0,0,2108,7,39,75
2026-03-16 17:04:48,rskj-miner1,3376,3158,226,0,0,0,0,0,3158,7,40,83
2026-03-16 17:04:49,rskj-miner2,3370,3116,251,0,0,0,0,0,3116,7,40,83
2026-03-16 17:04:50,rskj-node1,2190,2117,76,0,0,0,0,0,2117,7,40,83
2026-03-16 17:04:51,rskj-node2,2191,2118,75,0,0,0,0,0,2118,7,40,83
2026-03-16 17:05:22,rskj-miner1,3402,3166,242,0,0,0,0,0,3166,7,40,83
2026-03-16 17:05:23,rskj-miner2,3381,3116,260,0,0,0,0,0,3116,7,40,83
2026-03-16 17:05:24,rskj-node1,2202,2127,77,0,0,0,0,0,2127,7,40,83
2026-03-16 17:05:25,rskj-node2,2192,2119,76,0,0,0,0,0,2119,7,40,83
2026-03-16 17:05:56,rskj-miner1,3415,3166,256,0,0,0,0,0,3166,7,40,83
2026-03-16 17:05:57,rskj-miner2,3396,3122,270,0,0,0,0,0,3122,7,40,83
2026-03-16 17:05:58,rskj-node1,2203,2128,78,0,0,0,0,0,2128,7,40,83
2026-03-16 17:05:59,rskj-node2,2197,2124,77,0,0,0,0,0,2124,7,40,83
2026-03-16 17:06:30,rskj-miner1,3423,3168,262,0,0,0,0,0,3168,7,40,83
2026-03-16 17:06:30,rskj-miner2,3403,3124,274,0,0,0,0,0,3124,7,40,83
2026-03-16 17:06:31,rskj-node1,2215,2139,79,0,0,0,0,0,2139,7,40,83
2026-03-16 17:06:32,rskj-node2,2200,2125,78,0,0,0,0,0,2125,7,40,83
2026-03-16 17:07:03,rskj-miner1,3437,3174,269,0,0,0,0,0,3174,7,40,83
2026-03-16 17:07:04,rskj-miner2,3410,3126,278,0,0,0,0,0,3126,7,40,83
2026-03-16 17:07:04,rskj-node1,2215,2139,79,0,0,0,0,0,2139,7,40,83
2026-03-16 17:07:05,rskj-node2,2200,2125,78,0,0,0,0,0,2125,7,40,83
2026-03-16 17:07:36,rskj-miner1,3446,3175,275,0,0,0,0,0,3175,7,40,83
2026-03-16 17:07:37,rskj-miner2,3413,3126,281,0,0,0,0,0,3126,7,40,83
2026-03-16 17:07:38,rskj-node1,2217,2140,80,0,0,0,0,0,2140,7,40,83
2026-03-16 17:07:39,rskj-node2,2216,2139,79,0,0,0,0,0,2139,7,40,83
2026-03-16 17:08:10,rskj-miner1,3457,3181,281,0,0,0,0,0,3181,7,40,83
2026-03-16 17:08:10,rskj-miner2,3420,3132,282,0,0,0,0,0,3132,7,40,83
2026-03-16 17:08:11,rskj-node1,2218,2141,80,0,0,0,0,0,2141,7,40,83
2026-03-16 17:08:12,rskj-node2,2217,2140,79,0,0,0,0,0,2140,7,40,83
2026-03-16 17:08:44,rskj-miner1,3467,3184,289,0,0,0,0,0,3184,7,40,83
2026-03-16 17:08:45,rskj-miner2,3421,3132,284,0,0,0,0,0,3132,7,40,83
2026-03-16 17:08:45,rskj-node1,2222,2142,81,0,0,0,0,0,2142,7,40,83
2026-03-16 17:08:46,rskj-node2,2219,2141,80,0,0,0,0,0,2141,7,40,83
2026-03-16 17:09:17,rskj-miner1,3474,3184,296,0,0,0,0,0,3184,7,40,83
2026-03-16 17:09:18,rskj-miner2,3425,3134,286,0,0,0,0,0,3134,7,40,83
2026-03-16 17:09:19,rskj-node1,2220,2142,81,0,0,0,0,0,2142,7,40,83
2026-03-16 17:09:20,rskj-node2,2219,2141,80,0,0,0,0,0,2141,7,40,83
2026-03-16 17:09:51,rskj-miner1,3483,3184,304,0,0,0,0,0,3184,7,40,83
2026-03-16 17:09:52,rskj-miner2,3432,3138,289,0,0,0,0,0,3138,7,40,83
2026-03-16 17:09:53,rskj-node1,2221,2142,82,0,0,0,0,0,2142,7,40,83
2026-03-16 17:09:54,rskj-node2,2219,2141,81,0,0,0,0,0,2141,7,40,83
2026-03-16 17:10:25,rskj-miner1,3491,3187,310,0,0,0,0,0,3187,7,40,83
2026-03-16 17:10:26,rskj-miner2,3435,3139,291,0,0,0,0,0,3139,7,40,83
2026-03-16 17:10:26,rskj-node1,2222,2142,83,0,0,0,0,0,2142,7,40,83
2026-03-16 17:10:27,rskj-node2,2219,2142,81,0,0,0,0,0,2142,7,40,83
2026-03-16 17:10:58,rskj-miner1,3495,3187,313,0,0,0,0,0,3187,7,40,83
2026-03-16 17:10:59,rskj-miner2,3440,3141,293,0,0,0,0,0,3141,7,40,83
2026-03-16 17:11:00,rskj-node1,2223,2142,83,0,0,0,0,0,2142,7,40,83
2026-03-16 17:11:01,rskj-node2,2221,2142,82,0,0,0,0,0,2142,7,40,83
2026-03-16 17:11:32,rskj-miner1,3499,3188,316,0,0,0,0,0,3188,7,40,83
2026-03-16 17:11:33,rskj-miner2,3445,3144,296,0,0,0,0,0,3144,7,40,83
2026-03-16 17:11:34,rskj-node1,2230,2150,83,0,0,0,0,0,2150,7,40,83
2026-03-16 17:11:34,rskj-node2,2220,2142,82,0,0,0,0,0,2142,7,40,83
2026-03-16 17:11:40,rskj-miner1,3500,3188,317,0,0,0,0,0,3188,7,40,83
2026-03-16 17:11:41,rskj-miner2,3446,3144,297,0,0,0,0,0,3144,7,40,83
2026-03-16 17:11:42,rskj-node1,2230,2150,83,0,0,0,0,0,2150,7,40,83
2026-03-16 17:11:42,rskj-node2,2221,2142,82,0,0,0,0,0,2142,7,40,83
2026-03-16 17:11:44,rskj-miner1,3500,3188,318,0,0,0,0,0,3188,7,40,83
2026-03-16 17:11:45,rskj-miner2,3447,3144,297,0,0,0,0,0,3144,7,40,83
2026-03-16 17:11:45,rskj-node1,2231,2150,83,0,0,0,0,0,2150,7,40,83
2026-03-16 17:11:46,rskj-node2,2220,2142,82,0,0,0,0,0,2142,7,40,83
2026-03-16 17:11:47,rskj-miner1,3501,3188,318,0,0,0,0,0,3188,7,40,83
2026-03-16 17:11:48,rskj-miner2,3447,3144,298,0,0,0,0,0,3144,7,40,83
2026-03-16 17:11:49,rskj-node1,2230,2150,83,0,0,0,0,0,2150,7,40,83
2026-03-16 17:11:49,rskj-node2,2228,2149,82,0,0,0,0,0,2149,7,40,83
2026-03-16 17:12:20,rskj-miner1,3507,3190,322,0,0,0,0,0,3190,7,40,83
2026-03-16 17:12:21,rskj-miner2,3362,3145,214,0,0,0,0,0,3145,7,40,83
2026-03-16 17:12:22,rskj-node1,2236,2155,84,0,0,0,0,0,2155,7,40,83
2026-03-16 17:12:23,rskj-node2,2229,2150,83,0,0,0,0,0,2150,7,40,83
2026-03-16 17:12:54,rskj-miner1,3513,3191,326,0,0,0,0,0,3191,7,40,83
2026-03-16 17:12:55,rskj-miner2,3373,3148,219,0,0,0,0,0,3148,7,40,83
2026-03-16 17:12:56,rskj-node1,2241,2156,85,0,0,0,0,0,2156,7,40,83
2026-03-16 17:12:56,rskj-node2,2232,2151,84,0,0,0,0,0,2151,7,40,83
2026-03-16 17:13:27,rskj-miner1,3433,3193,248,0,0,0,0,0,3193,7,41,90
2026-03-16 17:13:28,rskj-miner2,3382,3152,227,0,0,0,0,0,3152,7,41,90
2026-03-16 17:13:29,rskj-node1,2242,2159,86,0,0,0,0,0,2159,7,41,90
2026-03-16 17:13:30,rskj-node2,2242,2159,85,0,0,0,0,0,2159,7,41,90
2026-03-16 17:14:01,rskj-miner1,3448,3198,258,0,0,0,0,0,3198,7,41,90
2026-03-16 17:14:02,rskj-miner2,3389,3153,232,0,0,0,0,0,3153,7,41,90
2026-03-16 17:14:03,rskj-node1,2250,2166,86,0,0,0,0,0,2166,7,41,90
2026-03-16 17:14:04,rskj-node2,2241,2159,85,0,0,0,0,0,2159,7,41,90
2026-03-16 17:14:35,rskj-miner1,3460,3201,265,0,0,0,0,0,3201,7,41,90
2026-03-16 17:14:36,rskj-miner2,3397,3156,237,0,0,0,0,0,3156,7,41,90
2026-03-16 17:14:37,rskj-node1,2251,2167,87,0,0,0,0,0,2167,7,41,90
2026-03-16 17:14:38,rskj-node2,2243,2160,86,0,0,0,0,0,2160,7,41,90
2026-03-16 17:15:10,rskj-miner1,3467,3204,270,0,0,0,0,0,3204,7,41,90
2026-03-16 17:15:12,rskj-miner2,3410,3164,242,0,0,0,0,0,3164,7,41,90
2026-03-16 17:15:13,rskj-node1,2254,2169,88,0,0,0,0,0,2169,7,41,90
2026-03-16 17:15:14,rskj-node2,2246,2163,87,0,0,0,0,0,2163,7,41,90
2026-03-16 17:15:45,rskj-miner1,3474,3206,274,0,0,0,0,0,3206,7,41,90
2026-03-16 17:15:46,rskj-miner2,3420,3168,247,0,0,0,0,0,3168,7,41,90
2026-03-16 17:15:47,rskj-node1,2263,2177,89,0,0,0,0,0,2177,7,41,90
2026-03-16 17:15:48,rskj-node2,2255,2170,88,0,0,0,0,0,2170,7,41,90
2026-03-16 17:16:19,rskj-miner1,3494,3212,288,0,0,0,0,0,3212,7,41,90
2026-03-16 17:16:20,rskj-miner2,3442,3178,258,0,0,0,0,0,3178,7,41,90
2026-03-16 17:16:21,rskj-node1,2263,2177,90,0,0,0,0,0,2177,7,41,90
2026-03-16 17:16:22,rskj-node2,2255,2170,88,0,0,0,0,0,2170,7,41,90
2026-03-16 17:22:52,rskj-miner1,760,757,21,5516,5120,236,5,32,0,7,40,32
2026-03-16 17:22:53,rskj-miner2,953,942,21,5496,5120,236,5,33,0,7,40,32
2026-03-16 17:22:54,rskj-node1,735,732,21,3331,3072,157,5,32,0,7,40,32
2026-03-16 17:22:55,rskj-node2,745,741,21,3327,3072,157,5,32,0,7,40,43
2026-03-16 17:23:09,rskj-miner1,1117,1111,21,5481,5120,236,6,34,0,7,40,43
2026-03-16 17:23:10,rskj-miner2,1152,1144,21,5481,5120,236,6,33,0,7,40,43
2026-03-16 17:23:10,rskj-node1,770,767,21,3330,3072,157,5,33,0,7,40,43
2026-03-16 17:23:11,rskj-node2,774,769,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:23:21,rskj-miner1,1134,1128,21,5479,5120,236,6,34,0,7,40,43
2026-03-16 17:23:22,rskj-miner2,1153,1145,21,5476,5120,236,6,34,0,7,40,43
2026-03-16 17:23:23,rskj-node1,768,764,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:23:23,rskj-node2,780,775,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:23:26,rskj-miner1,1165,1158,21,5479,5120,236,7,34,0,7,40,43
2026-03-16 17:23:27,rskj-miner2,1186,1177,21,5479,5120,236,7,34,0,7,40,43
2026-03-16 17:23:28,rskj-node1,770,766,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:23:29,rskj-node2,772,766,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:24:00,rskj-miner1,1234,1227,21,5490,5120,236,7,34,0,7,40,43
2026-03-16 17:24:00,rskj-miner2,1237,1227,21,5477,5120,236,7,34,0,7,40,43
2026-03-16 17:24:01,rskj-node1,787,783,21,3331,3072,157,5,33,0,7,40,43
2026-03-16 17:24:02,rskj-node2,792,783,21,3332,3072,157,5,33,0,7,40,43
2026-03-16 17:24:33,rskj-miner1,1294,1286,21,5481,5120,236,7,35,0,7,40,43
2026-03-16 17:24:34,rskj-miner2,1311,1300,21,5479,5120,236,7,34,0,7,40,43
2026-03-16 17:24:35,rskj-node1,849,843,21,3332,3072,157,5,34,0,7,40,43
2026-03-16 17:24:36,rskj-node2,858,850,21,3333,3072,157,5,34,0,7,40,43
2026-03-16 17:25:06,rskj-miner1,1599,1584,21,5484,5120,236,7,35,0,7,40,43
2026-03-16 17:25:07,rskj-miner2,1615,1602,21,5479,5120,236,7,35,0,7,40,43
2026-03-16 17:25:08,rskj-node1,1031,1026,21,3336,3072,157,5,34,0,7,40,43
2026-03-16 17:25:09,rskj-node2,1025,1010,21,3334,3072,157,5,34,0,7,40,43
2026-03-16 17:25:40,rskj-miner1,978,975,16,5487,5120,236,6,33,0,7,37,37
2026-03-16 17:25:41,rskj-miner2,955,953,16,5477,5120,236,6,33,0,7,37,37
2026-03-16 17:25:41,rskj-node1,646,645,16,3340,3072,157,5,32,0,7,37,37
2026-03-16 17:25:42,rskj-node2,604,605,16,3325,3072,157,4,32,0,7,37,37
2026-03-16 17:26:14,rskj-miner1,3110,3035,61,5485,5120,236,7,35,0,7,37,37
2026-03-16 17:26:15,rskj-miner2,2839,2764,64,5488,5120,236,6,35,0,7,37,37
2026-03-16 17:26:16,rskj-node1,730,723,17,3337,3072,157,5,34,0,7,37,37
2026-03-16 17:26:17,rskj-node2,690,688,17,3338,3072,157,5,34,0,7,37,37
2026-03-16 17:26:48,rskj-miner1,4098,4042,55,5488,5120,236,7,35,0,7,37,37
2026-03-16 17:26:49,rskj-miner2,4087,4030,58,5485,5120,236,7,35,0,7,37,37
2026-03-16 17:26:50,rskj-node1,933,917,20,3337,3072,157,5,35,0,7,37,37
2026-03-16 17:26:51,rskj-node2,873,869,20,3339,3072,157,5,35,0,7,37,37
2026-03-16 17:27:22,rskj-miner1,4092,4043,48,5491,5120,236,7,36,0,7,37,37
2026-03-16 17:27:23,rskj-miner2,4099,4050,51,5489,5120,236,7,36,0,7,37,37
2026-03-16 17:27:24,rskj-node1,1044,1031,21,3341,3072,157,5,35,0,7,37,37
2026-03-16 17:27:25,rskj-node2,1193,1187,21,3337,3072,157,5,35,0,7,37,37
2026-03-16 17:27:56,rskj-miner1,4104,4049,54,5501,5120,236,8,36,0,7,37,37
2026-03-16 17:27:57,rskj-miner2,4109,4054,56,5490,5120,236,7,36,0,7,37,37
2026-03-16 17:27:58,rskj-node1,1537,1516,27,3341,3072,157,5,36,0,7,37,37
2026-03-16 17:27:59,rskj-node2,1706,1693,27,3339,3072,157,5,35,0,7,37,37
2026-03-16 17:28:30,rskj-miner1,4115,4056,58,5490,5120,236,8,36,0,7,37,37
2026-03-16 17:28:31,rskj-miner2,4122,4062,61,5490,5120,236,8,36,0,7,37,37
2026-03-16 17:28:32,rskj-node1,1948,1925,29,3345,3072,157,5,36,0,7,37,37
2026-03-16 17:28:33,rskj-node2,1705,1692,29,3344,3072,157,5,36,0,7,37,37
2026-03-16 17:29:04,rskj-miner1,4134,4075,58,5496,5120,236,8,37,0,7,37,37
2026-03-16 17:29:05,rskj-miner2,4152,4096,56,5492,5120,236,8,37,0,7,37,37
2026-03-16 17:29:06,rskj-node1,2387,2361,31,3342,3072,157,5,36,0,7,37,37
2026-03-16 17:29:06,rskj-node2,1713,1697,31,3342,3072,157,5,36,0,7,37,37
2026-03-16 17:29:37,rskj-miner1,4148,4076,70,5500,5120,236,8,37,0,7,37,37
2026-03-16 17:29:38,rskj-miner2,4182,4113,69,5508,5120,236,8,37,0,7,37,37
2026-03-16 17:29:39,rskj-node1,2489,2461,31,3353,3072,157,5,36,0,7,37,37
2026-03-16 17:29:40,rskj-node2,1913,1895,31,3343,3072,157,5,36,0,7,37,37
2026-03-16 17:30:11,rskj-miner1,4163,4077,84,5494,5120,236,8,37,0,7,37,37
2026-03-16 17:30:11,rskj-miner2,4196,4114,82,5495,5120,236,8,37,0,7,37,37
2026-03-16 17:30:12,rskj-node1,2489,2462,32,3345,3072,157,5,36,0,7,37,37
2026-03-16 17:30:13,rskj-node2,2226,2207,32,3353,3072,157,5,36,0,7,37,37
2026-03-16 17:30:44,rskj-miner1,4177,4078,97,5495,5120,236,8,37,0,7,37,37
2026-03-16 17:30:45,rskj-miner2,4213,4115,95,5493,5120,236,8,37,0,7,37,37
2026-03-16 17:30:46,rskj-node1,2490,2462,32,3344,3072,157,5,37,0,7,37,37
2026-03-16 17:30:46,rskj-node2,2438,2419,32,3343,3072,157,5,36,0,7,37,37
2026-03-16 17:31:18,rskj-miner1,4216,4101,112,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:31:20,rskj-miner2,4240,4122,118,5501,5120,236,8,37,0,7,37,37
2026-03-16 17:31:22,rskj-node1,2495,2465,35,3345,3072,157,5,37,0,7,37,37
2026-03-16 17:31:23,rskj-node2,2441,2419,35,3346,3072,157,5,36,0,7,37,37
2026-03-16 17:31:55,rskj-miner1,4183,4106,76,5501,5120,236,8,37,0,7,37,37
2026-03-16 17:31:57,rskj-miner2,4209,4128,82,5495,5120,236,8,37,0,7,37,37
2026-03-16 17:31:58,rskj-node1,2506,2473,38,3346,3072,157,5,37,0,7,37,37
2026-03-16 17:32:00,rskj-node2,2448,2423,39,3354,3072,157,5,36,0,7,37,37
2026-03-16 17:32:32,rskj-miner1,4254,4109,143,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:32:33,rskj-miner2,4281,4130,151,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:32:34,rskj-node1,2511,2474,42,3345,3072,157,5,37,0,7,37,37
2026-03-16 17:32:35,rskj-node2,2459,2431,42,3345,3072,157,5,37,0,7,37,37
2026-03-16 17:33:07,rskj-miner1,4217,4109,106,5506,5120,236,8,37,0,7,37,37
2026-03-16 17:33:08,rskj-miner2,4247,4132,115,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:33:10,rskj-node1,2510,2471,43,3349,3072,157,5,37,0,7,37,37
2026-03-16 17:33:12,rskj-node2,2463,2432,44,3347,3072,157,5,37,0,7,37,37
2026-03-16 17:33:43,rskj-miner1,4211,4110,98,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:33:44,rskj-miner2,4235,4132,101,5502,5120,236,8,37,0,7,37,37
2026-03-16 17:33:45,rskj-node1,2519,2474,48,3354,3072,157,5,37,0,7,37,37
2026-03-16 17:33:46,rskj-node2,2465,2430,48,3345,3072,157,5,37,0,7,37,37
2026-03-16 17:34:17,rskj-miner1,4258,4110,144,5507,5120,236,8,38,0,7,37,37
2026-03-16 17:34:18,rskj-miner2,4282,4133,147,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:34:19,rskj-node1,2519,2475,48,3346,3072,157,5,37,0,7,37,37
2026-03-16 17:34:20,rskj-node2,2471,2434,48,3345,3072,157,5,37,0,7,37,37
2026-03-16 17:34:51,rskj-miner1,4210,4110,98,5497,5120,236,8,38,0,7,37,37
2026-03-16 17:34:52,rskj-miner2,4235,4133,101,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:34:53,rskj-node1,2520,2475,48,3346,3072,157,5,37,0,7,37,37
2026-03-16 17:34:54,rskj-node2,2475,2437,48,3346,3072,157,5,37,0,7,37,37
2026-03-16 17:35:25,rskj-miner1,4249,4111,133,5498,5120,236,8,38,0,7,37,37
2026-03-16 17:35:26,rskj-miner2,4287,4149,136,5499,5120,236,8,37,0,7,37,37
2026-03-16 17:35:27,rskj-node1,2520,2475,48,3348,3072,157,5,37,0,7,37,37
2026-03-16 17:35:28,rskj-node2,2473,2438,48,3350,3072,157,5,37,0,7,37,37
2026-03-16 17:35:59,rskj-miner1,4296,4111,181,5498,5120,236,8,38,0,7,37,37
2026-03-16 17:36:00,rskj-miner2,4252,4150,101,5497,5120,236,8,37,0,7,37,37
2026-03-16 17:36:02,rskj-node1,2520,2476,48,3347,3072,157,5,37,0,7,37,37
2026-03-16 17:36:03,rskj-node2,2474,2438,48,3347,3072,157,5,37,0,7,37,37
2026-03-16 17:36:34,rskj-miner1,4289,4111,172,5498,5120,236,8,38,0,7,37,37
2026-03-16 17:36:35,rskj-miner2,4329,4150,176,5499,5120,236,8,38,0,7,37,37
2026-03-16 17:36:37,rskj-node1,2524,2476,51,3352,3072,157,5,37,0,7,37,37
2026-03-16 17:36:38,rskj-node2,2479,2439,52,3347,3072,157,5,37,0,7,37,37
2026-03-16 17:37:11,rskj-miner1,4265,4112,150,5499,5120,236,8,38,0,7,37,37
2026-03-16 17:37:12,rskj-miner2,4308,4150,154,5500,5120,236,8,38,0,7,37,37
2026-03-16 17:37:14,rskj-node1,2525,2476,52,3353,3072,157,5,37,0,7,37,37
2026-03-16 17:37:15,rskj-node2,2481,2439,53,3347,3072,157,5,37,0,7,37,37
2026-03-16 17:37:46,rskj-miner1,4256,4112,139,5503,5120,236,8,38,0,7,37,37
