Time,"__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",container_name=""/rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",container_name=""/rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner3"",container_name=""/rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner4"",container_name=""/rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",container_name=""/rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",container_name=""/rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-12 14:38:49,,0.087854,,,0.151818,,,0.242791,,,0.142026,,,0.1256,,,0.099816,
2026-02-12 14:39:19,,0.087854,,,0.151818,,,0.242791,,,0.142026,,,0.1256,,,0.099816,
2026-02-12 14:39:49,,0.236542,,,0.145377,,,0.193666,,,0.190655,,,0.239202,,,0.144928,
2026-02-12 14:40:19,,0.226033,,,0.210621,,,0.199349,,,0.164931,,,0.131512,,,0.12556,
2026-02-12 14:40:49,,0.106893,,,0.190224,,,0.199395,,,0.228005,,,0.128607,,,0.080751,
2026-02-12 14:41:19,,0.106893,,,0.190224,,,0.199395,,,0.228005,,,0.128607,,,0.080751,
2026-02-12 14:41:49,,0.174374,,,0.152561,,,0.272479,,,0.258738,,,0.166517,,,0.196256,
2026-02-12 14:42:19,,0.174374,,,0.152561,,,0.272479,,,0.258738,,,0.166517,,,0.196256,
2026-02-12 14:42:49,,0.101061,,,0.135007,,,0.173463,,,0.090838,,,0.113082,,,0.095066,
2026-02-12 14:43:19,,0.10878,,,0.115607,,,0.114494,,,0.090428,,,0.060644,,,0.066073,
2026-02-12 14:43:49,,0.085143,,,0.176634,,,0.173311,,,0.166853,,,0.11489,,,0.129176,
2026-02-12 14:44:19,,0.085143,,,0.176634,,,0.173311,,,0.166853,,,0.11489,,,0.129176,
2026-02-12 14:44:49,,0.085143,,,0.176634,,,0.173311,,,0.166853,,,0.11489,,,0.129176,
2026-02-12 14:45:19,,0.085143,,,0.176634,,,0.173311,,,0.166853,,,0.11489,,,0.129176,
2026-02-12 14:45:49,,0.121255,,,0.143611,,,0.120777,,,0.116114,,,0.07156,,,0.091624,
2026-02-12 14:46:19,,0.081316,,,0.260754,,,0.19022,,,0.189598,,,0.113698,,,0.146985,
2026-02-12 14:46:49,,0.09818,,,0.177702,,,0.11631,,,0.102949,,,0.070798,,,0.066974,
2026-02-12 14:47:19,,0.032943,,,0.076434,,,0.047057,,,0.075022,,,0.049528,,,0.048818,
2026-02-12 14:47:49,,0.07058,,,0.128331,,,0.125151,,,0.120694,,,0.086404,,,0.083685,
2026-02-12 14:48:19,,0.103621,,,0.11188,,,0.236801,,,0.252983,,,0.088712,,,0.079243,
2026-02-12 14:48:49,,0.090677,,,0.11188,,,0.236801,,,0.252983,,,0.211616,,,0.079243,
2026-02-12 14:49:19,,0.128495,,,0.208029,,,0.099226,,,0.357496,,,0.166578,,,0.13983,
2026-02-12 14:49:49,,0.128495,,,0.208029,,,0.099226,,,0.357496,,,0.166578,,,0.13983,
2026-02-12 14:50:19,,0.244004,,,0.163797,,,0.2889,,,0.302765,,,0.284773,,,0.102627,
2026-02-12 14:50:49,,0.236219,,,0.25674,,,0.158864,,,0.859406,,,0.218056,,,0.162043,
2026-02-12 14:51:19,,0.163098,,,0.162495,,,0.189949,,,0.176646,,,0.114083,,,0.128334,
2026-02-12 14:51:49,,0.166524,,,0.144951,,,0.162104,,,0.133508,,,0.102239,,,0.107548,
2026-02-12 14:52:19,,0.130875,,,0.148844,,,0.141541,,,0.148315,,,0.080692,,,0.093129,
