Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-09 21:28:02,0.002723,0.000881,0.001093
2026-03-09 21:28:32,0.002723,0.000881,0.001093
2026-03-09 21:29:02,0.002723,0.000881,0.001093
2026-03-09 21:29:32,0.002723,0.000881,0.001093
2026-03-09 21:30:02,0.002723,0.000881,0.001093
2026-03-09 21:30:32,0.002723,0.000881,0.001093
2026-03-09 21:31:02,0.002723,0.000881,0.001093
2026-03-09 21:31:32,0.002723,0.000881,0.001093
2026-03-09 21:32:02,0.002723,0.000881,0.001093
2026-03-09 21:32:32,0.002723,0.000881,0.001093
2026-03-09 21:50:02,0.000815,0.00101,0.000536
2026-03-09 21:50:32,0.000815,0.00101,0.000536
2026-03-09 21:51:02,0.000815,0.00101,0.000536
2026-03-09 21:51:32,0.000815,0.00101,0.000536
2026-03-09 21:52:02,0.000815,0.00101,0.000536
2026-03-09 21:52:32,0.000815,0.00101,0.000536
2026-03-09 21:53:02,0.000815,0.00101,0.000536
2026-03-09 21:53:32,0.000815,0.00101,0.000536
2026-03-09 21:54:02,0.000815,0.00101,0.000536
2026-03-09 21:54:32,0.000815,0.00101,0.000536
2026-03-09 22:09:02,0.000559,0.000673,0.000586
2026-03-09 22:09:32,0.000559,0.000673,0.000586
2026-03-09 22:10:02,0.000559,0.000673,0.000586
2026-03-09 22:10:32,0.000559,0.000673,0.000586
2026-03-09 22:11:02,0.000559,0.000673,0.000586
2026-03-09 22:11:32,0.000559,0.000673,0.000586
2026-03-09 22:12:02,0.000559,0.000673,0.000586
2026-03-09 22:12:32,0.000559,0.000673,0.000586
2026-03-09 22:13:02,0.000559,0.000673,0.000586
2026-03-09 22:13:32,0.000559,0.000673,0.000586
2026-03-09 22:37:32,0.001026,0.00052,0.000491
2026-03-09 22:38:02,0.001026,0.00052,0.000491
2026-03-09 22:38:32,0.001026,0.00052,0.000491
2026-03-09 22:39:02,0.001026,0.00052,0.000491
2026-03-09 22:39:32,0.001026,0.00052,0.000491
2026-03-09 22:40:02,0.001026,0.00052,0.000491
2026-03-09 22:40:32,0.001026,0.00052,0.000491
2026-03-09 22:41:02,0.001026,0.00052,0.000491
2026-03-09 22:41:32,0.001026,0.00052,0.000491
2026-03-09 22:42:02,0.001026,0.00052,0.000491
