Time,"__name__=""dockerstats_memory_usage_bytes"",id=""01cade7c26e1"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""457f47ddd5f8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""7ae7b9c7b9c8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""828cfb44b3ef"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""b3919c056ad5"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""eed7b600afd2"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4"""
2026-03-09 21:11:02,310624256,391053312,395005952,401727488,297656320,319946752
2026-03-09 21:11:32,1046609920,1391648768,766173184,1368121344,1223299072,1170464768
2026-03-09 21:12:02,1367789568,2841772032,1078153216,2652106752,1481199616,1463361536
2026-03-09 21:12:32,1463422976,2880028672,1229778944,2784079872,1552326656,1504690176
2026-03-09 21:13:02,1483862016,2919186432,1538887680,2818535424,1607692288,1555722240
2026-03-09 21:13:32,1499148288,2856112128,1643663360,2754363392,1629089792,1582555136
2026-03-09 21:14:02,1511403520,2887327744,1662246912,2784100352,1649098752,1521430528
2026-03-09 21:14:32,1515061248,2903748608,1665675264,2800812032,1566961664,1534234624
2026-03-09 21:15:02,1525940224,2920148992,1667768320,2812080128,1572814848,1546661888
2026-03-09 21:15:32,1530195968,2928635904,1730437120,2821156864,1579593728,1560084480
2026-03-09 21:16:02,1537626112,2934157312,1929236480,2822696960,1584832512,1569423360
2026-03-09 21:16:32,1552207872,2941751296,1935015936,2835685376,1594503168,1584582656
2026-03-09 21:17:02,1553158144,2956574720,2079494144,2852921344,1602916352,1598791680
2026-03-09 21:17:32,1566695424,2968539136,2397380608,2865233920,1610039296,1605021696
2026-03-09 21:18:02,1568681984,2977906688,2786078720,2873196544,1617010688,1612926976
2026-03-09 21:18:32,1589092352,2984484864,2827915264,2881069056,1624285184,1619066880
2026-03-09 21:19:02,1590267904,2989592576,2829025280,2893107200,1629908992,1627586560
2026-03-09 21:19:32,1590734848,2982252544,2829234176,2808123392,1641164800,1638731776
2026-03-09 21:20:02,1592102912,3005624320,2830884864,2816385024,1648222208,1646301184
2026-03-09 21:20:32,1595920384,2917904384,2832146432,2818904064,1650233344,1653682176
2026-03-09 21:21:02,1596727296,2928324608,2835521536,2826715136,1656987648,1663029248
2026-03-09 21:21:32,1597755392,2936840192,2836271104,2836480000,1663160320,1675538432
2026-03-09 21:22:02,1598849024,2945576960,2837643264,2844901376,1669926912,1684770816
2026-03-09 21:22:32,1613324288,2958520320,2841268224,2857775104,1675902976,1693061120
2026-03-09 21:23:02,1614557184,2962083840,2842083328,2870386688,1681965056,1604640768
2026-03-09 21:23:32,1615998976,2979135488,2843181056,2877968384,1686974464,1608019968
