Time,"__name__=""promtail_custom_block_uncle_count"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-09 18:47:08,0
2026-03-09 18:47:38,0
2026-03-09 18:48:08,0
2026-03-09 18:48:38,0
2026-03-09 18:49:08,0
2026-03-09 18:49:38,0
2026-03-09 18:50:08,0
2026-03-09 18:50:38,0
2026-03-09 18:51:08,0
2026-03-09 18:51:38,0
2026-03-09 18:52:08,0
2026-03-09 18:52:38,0
2026-03-09 18:53:08,0
2026-03-09 18:53:38,0
2026-03-09 18:54:08,0
2026-03-09 18:54:38,0
2026-03-09 18:55:08,0
2026-03-09 18:55:38,0
2026-03-09 18:56:08,0
2026-03-09 18:56:38,0
2026-03-09 18:57:08,0
2026-03-09 18:57:38,0
2026-03-09 18:58:08,0
2026-03-09 18:58:38,0
2026-03-09 18:59:08,0
2026-03-09 18:59:38,0
2026-03-09 19:00:08,0
2026-03-09 19:00:38,0
2026-03-09 19:01:08,0
2026-03-09 19:01:38,0
2026-03-09 19:02:08,0
2026-03-09 19:02:38,0
2026-03-09 19:03:08,0
2026-03-09 19:03:38,0
2026-03-09 19:04:08,0
2026-03-09 19:04:38,0
2026-03-09 19:05:08,0
2026-03-09 19:05:38,0
2026-03-09 19:06:08,0
2026-03-09 19:06:38,0
2026-03-09 19:07:08,0
2026-03-09 19:07:38,0
2026-03-09 19:08:08,1
2026-03-09 19:08:38,0
2026-03-09 19:09:08,0
2026-03-09 19:09:38,0
2026-03-09 19:10:08,0
2026-03-09 19:10:38,0
2026-03-09 19:11:08,0
2026-03-09 19:11:38,0
2026-03-09 19:12:08,0
2026-03-09 19:12:38,0
2026-03-09 19:13:08,0
2026-03-09 19:13:38,0
2026-03-09 19:14:08,0
2026-03-09 19:14:38,0
2026-03-09 19:15:08,0
2026-03-09 19:15:38,0
2026-03-09 19:16:08,0
2026-03-09 19:16:38,0
2026-03-09 19:17:08,0
2026-03-09 19:17:38,0
2026-03-09 19:18:08,0
2026-03-09 19:18:38,0
2026-03-09 19:19:08,0
2026-03-09 19:19:38,0
2026-03-09 19:20:08,0
2026-03-09 19:20:38,0
2026-03-09 19:21:08,0
2026-03-09 19:21:38,0
2026-03-09 19:22:08,0
2026-03-09 19:22:38,0
2026-03-09 19:23:08,0
2026-03-09 19:23:38,0
2026-03-09 19:24:08,0
2026-03-09 19:24:38,0
2026-03-09 19:25:08,0
2026-03-09 19:25:38,0
2026-03-09 19:26:08,0
2026-03-09 19:26:38,0
2026-03-09 19:27:08,0
2026-03-09 19:27:38,0
2026-03-09 19:28:08,0
2026-03-09 19:28:38,0
2026-03-09 19:29:08,0
2026-03-09 19:29:38,0
2026-03-09 19:30:08,0
2026-03-09 19:30:38,0
2026-03-09 19:31:08,0
2026-03-09 19:31:38,0
2026-03-09 19:32:08,0
2026-03-09 19:32:38,0
2026-03-09 19:33:08,0
2026-03-09 19:33:38,0
2026-03-09 19:34:08,0
2026-03-09 19:34:38,0
2026-03-09 19:35:08,0
2026-03-09 19:35:38,0
2026-03-09 19:36:08,0
2026-03-09 19:36:38,0
2026-03-09 19:37:08,0
2026-03-09 19:37:38,0
2026-03-09 19:38:08,0
2026-03-09 19:38:38,0
2026-03-09 19:39:08,0
2026-03-09 19:39:38,0
2026-03-09 19:40:08,0
2026-03-09 19:40:38,0
2026-03-09 19:41:08,0
2026-03-09 19:41:38,0
2026-03-09 19:42:08,0
2026-03-09 19:42:38,0
2026-03-09 19:43:08,0
2026-03-09 19:43:38,0
2026-03-09 19:44:08,0
2026-03-09 19:44:38,0
2026-03-09 19:45:08,0
2026-03-09 19:45:38,0
2026-03-09 19:46:08,0
2026-03-09 19:46:38,0
2026-03-09 19:47:08,0
2026-03-09 19:47:38,0
2026-03-09 19:48:08,0
2026-03-09 19:48:38,0
2026-03-09 19:49:08,1
2026-03-09 19:49:38,1
2026-03-09 19:50:08,0
2026-03-09 19:50:38,0
2026-03-09 19:51:08,0
2026-03-09 19:51:38,0
2026-03-09 19:52:08,0
2026-03-09 19:52:38,0
2026-03-09 19:53:08,0
2026-03-09 19:53:38,0
2026-03-09 19:54:08,0
2026-03-09 19:54:38,0
2026-03-09 19:55:08,1
2026-03-09 19:55:38,0
2026-03-09 19:56:08,0
2026-03-09 19:56:38,0
2026-03-09 19:57:08,0
2026-03-09 19:57:38,0
2026-03-09 19:58:08,0
2026-03-09 19:58:38,0
2026-03-09 19:59:08,1
2026-03-09 19:59:38,0
2026-03-09 20:00:08,0
2026-03-09 20:00:38,0
2026-03-09 20:01:08,0
2026-03-09 20:01:38,0
2026-03-09 20:02:08,0
2026-03-09 20:02:38,0
2026-03-09 20:03:08,0
2026-03-09 20:03:38,0
2026-03-09 20:04:08,1
2026-03-09 20:04:38,0
2026-03-09 20:05:08,1
2026-03-09 20:05:38,0
2026-03-09 20:06:08,0
2026-03-09 20:06:38,0
2026-03-09 20:07:08,0
2026-03-09 20:07:38,0
2026-03-09 20:08:08,0
2026-03-09 20:08:38,1
2026-03-09 20:09:08,0
2026-03-09 20:09:38,0
2026-03-09 20:10:08,0
2026-03-09 20:10:38,0
2026-03-09 20:11:08,0
2026-03-09 20:11:38,0
2026-03-09 20:12:08,0
2026-03-09 20:12:38,0
2026-03-09 20:13:08,0
2026-03-09 20:13:38,0
2026-03-09 20:14:08,0
2026-03-09 20:14:38,0
2026-03-09 20:15:08,0
2026-03-09 20:15:38,0
2026-03-09 20:16:08,0
