Time,"name=""rskj-miner1""","name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-node1""","name=""rskj-node2"""
2026-03-06 18:31:33,0.035852625,0.033810417,0.048842416,0.203683292,0.063607375
2026-03-06 18:32:03,0.018510917,0.018590667,0.026468208,0.077894625,0.071204834
2026-03-06 18:32:33,0.022707375,0.055475042,0.020394375,0.016488792,0.024611125
2026-03-06 18:33:03,0.075691708,0.039471125,0.044251291,0.016488792,0.024611125
2026-03-06 18:33:33,0.037533542,0.02909325,0.048253875,0.074163958,0.051184542
2026-03-06 18:34:03,0.068871375,0.129593541,0.107443,0.116075666,0.056172
2026-03-06 18:34:33,0.085610083,0.042117333,0.097418959,0.095759375,0.0931435
2026-03-06 18:35:03,0.044167083,0.16673225,0.207867417,0.099180708,0.104423583
2026-03-06 18:35:33,0.120327,0.054079875,0.197600125,0.109252584,0.065286334
2026-03-06 18:36:03,0.135849,0.124843542,0.173632458,0.134048791,0.111894916
2026-03-06 18:36:33,0.118675042,0.075057417,0.10709975,0.105336001,0.089443625
2026-03-06 18:37:03,0.069049208,0.209230791,0.109555042,0.125843291,0.097133042
2026-03-06 18:37:33,0.056213917,0.055634709,0.06061775,0.087649583,0.112443125
2026-03-06 18:38:03,0.148275125,0.128555458,0.045198917,0.237063583,0.07992
2026-03-06 18:38:33,0.148275125,0.128555458,0.057140917,0.237063583,0.07992
2026-03-06 18:39:03,0.148275125,0.128555458,0.074641791,0.237063583,0.07992
2026-03-06 18:39:33,0.079438542,0.052781667,0.085140542,0.050307458,0.076348959
2026-03-06 18:40:03,0.024880458,0.024336334,0.04303275,0.159055917,0.095781
2026-03-06 18:40:33,0.0392945,0.081125626,0.031205917,0.116289042,0.30473575
2026-03-06 18:41:03,0.107527542,0.037628583,0.036079375,0.123501583,0.099380458
2026-03-06 18:41:33,0.072641584,0.118982,0.129141667,0.104025375,0.124101125
2026-03-06 18:42:03,0.020767542,0.01700925,0.020686334,0.100809334,0.03053325
2026-03-06 18:42:33,0.056987209,0.163268083,0.063034708,0.126963875,0.153105666
