Time,"container_id=""rskj-miner1""","container_id=""rskj-miner2""","container_id=""rskj-miner3""","container_id=""rskj-node1""","container_id=""rskj-node2"""
2026-03-06 18:31:33,0.008509810683127002,0.0032747680954515667,0.004332666643677368,0.008328080278630296,0.007676368150625883
2026-03-06 18:32:03,0.0019913094458047387,0.0022399903438286716,0.0025644721867779424,0.003499603407249026,0.003131668793323447
2026-03-06 18:32:33,0.0008421197807123403,0.0027932627659207673,0.0008458435334275765,0.001866944798813916,0.0013026583456883774
2026-03-06 18:33:03,0,0,0,0,0
2026-03-06 18:33:33,0.007781206896551724,0.006633103448275862,0.0447434563954023,0.0020994827586206894,0.004518965517241379
2026-03-06 18:34:03,0.0012884728112823696,0.0044719837246991485,0.0031522706113582292,0.001689493465742561,0.000571807868694183
2026-03-06 18:34:33,0.006969275862068966,0.008603379310344828,0.006796172413793103,0.004235172413793104,0.004822655172413794
2026-03-06 18:35:03,0.009930485155684284,0.004816351160304816,0.009000206889417606,0.0018605220509637593,0.005808247991448571
2026-03-06 18:35:33,0.004027205958415227,0.009904141236509087,0.009517982138546948,0.009253784352263714,0.005209268645908763
2026-03-06 18:36:03,0.019010655172413793,0.0024231379310344827,0.016303896551724137,0.00849903448275862,0.009959517241379312
2026-03-06 18:36:33,0.0065352068965517235,0.003994620689655172,0.006444310344827586,0.00027568965517241385,0.0040906896551724135
2026-03-06 18:37:03,0.005642435946067106,0.015726576778509603,0.007642401462119383,0.006105831235559846,0.004734404634642573
2026-03-06 18:37:33,0.004540843419192441,0.010313437467673527,0.005058411778904175,0.004061239267611461,0.004880073100927553
2026-03-06 18:38:03,0.00909043580195835,0.015612605157909253,0.00849541442559647,0.009199420769549027,0.00855861260515791
2026-03-06 18:38:33,0,0,0,0,0
2026-03-06 18:39:03,0,0,0,0,0
2026-03-06 18:39:33,0.006698665563256439,0.005455846350125857,0.013433364366745974,0.00990686528050757,0.007310230681700629
2026-03-06 18:40:03,0.005480515897648115,0.002823022277398442,0.003937409476515622,0.0038336781847023937,0.004150493137457757
2026-03-06 18:40:33,0.0030465542268611327,0.0045496301928527,0.0037985069468445434,0.006011474389991015,0.0073279187115504255
2026-03-06 18:41:03,0.0052095934342563524,0.0041166936790923815,0.004139073761164178,0.005591847994758439,0.004927963033208041
2026-03-06 18:41:33,0.006723833500017243,0.004368210504534953,0.005872952374383557,0.00483612097803221,0.0007494223540366245
2026-03-06 18:42:03,0.009592241379310343,0.007264827586206896,0.008500827586206898,0.011731896551724137,0.010175862068965518
2026-03-06 18:42:33,0.017899655172413795,0.048218793103448274,0.01401248275862069,0.019329758620689655,0.014574827586206896
2026-03-06 18:43:03,0.015344863261716728,0.03159209573404145,0.015432975825085352,0.023063041004241818,0.01344470117598372
2026-03-06 18:43:33,0.03132306896551724,0.019223103448275863,0.017455310344827585,0.05418062068965517,0.021738758620689653
2026-03-06 18:44:03,0,0,0,0,0
2026-03-06 18:44:33,0.0024717423537119407,0.013670735491879587,0.014493741595117408,0.009723216440812385,0.0007556291162373707
2026-03-06 18:45:03,0,0,0,0,0
2026-03-06 18:45:33,0.005989,0.011749620689655172,0.01871113793103448,0.012168068965517241,0.013921551724137931
