Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-06 18:33:33,,,0.001566,0.000194,
2026-03-06 18:34:03,,,0.001566,0.000194,
2026-03-06 18:34:33,,,0.001566,0.000194,
2026-03-06 18:35:03,,,0.001566,0.000194,
2026-03-06 18:35:33,,,0.001566,0.000194,
2026-03-06 18:36:03,,,0.001566,0.000194,
2026-03-06 18:36:33,,,0.001566,0.000194,
2026-03-06 18:37:03,,,0.001566,0.000194,
2026-03-06 18:37:33,,,0.001566,0.000194,
2026-03-06 18:38:03,,,0.001566,0.000194,
2026-03-06 18:58:33,,,0.000892,0.00071,
2026-03-06 18:59:03,,,0.000892,0.00071,
2026-03-06 18:59:33,,,0.000892,0.00071,
2026-03-06 19:00:03,,,0.000892,0.00071,
2026-03-06 19:00:33,,,0.000892,0.00071,
2026-03-06 19:01:03,,,0.000892,0.00071,
2026-03-06 19:01:33,,,0.000892,0.00071,
2026-03-06 19:02:03,,,0.000892,0.00071,
2026-03-06 19:02:33,,,0.000892,0.00071,
2026-03-06 19:03:03,,,0.000892,0.00071,
2026-03-06 19:03:33,,,,0.00071,
2026-03-06 19:19:33,,,0.000955,0.000735,
2026-03-06 19:20:03,,,0.000955,0.000735,
2026-03-06 19:20:33,,,0.000955,0.000735,
2026-03-06 19:21:03,,,0.000955,0.000735,
2026-03-06 19:21:33,,,0.000955,0.000735,
2026-03-06 19:22:03,,,0.000955,0.000735,
2026-03-06 19:22:33,,,0.000955,0.000735,
2026-03-06 19:23:03,,,0.000955,0.000735,
2026-03-06 19:23:33,,,0.000955,0.000735,
2026-03-06 19:24:03,5.805581,9.501537,0.000955,0.000735,6.039871
2026-03-06 19:24:33,5.805581,9.501537,,,6.039871
2026-03-06 19:25:03,5.805581,9.501537,,,6.039871
2026-03-06 19:25:33,5.805581,9.501537,,,6.039871
2026-03-06 19:26:03,5.805581,9.501537,,,6.039871
2026-03-06 19:26:33,5.805581,9.501537,,,6.039871
2026-03-06 19:27:03,5.805581,9.501537,,,6.039871
2026-03-06 19:27:33,5.805581,9.501537,,,6.039871
2026-03-06 19:28:03,5.805581,9.501537,,,6.039871
2026-03-06 19:28:33,5.805581,9.501537,,,6.039871
2026-03-06 19:36:03,0.479089,5.294915,,,0.718281
2026-03-06 19:36:33,0.479089,5.294915,,,0.718281
2026-03-06 19:37:03,0.479089,5.294915,,,0.718281
2026-03-06 19:37:33,0.479089,5.294915,,,0.718281
2026-03-06 19:38:03,0.479089,5.294915,,,0.718281
2026-03-06 19:38:33,0.479089,5.294915,,,0.718281
2026-03-06 19:39:03,0.479089,5.294915,,,0.718281
2026-03-06 19:39:33,0.479089,5.294915,,,0.718281
2026-03-06 19:40:03,0.479089,5.294915,,,0.718281
2026-03-06 19:40:33,0.479089,5.294915,,,0.718281
2026-03-06 19:43:03,,,0.001898,0.000969,
2026-03-06 19:43:33,,,0.001898,0.000969,
2026-03-06 19:44:03,,,0.001898,0.000969,
2026-03-06 19:44:33,,,0.001898,0.000969,
2026-03-06 19:45:03,,,0.001898,0.000969,
2026-03-06 19:45:33,,,0.001898,0.000969,
2026-03-06 19:46:03,,,0.001898,0.000969,
2026-03-06 19:46:33,,,0.001898,0.000969,
2026-03-06 19:47:03,,,0.001898,0.000969,
