Time,"exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-06 18:31:33,0,0,0.512673208,0.891247917,0
2026-03-06 18:32:03,0,0,0.512673208,0.891247917,0
2026-03-06 18:32:33,0,0,0.512673208,0.891247917,0
2026-03-06 18:33:03,0,0,0.512673208,0.891247917,0
2026-03-06 18:33:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:34:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:34:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:35:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:35:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:36:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:36:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:37:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:37:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:38:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:38:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:39:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:39:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:40:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:40:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:41:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:41:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:42:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:42:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:43:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:43:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:44:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:44:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:45:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:45:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:46:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:46:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:47:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:47:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:48:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:48:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:49:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:49:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:50:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:50:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:51:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:51:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:52:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:52:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:53:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:53:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:54:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:54:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:55:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:55:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:56:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:56:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:57:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:57:33,0,0,0.935435959,1.634687876,0
2026-03-06 18:58:03,0,0,0.935435959,1.634687876,0
2026-03-06 18:58:33,0,0,1.226998334,1.958999501,0
2026-03-06 18:59:03,0,0,1.226998334,1.958999501,0
2026-03-06 18:59:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:00:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:00:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:01:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:01:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:02:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:02:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:03:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:03:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:04:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:04:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:05:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:05:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:06:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:06:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:07:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:07:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:08:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:08:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:09:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:09:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:10:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:10:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:11:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:11:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:12:03,0,0,1.226998334,1.958999501,0
2026-03-06 19:12:33,0,0,1.226998334,1.958999501,0
2026-03-06 19:13:03,0,0,1.226998334,1.958999501,0
