Time,"name=""rskj-miner1""","name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-node1"""
2026-03-06 18:59:03,,,1.269335542,1.994080751
2026-03-06 19:36:03,,5.387726502,,
2026-03-06 19:43:03,,,1.532741417,2.887996293
2026-03-06 20:07:03,,,,2.616780876
2026-03-06 20:49:03,,,3.040698376,9.679417046
2026-03-06 22:03:03,,,1.568102417,
2026-03-06 22:31:03,1.455360501,,,
