Time,"name=""rskj-miner1""","name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-node1""","name=""rskj-node2"""
2026-03-06 18:31:33,239192.6551724138,227936.8620689655,269357.5517241379,262334.2413793103,312232.9655172414
2026-03-06 18:32:03,83421.2159878608,56063.075490567986,83334.48287753905,139301.03114115252,105608.37327999448
2026-03-06 18:32:33,81960.24412109511,76038.79042824633,79494.13833528722,80157.95462381905,88780.94614164541
2026-03-06 18:33:03,179993.5172413793,184501.5172413793,183798.1379310345,202079.1379310345,189155
2026-03-06 18:33:33,177624.7111969378,182301.7000586227,222271.11279699297,217607.46922307662,193824.71809372734
2026-03-06 18:34:03,135872.62508189373,126982.75921519949,140541.05030861005,143701.35512568534,146602.53094720872
2026-03-06 18:34:33,73656.60884858097,93851.20176557811,144476.67160936582,129206.73126659538,123392.1859374461
2026-03-06 18:35:03,122697.54129452739,116081.10624504292,130731.33556329527,128502.8794096348,123392.323873237
2026-03-06 18:35:33,255004.58620689655,290055.0689655172,288198.8275862069,326428.8620689655,344083.7586206896
2026-03-06 18:36:03,331715.6206896552,325743.7931034483,463728.4137931034,348856.5172413793,354649.5517241379
2026-03-06 18:36:33,192893.5172413793,116414.3448275862,182488.62068965516,134200.3103448276,143434.55172413794
2026-03-06 18:37:03,141628.98720645538,137406.91058312354,142972.37835787438,176937.13576330215,264071.5541915238
2026-03-06 18:37:33,103849.28105927381,135375.9525533602,196854.34985000515,143117.96144960518,208792.80024826727
2026-03-06 18:38:03,179377.64673425752,242756.36250775916,214391.44078901992,346780.5021035933,271205.4969308228
2026-03-06 18:38:33,124473.0125883773,132709.46714950853,133412.3469563718,133712.77806518364,135464.01103638558
2026-03-06 18:39:03,59420.804027030754,66037.7534133223,63051.85491656323,71692.97338298165,63968.590539235964
2026-03-06 18:39:33,16316.838511672813,5755.646746439532,18200.662091796265,46655.91916962653,53285.940894513595
2026-03-06 18:40:03,160329.976895755,59031.10452084554,138129.00444842924,147825.64916031586,183410.5313976344
2026-03-06 18:40:33,99400.23502574915,203380.46521273287,167375.59188469916,156663.74036567242,177293.43656032905
2026-03-06 18:41:03,192405.1724137931,157369.9655172414,227748.24137931035,285237.0689655172,268409.724137931
2026-03-06 18:41:33,166132.10800372425,122285.94089451358,142785.54432911478,151373.1852822511,157177.69578261318
2026-03-06 18:42:03,195965.79192385942,144363.73668057518,177409.15203972548,238071.58867547155,176245.2153522535
2026-03-06 18:42:33,300379.7027483706,342374.6336080554,369964.5160177937,392661.74695679155,419374.21980068274
2026-03-06 18:43:03,270926.48022345593,392334.56326080207,371161.04003586323,439998.48270630016,368724.71464533254
2026-03-06 18:43:33,393201.35177075065,352120.7972688713,350979.7579226869,408568.05407083,489312.3900824166
2026-03-06 18:44:03,312829.14971381286,315055.92717743607,316188.0559961382,326372.8018757327,315531.99779325566
2026-03-06 18:44:33,3609.1169270025166,31555.118789007272,110288.92107168717,35177.6835281542,56005.75842212337
2026-03-06 18:45:03,50722,46234.48275862069,49083.724137931036,60156.31034482759,51704.8275862069
2026-03-06 18:45:33,48974.86120211041,66877.06472636986,85944.82568364425,76453.42942860098,95478.98203386323
2026-03-06 18:46:03,146209.6151193268,171955.1662298248,233541.66091874742,169268.657745896,287967.99558559805
2026-03-06 18:46:33,131113.5172413793,114829.6551724138,121807.1724137931,137376.24137931035,136474.9655172414
2026-03-06 18:47:03,137703.86591716384,214468.2208504328,210121.66775873365,174901.47256612752,266765.5964410111
2026-03-06 18:47:33,198278.4233939101,154179.1096244698,179060.93313562535,184161.79868271318,176188.4202903548
2026-03-06 18:48:03,184982.79251008652,224663.60908996858,224150.21207627846,221942.17041966962,191004.89672057654
2026-03-06 18:48:33,203765,205884.1724137931,184268.89655172414,205034.79310344826,206968.41379310345
2026-03-06 18:49:03,216239.0427256112,229568.67478188899,172309.21755922615,306113.76254353597,408662.4021517983
2026-03-06 18:49:33,172889.23755991584,187359.73654263938,176553.84668436841,183853.99496534362,174228.0768302355
2026-03-06 18:50:03,72904.54843270457,71917.82475257767,52765.78502706989,116873.99565502258,87198.2482154557
2026-03-06 18:50:33,194213.87681909098,263071.00489688944,155881.85392096007,299049.0723498172,269644.0789019932
2026-03-06 18:51:03,133204.52429394115,127317.4592227318,100284.00979344115,136624.5387771992,184594.19290320354
2026-03-06 18:51:33,160419.91103141484,189686.05813993583,159050.58795130864,189012.7245767095,175424.4284285665
2026-03-06 18:52:03,304723.56714256154,276569.45306572865,202021.3807848817,305227.01565625216,291659.8041244224
2026-03-06 18:52:33,180336.50563773664,246441.67442501985,197225.78531774768,191410.5375676701,195671.70097582843
2026-03-06 18:53:03,264679.26480223454,315617.29714817746,337384.08220973134,313131.3148729266,361687.4719817924
2026-03-06 18:53:33,323896,212248.96551724136,245351.79310344826,294718.1724137931,316594.3448275862
2026-03-06 18:54:03,353329.1379310345,292954.9310344828,324798.1379310345,312153.3793103448,389668.1379310345
2026-03-06 18:54:33,452323.7931034483,378549.5517241379,377869.275862069,454638.5517241379,405415.9310344827
2026-03-06 18:55:03,203438.1724137931,95033.72413793103,119372.62068965517,148294.2068965517,153082.2068965517
2026-03-06 18:55:33,73998.03455053273,72084.27295610495,44037.446984586735,77651.9085548774,140759.9048308679
2026-03-06 18:56:03,114818.304079451,100005.62088347872,111344.9429290665,111440.0496568847,101116.31435566742
2026-03-06 18:56:33,78750.44833770176,58574.66547109946,81194.06124982756,82696.4408883984,134475.0655262795
2026-03-06 18:57:03,40513.0857556636,37951.13961587531,47588.496948381086,50597.60008275576,38669.66656322195
2026-03-06 18:57:33,41591.5235533485,73743.32712600869,72862.88709566176,122189.21994620319,121768.50127595007
2026-03-06 18:58:03,107598.17918477136,92278.60542106352,164273.08779915856,143857.05910752466,138504.89688944066
2026-03-06 18:58:33,322000.27587158175,212486.085727094,137171.04038070276,203131.31487292662,305534.2253181144
2026-03-06 18:59:03,243298.0447601641,169355.04672574913,218300.90692782507,237191.69626538843,290782.13041829027
2026-03-06 18:59:33,182940.0020688942,197977.86283231614,169495.53463673667,206131.82304058483,202826.48874176753
2026-03-06 19:00:03,516058.3790497879,376500.67280819797,410768.5194769348,524536.0038643343,517412.4831797951
2026-03-06 19:00:33,433339.611576805,522635.96536617336,357205.00879644003,453934.4923936665,536733.4161233571
2026-03-06 19:01:03,240040.07034725332,316958.2399393082,287050.76037104725,379126.31470050686,411075.20948998234
2026-03-06 19:01:33,436774.1601710699,393100.0551838312,393805.5114851349,410977.8919776506,513313.0302821274
2026-03-06 19:02:03,375697.0208951107,405926.9360733743,339479.96689883457,373993.93145300326,345335.56306461623
2026-03-06 19:02:33,155867.44827586206,252155.3448275862,155678.1379310345,204304.55172413794,177360.58620689655
2026-03-06 19:03:03,18847.604924647378,25630.41004241818,51285.167431113565,34592.09573404145,27448.115322274716
2026-03-06 19:03:33,231342.6551724138,243301.6551724138,242750.75862068965,247312.62068965516,283686.3793103448
2026-03-06 19:04:03,146785.05414166494,74193.04779639975,92134.28512311194,96738.43023656803,136269.3289192358
2026-03-06 19:04:33,86248.01710462791,108589.6613559556,48057.935030002074,114627.11221463552,89002.44844472034
2026-03-06 19:05:03,337973.2068965517,300314.724137931,276237.4827586207,341188.0344827586,325834.9655172414
2026-03-06 19:05:33,394149.5965238982,288547.48603351956,357317.91847713635,438749.94827229466,434822.4705152079
2026-03-06 19:06:03,133443,117805.03448275862,136299.2068965517,135337.79310344826,134226.6896551724
2026-03-06 19:06:33,43374.668092003165,57948.68788578916,50927.066450567254,101560.1572468016,65288.52719059277
2026-03-06 19:07:03,38920.448275862065,80390,82308.44827586207,54558.275862068964,57401.275862068964
2026-03-06 19:07:33,169660.1951791441,61006.10365874685,62657.74681885581,78003.4139108245,97988.06855408805
2026-03-06 19:08:03,93975.10258974446,101739.02548363735,170220.69726542293,106437.94613607365,121174.83361495222
2026-03-06 19:08:33,89806.85540880718,81544.12221111072,90121.07314045311,90204.35187420255,93231.3183213214
2026-03-06 19:09:03,289320.4593261836,150466.98162005586,198945.13603917373,217829.40791061756,293481.0165867788
2026-03-06 19:09:33,204305.35535708125,145075.34742577327,196247.42232490773,149253.3880478637,163715.16259181348
2026-03-06 19:10:03,202959.34622944033,161752.11199613803,204239.64690872727,241285.50739629666,243638.9434847074
2026-03-06 19:10:33,188970.34380495877,304832.2355943308,245336.4943618745,217286.80299320663,231884.51325907785
2026-03-06 19:11:03,147283.79310344826,138021.8620689655,117753.93103448275,143342.3103448276,212513.3793103448
2026-03-06 19:11:33,153670.16067857388,141328.70146886422,117774.01558513206,230602.02744638303,159279.08420108957
2026-03-06 19:12:03,312437.6853576109,218886.09559279954,270184.8748189531,354110.1800124147,382009.3109869647
2026-03-06 19:12:33,369617.0770397958,382368.1978067453,362642.52707083244,445510.00068970275,546038.0371060073
2026-03-06 19:13:03,300674.3456219609,468813.0151394972,422417.7673552436,366478.2218850226,418103.87281442905
2026-03-06 19:13:33,254069.9703427823,251353.5761086972,247344.5410028278,260031.00213807853,273482.6884612732
2026-03-06 19:14:03,162331.08038208212,296029.00100003445,194979.99931032103,317561.29521707643,297644.09117555775
2026-03-06 19:14:33,331410.3872814429,338915.9913094458,321027.6235472635,334812.4288719523,380574.7491119771
2026-03-06 19:15:03,221986.7581640746,244897.37577157828,214547.94992930788,291575.12328011304,448909.5141211765
2026-03-06 19:15:33,372766.28616753453,314895.71334965684,294715.86715867155,529005.8626754491,343523.88178087387
2026-03-06 19:16:03,302998.1035136719,236585.77290438258,251192.92438191784,255991.3451260301,255793.9036584945
2026-03-06 19:16:33,268207.4554294975,179014.31083830475,172988.7582330425,200237.8357874409,238133.97013690125
2026-03-06 19:17:03,237080.8359485464,301469.8072214367,283029.5547815291,268844.2597510087,349057.90254164225
2026-03-06 19:17:33,319132.2114555674,341875.54743267,248226.62850443117,299806.3036656436,413144.7291285906
