Time,"__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-06 18:31:33,0.246776,0.094965,0.125643,0.241506,0.102257
2026-03-06 18:32:03,0.057742,0.064953,0.074362,0.101478,0.090809
2026-03-06 18:32:33,0.024424,0.081013,0.024532,0.025593,0.037781
2026-03-06 18:33:03,0.024424,0.081013,0.024532,0.025593,0.037781
2026-03-06 18:33:33,0.078982,0.04558,0.081182,0.086478,0.06355
2026-03-06 18:34:03,0.116349,0.175272,0.172601,0.135475,0.080133
2026-03-06 18:34:33,0.202109,0.097576,0.197089,0.12282,0.106748
2026-03-06 18:35:03,0.0831,0.237255,0.261015,0.176777,0.132205
2026-03-06 18:35:33,0.106667,0.164621,0.262265,0.189155,0.104122
2026-03-06 18:36:03,0.277373,0.234892,0.319416,0.171852,0.151627
2026-03-06 18:36:33,0.189521,0.115844,0.186885,0.179847,0.11863
2026-03-06 18:37:03,0.139996,0.571899,0.221622,0.177063,0.137293
2026-03-06 18:37:33,0.131689,0.146717,0.146699,0.11778,0.141527
2026-03-06 18:38:03,0.240288,0.221863,0.066381,0.26682,0.100206
2026-03-06 18:38:33,0.240288,0.221863,0.066381,0.26682,0.100206
2026-03-06 18:39:03,0.240288,0.221863,0.066381,0.26682,0.100206
2026-03-06 18:39:33,0.149728,0.107139,0.145952,0.068523,0.092887
2026-03-06 18:40:03,0.158924,0.081862,0.114177,0.179692,0.120356
2026-03-06 18:40:33,0.088149,0.213501,0.109906,0.173936,0.332382
2026-03-06 18:41:03,0.239222,0.11938,0.120029,0.162158,0.142906
2026-03-06 18:41:33,0.194971,0.246045,0.290327,0.140233,0.164637
2026-03-06 18:42:03,0.050135,0.057615,0.059509,0.118644,0.048473
2026-03-06 18:42:33,0.284723,0.367806,0.22158,0.183096,0.193745
2026-03-06 18:43:03,0.031281,0.103492,0.023825,0.033584,0.047911
2026-03-06 18:43:33,0.098801,0.141405,0.043169,0.295055,0.231028
2026-03-06 18:44:03,0.098801,0.141405,0.043169,0.295055,0.231028
2026-03-06 18:44:33,0.170484,0.53787,0.463502,0.281983,0.252942
2026-03-06 18:45:03,0.170484,0.53787,0.463502,0.281983,0.252942
2026-03-06 18:45:33,0.160592,0.340739,0.264698,0.166427,0.170909
2026-03-06 18:46:03,0.1523,0.177879,0.068712,0.067016,0.088245
2026-03-06 18:46:33,0.205215,0.319691,0.139829,0.160432,0.125206
2026-03-06 18:47:03,0.022187,0.050069,0.028506,0.012287,0.016542
2026-03-06 18:47:33,0.351936,0.22482,0.29774,0.33183,0.291544
2026-03-06 18:48:03,0.022932,0.068217,0.02092,0.016023,0.021154
2026-03-06 18:48:33,0.199695,0.303435,0.389043,0.427545,0.411862
2026-03-06 18:49:03,0.110554,0.05735,0.095919,0.080617,0.112351
2026-03-06 18:49:33,0.110554,0.05735,0.095919,0.080617,0.112351
2026-03-06 18:50:03,0.176904,0.207673,0.075751,0.192072,0.163666
2026-03-06 18:50:33,0.117235,0.085709,0.135242,0.147127,0.188283
2026-03-06 18:51:03,0.132331,0.321818,0.295563,0.314818,0.352772
2026-03-06 18:51:33,0.132331,0.321818,0.295563,0.314818,0.352772
2026-03-06 18:52:03,0.087033,0.071184,0.105488,0.244564,0.187186
2026-03-06 18:52:33,0.168388,0.656154,0.226401,0.248852,0.174044
2026-03-06 18:53:03,0.120243,0.06329,0.132496,0.322779,0.1547
2026-03-06 18:53:33,0.209239,0.138207,0.233228,0.205616,0.195881
2026-03-06 18:54:03,0.13717,0.165171,0.10138,0.196813,0.149248
2026-03-06 18:54:33,0.101759,0.130173,0.074117,0.185862,0.118508
2026-03-06 18:55:03,0.299928,0.229505,0.267361,0.306052,0.203285
2026-03-06 18:55:33,0.254712,0.263926,0.290977,0.364437,0.24719
2026-03-06 18:56:03,0.199297,0.429503,0.170288,0.137076,0.080316
2026-03-06 18:56:33,0.199297,0.429503,0.170288,0.137076,0.080316
2026-03-06 18:57:03,0.17016,0.370525,0.221308,0.250447,0.150798
2026-03-06 18:57:33,0.17016,0.370525,0.221308,0.250447,0.150798
2026-03-06 18:58:03,0.30591,0.09619,0.266706,0.246184,0.194666
2026-03-06 18:58:33,0.166029,0.040921,1.344616,2.225035,0.265103
2026-03-06 18:59:03,0.166029,0.040921,1.344616,2.225035,0.265103
2026-03-06 18:59:33,0.093952,0.075533,0.059557,0.072699,0.095701
2026-03-06 19:00:03,0.241565,0.307534,0.12701,0.307128,0.218315
2026-03-06 19:00:33,0.230838,0.325968,0.134984,0.314989,0.199275
2026-03-06 19:01:03,0.390003,0.354515,0.11107,0.388726,0.252152
2026-03-06 19:01:33,0.495957,0.888325,0.252776,0.278137,0.436247
2026-03-06 19:02:03,0.296521,0.690872,0.298817,0.383371,0.306521
2026-03-06 19:02:33,0.409031,0.593101,0.314236,0.515659,0.374132
2026-03-06 19:03:03,0.087634,0.078363,0.087002,0.234949,0.08466
2026-03-06 19:03:33,0.232802,0.180581,0.169145,0.128989,0.108783
2026-03-06 19:04:03,0.162876,0.123052,0.189184,0.210181,0.170171
2026-03-06 19:04:33,0.065012,0.060124,0.041447,0.072164,0.076843
2026-03-06 19:05:03,0.283381,0.392869,0.269522,0.238044,0.210907
2026-03-06 19:05:33,0.094589,0.072714,0.074794,0.081938,0.092213
2026-03-06 19:06:03,0.15683,0.327871,0.36903,0.26517,0.221891
2026-03-06 19:06:33,0.317478,0.37768,0.229618,0.278764,0.262478
2026-03-06 19:07:03,0.150623,0.17887,0.170439,0.165381,0.137094
2026-03-06 19:07:33,0.246551,0.328892,0.287533,0.237943,0.164228
2026-03-06 19:08:03,0.196159,0.209719,0.182812,0.164186,0.136839
2026-03-06 19:08:33,0.291509,0.217454,0.237651,0.194855,0.200615
2026-03-06 19:09:03,0.070503,0.124265,0.094107,0.007,0.009983
2026-03-06 19:09:33,0.349122,0.125403,0.318069,0.312759,0.141387
2026-03-06 19:10:03,0.205639,0.472088,0.236555,0.645895,0.249153
2026-03-06 19:10:33,0.176046,0.228994,0.115398,0.196022,0.17242
2026-03-06 19:11:03,0.176046,0.228994,0.171808,0.196022,0.17242
2026-03-06 19:11:33,0.044346,0.049166,0.042682,0.065225,0.052703
2026-03-06 19:12:03,0.16145,0.301394,0.162435,0.25829,0.192911
2026-03-06 19:12:33,0.142244,0.621285,0.731465,0.561368,0.472621
2026-03-06 19:13:03,0.096458,0.384781,0.132945,0.197393,0.156731
2026-03-06 19:13:33,0.250151,0.232918,0.231848,0.156519,0.225033
2026-03-06 19:14:03,0.181387,0.215653,0.073661,0.232071,0.171062
2026-03-06 19:14:33,0.162309,0.175571,0.073661,0.249147,0.130806
2026-03-06 19:15:03,0.19515,0.17481,0.151567,0.146813,0.117092
2026-03-06 19:15:33,0.149422,0.171508,0.083131,0.171793,0.158508
2026-03-06 19:16:03,0.263765,0.357008,0.217933,0.224015,0.274332
2026-03-06 19:16:33,0.205066,0.447254,0.202298,0.305077,0.355063
2026-03-06 19:17:03,0.032549,0.035984,0.034791,0.023377,0.032648
2026-03-06 19:17:33,0.319267,0.387781,0.289613,0.296815,0.279703
2026-03-06 19:18:03,0.163977,0.186603,0.111282,0.18272,0.160641
2026-03-06 19:18:33,0.025111,0.073232,0.024525,0.016379,0.025602
2026-03-06 19:19:03,0.025111,0.073232,0.024525,0.016379,0.025602
2026-03-06 19:19:33,0.38348,0.479014,1.556933,0.093811,0.001989
2026-03-06 19:20:03,0.244273,0.281497,0.191637,0.260489,0.218157
2026-03-06 19:20:33,0.222908,0.366277,0.323608,0.282882,0.280083
2026-03-06 19:21:03,0.222908,0.366277,0.323608,0.282882,0.280083
2026-03-06 19:21:33,0.089594,0.117318,0.147407,0.113332,0.107153
2026-03-06 19:22:03,0.067881,0.059968,0.051885,0.05221,0.059861
2026-03-06 19:22:33,0.466985,0.861601,0.223569,0.404657,0.380507
2026-03-06 19:23:03,0.281927,0.255834,0.705763,0.381118,0.242671
2026-03-06 19:23:33,0.019254,0.014235,0.233071,0.434663,0.020721
2026-03-06 19:24:03,0.015689,0.017997,0.025962,0.025022,0.017543
2026-03-06 19:24:33,0.185994,0.645595,0.591669,0.514864,0.347082
2026-03-06 19:25:03,0.207202,0.046052,0.246009,0.115746,0.218774
2026-03-06 19:25:33,0.089855,0.165799,0.085806,0.192406,0.121283
2026-03-06 19:26:03,0.403512,0.903825,0.549901,0.397118,0.287636
2026-03-06 19:26:33,0.51652,0.488663,0.671431,0.61738,0.210605
2026-03-06 19:27:03,0.13908,0.681225,0.224967,0.213471,0.164701
2026-03-06 19:27:33,0.216516,0.395781,0.226664,0.300346,0.236543
2026-03-06 19:28:03,0.108146,0.285063,0.198965,0.249682,0.288906
2026-03-06 19:28:33,0.108146,0.285063,0.198965,0.249682,0.288906
2026-03-06 19:29:03,0.260172,0.306137,0.288676,0.406567,0.173295
2026-03-06 19:29:33,0.158118,0.366136,0.227882,0.310682,0.198699
2026-03-06 19:30:03,0.155427,0.225353,0.2608,0.217661,0.29628
2026-03-06 19:30:33,0.155427,0.225353,0.2608,0.217661,0.29628
2026-03-06 19:31:03,0.155286,0.502211,0.269355,0.234161,0.181496
2026-03-06 19:31:33,0.118221,0.416077,0.165024,0.181486,0.140955
2026-03-06 19:32:03,0.084301,0.085308,0.083534,0.128826,0.115131
2026-03-06 19:32:33,0.203303,0.236508,0.062999,0.101567,0.155044
2026-03-06 19:33:03,0.249366,0.609909,0.455609,0.344021,0.242936
2026-03-06 19:33:33,0.159102,0.115961,0.246932,0.140121,0.088505
2026-03-06 19:34:03,0.159102,0.162334,0.246932,0.140121,0.080922
2026-03-06 19:34:33,0.059611,0.071295,0.066969,0.042546,0.033324
2026-03-06 19:35:03,0.021958,0.023451,0.025878,0.018367,0.016798
2026-03-06 19:35:33,0.16048,0.316155,0.287253,0.174781,0.110783
2026-03-06 19:36:03,0.106326,0.000029,0.117615,0.080347,0.071704
2026-03-06 19:36:33,0.360672,0.868966,0.519372,0.300236,0.258409
2026-03-06 19:37:03,0.226072,0.142338,0.164507,0.108877,0.08916
2026-03-06 19:37:33,0.204259,0.400311,0.305723,0.266357,0.170691
2026-03-06 19:38:03,0.111307,0.146547,0.109889,0.131314,0.100121
2026-03-06 19:38:33,0.167338,0.286782,0.150023,0.143821,0.101901
2026-03-06 19:39:03,0.051439,0.085485,0.057743,0.044084,0.042238
2026-03-06 19:39:33,0.051439,0.085485,0.057743,0.044084,0.042238
