Time,"__name__=""dockerstats_memory_usage_bytes"",id=""01f312347dda"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""4f102e5b62e8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""58e30d607ada"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""ca231361c927"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""ed88bedf17e5"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2"""
2026-03-06 18:54:03,4294438912,2817130496,4338237440,3971784704,3298758656
2026-03-06 18:54:33,4294914048,2829131776,4371951616,3973230592,3339542528
2026-03-06 18:55:03,4218925056,2830020608,4426203136,3997478912,3389018112
2026-03-06 18:55:33,4238651392,2835972096,4445683712,3998216192,3308662784
2026-03-06 18:56:03,4259909632,2836320256,4467769344,3998572544,3325382656
2026-03-06 18:56:33,4278263808,2846162944,4484009984,3999186944,3339874304
2026-03-06 18:57:03,4290912256,2846461952,4402524160,3999236096,3350638592
2026-03-06 18:57:33,4293914624,2847014912,4416339968,4000030720,3365736448
2026-03-06 18:58:03,4294799360,2848464896,4428693504,4001505280,3378216960
2026-03-06 18:58:33,3874541568,2851090432,4434997248,4004208640,3387928576
2026-03-06 18:59:03,4138147840,2918641664,4457398272,4005064704,3408035840
2026-03-06 18:59:33,4188262400,2924789760,4494729216,4078563328,3367649280
2026-03-06 19:00:03,4206768128,2940678144,4514643968,4081414144,3380985856
2026-03-06 19:00:33,4244459520,2948972544,4461154304,4083920896,3426127872
2026-03-06 19:01:03,4294025216,2968784896,4498681856,4112744448,3458686976
2026-03-06 19:01:33,4198989824,2986139648,4538142720,4123901952,3490705408
2026-03-06 19:02:03,4260253696,2988515328,4589383680,4126531584,3450777600
2026-03-06 19:02:33,4285902848,2992996352,4608339968,4150087680,3465289728
2026-03-06 19:03:03,4293660672,3001851904,4609441792,4151259136,3466747904
2026-03-06 19:03:33,4289048576,3002830848,4553895936,4151611392,3514208256
2026-03-06 19:04:03,4293246976,3003420672,4567982080,4152492032,3534147584
2026-03-06 19:04:33,4199559168,3004641280,4585402368,4153434112,3548745728
2026-03-06 19:05:03,4216766464,3011698688,4598861824,4155236352,3561000960
2026-03-06 19:05:33,4272197632,3024879616,4631810048,4158275584,3551539200
2026-03-06 19:06:03,4293799936,3032608768,4582993920,4202860544,3559989248
2026-03-06 19:06:33,4293615616,3033817088,4601614336,4203831296,3573583872
2026-03-06 19:07:03,4293939200,3034267648,4615806976,4204277760,3587305472
2026-03-06 19:07:33,4215070720,3044257792,4630110208,4205613056,3600150528
2026-03-06 19:08:03,4226699264,3044896768,4643704832,4206247936,3609788416
2026-03-06 19:08:33,4238598144,3045036032,4654739456,4206374912,3623247872
2026-03-06 19:09:03,4256546816,3049824256,4663943168,4208955392,3631501312
2026-03-06 19:09:33,4265308160,3059183616,4670742528,4209823744,3550511104
2026-03-06 19:10:03,4285775872,3060576256,4685602816,4211077120,3562819584
2026-03-06 19:10:33,4293992448,3066904576,4701528064,4212617216,3586297856
2026-03-06 19:11:03,4294410240,3067695104,4714946560,4225048576,3598561280
2026-03-06 19:11:33,4292734976,3079860224,4642856960,4226412544,3616149504
2026-03-06 19:12:03,4225708032,3082547200,4656205824,4189970432,3858386944
2026-03-06 19:12:33,4249198592,3096510464,4688158720,4217499648,3664781312
2026-03-06 19:13:03,4201295872,3111084032,4717027328,4219482112,3699822592
2026-03-06 19:13:33,4241457152,3111927808,4769619968,4219805696,3661774848
2026-03-06 19:14:03,4262412288,3123748864,4794855424,4256829440,3683459072
2026-03-06 19:14:33,4289146880,3136851968,4731453440,4258111488,3717713920
2026-03-06 19:15:03,4206174208,3144044544,4781080576,4260315136,3769806848
2026-03-06 19:15:33,4228952064,3159490560,4805185536,4283760640,3698958336
2026-03-06 19:16:03,4269473792,3166396416,4860858368,4284600320,3756462080
2026-03-06 19:16:33,4291952640,3168530432,4782288896,4286738432,3776204800
2026-03-06 19:17:03,4293672960,3174268928,4794105856,4287324160,3788976128
2026-03-06 19:17:33,4217065472,3181731840,4829425664,4290150400,3840700416
2026-03-06 19:18:03,4240695296,3198963712,4849790976,4292038656,3771715584
2026-03-06 19:18:33,4256190464,3203293184,4861960192,4294217728,3789590528
2026-03-06 19:19:03,4294799360,3207946240,4815208448,4294180864,3851563008
2026-03-06 19:19:33,4294320128,3216355328,4822106112,4289343488,3859230720
2026-03-06 19:20:03,4215095296,3247386624,4833873920,4287025152,3873165312
2026-03-06 19:20:33,4223082496,3261972480,4841648128,4287188992,3881431040
2026-03-06 19:21:03,4240408576,3284176896,4856004608,4289024000,3907424256
2026-03-06 19:21:33,4262092800,3286626304,4869951488,4290453504,3830726656
2026-03-06 19:22:03,4289589248,3295080448,4894203904,4291702784,3860254720
2026-03-06 19:22:33,4294033408,3302420480,4830003200,4292132864,3902074880
2026-03-06 19:23:03,4293722112,3312549888,4843888640,4284833792,3920568320
2026-03-06 19:23:33,4272746496,3338334208,4855230464,4158722048,3935313920
2026-03-06 19:24:03,4252688384,3342635008,5101764608,4198641664,4282720256
2026-03-06 19:24:33,4269318144,3343691776,5116092416,4200574976,4294393856
2026-03-06 19:25:03,4294680576,3346149376,5139804160,4205088768,4209287168
2026-03-06 19:25:33,4294619136,3358568448,5152600064,4211744768,4223975424
2026-03-06 19:26:03,4294184960,3361931264,5091840000,4214644736,4268093440
2026-03-06 19:26:33,4294557696,3362717696,5108723712,4216582144,4286414848
2026-03-06 19:27:03,4240281600,3372105728,5121855488,4219535360,4293967872
2026-03-06 19:27:33,4251840512,3372998656,5132169216,4221784064,4287651840
2026-03-06 19:28:03,4261498880,3374555136,5140762624,4227571712,4287664128
2026-03-06 19:28:33,4270223360,3383767040,5147271168,4229701632,4193492992
2026-03-06 19:29:03,4288110592,3393929216,5164699648,4231315456,4215070720
2026-03-06 19:29:33,4294406144,3394891776,5178654720,4233629696,4235808768
2026-03-06 19:30:03,4294897664,3395698688,5190258688,4235591680,4248969216
2026-03-06 19:30:33,4294365184,3401482240,5106909184,4235689984,4263288832
2026-03-06 19:31:03,4294189056,3402297344,5119488000,4237737984,4278886400
2026-03-06 19:31:33,4294791168,3403882496,5125857280,4240060416,4280115200
2026-03-06 19:32:03,4293099520,3405271040,5131448320,4242829312,4290109440
2026-03-06 19:32:33,4293697536,3409244160,5137154048,4246384640,4292931584
2026-03-06 19:33:03,4267188224,3423637504,5166522368,4247920640,4294045696
2026-03-06 19:33:33,4269170688,3423920128,5166952448,4249108480,4294721536
2026-03-06 19:34:03,4269166592,3423920128,5166956544,4249108480,4294242304
2026-03-06 19:34:33,4270882816,3424776192,5168091136,4249972736,4186202112
2026-03-06 19:35:03,4284882944,3429515264,5177028608,4253126656,4196597760
2026-03-06 19:35:33,4293455872,3434864640,5131653120,4255252480,4257624064
2026-03-06 19:36:03,4294201344,3446755328,5193539584,4271734784,4274536448
2026-03-06 19:36:33,4271427584,3447705600,5231599616,4273983488,4294533120
2026-03-06 19:37:03,4287950848,3448324096,5246214144,4275101696,4214484992
2026-03-06 19:37:33,4294455296,3462430720,5259685888,4280131584,4231962624
2026-03-06 19:38:03,4294545408,3472654336,5276647424,4282961920,4254777344
2026-03-06 19:38:33,4260503552,3473891328,5217091584,4284932096,4294307840
2026-03-06 19:39:03,4238356480,3759935488,5230374912,4216872960,4294242304
2026-03-06 19:39:33,4276367360,3498029056,5262491648,4220166144,4177555456
2026-03-06 19:40:03,4294340608,3498045440,5274771456,4220178432,4096999424
2026-03-06 19:40:33,4294615040,3508674560,5289160704,4229574656,4118917120
2026-03-06 19:41:03,4275277824,3514400768,5234778112,4232142848,4163325952
2026-03-06 19:41:33,4292943872,3524841472,5248348160,4239556608,4184420352
2026-03-06 19:42:03,4294537216,3526262784,5258461184,4242259968,4194181120
2026-03-06 19:42:33,4294504448,3532640256,5267898368,4237791232,4203614208
2026-03-06 19:43:03,4290146304,3577606144,5307314176,4240572416,4165312512
2026-03-06 19:43:33,4294590464,3584364544,5328695296,4241686528,4191002624
2026-03-06 19:44:03,4293611520,3585847296,5251551232,4244525056,4207239168
2026-03-06 19:44:33,4294680576,3598946304,5260316672,4247392256,4220243968
2026-03-06 19:45:03,4294565888,3622256640,5290500096,4253253632,4264644608
2026-03-06 19:45:33,4243070976,3623501824,5322887168,4255596544,4210339840
2026-03-06 19:46:03,4274552832,3624398848,5343481856,4259852288,4235587584
2026-03-06 19:46:33,4293017600,3625865216,5266358272,4261879808,4250439680
2026-03-06 19:47:03,4293648384,3633401856,5275734016,4266446848,4263944192
2026-03-06 19:47:33,4294283264,3638353920,5286506496,4268359680,4277821440
2026-03-06 19:48:03,4294176768,3655221248,5296320512,4272947200,4293554176
2026-03-06 19:48:33,4292653056,3655450624,5305655296,4273156096,4293443584
2026-03-06 19:49:03,4294209536,3657199616,5317677056,4277186560,4294373376
2026-03-06 19:49:33,4293365760,3657949184,5327114240,4278833152,4189044736
2026-03-06 19:50:03,4259188736,3666542592,5354606592,4278743040,4222402560
2026-03-06 19:50:33,4277317632,3667333120,5376090112,4279672832,4247023616
2026-03-06 19:51:03,4294291456,3678896128,5290958848,4276563968,4253548544
2026-03-06 19:51:33,4294025216,3682430976,5303246848,4278243328,4264951808
2026-03-06 19:52:03,4294754304,3688845312,5335449600,4278579200,4294098944
2026-03-06 19:52:33,4294000640,3699200000,5359550464,4282957824,4189663232
2026-03-06 19:53:03,4294475776,3700965376,5368750080,4285501440,4198268928
2026-03-06 19:53:33,4258177024,3701854208,5388881920,4288204800,4225863680
2026-03-06 19:54:03,4195831808,3708407808,5416308736,4248666112,4240306176
2026-03-06 19:54:33,4212531200,3729424384,5336227840,4254625792,4254965760
2026-03-06 19:55:03,4243562496,3729784832,5396123648,4254896128,4278394880
2026-03-06 19:55:33,4270776320,3736424448,5442723840,4259246080,4293361664
2026-03-06 19:56:03,4284665856,3737120768,5466644480,4260962304,4197490688
2026-03-06 19:56:33,4293935104,3737935872,5482323968,4262420480,4211417088
2026-03-06 19:57:03,4181413888,3746488320,5500661760,4264439808,4220026880
2026-03-06 19:57:33,4188303360,3747373056,5511811072,4267421696,4228141056
2026-03-06 19:58:03,4200431616,3751632896,5533270016,4268826624,4237717504
2026-03-06 19:58:33,4212088832,3755229184,5556772864,4270841856,4256391168
2026-03-06 19:59:03,4228702208,3763777536,5487435776,4267102208,4271599616
2026-03-06 19:59:33,4236009472,3773513728,5479817216,4269363200,4277534720
2026-03-06 20:00:03,4255772672,3775344640,5495156736,4272775168,4294615040
2026-03-06 20:00:33,4294778880,3786235904,5535145984,4274532352,4189917184
2026-03-06 20:01:03,4293660672,3794157568,5548236800,4277575680,4203888640
2026-03-06 20:01:33,4202975232,3800829952,5570359296,4279644160,4224573440
2026-03-06 20:02:03,4253769728,3807043584,5520330752,4283162624,4279095296
2026-03-06 20:02:33,4271935488,3817914368,5539266560,4288270336,4278329344
2026-03-06 20:03:03,4285186048,3825426432,5548457984,4293836800,4291477504
2026-03-06 20:03:33,4294463488,3835920384,5559181312,4294078464,4293885952
2026-03-06 20:04:03,4294668288,3842375680,5574979584,4294795264,4209717248
2026-03-06 20:04:33,4204007424,3848163328,5594615808,4278583296,4243685376
2026-03-06 20:05:03,4226772992,3859894272,5610414080,4281348096,4269658112
2026-03-06 20:05:33,4234924032,3860774912,5614977024,4283699200,4274860032
2026-03-06 20:06:03,4264366080,3867062272,5549846528,4285759488,4293054464
2026-03-06 20:06:33,4286111744,3873361920,5570801664,4288811008,4293435392
2026-03-06 20:07:03,4256555008,3879940096,5588934656,4290555904,4189372416
2026-03-06 20:07:33,4277915648,3912110080,5604659200,4294246400,4212469760
2026-03-06 20:08:03,4232859648,3929899008,5620137984,4239613952,4208918528
2026-03-06 20:08:33,4248625152,3937026048,5635379200,4242337792,4228136960
2026-03-06 20:09:03,4268007424,3946524672,5644922880,4246720512,4251435008
2026-03-06 20:09:33,4283543552,3948527616,5563588608,4253175808,4266602496
2026-03-06 20:10:03,4293701632,3955810304,5576060928,4258213888,4283056128
2026-03-06 20:10:33,4294737920,3968446464,5601681408,4260720640,4293562368
2026-03-06 20:11:03,4289363968,3970760704,5611081728,4261416960,4286898176
2026-03-06 20:11:33,4294500352,3987791872,5623570432,4264534016,4294336512
2026-03-06 20:12:03,4294451200,3989057536,5635604480,4268044288,4207194112
2026-03-06 20:12:33,4196798464,3990421504,5650583552,4269871104,4222889984
2026-03-06 20:13:03,4215209984,3997810688,5658386432,4278071296,4238848000
2026-03-06 20:13:33,4236963840,4003958784,5673369600,4278616064,4269973504
2026-03-06 20:14:03,4268449792,4018053120,5603844096,4283252736,4286451712
2026-03-06 20:14:33,4285739008,4020416512,5615579136,4290007040,4294299648
2026-03-06 20:15:03,4294832128,4040712192,5652234240,4294803456,4190580736
2026-03-06 20:15:33,4199305216,4045750272,5671612416,4293607424,4213039104
2026-03-06 20:16:03,4217651200,4047380480,5681901568,4294529024,4232912896
2026-03-06 20:16:33,4228100096,4055318528,5689278464,4294127616,4243288064
2026-03-06 20:17:03,4248039424,4057001984,5698985984,4280070144,4257857536
2026-03-06 20:17:33,4264009728,4064149504,5616873472,4283314176,4278157312
2026-03-06 20:18:03,4294729728,4070461440,5651881984,4283523072,4294868992
2026-03-06 20:18:33,4294418432,4078649344,5661167616,4287627264,4293431296
2026-03-06 20:19:03,4293545984,4090736640,5670690816,4293853184,4293931008
2026-03-06 20:19:33,4294172672,4092932096,5697499136,4291792896,4220186624
2026-03-06 20:20:03,4234272768,4098072576,5719777280,4294004736,4256968704
2026-03-06 20:20:33,4234113024,4106862592,5638594560,4241686528,4218986496
2026-03-06 20:21:03,4251545600,4118241280,5657079808,4241813504,4237611008
2026-03-06 20:21:33,4266397696,4119011328,5667332096,4244881408,4255657984
2026-03-06 20:22:03,4278751232,4121296896,5673791488,4251697152,4267802624
2026-03-06 20:22:33,4286783488,4129107968,5678702592,4255338496,4275589120
2026-03-06 20:23:03,4293836800,4132024320,5693566976,4259921920,4285333504
2026-03-06 20:23:33,4294881280,4138340352,5710143488,4265193472,4205019136
2026-03-06 20:24:03,4201623552,4141682688,5726887936,4267958272,4230451200
2026-03-06 20:24:33,4230328320,4148883456,5737971712,4270084096,4251824128
2026-03-06 20:25:03,4245082112,4158398464,5744254976,4277649408,4263141376
2026-03-06 20:25:33,4262498304,4159991808,5755154432,4279574528,4279111680
2026-03-06 20:26:03,4288319488,4176031744,5683953664,4281552896,4293984256
2026-03-06 20:26:33,4292964352,4177195008,5697249280,4285620224,4294434816
2026-03-06 20:27:03,4284866560,4211331072,5703204864,4289441792,4291452928
2026-03-06 20:27:33,4290715648,4219920384,5706625024,4285313024,4288909312
2026-03-06 20:28:03,4293730304,4233428992,5713186816,4289867776,4294131712
2026-03-06 20:28:33,4293558272,4237574144,5721247744,4288126976,4294619136
2026-03-06 20:29:03,4294410240,4247154688,5732319232,4293578752,4290179072
2026-03-06 20:29:33,4294414336,4256038912,5739442176,4294246400,4266393600
2026-03-06 20:30:03,4225069056,4256096256,5753245696,4294123520,4282056704
2026-03-06 20:30:33,4250910720,4257423360,5774262272,4293812224,4294148096
2026-03-06 20:31:03,4259057664,4263030784,5778186240,4294316032,4294332416
2026-03-06 20:31:33,4269707264,4266192896,5792243712,4293353472,4294045696
2026-03-06 20:32:03,4290797568,4276977664,5704134656,4277596160,4281880576
2026-03-06 20:32:33,4293791744,4291121152,5711286272,4283547648,4294803456
2026-03-06 20:33:03,4294107136,4291756032,5734387712,4284452864,4294750208
2026-03-06 20:33:33,4294017024,4292755456,5755174912,4285448192,4293894144
2026-03-06 20:34:03,4293693440,4294053888,5761347584,4290965504,4273709056
2026-03-06 20:34:33,4294467584,4293877760,5771292672,4293406720,4284878848
2026-03-06 20:35:03,4252250112,4293451776,5779480576,4293853184,4294197248
2026-03-06 20:35:33,4275286016,4292857856,5798985728,4293390336,4294799360
2026-03-06 20:36:03,4234743808,4294164480,5955215360,4149547008,4251131904
2026-03-06 20:36:33,4261744640,4137631744,5732716544,4154064896,4275703808
2026-03-06 20:37:03,4287320064,4148137984,5750243328,4161077248,4294107136
2026-03-06 20:37:33,4293828608,4152139776,5775147008,4165939200,4294860800
2026-03-06 20:38:03,4294881280,4161335296,5785894912,4171284480,4189540352
2026-03-06 20:38:33,4226015232,4170657792,5801074688,4177334272,4211216384
2026-03-06 20:39:03,4248567808,4178104320,5809942528,4179705856,4220997632
2026-03-06 20:39:33,4274139136,4179214336,5817163776,4176457728,4229595136
2026-03-06 20:40:03,4293402624,4185796608,5752700928,4177309696,4259835904
2026-03-06 20:40:33,4294635520,4187250688,5766348800,4180836352,4274937856
2026-03-06 20:41:03,4293853184,4187385856,5777723392,4181598208,4285743104
2026-03-06 20:41:33,4293996544,4193468416,5785718784,4185071616,4294565888
2026-03-06 20:42:03,4294938624,4203347968,5791350784,4189970432,4293476352
2026-03-06 20:42:33,4294164480,4217139200,5801963520,4196282368,4285894656
2026-03-06 20:43:03,4293480448,4218044416,5833150464,4197576704,4210237440
2026-03-06 20:43:33,4294688768,4218195968,5849038848,4197724160,4225617920
2026-03-06 20:44:03,4246269952,4226887680,5857681408,4198899712,4234969088
2026-03-06 20:44:33,4284084224,4229685248,5770743808,4204523520,4244819968
2026-03-06 20:45:03,4293599232,4234334208,5776654336,4207869952,4252897280
2026-03-06 20:45:33,4294012928,4246167552,5792538624,4214665216,4276502528
2026-03-06 20:46:03,4294606848,4247494656,5837012992,4219043840,4187951104
2026-03-06 20:46:33,4280893440,4254568448,5851205632,4219142144,4205453312
2026-03-06 20:47:03,4293709824,4257255424,5864460288,4224528384,4223332352
2026-03-06 20:47:33,4293693440,4269510656,5870714880,4228300800,4231634944
2026-03-06 20:48:03,4294516736,4276531200,5882421248,4223905792,4249518080
2026-03-06 20:48:33,4293881856,4278681600,5807349760,4225908736,4268777472
2026-03-06 20:49:03,4285218816,4294680576,5838041088,4228505600,4294516736
2026-03-06 20:49:33,4166930432,4169351168,5850177536,4229963776,4294656000
2026-03-06 20:50:03,4185624576,4191744000,5863108608,4233027584,4190392320
2026-03-06 20:50:33,4205101056,4193058816,5888327680,4235558912,4218114048
2026-03-06 20:51:03,4223000576,4209209344,5899984896,4236894208,4230868992
2026-03-06 20:51:33,4232601600,4209274880,5816090624,4236959744,4239654912
2026-03-06 20:52:03,4237549568,4209291264,5820805120,4236976128,4244467712
2026-03-06 20:52:33,4242993152,4215050240,5825523712,4237926400,4249358336
2026-03-06 20:53:03,4254941184,4218617856,5832990720,4241752064,4259287040
2026-03-06 20:53:33,4113793024,4115193856,5836558336,4149628928,4202983424
2026-03-06 20:54:03,4125052928,4115636224,5845823488,4151341056,4213673984
2026-03-06 20:54:33,4152274944,4124028928,5868793856,4151504896,4236546048
2026-03-06 20:55:03,4169031680,4124725248,5879291904,4154134528,4194230272
2026-03-06 20:55:33,4185460736,4129984512,5886984192,4163559424,4209197056
2026-03-06 20:56:03,4151025664,4152451072,5891973120,4168900608,4219715584
2026-03-06 20:56:33,4172890112,4152078336,5910274048,4169138176,4237570048
2026-03-06 20:57:03,4191428608,4154286080,5930782720,4173479936,4261208064
2026-03-06 20:57:33,4203298816,4155248640,5846192128,4175122432,4272025600
2026-03-06 20:58:03,4218429440,4159242240,5851435008,4172410880,4274991104
2026-03-06 20:58:33,4230615040,4167929856,5860638720,4175069184,4283830272
2026-03-06 20:59:03,4249243648,4175548416,5870284800,4178001920,4291956736
2026-03-06 20:59:33,4263751680,4191207424,5879640064,4183400448,4284395520
2026-03-06 21:00:03,4279246848,4197421056,5903499264,4185964544,4283539456
2026-03-06 21:00:33,4294451200,4197744640,5950631936,4186193920,4192690176
2026-03-06 21:01:03,4194205696,4207116288,5962055680,4188192768,4204470272
2026-03-06 21:01:33,4204941312,4207345664,5982056448,4188274688,4211884032
2026-03-06 21:02:03,4216164352,4217483264,5993943040,4193574912,4223987712
2026-03-06 21:02:33,4219973632,4218880000,6006333440,4194713600,4227788800
2026-03-06 21:03:03,4229599232,4226248704,6020243456,4198555648,4239163392
2026-03-06 21:03:33,4243951616,4236509184,6045171712,4201394176,4248854528
2026-03-06 21:04:03,4263251968,4239491072,5978140672,4206567424,4264271872
2026-03-06 21:04:33,4273926144,4242530304,5999783936,4210884608,4276277248
2026-03-06 21:05:03,4290236416,4250816512,6028464128,4212830208,4292349952
2026-03-06 21:05:33,4293591040,4259082240,6056685568,4219351040,4294365184
2026-03-06 21:06:03,4293984256,4259561472,6054060032,4219498496,4293402624
2026-03-06 21:06:33,4290990080,4268068864,6058872832,4214939648,4292349952
2026-03-06 21:07:03,4294180864,4275568640,6075858944,4217307136,4198998016
2026-03-06 21:07:33,4270317568,4281229312,6081970176,4217933824,4206587904
2026-03-06 21:08:03,4187922432,4288266240,6094729216,4220157952,4222406656
2026-03-06 21:08:33,4201508864,4289187840,6107004928,4222140416,4233637888
2026-03-06 21:09:03,4224495616,4294086656,6129115136,4223729664,4256124928
2026-03-06 21:09:33,4246810624,4293943296,6045093888,4225703936,4268003328
2026-03-06 21:10:03,4257624064,4293586944,6054678528,4227665920,4278603776
2026-03-06 21:10:33,4270276608,4293464064,6063214592,4229427200,4280516608
2026-03-06 21:11:03,4294905856,4294668288,6149259264,4294352896,4294213632
2026-03-06 21:11:33,4156268544,4225761280,6083702784,4122042368,4281475072
2026-03-06 21:12:03,4189097984,4230062080,6103040000,4125818880,4294180864
2026-03-06 21:12:33,4179578880,4232265728,6112141312,4127780864,4195926016
2026-03-06 21:13:03,4187930624,4249513984,6114488320,4129689600,4200525824
2026-03-06 21:13:33,4199628800,4275208192,6114107392,4131614720,4208869376
2026-03-06 21:14:03,4213374976,4279205888,6120787968,4134825984,4218118144
2026-03-06 21:14:33,4222144512,4280066048,6125432832,4138164224,4224450560
2026-03-06 21:15:03,4239695872,4285026304,6133551104,4158132224,4236697600
2026-03-06 21:15:33,4269215744,4288647168,6145372160,4156579840,4224012288
2026-03-06 21:16:03,4294115328,4293873664,6492884992,4160524288,4242898944
2026-03-06 21:16:33,4294537216,4294524928,6350102528,4284604416,4294479872
2026-03-06 21:17:03,4294189056,4277288960,6361796608,4292251648,4278214656
2026-03-06 21:17:33,4198461440,4277809152,6382157824,4292399104,4294787072
2026-03-06 21:18:03,4202090496,4280799232,6377627648,4293763072,4294029312
2026-03-06 21:18:33,4214149120,4281192448,6382792704,4294762496,4293668864
2026-03-06 21:19:03,4221227008,4281896960,6390013952,4293775360,4294148096
2026-03-06 21:19:33,4233465856,4283543552,6399053824,4294316032,4294742016
2026-03-06 21:20:03,4247453696,4291170304,6378864640,4289589248,4208783360
2026-03-06 21:20:33,4259106816,4293853184,6386229248,4292415488,4221337600
2026-03-06 21:21:03,4277821440,4294205440,6399934464,4293664768,4239671296
2026-03-06 21:21:33,4294107136,4285206528,6421078016,4293492736,4266745856
2026-03-06 21:22:03,4188647424,4286648320,6359339008,4293914624,4293812224
2026-03-06 21:22:33,4206211072,4290334720,6375129088,4293443584,4294410240
2026-03-06 21:23:03,4219056128,4290789376,6383828992,4293529600,4293910528
2026-03-06 21:23:33,4235407360,4293390336,6395580416,4293558272,4294283264
2026-03-06 21:24:03,4245151744,4294234112,6402560000,4293812224,4221382656
2026-03-06 21:24:33,4252708864,4278484992,6407077888,4286238720,4233519104
