Time,"gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Old Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Young Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1"""
2026-03-06 18:31:33,0.009406779661016945,0.004067865557043343,0,0,0,0.007711864406779632,0.007542245046694129,0.004118644067796616,0,0
2026-03-06 18:32:03,0.005373336723451143,0.0019154165607254776,0,0,0,0.0025255093392995923,0.003813882532418026,0.005220781422154417,0,0
2026-03-06 18:32:33,0.0029661016949152665,0.0011864205691429007,0,0,0,0.0022713019306066467,0.0013559551856810845,0.0011017135883658962,0,0
2026-03-06 18:33:03,0.005135419138334307,0.0028812094300289803,0,0,0,0.004931952612579027,0.002779472578130261,0,0,0
2026-03-06 18:33:33,0.005118644067796604,0.003559382362412937,0,0,0,0.005779758978965764,0.007135835113054668,0,0,0
2026-03-06 18:34:03,0.00601694915254238,0.004728973863520796,0,0,0,0.007644197359277285,0.010135936811417319,0.0015085257127360318,0,0
2026-03-06 18:34:33,0.005593125540245052,0.002864406779660995,0,0,0,0.006711864406779675,0.008983050847457647,0.0015084745762711934,0,0
2026-03-06 18:35:03,0.0054238207427244585,0.002491609885080854,0,0,0,0.004356006034000601,0.007373006322141092,0,0,0
2026-03-06 18:35:33,0.005542372881355962,0.00616970066781926,0,0,0,0.006440787131985272,0.007966236715876521,0.0020000677989084428,0,0
2026-03-06 18:36:03,0.011474381790139144,0.006220233555363484,0,0,0,0.01249131370654732,0.01083050847457626,0.002000033898879648,0,0
2026-03-06 18:36:33,0.010390006610281523,0.004610169491525428,0,0,0,0.011270995406857496,0.007101815285004839,0,0,0
2026-03-06 18:37:03,0.005593504754479012,0.0020678667073460097,0,0,0,0.004864571680395929,0.0045255004322107065,0.002339022695299919,0,0
2026-03-06 18:37:33,0.010864406779661048,0.001660988796800037,0,0,0,0.004728813559322032,0.0047287334112981125,0.00233894340773885,0,0
2026-03-06 18:38:03,0.012304876188539222,0.003474399606799655,0,0,0,0.006372773342824719,0.0031016423450449964,0.004406555598867851,0,0
2026-03-06 18:38:33,0.010357161019103911,0.0038308331214509856,0,0,0,0.008204085091956977,0.006017663112572684,0.004407227853680032,0,0
2026-03-06 18:39:03,0.008915707578351438,0.002016983338700652,0,0,0,0.006186545534670053,0.007084865845183805,0,0,0
2026-03-06 18:39:33,0.003101379520726703,0.001033845736657457,0,0,0,0.0031184326486340085,0.0024066165005762227,0,0,0
2026-03-06 18:40:03,0.002898305084745752,0.0023050847457626988,0,0,0,0.002728859811183264,0.004288135593220341,0,0,0
2026-03-06 18:40:33,0.003766989632294262,0.001272631632531846,0,0,0,0.003020430326477928,0.00509069929239281,0.0032410235525690443,0,0
2026-03-06 18:41:03,0.003766989632294262,0.0019344000814484376,0,0,0,0.0039706106934994274,0.002189000695728926,0.003240913564326177,0,0
2026-03-06 18:41:33,0.006101901759381663,0.00535611376656837,0,0,0,0.005610454768886545,0.0026780568832842,0.0015593748940642142,0,0
2026-03-06 18:42:03,0.0067119781691215245,0.004711944270241877,0,0,0,0.004678045390599838,0.003203444126171631,0.0035763318022339415,0,0
2026-03-06 18:42:33,0.013203389830508474,0.004627118644067792,0,0,0,0.010152886538526732,0.004695074409302027,0.002016983338700652,0,0
2026-03-06 18:43:03,0.020831920808190373,0.005830804956184202,0,0,0,0.01622116378798917,0.007932606742715731,0,0,0
2026-03-06 18:43:33,0.026272522331643993,0.009254864736592332,0,0,0,0.016780514263437157,0.0133222596993169,0.017391009559970166,0,0
2026-03-06 18:44:03,0.02155895662785374,0.00972881355932203,0,0,0,0.01938983050847461,0.01428789342553516,0.02028882334994408,0,0
2026-03-06 18:44:33,0.007355558191956359,0.0029660011525032867,0,0,0,0.011152164333412387,0.0043559322033897944,0.0005932203389830532,0,0
