Time,"__name__=""rsk_txpool_pending_transactions"",instance=""rsk-rpc-exporter:9090"",job=""rsk-rpc-exporter"",node=""rskj-miner1"""
2026-03-09 21:11:02,1
2026-03-09 21:11:32,304
2026-03-09 21:12:02,560
2026-03-09 21:12:32,402
2026-03-09 21:13:02,659
2026-03-09 21:13:32,656
2026-03-09 21:14:02,787
2026-03-09 21:14:32,313
2026-03-09 21:15:02,277
2026-03-09 21:15:32,103
2026-03-09 21:16:02,114
2026-03-09 21:16:32,274
2026-03-09 21:17:02,386
2026-03-09 21:17:32,532
2026-03-09 21:18:02,264
2026-03-09 21:18:32,67
2026-03-09 21:19:02,132
2026-03-09 21:19:32,296
2026-03-09 21:20:02,84
2026-03-09 21:20:32,39
2026-03-09 21:21:02,117
2026-03-09 21:21:32,101
2026-03-09 21:22:02,279
2026-03-09 21:22:32,99
2026-03-09 21:23:02,104
2026-03-09 21:23:32,86
2026-03-09 21:24:02,273
2026-03-09 21:24:32,149
2026-03-09 21:25:02,97
2026-03-09 21:25:32,73
2026-03-09 21:26:02,129
2026-03-09 21:26:32,336
2026-03-09 21:27:02,579
2026-03-09 21:27:32,579
2026-03-09 21:28:02,512
2026-03-09 21:28:32,295
2026-03-09 21:29:02,288
2026-03-09 21:29:32,768
2026-03-09 21:30:02,513
2026-03-09 21:30:32,307
2026-03-09 21:31:02,329
2026-03-09 21:31:32,291
2026-03-09 21:32:02,131
2026-03-09 21:32:32,71
2026-03-09 21:33:02,103
2026-03-09 21:33:32,51
2026-03-09 21:34:02,146
2026-03-09 21:34:32,391
2026-03-09 21:35:02,265
2026-03-09 21:35:32,368
2026-03-09 21:36:02,50
2026-03-09 21:36:32,257
2026-03-09 21:37:02,386
2026-03-09 21:37:32,407
2026-03-09 21:38:02,264
2026-03-09 21:38:32,102
2026-03-09 21:39:02,98
2026-03-09 21:39:32,72
2026-03-09 21:40:02,69
2026-03-09 21:40:32,39
2026-03-09 21:41:02,116
2026-03-09 21:41:32,297
2026-03-09 21:42:02,264
2026-03-09 21:42:32,134
2026-03-09 21:43:02,260
2026-03-09 21:43:32,265
2026-03-09 21:44:02,292
2026-03-09 21:44:32,48
2026-03-09 21:45:02,49
2026-03-09 21:45:32,136
2026-03-09 21:46:02,262
2026-03-09 21:46:32,64
2026-03-09 21:47:02,19
2026-03-09 21:47:32,51
2026-03-09 21:48:02,8
2026-03-09 21:48:32,51
2026-03-09 21:49:02,128
2026-03-09 21:49:32,149
2026-03-09 21:50:02,5
2026-03-09 21:50:32,25
2026-03-09 21:51:02,32
2026-03-09 21:51:32,96
2026-03-09 21:52:02,306
2026-03-09 21:52:32,50
2026-03-09 21:53:02,262
2026-03-09 21:53:32,115
2026-03-09 21:54:02,48
2026-03-09 21:54:32,25
2026-03-09 21:55:02,18
2026-03-09 21:55:32,23
2026-03-09 21:56:02,64
2026-03-09 21:56:32,311
2026-03-09 21:57:02,2
2026-03-09 21:57:32,352
2026-03-09 21:58:02,777
2026-03-09 21:58:32,777
2026-03-09 21:59:02,567
2026-03-09 21:59:32,545
2026-03-09 22:00:02,136
2026-03-09 22:00:32,96
2026-03-09 22:01:02,130
2026-03-09 22:01:32,357
2026-03-09 22:02:02,65
2026-03-09 22:02:32,51
2026-03-09 22:03:02,67
2026-03-09 22:03:32,305
2026-03-09 22:04:02,535
2026-03-09 22:04:32,87
2026-03-09 22:05:02,114
2026-03-09 22:05:32,82
2026-03-09 22:06:02,20
2026-03-09 22:06:32,129
2026-03-09 22:07:02,512
2026-03-09 22:07:32,325
2026-03-09 22:08:02,3
2026-03-09 22:08:32,409
2026-03-09 22:09:02,136
2026-03-09 22:09:32,339
2026-03-09 22:10:02,390
2026-03-09 22:10:32,321
2026-03-09 22:11:02,256
2026-03-09 22:11:32,120
2026-03-09 22:12:02,56
2026-03-09 22:12:32,89
2026-03-09 22:13:02,321
2026-03-09 22:13:32,117
2026-03-09 22:14:02,311
2026-03-09 22:14:32,325
2026-03-09 22:15:02,355
2026-03-09 22:15:32,377
2026-03-09 22:16:02,260
2026-03-09 22:16:32,343
2026-03-09 22:17:02,534
2026-03-09 22:17:32,360
2026-03-09 22:18:02,512
2026-03-09 22:18:32,407
2026-03-09 22:19:02,313
2026-03-09 22:19:32,322
2026-03-09 22:20:02,49
2026-03-09 22:20:32,151
2026-03-09 22:21:02,89
2026-03-09 22:21:32,128
2026-03-09 22:22:02,313
2026-03-09 22:22:32,400
2026-03-09 22:23:02,355
2026-03-09 22:23:32,371
2026-03-09 22:24:02,293
2026-03-09 22:24:32,305
2026-03-09 22:25:02,326
2026-03-09 22:25:32,3
2026-03-09 22:26:02,112
2026-03-09 22:26:32,83
2026-03-09 22:27:02,275
2026-03-09 22:27:32,296
2026-03-09 22:28:02,144
2026-03-09 22:28:32,146
2026-03-09 22:29:02,98
2026-03-09 22:29:32,117
2026-03-09 22:30:02,288
2026-03-09 22:30:32,281
2026-03-09 22:31:02,259
2026-03-09 22:31:32,37
2026-03-09 22:32:02,101
2026-03-09 22:32:32,297
2026-03-09 22:33:02,384
2026-03-09 22:33:32,406
2026-03-09 22:34:02,532
2026-03-09 22:34:32,133
2026-03-09 22:35:02,49
2026-03-09 22:35:32,328
2026-03-09 22:36:02,372
2026-03-09 22:36:32,391
2026-03-09 22:37:02,391
2026-03-09 22:37:32,86
2026-03-09 22:38:02,153
2026-03-09 22:38:32,86
2026-03-09 22:39:02,134
2026-03-09 22:39:32,281
2026-03-09 22:40:02,98
2026-03-09 22:40:32,146
2026-03-09 22:41:02,263
2026-03-09 22:41:32,104
2026-03-09 22:42:02,262
2026-03-09 22:42:32,290
2026-03-09 22:43:02,310
2026-03-09 22:43:32,67
2026-03-09 22:44:02,262
2026-03-09 22:44:32,70
2026-03-09 22:45:02,272
2026-03-09 22:45:32,279
2026-03-09 22:46:02,296
2026-03-09 22:46:32,336
2026-03-09 22:47:02,276
2026-03-09 22:47:32,371
2026-03-09 22:48:02,370
2026-03-09 22:48:32,104
2026-03-09 22:49:02,99
2026-03-09 22:49:32,151
2026-03-09 22:50:02,82
2026-03-09 22:50:32,4
2026-03-09 22:51:02,23
2026-03-09 22:51:32,80
2026-03-09 22:52:02,120
2026-03-09 22:52:32,103
2026-03-09 22:53:02,21
2026-03-09 22:53:32,146
2026-03-09 22:54:02,339
2026-03-09 22:54:32,323
2026-03-09 22:55:02,274
2026-03-09 22:55:32,306
2026-03-09 22:56:02,329
2026-03-09 22:56:32,528
2026-03-09 22:57:02,390
2026-03-09 22:57:32,86
2026-03-09 22:58:02,96
2026-03-09 22:58:32,281
2026-03-09 22:59:02,5
2026-03-09 22:59:32,36
2026-03-09 23:00:02,69
2026-03-09 23:00:32,257
2026-03-09 23:01:02,81
