Time,"container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-12 19:46:14,14,14,14,14
2026-03-12 19:46:44,15.15405024,15.15405024,15.15405024,15.15405024
2026-03-12 19:47:14,15.4571312448,15.4571312448,15.4571312448,15.4571312448
2026-03-12 19:47:44,16.396670041498105,16.396670041498105,16.396670041498105,16.396670041498105
2026-03-12 19:48:14,16.062309146011877,16.062309146011877,16.062309146011877,16.062309146011877
2026-03-12 19:48:44,16.38355532893211,16.38355532893211,16.38355532893211,16.38355532893211
2026-03-12 19:49:14,16.05588422235347,16.05588422235347,16.05588422235347,16.05588422235347
2026-03-12 19:49:44,16.05588422235347,16.05588422235347,16.05588422235347,16.05588422235347
2026-03-12 19:50:14,16.37045110603782,16.37045110603782,16.37045110603782,16.37045110603782
2026-03-12 19:50:44,16.691180984107312,16.691180984107312,16.691180984107312,16.691180984107312
2026-03-12 19:51:14,16.357357364425166,16.357357364425166,16.357357364425166,16.357357364425166
2026-03-12 19:51:44,16.02379813304981,16.02379813304981,16.02379813304981,16.02379813304981
2026-03-12 19:52:14,16.33120129151809,16.33120129151809,16.33120129151809,16.33120129151809
2026-03-12 19:52:44,16.324668811001484,16.324668811001484,16.324668811001484,16.324668811001484
2026-03-12 19:53:14,16.318138943477084,16.318138943477084,16.318138943477084,16.318138943477084
2026-03-12 19:53:44,16.311611687899692,16.311611687899692,16.311611687899692,16.311611687899692
2026-03-12 19:54:14,15.9853794541417,15.9853794541417,15.9853794541417,15.9853794541417
2026-03-12 19:54:44,16.298565008407245,16.298565008407245,16.298565008407245,16.298565008407245
2026-03-12 19:55:14,16.950244223932998,16.950244223932998,16.950244223932998,16.950244223932998
2026-03-12 19:55:44,16.61123933945434,16.61123933945434,16.61123933945434,16.61123933945434
2026-03-12 19:56:14,15.953434261611948,15.953434261611948,15.953434261611948,15.953434261611948
2026-03-12 19:56:44,15.63436557637971,15.63436557637971,15.63436557637971,15.63436557637971
2026-03-12 19:57:14,15.321678264852116,15.321678264852116,15.321678264852116,15.321678264852116
2026-03-12 19:57:44,15.321678264852116,15.321678264852116,15.321678264852116,15.321678264852116
2026-03-12 19:58:14,15.615611841182933,15.615611841182933,15.615611841182933,15.615611841182933
2026-03-12 19:58:44,15.60936559644646,15.60936559644646,15.60936559644646,15.60936559644646
2026-03-12 19:59:14,15.921552908375388,15.921552908375388,15.921552908375388,15.921552908375388
2026-03-12 19:59:44,16.23348797295628,16.23348797295628,16.23348797295628,16.23348797295628
2026-03-12 20:00:14,16.226994577767098,16.226994577767098,16.226994577767098,16.226994577767098
2026-03-12 20:00:44,15.58440559248752,15.902454686211756,15.902454686211756,15.902454686211756
2026-03-12 20:01:14,15.89609370433727,15.89609370433727,15.89609370433727,15.89609370433727
