Time,"__name__=""dockerstats_memory_usage_bytes"",id=""32e8878a18b4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""607db649cdaf"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""613f6ff7e2df"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""7dbd4d4b5e3e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""7f4d8d0f8f10"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""856dd1ab9191"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-02-23 18:54:53,1380974592,1363202048,2593796096,2612813824,1369878528,1386315776
2026-02-23 18:55:23,1381048320,1364836352,2601840640,2612858880,1371783168,1390051328
2026-02-23 18:55:53,1381175296,1364975616,2602037248,2613035008,1371873280,1390170112
2026-02-23 18:56:23,1381285888,1365172224,2602094592,2613100544,1371893760,1390223360
2026-02-23 18:56:53,1381408768,1369542656,2602246144,2618228736,1376210944,1392517120
2026-02-23 18:57:23,1381453824,1369571328,2602270720,2618224640,1376206848,1392525312
2026-02-23 18:57:53,1383784448,1370370048,2602569728,2618507264,1376493568,1392713728
2026-02-23 18:58:23,1383968768,1370345472,2603900928,2618576896,1380777984,1393274880
2026-02-23 18:58:53,1384128512,1375203328,2604400640,2618798080,1386876928,1393344512
2026-02-23 18:59:23,1384284160,1375498240,2605080576,2618933248,1386393600,1393549312
2026-02-23 18:59:53,1384747008,1375875072,2605699072,2619092992,1386565632,1393799168
2026-02-23 19:00:23,1384767488,1375354880,2605539328,2619252736,1386762240,1394126848
2026-02-23 19:00:53,1384943616,1375449088,2605735936,2619383808,1386905600,1394388992
2026-02-23 19:01:23,1385054208,1375522816,2605998080,2619461632,1387003904,1402888192
2026-02-23 19:01:53,1385373696,1375793152,2606395392,2619781120,1387266048,1403564032
2026-02-23 19:02:23,1385508864,1375850496,2606632960,2620084224,1387376640,1403834368
2026-02-23 19:02:53,1385652224,1375956992,2603708416,2620178432,1387544576,1404284928
2026-02-23 19:03:23,1386029056,1376133120,2603884544,2620239872,1390063616,1404829696
2026-02-23 19:03:53,1386278912,1376604160,2604281856,2620407808,1390092288,1406099456
2026-02-23 19:04:23,1386504192,1376743424,2604396544,2620555264,1390510080,1406472192
2026-02-23 19:04:53,1386713088,1377067008,2604560384,2620747776,1390669824,1406984192
2026-02-23 19:05:23,1386799104,1377112064,2604638208,2620780544,1390886912,1407500288
2026-02-23 19:05:53,1386971136,1377206272,2604994560,2620973056,1391067136,1406996480
2026-02-23 19:06:23,1387102208,1377267712,2604785664,2621014016,1391136768,1407340544
2026-02-23 19:06:53,1387229184,1377329152,2605174784,2623660032,1391316992,1407688704
2026-02-23 19:07:23,1387298816,1377370112,2604933120,2623774720,1391448064,1408192512
2026-02-23 19:07:53,1387741184,1377558528,2605572096,2624212992,1391833088,1413066752
2026-02-23 19:08:23,1388396544,1377697792,2605621248,2624335872,1391939584,1413726208
2026-02-23 19:08:53,1388658688,1377976320,2605838336,2624475136,1392300032,1414455296
2026-02-23 19:09:23,1388769280,1378099200,2605965312,2624544768,1392435200,1415127040
2026-02-23 19:09:53,1389105152,1378504704,2606292992,2625007616,1389887488,1416224768
2026-02-23 19:10:23,1389215744,1378689024,2606718976,2625085440,1389961216,1420718080
2026-02-23 19:10:53,1389502464,1378914304,2606620672,2622197760,1390026752,1423577088
2026-02-23 19:11:23,1389522944,1378934784,2608787456,2622251008,1390030848,1424150528
2026-02-23 19:11:53,1389744128,1379061760,2608910336,2622328832,1390153728,1424781312
2026-02-23 19:12:23,1389776896,1379069952,2608906240,2622337024,1390178304,1425313792
2026-02-23 19:12:53,1390428160,1379762176,2609565696,2622636032,1390497792,1426305024
2026-02-23 19:13:23,1390714880,1380093952,2610073600,2622808064,1390665728,1427279872
2026-02-23 19:13:53,1391095808,1380462592,2610434048,2623229952,1390784512,1428561920
2026-02-23 19:14:23,1391411200,1380737024,2610585600,2623008768,1391095808,1429827584
2026-02-23 19:14:53,1391566848,1380868096,2610728960,2623082496,1390878720,1431220224
2026-02-23 19:15:23,1392205824,1381011456,2610905088,2623135744,1390936064,1432244224
2026-02-23 19:15:53,1392377856,1381183488,2611060736,2623299584,1391026176,1433460736
2026-02-23 19:16:23,1392488448,1382801408,2612355072,2623614976,1392635904,1435402240
2026-02-23 19:16:53,1392717824,1383067648,2612604928,2623451136,1392730112,1437089792
2026-02-23 19:17:23,1392820224,1383194624,2612740096,2623500288,1392762880,1438433280
2026-02-23 19:17:53,1393049600,1383387136,2612953088,2623889408,1392861184,1439834112
2026-02-23 19:18:23,1393410048,1384079360,2613186560,2623700992,1392967680,1442201600
2026-02-23 19:18:53,1394335744,1384800256,2620235776,2624061440,1393295360,1444638720
2026-02-23 19:19:23,1394565120,1384718336,2620383232,2624135168,1393336320,1446830080
2026-02-23 19:19:53,1395605504,1385455616,2621005824,2624245760,1393451008,1449332736
2026-02-23 19:20:23,1395998720,1385578496,2621296640,2624319488,1393565696,1451491328
2026-02-23 19:20:53,1396457472,1385844736,2621579264,2624466944,1393643520,1454067712
2026-02-23 19:21:23,1396699136,1386201088,2621698048,2624491520,1393672192,1456308224
2026-02-23 19:21:53,1397420032,1390936064,2622615552,2624888832,1393979392,1458720768
2026-02-23 19:22:23,1397846016,1391423488,2622820352,2624983040,1398280192,1460568064
2026-02-23 19:22:53,1397518336,1391411200,2623311872,2625101824,1398386688,1466204160
2026-02-23 19:23:23,1397981184,1391943680,2624479232,2631704576,1398595584,1474650112
2026-02-23 19:23:53,1398239232,1392234496,2624679936,2632093696,1399013376,1480224768
2026-02-23 19:24:23,1398546432,1393045504,2625015808,2631970816,1398878208,1484095488
2026-02-23 19:24:53,1399214080,1393664000,2625794048,2632241152,1399214080,1487884288
2026-02-23 19:25:23,1399918592,1393528832,2626428928,2632396800,1399390208,1492107264
2026-02-23 19:25:53,1400762368,1394556928,2627420160,2632855552,1400184832,1495465984
2026-02-23 19:26:23,1401192448,1394864128,2627837952,2632978432,1400295424,1499492352
2026-02-23 19:26:53,1401724928,1395470336,2629361664,2633543680,1400565760,1504305152
2026-02-23 19:27:23,1402220544,1396043776,2629963776,2633949184,1400909824,1509105664
2026-02-23 19:27:53,1404575744,1396285440,2630230016,2633891840,1401102336,1510088704
2026-02-23 19:28:23,1404628992,1396482048,2630397952,2633953280,1401159680,1510174720
2026-02-23 19:28:53,1404735488,1396867072,2630524928,2634297344,1401257984,1510412288
2026-02-23 19:29:23,1406898176,1397407744,2632716288,2634084352,1401282560,1510813696
2026-02-23 19:29:53,1407045632,1396965376,2635235328,2634706944,1401409536,1511510016
2026-02-23 19:30:23,1407229952,1397116928,2643529728,2638565376,1401569280,1512378368
2026-02-23 19:30:53,1407373312,1397248000,2643886080,2640740352,1401671680,1512910848
2026-02-23 19:31:23,1407590400,1397452800,2654367744,2645069824,1401724928,1513250816
2026-02-23 19:31:53,1407815680,1397919744,2665074688,2649427968,1401876480,1513783296
2026-02-23 19:32:23,1407885312,1397719040,2665119744,2649464832,1401925632,1514127360
2026-02-23 19:32:53,1407995904,1397809152,2665222144,2649837568,1401991168,1514680320
2026-02-23 19:33:23,1408045056,1398587392,2667347968,2651799552,1402040320,1515139072
2026-02-23 19:33:53,1408212992,1397997568,2678091776,2656153600,1402163200,1516089344
2026-02-23 19:34:23,1408294912,1398108160,2678173696,2656317440,1402253312,1516666880
2026-02-23 19:34:53,1410498560,1398185984,2678255616,2656419840,1402322944,1518096384
2026-02-23 19:35:23,1410662400,1398345728,2678431744,2657030144,1402372096,1518637056
2026-02-23 19:35:53,1410863104,1398534144,2689142784,2661134336,1402441728,1519857664
2026-02-23 19:36:23,1410932736,1398587392,2697584640,2665365504,1402445824,1520439296
2026-02-23 19:36:53,1411063808,1398702080,2710315008,2669916160,1402511360,1420193792
2026-02-23 19:37:23,1411092480,1400811520,2710339584,2669711360,1402531840,1421078528
