Time,"__name__=""dockerstats_memory_usage_bytes"",id=""32e8878a18b4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""607db649cdaf"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""613f6ff7e2df"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""7dbd4d4b5e3e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""7f4d8d0f8f10"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""856dd1ab9191"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-02-23 18:39:53,696008704,662712320,630501376,662163456,636628992,709566464
2026-02-23 18:40:23,951947264,849833984,664875008,686383104,809185280,963059712
2026-02-23 18:40:53,1248493568,1140809728,860909568,842817536,1152376832,1259069440
2026-02-23 18:41:23,1326231552,1316110336,912015360,933695488,1322749952,1326768128
2026-02-23 18:41:53,1356886016,1319858176,1394556928,1282277376,1325420544,1357643776
2026-02-23 18:42:23,1360850944,1335971840,1662537728,1530568704,1342431232,1358458880
2026-02-23 18:42:53,1366642688,1345159168,2097299456,1848967168,1345601536,1360977920
2026-02-23 18:43:23,1368428544,1347428352,2384437248,2098208768,1346760704,1362829312
2026-02-23 18:43:53,1369518080,1348882432,2585886720,2349117440,1347964928,1364172800
2026-02-23 18:44:23,1375240192,1350561792,2587324416,2581835776,1349193728,1365475328
2026-02-23 18:44:53,1372741632,1352704000,2588803072,2602934272,1356488704,1367789568
2026-02-23 18:45:23,1373122560,1353531392,2589540352,2603737088,1357156352,1370140672
2026-02-23 18:45:53,1373491200,1354764288,2590408704,2604503040,1358426112,1371234304
2026-02-23 18:46:23,1374531584,1354854400,2588041216,2606014464,1360461824,1369997312
2026-02-23 18:46:53,1374564352,1355390976,2588291072,2606387200,1360912384,1371512832
2026-02-23 18:47:23,1375260672,1356099584,2589061120,2607251456,1361678336,1373700096
2026-02-23 18:47:53,1375956992,1356697600,2589704192,2608746496,1362898944,1374392320
2026-02-23 18:48:23,1378795520,1357512704,2590494720,2609577984,1364049920,1376960512
2026-02-23 18:48:53,1379057664,1360699392,2591592448,2610343936,1368616960,1377943552
2026-02-23 18:49:23,1379557376,1361395712,2592088064,2610511872,1369124864,1379037184
2026-02-23 18:49:53,1380233216,1361842176,2592452608,2610970624,1369559040,1379975168
2026-02-23 18:50:23,1380618240,1361997824,2592624640,2611441664,1367879680,1380818944
2026-02-23 18:50:53,1381134336,1362231296,2592935936,2612084736,1368600576,1382268928
2026-02-23 18:51:23,1380929536,1362305024,2592989184,2612215808,1368670208,1382735872
2026-02-23 18:51:53,1381502976,1362776064,2593128448,2612498432,1368985600,1383411712
2026-02-23 18:52:23,1381711872,1362571264,2593193984,2612477952,1369038848,1385316352
2026-02-23 18:52:53,1382076416,1362735104,2593337344,2612555776,1369518080,1384898560
2026-02-23 18:53:23,1382526976,1362788352,2593357824,2612559872,1369358336,1385324544
2026-02-23 18:53:53,1383100416,1362956288,2593570816,2612666368,1369563136,1385762816
2026-02-23 18:54:23,1383276544,1363046400,2593632256,2612723712,1369673728,1386180608
