Time,"gc=""G1 Old Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Old Generation"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""G1 Old Generation"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Young Generation"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""G1 Young Generation"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-16 21:48:37,0,0,0,0,0,0.00030506923376778604,0.0004237072691219151,0.000389810687592151
2026-03-16 21:49:07,0,0,0,0,0.0004915337548094021,0,0.0004237072691219151,0
2026-03-16 21:49:37,0,0,0,0,0.0004915254237288122,0.00020338293617164788,0,0
2026-03-16 21:50:07,0,0,0,0,0,0.00020338638328163194,0,0
2026-03-16 21:50:37,0,0,0,0,0.00028814047695724246,0,0,0.0003559261707428672
2026-03-16 21:51:07,0,0,0,0,0.0002881355932203449,0.0002542329791020437,0.00040677276656327896,0.0003559261707428672
2026-03-16 21:51:37,0,0,0,0,0.0005084659582041025,0.0002542329791020437,0.0004067796610169495,0
2026-03-16 21:52:07,0,0,0,0,0.0005084745762711907,0.000355932203389844,0,0
2026-03-16 21:52:37,0,0,0,0,0,0.00035592617074288224,0,0
2026-03-16 21:53:07,0,0,0,0,0.0003389773054693916,0.0004576193623836757,0,0
2026-03-16 21:53:37,0,0,0,0,0.0003389887964202711,0.0004576193623836757,0,0.0005084659582041025
2026-03-16 21:54:07,0,0,0,0,0.0002372881355932243,0,0.0006779775928405573,0.0005084745762711907
2026-03-16 21:54:37,0,0,0,0,0.0002372881355932243,0.0002881307096489949,0.0006779661016949158,0
2026-03-16 21:55:07,0,0,0,0,0,0.0002881355932203449,0,0
2026-03-16 21:55:37,0,0,0,0,0.0004237216318367546,0.00022032777994339102,0,0
2026-03-16 21:56:07,0,0,0,0,0.0007626989373061461,0.00022033898305084577,0,0
2026-03-16 21:56:37,0,0,0,0,0.0003389830508474504,0.00040678655570433435,0.0007288012067592101,0.0007457627118644
2026-03-16 21:57:07,0,0,0,0,0.0002711864406779663,0.0006440568803918621,0.0007288012067592101,0.0007457627118644
2026-03-16 21:57:37,0,0,0,0,0.000271154269832393,0.00023728009220026834,0,0
2026-03-16 21:58:07,0,0,0,0,0.0006101488085149736,0.00022033524855510756,0,0
2026-03-16 21:58:37,0,0,0,0,0.0018304774495347478,0.0007457374326293956,0.0004576193623836757,0
2026-03-16 21:59:07,0,0,0,0,0.00142368055320158,0.0005254237288135541,0.0004576193623836757,0
2026-03-16 21:59:37,0,0,0,0,0.00020338638328164701,0.00032202844019593106,0,0.0010000000000000028
2026-03-16 22:00:07,0,0,0,0,0.000355914106062402,0.0008643628290086971,0,0.0010000000000000028
2026-03-16 22:00:37,0,0,0,0,0.0006439040921799586,0.0010505803609251933,0.0010166906718630942,0
2026-03-16 22:01:07,0,0,0,0,0.0007793968146391098,0.0008810423408617355,0.0010165873163789241,0
2026-03-16 22:01:37,0,0,0,0,0.001440458235184463,0.0013558173036183386,0,0
2026-03-16 22:02:07,0,0,0,0,0.001457602413518405,0.001610114911358933,0,0
2026-03-16 22:02:37,0,0,0,0,0.0008983355367978564,0.0009660853205877781,0,0.0009999661028439741
2026-03-16 22:03:07,0,0,0,0,0.0008643774787295372,0.0009322033898305036,0.0015762444704327042,0.0009999491551277082
