Time,Series_B
2026-03-10 15:56:17,1
2026-03-10 15:56:47,10
2026-03-10 15:57:17,120
2026-03-10 15:57:47,109
2026-03-10 15:58:17,115
2026-03-10 15:58:47,142
2026-03-10 15:59:17,148
2026-03-10 15:59:47,153.33333333333334
2026-03-10 16:00:17,171
2026-03-10 16:00:47,169.83333333333334
2026-03-10 16:01:17,74
2026-03-10 16:01:47,143.33333333333334
2026-03-10 16:02:17,210
2026-03-10 16:02:47,42
2026-03-10 16:03:17,171
2026-03-10 16:03:47,198
2026-03-10 16:04:17,135.33333333333334
2026-03-10 16:04:47,197
2026-03-10 16:05:17,125
2026-03-10 16:05:47,177.33333333333334
2026-03-10 16:06:17,136
2026-03-10 16:06:47,70
2026-03-10 16:07:17,207
2026-03-10 16:07:47,168
2026-03-10 16:08:17,186
2026-03-10 16:08:47,198
2026-03-10 16:09:17,183.83333333333334
2026-03-10 16:09:47,204.83333333333334
2026-03-10 16:10:17,180
2026-03-10 16:10:47,179
2026-03-10 16:11:17,163
2026-03-10 16:11:47,163
2026-03-10 16:12:17,169.5
2026-03-10 16:12:47,98.33333333333333
2026-03-10 16:13:17,223
2026-03-10 16:13:47,187
2026-03-10 16:14:17,55
2026-03-10 16:14:47,208
2026-03-10 16:15:17,171
2026-03-10 16:15:47,203
2026-03-10 16:16:17,188
2026-03-10 16:16:47,188
2026-03-10 16:17:17,200
2026-03-10 16:17:47,194
2026-03-10 16:18:17,81
2026-03-10 16:18:47,103
2026-03-10 16:19:17,147
2026-03-10 16:19:47,123
2026-03-10 16:20:17,133
2026-03-10 16:20:47,256
2026-03-10 16:21:17,180
2026-03-10 16:21:47,182
2026-03-10 16:22:17,140.5
2026-03-10 16:22:47,197
2026-03-10 16:23:17,173.66666666666666
2026-03-10 16:23:47,203
2026-03-10 16:24:17,149
2026-03-10 16:24:47,66
2026-03-10 16:25:17,207
2026-03-10 16:25:47,207
2026-03-10 16:26:17,184.83333333333334
2026-03-10 16:26:47,178
2026-03-10 16:27:17,196
2026-03-10 16:27:47,189
2026-03-10 16:28:17,196
2026-03-10 16:28:47,173
2026-03-10 16:29:17,195.5
2026-03-10 16:29:47,165
2026-03-10 16:30:17,192
2026-03-10 16:30:47,168
2026-03-10 16:31:17,197.66666666666666
2026-03-10 16:31:47,177
2026-03-10 16:32:17,220
2026-03-10 16:32:47,58
2026-03-10 16:33:17,219
2026-03-10 16:33:47,134
2026-03-10 16:34:17,203.5
2026-03-10 16:34:47,146
2026-03-10 16:35:17,222
2026-03-10 16:35:47,183
2026-03-10 16:36:17,165
2026-03-10 16:36:47,196.33333333333334
2026-03-10 16:37:17,228.5
2026-03-10 16:37:47,160
2026-03-10 16:38:17,160
2026-03-10 16:38:47,82
2026-03-10 16:39:17,82
2026-03-10 16:39:47,222
2026-03-10 16:40:17,189
2026-03-10 16:40:47,209
2026-03-10 16:41:17,190.66666666666666
2026-03-10 16:41:47,48
2026-03-10 16:42:17,230
2026-03-10 16:42:47,199
2026-03-10 16:43:17,241
2026-03-10 16:43:47,204
2026-03-10 16:44:17,192
2026-03-10 16:44:47,87
2026-03-10 16:45:17,87
2026-03-10 16:45:47,87
2026-03-10 16:46:17,153
2026-03-10 16:46:47,191
2026-03-10 16:47:17,126.5
2026-03-10 16:47:47,197
2026-03-10 16:48:17,187
2026-03-10 16:48:47,173
2026-03-10 16:49:17,184
2026-03-10 16:49:47,208
2026-03-10 16:50:17,186
2026-03-10 16:50:47,141
2026-03-10 16:51:17,202.66666666666666
2026-03-10 16:51:47,185
2026-03-10 16:52:17,220
2026-03-10 16:52:47,131
2026-03-10 16:53:17,174
2026-03-10 16:53:47,153.66666666666666
2026-03-10 16:54:17,250
2026-03-10 16:54:47,168
2026-03-10 16:55:17,170
2026-03-10 16:55:47,170
2026-03-10 16:56:17,158
2026-03-10 16:56:47,166
2026-03-10 16:57:17,114.33333333333333
2026-03-10 16:57:47,118.33333333333333
2026-03-10 16:58:17,108
2026-03-10 16:58:47,118
2026-03-10 16:59:17,129
2026-03-10 16:59:47,18
2026-03-10 17:00:17,136.66666666666666
2026-03-10 17:00:47,149
2026-03-10 17:01:17,144.83333333333334
2026-03-10 17:01:47,175.16666666666666
2026-03-10 17:02:17,183
2026-03-10 17:02:47,154
2026-03-10 17:03:17,141
2026-03-10 17:03:47,161.83333333333334
2026-03-10 17:04:17,109.16666666666667
2026-03-10 17:04:47,69
2026-03-10 17:05:17,130
2026-03-10 17:05:47,126.5
2026-03-10 17:06:17,150
2026-03-10 17:06:47,185
2026-03-10 17:07:17,149
2026-03-10 17:07:47,143
2026-03-10 17:08:17,80
2026-03-10 17:08:47,87
2026-03-10 17:09:17,197
2026-03-10 17:09:47,157
2026-03-10 17:10:17,131
2026-03-10 17:10:47,57
2026-03-10 17:11:17,57
2026-03-10 17:11:47,161
2026-03-10 17:12:17,139
2026-03-10 17:12:47,85
2026-03-10 17:13:17,140
2026-03-10 17:13:47,102
2026-03-10 17:14:17,175
2026-03-10 17:14:47,182
2026-03-10 17:15:17,190
2026-03-10 17:15:47,73
2026-03-10 17:16:17,189.16666666666666
2026-03-10 17:16:47,81
2026-03-10 17:17:17,81
2026-03-10 17:17:47,192
2026-03-10 17:18:17,100
2026-03-10 17:18:47,211
2026-03-10 17:19:17,34
2026-03-10 17:19:47,159
2026-03-10 17:20:17,177
2026-03-10 17:20:47,159
2026-03-10 17:21:17,159
2026-03-10 17:21:47,199.83333333333334
2026-03-10 17:22:17,206.5
2026-03-10 17:22:47,73
2026-03-10 17:23:17,73
2026-03-10 17:23:47,34
2026-03-10 17:24:17,34
