Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"""
2026-02-11 03:00:00,,10.88582,,,,
2026-02-11 03:00:30,,10.88582,,,,
2026-02-11 03:10:30,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:11:00,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:11:30,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:12:00,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:12:30,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:13:00,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:13:30,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:14:00,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:14:30,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:15:00,0.005161,,0.000152,0.000158,0.000125,0.000185
2026-02-11 03:38:00,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:38:30,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:39:00,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:39:30,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:40:00,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:40:30,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:41:00,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:41:30,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:42:00,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:42:30,0.000187,,0.000242,0.000183,0.00013,0.000126
2026-02-11 03:53:00,,8.368951,,,,
2026-02-11 03:53:30,,8.368951,,,,
2026-02-11 03:54:00,,8.368951,,,,
2026-02-11 03:54:30,,8.368951,,,,
2026-02-11 03:55:00,,8.368951,,,,
2026-02-11 03:55:30,,8.368951,,,,
2026-02-11 03:56:00,,8.368951,,,,
2026-02-11 03:56:30,,8.368951,,,,
2026-02-11 03:57:00,,8.368951,,,,
2026-02-11 03:57:30,,8.368951,,,,
2026-02-11 03:58:00,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 03:58:30,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 03:59:00,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 03:59:30,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:00:00,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:00:30,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:01:00,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:01:30,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:02:00,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:02:30,0.000426,,0.000123,0.0002,0.000224,0.000371
2026-02-11 04:18:30,0.000444,,0.000428,0.000742,0.000361,0.000786
2026-02-11 04:19:00,0.000444,,0.000428,0.000742,0.000361,0.000786
2026-02-11 04:19:30,0.000444,,0.000428,0.000742,0.000361,0.000786
2026-02-11 04:20:00,0.000444,,0.000428,0.000742,0.000361,0.000786
2026-02-11 04:20:30,0.000444,,0.000428,0.000742,0.000361,0.000786
