Time,"container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail""","container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"""
2026-02-11 03:00:00,49.4319169315599,49.4319169315599,49.4319169315599,49.4319169315599,49.4319169315599,49.4319169315599
2026-02-11 03:00:30,48.42390128149153,48.42390128149153,48.42390128149153,48.42390128149153,48.42390128149153,48.42390128149153
2026-02-11 03:01:00,51.38783143112906,51.38783143112906,51.38783143112906,51.38783143112906,51.38783143112906,51.38783143112906
2026-02-11 03:01:30,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722
2026-02-11 03:02:00,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722,48.36581584032722
2026-02-11 03:02:30,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068
2026-02-11 03:03:00,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068,47.39849952352068
2026-02-11 03:03:30,45.521518942389264,45.521518942389264,45.521518942389264,45.521518942389264,45.521518942389264,45.521518942389264
2026-02-11 03:04:00,44.61108856354147,44.61108856354147,44.61108856354147,44.61108856354147,44.61108856354147,44.61108856354147
2026-02-11 03:04:30,44.593244128116055,44.593244128116055,44.593244128116055,44.593244128116055,44.593244128116055,44.593244128116055
2026-02-11 03:05:00,42.82735166064266,42.82735166064266,42.82735166064266,42.82735166064266,42.82735166064266,42.82735166064266
2026-02-11 03:05:30,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841
2026-02-11 03:06:00,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841,42.81022071997841
2026-02-11 03:06:30,41.11493597946726,41.11493597946726,41.11493597946726,41.11493597946726,41.11493597946726,41.11493597946726
2026-02-11 03:07:00,40.29263725987792,40.29263725987792,40.29263725987792,40.29263725987792,40.29263725987792,40.29263725987792
2026-02-11 03:07:30,38.681570004857,38.681570004857,38.681570004857,38.681570004857,38.681570004857,38.681570004857
2026-02-11 03:08:00,40.22820771088,40.22820771088,40.22820771088,40.22820771088,40.22820771088,40.22820771088
2026-02-11 03:08:30,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976
2026-02-11 03:09:00,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976,41.0327718650976
2026-02-11 03:09:30,40.21211642779565,40.21211642779565,40.21211642779565,40.21211642779565,40.21211642779565,40.21211642779565
2026-02-11 03:10:00,39.407874099239734,39.407874099239734,39.407874099239734,39.407874099239734,39.407874099239734,39.407874099239734
2026-02-11 03:10:30,37.090375839211646,37.090375839211646,37.090375839211646,37.090375839211646,37.090375839211646,37.090375839211646
