Time,"name=""rskj-miner1""","name=""rskj-miner3""","name=""rskj-miner4""","name=""rskj-node1"""
2026-02-12 10:47:27,1.198657417,1.811495668,1.714809668,1.724277834
2026-02-12 11:08:27,,,3.857930585,3.516484752
2026-02-12 13:42:27,,,,1.086247959
2026-02-12 14:03:27,,1.006854834,,
