Time,"exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-17 14:56:37,0,0,0,0
2026-03-17 14:57:07,0,0,0,0
2026-03-17 14:57:37,0,0,0,0
2026-03-17 14:58:07,0,0,0,0
2026-03-17 14:58:37,0,0,0,0
2026-03-17 14:59:07,0,0,0,0
2026-03-17 14:59:37,0,0,0,0
2026-03-17 15:00:07,0,0,0,0
2026-03-17 15:00:37,0,0,0,0
2026-03-17 15:01:07,0,0,0,0
2026-03-17 15:01:37,0,0,0,0
2026-03-17 15:02:07,0,0,0,0
2026-03-17 15:02:37,0,0,0,0
2026-03-17 15:03:07,0,0,0,0
2026-03-17 15:03:37,0,0,0,0
2026-03-17 15:04:07,0,0,0,0
2026-03-17 15:04:37,0,0,0,0
2026-03-17 15:05:07,0,0,0,0
2026-03-17 15:05:37,0,0,0,0
2026-03-17 15:06:07,0,0,0,0
2026-03-17 15:06:37,0,0,0,0
2026-03-17 15:07:07,0,0,0,0
2026-03-17 15:07:37,0,0,0,0
2026-03-17 15:08:07,0,0,0,0
2026-03-17 15:08:37,0,0,0,0
2026-03-17 15:09:07,0,0,0,0
2026-03-17 15:09:37,0,0,0,0
2026-03-17 15:10:07,0,0,0,0
2026-03-17 15:10:37,0,0,0,0
2026-03-17 15:11:07,0,0,0,0
2026-03-17 15:11:37,0,0,0,0
2026-03-17 15:12:07,0,0,0,0
2026-03-17 15:12:37,0,0,0,0
2026-03-17 15:13:07,0,0,0,0
2026-03-17 15:13:37,0,0,0,0
2026-03-17 15:14:07,0,0,0,0
2026-03-17 15:14:37,0,0,0,0
2026-03-17 15:15:07,0,0,0,0
2026-03-17 15:15:37,0,0,0,0
2026-03-17 15:16:07,0,0,0,0
2026-03-17 15:16:37,0,0,0,0
2026-03-17 15:17:07,0,0,0,0
2026-03-17 15:17:37,0,0,0,0
2026-03-17 15:18:07,0,0,0,0
2026-03-17 15:18:37,0,0,0,0
2026-03-17 15:19:07,0,0,0,0
2026-03-17 15:19:37,0,0,0,0
2026-03-17 15:20:07,0,0,0,0
2026-03-17 15:20:37,0,0,0,0
2026-03-17 15:21:07,0,0,0,0
2026-03-17 15:21:37,0,0,0,0
2026-03-17 15:22:07,0,0,0,0
2026-03-17 15:22:37,0,0,0,0
2026-03-17 15:23:07,0,0,0,0
2026-03-17 15:23:37,0,0,0,0
2026-03-17 15:24:07,0,0,0,0
2026-03-17 15:24:37,0,0,0,0
2026-03-17 15:25:07,0,0,0,0
2026-03-17 15:25:37,0,0,0,0
2026-03-17 15:26:07,0,0,0,0
2026-03-17 15:26:37,0,0,0,0
2026-03-17 15:27:07,0,0,0,0
2026-03-17 15:27:37,0,0,0,0
2026-03-17 15:28:07,0,0,0,0
