Time,"__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-17 14:56:37,283895696,606988192,277079552,1466939384,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:57:07,2527848336,2855135136,977528320,164697032,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:57:37,1013141856,1348835840,1369695744,475075528,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:58:07,2606977376,2951059968,1745085952,766579656,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:58:37,1412766328,1756241272,381937152,1238438856,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:59:07,3249871480,402218256,916710912,1689326536,5368709120,5368709120,4294967296,4294967296
2026-03-17 14:59:37,2129544224,2482593040,1547953664,321125368,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:00:07,624310760,985128112,168891592,774110200,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:00:37,2281060840,2713181360,642847944,1164180472,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:01:07,1430119248,2331867904,1016141000,1537473528,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:01:37,897430864,1979507632,1248924872,1768160248,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:02:07,981357424,2243652480,1857098952,457440248,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:02:37,453025936,1887564896,173078104,690224120,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:03:07,3229655184,1627413024,464582232,983825400,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:03:37,2898316856,1476618848,777057880,1294203896,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:04:07,2634249616,1388619712,1148253784,1667496952,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:04:37,2466582176,1405478464,1536226904,137456080,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:05:07,1967443824,1166548144,1831925336,431057360,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:05:37,1388813888,772292256,145913336,665938384,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:06:07,134877120,2714214176,775058936,961636816,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:06:37,2118816008,1594550248,1425176056,1276209616,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:07:07,1402145456,860952736,374919680,1808886224,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:07:37,592757920,3222304512,1180226048,367063224,5368709120,5368709120,4294967296,4294967296
2026-03-17 15:08:07,2912274544,2358448488,204517120,975237304,5368709120,5368709120,4294967296,4294967296
