Time,"__name__=""node_load1"",instance=""host.docker.internal:9300"",job=""node-exporter""","__name__=""node_load5"",instance=""host.docker.internal:9300"",job=""node-exporter""","__name__=""node_load15"",instance=""host.docker.internal:9300"",job=""node-exporter"""
2026-02-13 14:58:38,4.95,4.85,4.79
2026-02-13 14:59:08,4.54,4.76,4.77
2026-02-13 14:59:38,4.45,4.72,4.75
2026-02-13 15:00:08,4.55,4.72,4.75
2026-02-13 15:00:38,4.73,4.75,4.76
2026-02-13 15:01:08,4.72,4.74,4.75
2026-02-13 15:01:38,4.8,4.75,4.75
2026-02-13 15:02:08,4.65,4.71,4.74
2026-02-13 15:02:38,5.03,4.79,4.76
2026-02-13 15:03:08,5.05,4.81,4.77
2026-02-13 15:03:38,5.08,4.85,4.79
2026-02-13 15:04:08,5.01,4.85,4.79
2026-02-13 15:04:38,4.71,4.78,4.77
2026-02-13 15:05:08,4.75,4.79,4.77
2026-02-13 15:05:38,4.45,4.71,4.75
2026-02-13 15:06:08,4.19,4.63,4.71
2026-02-13 15:06:38,4.33,4.62,4.71
2026-02-13 15:07:08,4.25,4.57,4.69
2026-02-13 15:07:38,4.33,4.56,4.69
2026-02-13 15:08:08,4.44,4.56,4.68
2026-02-13 15:08:38,4.63,4.6,4.69
2026-02-13 15:09:08,4.83,4.65,4.71
2026-02-13 15:09:38,5.08,4.72,4.73
2026-02-13 15:10:08,4.77,4.68,4.72
2026-02-13 15:10:38,4.9,4.73,4.73
2026-02-13 15:11:08,4.59,4.67,4.71
2026-02-13 15:11:38,4.62,4.67,4.71
2026-02-13 15:12:08,4.65,4.67,4.71
2026-02-13 15:12:38,4.43,4.63,4.69
2026-02-13 15:13:08,5.73,4.93,4.8
2026-02-13 15:13:38,5.43,4.94,4.8
2026-02-13 15:14:08,5.17,4.91,4.8
2026-02-13 15:14:38,5.07,4.91,4.8
2026-02-13 15:15:08,4.73,4.85,4.79
2026-02-13 15:15:38,4.8,4.85,4.79
2026-02-13 15:16:08,5.7,5.07,4.87
2026-02-13 15:16:38,5.27,5.03,4.86
2026-02-13 15:17:08,5.35,5.07,4.88
2026-02-13 15:17:38,5.27,5.08,4.89
2026-02-13 15:18:08,4.72,4.98,4.86
2026-02-13 15:18:38,4.23,4.82,4.81
2026-02-13 15:19:08,4.35,4.79,4.8
2026-02-13 15:19:38,4.31,4.75,4.79
2026-02-13 15:20:08,4.46,4.75,4.79
2026-02-13 15:20:38,4.75,4.79,4.8
2026-02-13 15:21:08,4.1,4.64,4.75
2026-02-13 15:21:38,4.77,4.74,4.78
2026-02-13 15:22:08,4.69,4.72,4.77
2026-02-13 15:22:38,4.61,4.69,4.76
2026-02-13 15:23:08,4.49,4.65,4.74
2026-02-13 15:23:38,4.36,4.6,4.72
2026-02-13 15:24:08,4.48,4.61,4.72
2026-02-13 15:24:38,4.64,4.63,4.73
2026-02-13 15:25:08,4.74,4.65,4.73
2026-02-13 15:25:38,4.69,4.65,4.73
2026-02-13 15:26:08,4.77,4.68,4.74
2026-02-13 15:26:38,4.62,4.64,4.72
2026-02-13 15:27:08,4.62,4.63,4.71
2026-02-13 15:27:38,4.6,4.62,4.71
2026-02-13 15:28:08,5.33,4.77,4.76
2026-02-13 15:28:38,4.62,4.65,4.72
2026-02-13 15:29:08,4.77,4.68,4.72
2026-02-13 15:29:38,4.43,4.6,4.7
2026-02-13 15:30:08,4.52,4.62,4.7
2026-02-13 15:30:38,4.62,4.64,4.71
2026-02-13 15:31:08,4.52,4.61,4.7
2026-02-13 15:31:38,4.25,4.54,4.67
2026-02-13 15:32:08,4.47,4.56,4.67
2026-02-13 15:32:38,4.51,4.56,4.67
2026-02-13 15:33:08,4.87,4.64,4.69
2026-02-13 15:33:38,4.41,4.56,4.66
2026-02-13 15:34:08,4.3,4.52,4.64
2026-02-13 15:34:38,4.64,4.58,4.66
2026-02-13 15:35:08,5.1,4.7,4.7
2026-02-13 15:35:38,4.69,4.63,4.68
2026-02-13 15:36:08,4.78,4.67,4.69
2026-02-13 15:36:38,5.01,4.73,4.71
2026-02-13 15:37:08,4.95,4.74,4.71
2026-02-13 15:37:38,4.87,4.74,4.71
2026-02-13 15:38:08,4.98,4.76,4.72
2026-02-13 15:38:38,5,4.79,4.73
2026-02-13 15:39:08,5.13,4.84,4.75
2026-02-13 15:39:38,5.69,5,4.81
2026-02-13 15:40:08,5.32,4.97,4.8
2026-02-13 15:40:38,5.07,4.93,4.8
2026-02-13 15:41:08,4.72,4.86,4.78
2026-02-13 15:41:38,5,4.9,4.79
2026-02-13 15:42:08,5.7,5.09,4.86
2026-02-13 15:42:38,5.7,5.16,4.89
2026-02-13 15:43:08,5.56,5.17,4.91
2026-02-13 15:43:38,5.53,5.22,4.93
2026-02-13 15:44:08,5.08,5.13,4.91
2026-02-13 15:44:38,4.69,5.04,4.89
2026-02-13 15:45:08,4.64,4.98,4.87
2026-02-13 15:45:38,4.49,4.91,4.85
2026-02-13 15:46:08,4.48,4.87,4.84
2026-02-13 15:46:38,4.71,4.88,4.84
2026-02-13 15:47:08,4.13,4.73,4.79
2026-02-13 15:47:38,4.4,4.74,4.8
2026-02-13 15:48:08,4.36,4.7,4.78
2026-02-13 15:48:38,4.29,4.65,4.76
2026-02-13 15:49:08,4.39,4.64,4.75
2026-02-13 15:49:38,4.45,4.64,4.75
2026-02-13 15:50:08,4.57,4.64,4.75
2026-02-13 15:50:38,4.52,4.63,4.74
2026-02-13 15:51:08,4.81,4.68,4.75
2026-02-13 15:51:38,4.5,4.61,4.73
2026-02-13 15:52:08,4.47,4.6,4.72
2026-02-13 15:52:38,4.32,4.55,4.7
2026-02-13 15:53:08,4.56,4.59,4.71
2026-02-13 15:53:38,4.57,4.58,4.7
2026-02-13 15:54:08,4.67,4.61,4.71
2026-02-13 15:54:38,4.41,4.55,4.68
2026-02-13 15:55:08,4.26,4.51,4.67
2026-02-13 15:55:38,4.22,4.48,4.65
2026-02-13 15:56:08,4.56,4.54,4.67
2026-02-13 15:56:38,4.33,4.47,4.64
2026-02-13 15:57:08,4.1,4.4,4.61
2026-02-13 15:57:38,4.33,4.42,4.61
2026-02-13 15:58:08,4.62,4.49,4.63
2026-02-13 15:58:38,4.56,4.48,4.62
2026-02-13 15:59:08,4.3,4.43,4.6
2026-02-13 15:59:38,4.25,4.41,4.59
2026-02-13 16:00:08,4.54,4.46,4.6
2026-02-13 16:00:38,4.52,4.47,4.6
2026-02-13 16:01:08,4.41,4.44,4.58
2026-02-13 16:01:38,5.86,4.78,4.69
2026-02-13 16:02:08,6.42,5.01,4.77
2026-02-13 16:02:38,8.44,5.63,4.99
2026-02-13 16:03:08,8.13,5.83,5.07
2026-02-13 16:03:38,8.8,6.19,5.22
2026-02-13 16:04:08,10.04,6.74,5.43
2026-02-13 16:04:38,10.25,7.08,5.59
2026-02-13 16:05:08,14.42,8.38,6.07
2026-02-13 16:05:38,12.38,8.45,6.16
2026-02-13 16:06:08,11.05,8.55,6.27
2026-02-13 16:06:38,8.86,8.26,6.25
2026-02-13 16:07:08,8.2,8.18,6.29
2026-02-13 16:07:38,8.25,8.19,6.35
2026-02-13 16:08:08,8.13,8.16,6.4
2026-02-13 16:08:38,9.61,8.52,6.58
2026-02-13 16:09:08,8.45,8.36,6.59
2026-02-13 16:09:38,7.9,8.22,6.59
2026-02-13 16:10:08,8.12,8.25,6.66
2026-02-13 16:10:38,7.25,8.04,6.64
2026-02-13 16:11:08,8.79,8.4,6.81
2026-02-13 16:11:38,7.64,8.15,6.78
2026-02-13 16:12:08,7.22,8.01,6.77
2026-02-13 16:12:38,7.76,8.07,6.83
2026-02-13 16:13:08,8.55,8.25,6.93
2026-02-13 16:13:38,8.43,8.27,6.98
2026-02-13 16:14:08,10.87,8.92,7.24
2026-02-13 16:14:38,9.55,8.79,7.26
2026-02-13 16:15:08,11.24,9.33,7.49
2026-02-13 16:15:38,11.3,9.57,7.63
2026-02-13 16:16:08,11.71,9.91,7.81
2026-02-13 16:16:38,10.56,9.82,7.84
2026-02-13 16:17:08,9.33,9.58,7.83
2026-02-13 16:17:38,10.62,9.86,7.97
2026-02-13 16:18:08,10.68,9.99,8.08
2026-02-13 16:18:38,9.9,9.89,8.11
2026-02-13 16:19:08,9.86,9.92,8.18
2026-02-13 16:19:38,8.66,9.64,8.14
2026-02-13 16:20:08,7.9,9.37,8.1
2026-02-13 16:20:38,8.31,9.34,8.13
2026-02-13 16:21:08,8.48,9.34,8.17
2026-02-13 16:21:38,7.69,9.07,8.12
2026-02-13 16:22:08,7.16,8.81,8.06
2026-02-13 16:22:38,6.94,8.59,8.01
2026-02-13 16:23:08,6.55,8.34,7.94
2026-02-13 16:23:38,6.65,8.19,7.91
2026-02-13 16:24:08,6.48,8.01,7.86
2026-02-13 16:24:38,6.02,7.75,7.77
2026-02-13 16:25:08,7.15,7.87,7.81
2026-02-13 16:25:38,6.43,7.63,7.73
2026-02-13 16:26:08,6.38,7.49,7.68
2026-02-13 16:26:38,6.48,7.41,7.65
2026-02-13 16:27:08,8.49,7.83,7.78
2026-02-13 16:27:38,7.54,7.67,7.73
2026-02-13 16:28:08,7.25,7.57,7.7
2026-02-13 16:28:38,8.23,7.77,7.76
2026-02-13 16:29:08,7.05,7.53,7.67
2026-02-13 16:29:38,6.36,7.31,7.6
2026-02-13 16:30:08,6.54,7.27,7.57
2026-02-13 16:30:38,6.51,7.19,7.54
2026-02-13 16:31:08,5.9,6.99,7.46
2026-02-13 16:31:38,5.24,6.74,7.36
2026-02-13 16:32:08,6.41,6.88,7.39
2026-02-13 16:32:38,6.5,6.86,7.36
2026-02-13 16:33:08,7.39,7.06,7.42
2026-02-13 16:33:38,6.81,6.95,7.36
2026-02-13 16:34:08,6.88,6.95,7.35
2026-02-13 16:34:38,7.04,6.95,7.34
2026-02-13 16:35:08,6.43,6.82,7.28
2026-02-13 16:35:38,9.19,7.38,7.45
2026-02-13 16:36:08,8.67,7.47,7.48
2026-02-13 16:36:38,7.24,7.22,7.4
2026-02-13 16:37:08,6.84,7.12,7.35
2026-02-13 16:37:38,6.53,7.04,7.32
2026-02-13 16:38:08,6.05,6.88,7.26
2026-02-13 16:38:38,5.75,6.71,7.19
2026-02-13 16:39:08,5.78,6.63,7.15
2026-02-13 16:39:38,5.16,6.39,7.05
2026-02-13 16:40:08,5.03,6.24,6.98
2026-02-13 16:40:38,5.2,6.17,6.93
2026-02-13 16:41:08,5.29,6.09,6.88
2026-02-13 16:41:38,5.04,5.94,6.8
2026-02-13 16:42:08,4.83,5.8,6.73
2026-02-13 16:42:38,4.82,5.71,6.67
2026-02-13 16:43:08,4.5,5.56,6.58
2026-02-13 16:43:38,4.87,5.54,6.54
2026-02-13 16:44:08,5.1,5.52,6.51
2026-02-13 16:44:38,4.79,5.41,6.44
2026-02-13 16:45:08,4.48,5.28,6.36
2026-02-13 16:45:38,4.82,5.28,6.32
2026-02-13 16:46:08,4.69,5.2,6.26
2026-02-13 16:46:38,5.95,5.44,6.31
2026-02-13 16:47:08,5.37,5.35,6.25
2026-02-13 16:47:38,5.09,5.27,6.19
2026-02-13 16:48:08,5.07,5.25,6.16
2026-02-13 16:48:38,5.82,5.39,6.17
2026-02-13 16:49:08,5.38,5.33,6.13
2026-02-13 16:49:38,5.25,5.29,6.09
2026-02-13 16:50:08,4.99,5.23,6.04
2026-02-13 16:50:38,5.13,5.21,6.01
2026-02-13 16:51:08,4.81,5.12,5.95
2026-02-13 16:51:38,4.57,5.03,5.89
2026-02-13 16:52:08,4.6,5,5.85
