Time,"name=""rskj-miner1""","name=""rskj-miner3""","name=""rskj-miner4""","name=""rskj-node1"""
2026-02-11 20:26:11,2.658235793,2.122024751,2.703352918,2.817023918
2026-02-11 22:31:11,1.185913376,,,1.165291459
2026-02-12 00:25:11,,,1.660863918,
2026-02-12 05:33:11,1.337703168,1.707157542,1.467054834,1.382263709
2026-02-12 10:47:11,1.198657417,1.811495668,1.714809668,1.724277834
2026-02-12 11:08:11,,,3.857930585,3.516484752
2026-02-12 13:42:11,,,,1.086247959
2026-02-12 14:03:11,,1.006854834,,
