Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-23 14:47:54,0.000064,,0.000091,0.000115
2026-02-23 14:48:24,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:48:54,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:49:24,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:49:54,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:50:24,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:50:54,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:51:24,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:51:54,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:52:24,0.000064,0.00009,0.000091,0.000115
2026-02-23 14:52:54,,0.00009,,
2026-02-23 15:10:54,,,,0.000169
2026-02-23 15:11:24,0.000085,,0.000117,0.000169
2026-02-23 15:11:54,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:12:24,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:12:54,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:13:24,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:13:54,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:14:24,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:14:54,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:15:24,0.000085,0.000075,0.000117,0.000169
2026-02-23 15:15:54,0.000085,0.000075,0.000117,
2026-02-23 15:16:24,,0.000075,,
