Time,"__name__=""dockerstats_memory_usage_bytes"",id=""168eb0677c9c"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""89cbe8ae80d2"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""9da59bee063c"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""9fabf14d70e0"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""c4cae6e32d54"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""edd2ae47162a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-02-23 14:25:54,1199591424,1180958720,2469163008,1206407168,2414059520,1292161024
2026-02-23 14:26:24,1199607808,1181057024,2469224448,1206493184,2414075904,1296429056
2026-02-23 14:26:54,1199632384,1181229056,2469384192,1206661120,2414116864,1300750336
2026-02-23 14:27:24,1199665152,1181364224,2469593088,1207074816,2416263168,1305210880
2026-02-23 14:27:54,1203437568,1183768576,2469830656,1207021568,2416353280,1309822976
2026-02-23 14:28:24,1203204096,1183952896,2470047744,1207263232,2416398336,1314689024
2026-02-23 14:28:54,1203261440,1184124928,2470240256,1207435264,2416447488,1318432768
2026-02-23 14:29:24,1203326976,1184202752,2470289408,1207492608,2416500736,1322754048
2026-02-23 14:29:54,1203347456,1184223232,2470322176,1207554048,2416513024,1326854144
2026-02-23 14:30:24,1203359744,1184317440,2470436864,1207713792,2416529408,1332879360
2026-02-23 14:30:54,1203404800,1184473088,2470608896,1209978880,2416566272,1340231680
2026-02-23 14:31:24,1203445760,1184620544,2470780928,1210122240,2416619520,1348743168
2026-02-23 14:31:54,1205858304,1184796672,2473385984,1210310656,2416656384,1358884864
2026-02-23 14:32:24,1205932032,1185017856,2473332736,1210511360,2416721920,1262694400
2026-02-23 14:32:54,1205784576,1185304576,2473607168,1210843136,2416775168,1270960128
2026-02-23 14:33:24,1205809152,1187491840,2473689088,1210953728,2416799744,1279754240
2026-02-23 14:33:54,1205837824,1187520512,2473721856,1210970112,2416836608,1288245248
2026-02-23 14:34:24,1205956608,1187921920,2473922560,1211179008,2416963584,1297346560
2026-02-23 14:34:54,1206030336,1188290560,2474053632,1211248640,2416992256,1305444352
2026-02-23 14:35:24,1206054912,1187844096,2474123264,1211330560,2416996352,1317027840
2026-02-23 14:35:54,1206083584,1187926016,2474237952,1211416576,2417012736,1332477952
2026-02-23 14:36:24,1206276096,1188175872,2474455040,1213997056,2417115136,1352593408
2026-02-23 14:36:54,1206312960,1188237312,2474504192,1213788160,2417147904,1371406336
2026-02-23 14:37:24,1206394880,1188429824,2474717184,1213984768,2417242112,1280368640
2026-02-23 14:37:54,1206722560,1188790272,2477350912,1214406656,2419490816,1295904768
2026-02-23 14:38:24,1208913920,1191215104,2477363200,1214738432,2419544064,1311313920
2026-02-23 14:38:54,1208979456,1191477248,2477568000,1215463424,2419613696,1326911488
2026-02-23 14:39:24,1209208832,1191718912,2477838336,1215148032,2419830784,1346809856
2026-02-23 14:39:54,1209368576,1191866368,2478067712,1215283200,2419896320,1365118976
2026-02-23 14:40:24,1209380864,1191903232,2478116864,1215328256,2419924992,1376182272
2026-02-23 14:40:54,1209442304,1191956480,2478166016,1217744896,2419978240,1376129024
2026-02-23 14:41:24,1209470976,1192058880,2478333952,1217581056,2420035584,1376858112
2026-02-23 14:41:54,1209475072,1192321024,2478428160,1217597440,2420305920,1377308672
2026-02-23 14:42:24,1209524224,1192275968,2478555136,1217818624,2420101120,1377861632
2026-02-23 14:42:54,1209536512,1192353792,2478649344,1217908736,2420125696,1378377728
2026-02-23 14:43:24,1209556992,1192595456,2478874624,1218121728,2420158464,1379135488
2026-02-23 14:43:54,1209577472,1192673280,2478981120,1218203648,2420178944,1379749888
2026-02-23 14:44:24,1209614336,1192857600,2479226880,1218457600,2420215808,1380990976
2026-02-23 14:44:54,1209622528,1192968192,2479484928,1218658304,2420228096,1381142528
2026-02-23 14:45:24,1209630720,1193009152,2481504256,1218555904,2420486144,1381715968
2026-02-23 14:45:54,1209647104,1193107456,2481577984,1218654208,2422300672,1276973056
2026-02-23 14:46:24,1209729024,1196900352,2481844224,1218863104,2422386688,1277628416
2026-02-23 14:46:54,1209761792,1197096960,2482032640,1219158016,2424512512,1278971904
2026-02-23 14:47:24,1209839616,1197473792,2482499584,1219497984,2424590336,1282887680
2026-02-23 14:47:54,1210019840,1197768704,2482823168,1219883008,2424729600,1284222976
2026-02-23 14:48:24,1211940864,1200562176,2484871168,1220296704,2424770560,1286623232
2026-02-23 14:48:54,1211977728,1200648192,2484973568,1220120576,2424827904,1288503296
2026-02-23 14:49:24,1212022784,1200701440,2485080064,1220202496,2424864768,1290305536
2026-02-23 14:49:54,1212043264,1200734208,2485116928,1220227072,2424893440,1290416128
2026-02-23 14:50:24,1212080128,1200803840,2485297152,1220390912,2424930304,1291943936
2026-02-23 14:50:54,1212133376,1200885760,2485374976,1220517888,2424983552,1292992512
2026-02-23 14:51:24,1212198912,1201119232,2485641216,1222885376,2425057280,1294655488
2026-02-23 14:51:54,1212198912,1201115136,2485645312,1222889472,2425057280,1296896000
2026-02-23 14:52:24,1214341120,1201278976,2485796864,1223069696,2425081856,1299345408
2026-02-23 14:52:54,1214394368,1201446912,2486177792,1223307264,2425110528,1301446656
2026-02-23 14:53:24,1214427136,1201807360,2488422400,1223675904,2425143296,1303826432
2026-02-23 14:53:54,1214775296,1202032640,2491457536,1224011776,2425188352,1306214400
2026-02-23 14:54:24,1214885888,1202548736,2494255104,1224409088,2425667584,1308397568
2026-02-23 14:54:54,1215180800,1202581504,2494308352,1224441856,2425692160,1312829440
2026-02-23 14:55:24,1214926848,1202614272,2494353408,1224486912,2425729024,1315581952
2026-02-23 14:55:54,1214959616,1202655232,2494435328,1224540160,2425749504,1317519360
2026-02-23 14:56:24,1214976000,1204916224,2494582784,1224744960,2425778176,1321246720
2026-02-23 14:56:54,1215250432,1205043200,2497060864,1224925184,2425794560,1327226880
2026-02-23 14:57:24,1215303680,1205358592,2502193152,1225097216,2425827328,1331900416
2026-02-23 14:57:54,1215033344,1205362688,2503634944,1225097216,2425827328,1335971840
2026-02-23 14:58:24,1215070208,1205518336,2503798784,1225211904,2425851904,1340280832
2026-02-23 14:58:54,1215131648,1205678080,2503757824,1225375744,2425892864,1344409600
2026-02-23 14:59:24,1215188992,1205776384,2503901184,1225515008,2425913344,1349169152
2026-02-23 14:59:54,1215217664,1205870592,2504265728,1225613312,2425933824,1353490432
2026-02-23 15:00:24,1215242240,1205964800,2504073216,1225736192,2425958400,1358036992
2026-02-23 15:00:54,1215266816,1206095872,2504159232,1225805824,2426023936,1362333696
2026-02-23 15:01:24,1215287296,1206239232,2504409088,1228120064,2426052608,1369874432
2026-02-23 15:01:54,1215361024,1206435840,2504523776,1228308480,2428194816,1378009088
2026-02-23 15:02:24,1215430656,1206665216,2504761344,1228537856,2430406656,1386135552
2026-02-23 15:02:54,1215455232,1206726656,2504871936,1228615680,2430406656,1289355264
2026-02-23 15:03:24,1215557632,1206939648,2505015296,1228808192,2430464000,1299558400
2026-02-23 15:03:54,1215631360,1209204736,2505162752,1228996608,2430771200,1308749824
2026-02-23 15:04:24,1215700992,1209352192,2507452416,1229185024,2430566400,1315909632
2026-02-23 15:04:54,1217888256,1209462784,2507608064,1229369344,2430640128,1324068864
2026-02-23 15:05:24,1218260992,1209606144,2508017664,1231720448,2430758912,1332506624
2026-02-23 15:05:54,1218035712,1209700352,2508066816,1232105472,2430799872,1341001728
2026-02-23 15:06:24,1218056192,1209982976,2507980800,1232117760,2430820352,1355911168
2026-02-23 15:06:54,1218097152,1210109952,2508070912,1232330752,2430849024,1373409280
2026-02-23 15:07:24,1218150400,1210286080,2508218368,1232543744,2430869504,1389334528
2026-02-23 15:07:54,1220325376,1210527744,2508386304,1232756736,2430910464,1300115456
2026-02-23 15:08:24,1220374528,1212821504,2508562432,1232900096,2430955520,1316073472
2026-02-23 15:08:54,1220493312,1213120512,2508693504,1235206144,2433191936,1331400704
2026-02-23 15:09:24,1220722688,1213579264,2512019456,1235628032,2433433600,1347354624
2026-02-23 15:09:54,1220759552,1215811584,2512322560,1235722240,2433486848,1361920000
2026-02-23 15:10:24,1222942720,1216065536,2512216064,1235931136,2433560576,1379729408
2026-02-23 15:10:54,1223016448,1218297856,2512297984,1236099072,2433658880,1395449856
2026-02-23 15:11:24,1226305536,1221754880,2512388096,1236238336,2433822720,1401511936
2026-02-23 15:11:54,1226321920,1221812224,2515415040,1236316160,2433835008,1401606144
2026-02-23 15:12:24,1226342400,1221996544,2517651456,1236512768,2433859584,1402036224
2026-02-23 15:12:54,1226375168,1222176768,2517790720,1238867968,2433884160,1402753024
2026-02-23 15:13:24,1226465280,1222520832,2518052864,1239179264,2433953792,1404723200
2026-02-23 15:13:54,1226473472,1222594560,2518118400,1239248896,2433966080,1407234048
2026-02-23 15:14:24,1226563584,1222967296,2518441984,1239638016,2434060288,1407414272
2026-02-23 15:14:54,1226596352,1223249920,2518593536,1239834624,2434097152,1407889408
2026-02-23 15:15:24,1226612736,1223323648,2518654976,1239916544,2434113536,1408696320
2026-02-23 15:15:54,1226625024,1223376896,2518704128,1239969792,2434129920,1408856064
2026-02-23 15:16:24,1226661888,1223475200,2518781952,1240072192,2436276224,1409531904
2026-02-23 15:16:54,1226682368,1223507968,2518814720,1240133632,2436292608,1410023424
2026-02-23 15:17:24,1226698752,1225777152,2518982656,1240535040,2436317184,1411551232
2026-02-23 15:17:54,1226723328,1225953280,2519158784,1240457216,2436329472,1412349952
2026-02-23 15:18:24,1226752000,1226174464,2519384064,1240678400,2436366336,1308258304
2026-02-23 15:18:54,1226784768,1226448896,2519633920,1240920064,2436395008,1309605888
2026-02-23 15:19:24,1226838016,1226756096,2519871488,1241165824,2436435968,1310871552
2026-02-23 15:19:54,1226866688,1226817536,2519924736,1241210880,2436472832,1311670272
2026-02-23 15:20:24,1226899456,1226895360,2520010752,1241296896,2436505600,1315667968
2026-02-23 15:20:54,1226915840,1226944512,2520039424,1241341952,2436530176,1316397056
2026-02-23 15:21:24,1226948608,1226997760,2520080384,1241395200,2436562944,1317707776
2026-02-23 15:21:54,1226964992,1227096064,2520150016,1241468928,2436575232,1318625280
2026-02-23 15:22:24,1227010048,1227341824,2520449024,1241796608,2436616192,1320787968
2026-02-23 15:22:54,1229152256,1227558912,2524774400,1244114944,2436726784,1323098112
2026-02-23 15:23:24,1229205504,1227771904,2527170560,1244381184,2436771840,1325744128
2026-02-23 15:23:54,1229242368,1227939840,2527301632,1244925952,2436816896,1328115712
2026-02-23 15:24:24,1229348864,1228214272,2527481856,1245155328,2436907008,1330147328
2026-02-23 15:24:54,1229377536,1228275712,2527522816,1245229056,2436935680,1332371456
2026-02-23 15:25:24,1229434880,1230716928,2527608832,1245581312,2436988928,1334710272
2026-02-23 15:25:54,1229451264,1230516224,2529763328,1245388800,2437058560,1339019264
