Time,Series_C
2026-02-13 10:40:48,90.41485973388018
2026-02-13 10:41:18,50.55020222353824
2026-02-13 10:41:48,57.10300955157981
2026-02-13 10:42:18,50.4465803480985
2026-02-13 10:42:48,47.34585738489226
2026-02-13 10:43:18,60.6222105939967
2026-02-13 10:43:48,48.755897937743995
2026-02-13 10:44:18,40.586707550841595
2026-02-13 10:44:48,56.827264042838024
2026-02-13 10:45:18,44.27456372528365
2026-02-13 10:45:48,54.68847570214969
2026-02-13 10:46:18,44.9311546392488
2026-02-13 10:46:48,58.68789665917448
2026-02-13 10:47:18,55.4145006993996
2026-02-13 10:47:48,59.69072781871242
2026-02-13 10:48:18,53.20445319197662
2026-02-13 10:48:48,57.518564887986834
2026-02-13 10:49:18,50.58497985934724
2026-02-13 10:49:48,57.79956434239697
2026-02-13 10:50:18,42.9311189777822
2026-02-13 10:50:48,53.13739836377677
2026-02-13 10:51:18,49.30499594622819
2026-02-13 10:51:48,65.56798492920466
2026-02-13 10:52:18,47.723363939096224
2026-02-13 10:52:48,65.82601437852608
2026-02-13 10:53:18,44.9995505908438
2026-02-13 10:53:48,59.55018204158227
2026-02-13 10:54:18,47.41393225998291
2026-02-13 10:54:48,58.10161844217963
2026-02-13 10:55:18,53.27421650684534
2026-02-13 10:55:48,75.58841868834836
2026-02-13 10:56:18,46.27372192339769
2026-02-13 10:56:48,73.06896795957474
2026-02-13 10:57:18,56.20662789283099
2026-02-13 10:57:48,63.896065440760765
2026-02-13 10:58:18,62.379056145561165
2026-02-13 10:58:48,111.99543672292013
2026-02-13 10:59:18,77.75952588396196
2026-02-13 10:59:48,63.55246617910162
2026-02-13 11:00:18,121.58664611341064
2026-02-13 11:00:48,62.34168752734986
2026-02-13 11:01:18,59.96481814221837
2026-02-13 11:01:48,75.78664373827073
2026-02-13 11:02:18,64.55258160610275
2026-02-13 11:02:48,64.82487650918016
2026-02-13 11:03:18,83.17216304312429
2026-02-13 11:03:48,82.44821169986098
2026-02-13 11:04:18,56.619598576783204
2026-02-13 11:04:48,54.415196344487846
2026-02-13 11:05:18,54.7574317459229
2026-02-13 11:05:48,80.96342821604145
2026-02-13 11:06:18,61.13735441055172
2026-02-13 11:06:48,93.92954488201453
2026-02-13 11:07:18,52.898158769797945
2026-02-13 11:07:48,90.20462437905032
2026-02-13 11:08:18,69.69069690161763
2026-02-13 11:08:48,57.21006450239769
2026-02-13 11:09:18,86.65157936019861
2026-02-13 11:09:48,84.4806053122656
2026-02-13 11:10:18,85.23888952263026
2026-02-13 11:10:48,86.89856386354509
2026-02-13 11:11:18,74.34155558579522
2026-02-13 11:11:48,70.34341744993131
2026-02-13 11:12:18,35.17267661899746
2026-02-13 11:12:48,48.06803570709393
2026-02-13 11:13:18,37.793275880051965
2026-02-13 11:13:48,53.412557773207666
2026-02-13 11:14:18,54.034768213627025
2026-02-13 11:14:48,49.75894301204804
2026-02-13 11:15:18,54.964982278165934
2026-02-13 11:15:48,61.31086091870513
2026-02-13 11:16:18,45.55214402680265
2026-02-13 11:16:48,47.55361327711455
2026-02-13 11:17:18,53.65322245257066
2026-02-13 11:17:48,49.172079706943755
2026-02-13 11:18:18,55.240922766562925
2026-02-13 11:18:48,75.24027725976966
2026-02-13 11:19:18,47.72387995287938
2026-02-13 11:19:48,54.448155808731244
2026-02-13 11:20:18,49.37979079931263
2026-02-13 11:20:48,48.30751746285287
2026-02-13 11:21:18,57.06922003117754
2026-02-13 11:21:48,49.27637244772738
2026-02-13 11:22:18,61.82604293444483
2026-02-13 11:22:48,152.06613819501084
2026-02-13 11:23:18,162.97037638407087
2026-02-13 11:23:48,68.93103456083828
2026-02-13 11:24:18,44.102815755460014
2026-02-13 11:24:48,47.517416288856985
2026-02-13 11:25:18,67.10308327158135
2026-02-13 11:25:48,65.17249584113456
2026-02-13 11:26:18,56.480545909987775
2026-02-13 11:26:48,72.79264218736795
2026-02-13 11:27:18,58.76021291042325
2026-02-13 11:27:48,56.03373845603691
2026-02-13 11:28:18,51.51595609595997
2026-02-13 11:28:48,63.070203459620586
2026-02-13 11:29:18,58.07028544581445
2026-02-13 11:29:48,68.48328906057336
2026-02-13 11:30:18,53.13512626177535
2026-02-13 11:30:48,48.104415096041684
2026-02-13 11:31:18,53.170716053524
2026-02-13 11:31:48,62.76302536573534
2026-02-13 11:32:18,91.00021528684438
2026-02-13 11:32:48,78.30828312171643
2026-02-13 11:33:18,62.31012256077973
2026-02-13 11:33:48,76.86395727035936
2026-02-13 11:34:18,54.51406087485928
2026-02-13 11:34:48,65.72386808531232
2026-02-13 11:35:18,78.82612387560407
2026-02-13 11:35:48,51.27575284966842
2026-02-13 11:36:18,73.17351846855347
2026-02-13 11:36:48,55.135388960088214
2026-02-13 11:37:18,51.68849831019152
2026-02-13 11:37:48,66.86182770703944
2026-02-13 11:38:18,63.47996211231314
2026-02-13 11:38:48,77.5510785378135
2026-02-13 11:39:18,67.48544879186024
2026-02-13 11:39:48,67.10232825817894
2026-02-13 11:40:18,76.96514751293148
2026-02-13 11:40:48,106.03390497304026
2026-02-13 11:41:18,69.45528319164796
2026-02-13 11:41:48,70.51640788169323
2026-02-13 11:42:18,54.79236526122928
2026-02-13 11:42:48,82.13892048825923
2026-02-13 11:43:18,64.2174191294143
2026-02-13 11:43:48,57.96767912750841
2026-02-13 11:44:18,63.41377887065519
2026-02-13 11:44:48,70.79482766469008
2026-02-13 11:45:18,59.964696446026345
2026-02-13 11:45:48,63.27448645465772
2026-02-13 11:46:18,39.482274742921156
2026-02-13 11:46:48,104.27347465798957
2026-02-13 11:47:18,63.487195688970154
2026-02-13 11:47:48,76.34336221425812
2026-02-13 11:48:18,65.86330959202678
2026-02-13 11:48:48,49.79336274762054
2026-02-13 11:49:18,61.65411539762449
2026-02-13 11:49:48,53.10491808668283
2026-02-13 11:50:18,44.68884431792323
2026-02-13 11:50:48,50.378918004422104
2026-02-13 11:51:18,38.79293106652501
2026-02-13 11:51:48,50.27601084263023
2026-02-13 11:52:18,40.44740194952147
2026-02-13 11:52:48,53.7921154037963
2026-02-13 11:53:18,44.27523074455201
2026-02-13 11:53:48,51.414724643171475
2026-02-13 11:54:18,68.86090859417973
2026-02-13 11:54:48,66.13817846560435
2026-02-13 11:55:18,44.757775312084014
2026-02-13 11:55:48,52.895681378085904
2026-02-13 11:56:18,59.13742454026257
2026-02-13 11:56:48,64.06849471817237
2026-02-13 11:57:18,65.86302750525081
2026-02-13 11:57:48,54.310557682839665
2026-02-13 11:58:18,40.61939008720273
2026-02-13 11:58:48,49.863210533255774
2026-02-13 11:59:18,58.89548170052266
2026-02-13 11:59:48,55.51781343731287
2026-02-13 12:00:18,49.516375840428104
2026-02-13 12:00:48,45.86839567883024
2026-02-13 12:01:18,50.578020428133286
2026-02-13 12:01:48,106.59221327203339
2026-02-13 12:02:18,102.30501106292343
2026-02-13 12:02:48,65.0330833294129
2026-02-13 12:03:18,58.999655244902605
2026-02-13 12:03:48,58.72444002042291
2026-02-13 12:04:18,71.27343422738011
2026-02-13 12:04:48,53.586086833678
2026-02-13 12:05:18,69.4141392469231
2026-02-13 12:05:48,61.481570845906674
2026-02-13 12:06:18,58.8955268985082
2026-02-13 12:06:48,74.13610949549202
2026-02-13 12:07:18,45.069510163604534
2026-02-13 12:07:48,69.47972555594511
2026-02-13 12:08:18,45.44716653161679
