Time,"__name__=""dockerstats_memory_usage_bytes"",id=""33698e4ab53c"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""96764df96e72"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""9c63e1a44114"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""a3196c4809ad"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1"""
2026-03-17 19:38:46,4794585088,3034378240,4866584576,2942631936
2026-03-17 19:39:16,4815024128,3036844032,4910403584,2983968768
2026-03-17 19:39:46,4832436224,3038924800,4849082368,2984558592
2026-03-17 19:40:16,4841594880,3039350784,4866629632,2985467904
2026-03-17 19:40:46,4760391680,3040038912,4878663680,2985422848
2026-03-17 19:41:16,4777865216,3041333248,4894674944,2986926080
2026-03-17 19:41:46,4782104576,3041648640,4899921920,2988294144
2026-03-17 19:42:16,4792897536,3043475456,4910575616,2989940736
2026-03-17 19:42:46,4817010688,3044806656,4940402688,2991112192
2026-03-17 19:43:16,4827865088,3045998592,4867608576,2991935488
2026-03-17 19:43:46,4843339776,3049295872,4882886656,2995499008
2026-03-17 19:44:16,4846886912,3049443328,4895854592,2995683328
2026-03-17 19:44:46,4854247424,3051290624,4914696192,2997772288
2026-03-17 19:45:16,4860612608,3053256704,4932136960,2999533568
2026-03-17 19:45:46,4871462912,3055329280,4937900032,3001597952
2026-03-17 19:46:16,4888854528,3057274880,4945428480,3003502592
2026-03-17 19:46:46,4917436416,3057889280,4961488896,3004080128
2026-03-17 19:47:16,4849356800,3059134464,4975243264,3005304832
2026-03-17 19:47:46,4887232512,3062153216,4912615424,3072147456
2026-03-17 19:48:16,4908949504,3064975360,4930297856,3075964928
2026-03-17 19:48:46,4930363392,3067097088,4950663168,3078107136
2026-03-17 19:49:16,4948033536,3070492672,4977778688,3081519104
2026-03-17 19:49:46,4968960000,3056222208,5008994304,3084087296
2026-03-17 19:50:16,4898955264,3075076096,5032415232,3086147584
2026-03-17 19:50:46,4924907520,3075264512,4969558016,3086307328
2026-03-17 19:51:16,4943802368,3078713344,4989489152,3091685376
2026-03-17 19:51:46,4963749888,3081576448,5005795328,3093839872
2026-03-17 19:52:16,4977487872,3083673600,5015834624,3095326720
2026-03-17 19:52:46,5000884224,3083874304,5039718400,3095486464
2026-03-17 19:53:16,4929687552,3084800000,5055639552,3095764992
2026-03-17 19:53:46,4943622144,3087118336,5066719232,3097968640
2026-03-17 19:54:16,4955693056,3087245312,5078028288,3098075136
2026-03-17 19:54:46,4970106880,3088723968,5089746944,3099312128
2026-03-17 19:55:16,4981256192,3091496960,5010898944,3102101504
2026-03-17 19:55:46,4993699840,3094720512,5022052352,3105243136
2026-03-17 19:56:16,5022093312,3102683136,5048164352,3107737600
2026-03-17 19:56:46,5042016256,3105415168,5062258688,3110428672
2026-03-17 19:57:16,4988973056,3107893248,5101449216,3141160960
2026-03-17 19:57:46,5008642048,3116457984,5129469952,3142287360
2026-03-17 19:58:16,5026820096,3123785728,5068062720,3148947456
2026-03-17 19:58:46,5065326592,3143282688,5112799232,3151089664
2026-03-17 19:59:16,5106757632,3146420224,5141528576,3154198528
2026-03-17 19:59:46,5044412416,3160162304,5163708416,3154665472
2026-03-17 20:00:16,5068693504,3258966016,5178564608,3158290432
2026-03-17 20:00:46,5089304576,3277668352,5191340032,3158392832
2026-03-17 20:01:16,5111496704,3281088512,5114851328,3161530368
2026-03-17 20:01:46,5138710528,3281797120,5138595840,3177426944
2026-03-17 20:02:16,5156638720,3284119552,5168263168,3179474944
2026-03-17 20:02:46,5087985664,3288068096,5191118848,3260850176
2026-03-17 20:03:16,5127233536,3291144192,5226602496,3264196608
2026-03-17 20:03:46,5180231680,3294412800,5172543488,3266826240
2026-03-17 20:04:16,5141544960,3298463744,5207478272,3271086080
2026-03-17 20:04:46,5187465216,3299577856,5243420672,3271901184
2026-03-17 20:05:16,5231214592,3301949440,5265526784,3274510336
2026-03-17 20:05:46,5253283840,3303538688,5283401728,3275857920
2026-03-17 20:06:16,5184417792,3305029632,5219344384,3277217792
2026-03-17 20:06:46,5197488128,3307188224,5235544064,3279761408
2026-03-17 20:07:16,5212733440,3309342720,5258571776,3281887232
2026-03-17 20:07:46,5226385408,3309522944,5286891520,3282018304
2026-03-17 20:08:16,5242949632,3310710784,5308399616,3283193856
2026-03-17 20:08:46,5258743808,3311734784,5332574208,3284205568
2026-03-17 20:09:16,5278064640,3315556352,5351280640,3287945216
2026-03-17 20:09:46,5299675136,3318603776,5276901376,3290755072
2026-03-17 20:10:16,5223247872,3320328192,5289107456,3292459008
2026-03-17 20:10:46,5248978944,3324628992,5308260352,3295932416
2026-03-17 20:11:16,5275525120,3331125248,5329629184,3304022016
2026-03-17 20:11:46,5312593920,3334021120,5385433088,3314700288
2026-03-17 20:12:16,5349085184,3341488128,5333000192,3342143488
2026-03-17 20:12:46,5288407040,3346993152,5366554624,3344797696
2026-03-17 20:13:16,5322309632,3351687168,5397372928,3350515712
2026-03-17 20:13:46,5403025408,3497021440,5472604160,3436724224
2026-03-17 20:14:16,5339828224,3497730048,5418139648,3437187072
2026-03-17 20:14:46,5360680960,3500126208,5452120064,3439714304
2026-03-17 20:15:16,5401427968,3500404736,5511614464,3440488448
2026-03-17 20:15:46,5428830208,3500544000,5446942720,3440029696
2026-03-17 20:16:16,5444177920,3502620672,5468643328,3446702080
2026-03-17 20:16:46,5456490496,3502858240,5479927808,3446951936
2026-03-17 20:17:16,5385420800,3503685632,5493919744,3447586816
2026-03-17 20:17:46,5408280576,3504087040,5507653632,3448287232
2026-03-17 20:18:16,5424406528,3504607232,5520392192,3448901632
2026-03-17 20:18:46,5439709184,3505573888,5533630464,3449839616
2026-03-17 20:19:16,5458305024,3507372032,5543026688,3451002880
2026-03-17 20:19:46,5482295296,3509317632,5555601408,3452686336
2026-03-17 20:20:16,5496393728,3510296576,5482434560,3453673472
2026-03-17 20:20:46,5416697856,3532279808,5502898176,3456299008
2026-03-17 20:21:16,5425307648,3532488704,5515309056,3456266240
2026-03-17 20:21:46,5433016320,3533168640,5534973952,3456888832
2026-03-17 20:22:16,5433679872,3535044608,5537488896,3459006464
2026-03-17 20:22:46,5452750848,3538137088,5550698496,3525197824
2026-03-17 20:23:16,5493792768,3539841024,5595815936,3527106560
2026-03-17 20:23:46,5528625152,3544588288,5533925376,3531284480
2026-03-17 20:24:16,5483601920,3548741632,5586419712,3535020032
2026-03-17 20:24:46,5503946752,3550228480,5624692736,3537182720
2026-03-17 20:25:16,5510922240,3550367744,5644726272,3536830464
2026-03-17 20:25:46,5527670784,3551670272,5579042816,3538939904
2026-03-17 20:26:16,5538627584,3555590144,5592522752,3542462464
2026-03-17 20:26:46,5555281920,3556876288,5610500096,3544477696
2026-03-17 20:27:16,5567864832,3558039552,5620039680,3546009600
2026-03-17 20:27:46,5579804672,3558637568,5626966016,3546853376
2026-03-17 20:28:16,5585403904,3559534592,5632405504,3547508736
2026-03-17 20:28:46,5591416832,3559407616,5635067904,3547680768
2026-03-17 20:29:16,5605900288,3562651648,5647581184,3553046528
2026-03-17 20:29:46,5612036096,3564875776,5666344960,3553214464
2026-03-17 20:30:16,5628665856,3565137920,5623341056,3553472512
2026-03-17 20:30:46,5552508928,3565817856,5653639168,3554127872
2026-03-17 20:31:16,5570949120,3567804416,5675642880,3556446208
2026-03-17 20:31:46,5581520896,3568979968,5695401984,3557597184
2026-03-17 20:32:16,5591162880,3569709056,5717082112,3558776832
2026-03-17 20:32:46,5603147776,3571372032,5736165376,3559907328
2026-03-17 20:33:16,5614792704,3584348160,5661036544,3561463808
2026-03-17 20:33:46,5619630080,3584532480,5666361344,3561766912
2026-03-17 20:34:16,5625638912,3585519616,5677416448,3563102208
2026-03-17 20:34:46,5632802816,3586338816,5682941952,3564437504
2026-03-17 20:35:16,5636677632,3685056512,5690363904,3565977600
2026-03-17 20:35:46,5640060928,3686563840,5695885312,3586236416
2026-03-17 20:36:16,5649350656,3687407616,5704839168,3587072000
2026-03-17 20:36:46,5651767296,3687874560,5708197888,3587538944
2026-03-17 20:37:16,5654675456,3689541632,5717069824,3588689920
2026-03-17 20:37:46,5663670272,3689836544,5726318592,3588710400
2026-03-17 20:38:16,5679935488,3690704896,5745188864,3590184960
2026-03-17 20:38:46,5699706880,3691307008,5770915840,3590582272
2026-03-17 20:39:16,5722107904,3694837760,5695143936,3595026432
2026-03-17 20:39:46,5664006144,3695632384,5729550336,3595984896
2026-03-17 20:40:16,5677137920,3697065984,5750349824,3598639104
2026-03-17 20:40:46,5691105280,3698106368,5764919296,3654365184
2026-03-17 20:41:16,5699444736,3699277824,5783949312,3655585792
2026-03-17 20:41:46,5710823424,3700953088,5796691968,3657097216
2026-03-17 20:42:16,5725196288,3701612544,5804699648,3658076160
2026-03-17 20:42:46,5778268160,3701829632,5835198464,3658293248
2026-03-17 20:43:16,5783199744,3702251520,5747339264,3658698752
2026-03-17 20:43:46,5798293504,3702657024,5757358080,3659108352
2026-03-17 20:44:16,5721726976,3704492032,5764931584,3660976128
2026-03-17 20:44:46,5744304128,3727646720,5772996608,3661176832
2026-03-17 20:45:16,5768044544,3728154624,5787181056,3661639680
2026-03-17 20:45:46,5784502272,3728871424,5806575616,3662561280
2026-03-17 20:46:16,5793034240,3729362944,5815468032,3663056896
2026-03-17 20:46:46,5801984000,3730124800,5822722048,3663335424
2026-03-17 20:47:16,5797527552,3731214336,5833089024,3664695296
2026-03-17 20:47:46,5807345664,3732279296,5845749760,3665883136
2026-03-17 20:48:16,5820891136,3733274624,5869072384,3666939904
2026-03-17 20:48:46,5852446720,3733774336,5799407616,3667177472
2026-03-17 20:49:16,5781966848,3735805952,5815709696,3669487616
2026-03-17 20:49:46,5827678208,3736694784,5847154688,3670126592
2026-03-17 20:50:16,5871116288,3736936448,5880033280,3670589440
2026-03-17 20:50:46,5900611584,3737636864,5897240576,3671076864
2026-03-17 20:51:16,5831593984,3816656896,5911969792,3671666688
2026-03-17 20:51:46,5843345408,3817541632,5924134912,3759177728
2026-03-17 20:52:16,5858988032,3818487808,5841260544,3760631808
2026-03-17 20:52:46,5878702080,3820019712,5865545728,3763081216
2026-03-17 20:53:16,5894905856,3820453888,5881085952,3764162560
2026-03-17 20:53:46,5908107264,3821731840,5891772416,3765448704
2026-03-17 20:54:16,5914030080,3822755840,5897093120,3765956608
2026-03-17 20:54:46,5927866368,3822727168,5904408576,3766427648
2026-03-17 20:55:16,5935816704,3824455680,5908729856,3768098816
2026-03-17 20:55:46,5941067776,3825864704,5913075712,3769135104
2026-03-17 20:56:16,5959016448,3825958912,5926555648,3769237504
2026-03-17 20:56:46,5897134080,3826180096,5946753024,3769425920
2026-03-17 20:57:16,5914267648,3829522432,5955977216,3771277312
2026-03-17 20:57:46,5934821376,3830951936,5969686528,3772583936
2026-03-17 20:58:16,5957537792,3833458688,5989605376,3774820352
2026-03-17 20:58:46,5974978560,3834171392,5906046976,3776208896
2026-03-17 20:59:16,5990531072,3847983104,5930811392,3776299008
2026-03-17 20:59:46,6007128064,3854069760,5939408896,3780382720
2026-03-17 21:00:16,6026244096,3855810560,5969190912,3815002112
2026-03-17 21:00:46,5957496832,3911843840,5998927872,3815964672
2026-03-17 21:01:16,5982478336,3913175040,6022864896,3816955904
2026-03-17 21:01:46,5997703168,3914309632,6043062272,3818299392
2026-03-17 21:02:16,6037749760,3917770752,5961687040,3820945408
2026-03-17 21:02:46,6060077056,3918671872,5977837568,3821842432
2026-03-17 21:03:16,6081544192,3919564800,5998370816,3837497344
2026-03-17 21:03:46,6091542528,3920523264,6010646528,3838926848
2026-03-17 21:04:16,6108798976,3920756736,6023806976,3839213568
2026-03-17 21:04:46,6118903808,3922341888,6033625088,3840544768
2026-03-17 21:05:16,6129049600,3923075072,6045790208,3841327104
2026-03-17 21:05:46,6139293696,3924570112,6053310464,3843067904
2026-03-17 21:06:16,6082228224,3926147072,6080430080,3844726784
2026-03-17 21:06:46,6109634560,3925938176,6023958528,3845091328
2026-03-17 21:07:16,6120448000,3939627008,6031106048,3845459968
2026-03-17 21:07:46,6127898624,3940323328,6042583040,3846184960
2026-03-17 21:08:16,6139957248,3941531648,6054006784,3847385088
2026-03-17 21:08:46,6153826304,3942817792,6068686848,3870035968
2026-03-17 21:09:16,6168702976,3942187008,6083506176,3870203904
2026-03-17 21:09:46,6183886848,3944144896,6100541440,3872006144
2026-03-17 21:10:16,6187884544,3944222720,6110928896,3871997952
2026-03-17 21:10:46,6088880128,3944767488,6126080000,3872591872
2026-03-17 21:11:16,6098063360,3945263104,6049357824,3873103872
2026-03-17 21:11:46,6102802432,3977134080,6062776320,3873550336
2026-03-17 21:12:16,6106042368,3978121216,6076571648,3874336768
2026-03-17 21:12:46,6113005568,3979198464,6083719168,3904540672
2026-03-17 21:13:16,6134095872,3990867968,6099963904,3913752576
2026-03-17 21:13:46,6144831488,3991531520,6113226752,3914399744
2026-03-17 21:14:16,6161055744,3992084480,6126907392,3914973184
2026-03-17 21:14:46,6165774336,3993526272,6139080704,3916763136
2026-03-17 21:15:16,6173384704,3994742784,6161530880,3917348864
2026-03-17 21:15:46,6180593664,3995234304,6178504704,3918430208
2026-03-17 21:16:16,6193381376,3996413952,6190592000,3919618048
2026-03-17 21:16:46,6211821568,4062040064,6127304704,3921313792
2026-03-17 21:17:16,6236254208,4063473664,6156349440,3922472960
2026-03-17 21:17:46,6248153088,4064067584,6188625920,3974418432
2026-03-17 21:18:16,6192107520,4064272384,6225715200,3974623232
2026-03-17 21:18:46,6207938560,4082036736,6252687360,3975041024
2026-03-17 21:19:16,6219788288,4082065408,6172295168,3975589888
2026-03-17 21:19:46,6227468288,4082511872,6181654528,3975524352
2026-03-17 21:20:16,6232940544,4082528256,6189043712,3989336064
2026-03-17 21:20:46,6241939456,4083728384,6204317696,3990532096
2026-03-17 21:21:16,6256431104,4084756480,6211010560,3991420928
2026-03-17 21:21:46,6266449920,4085338112,6225694720,3992186880
2026-03-17 21:22:16,6290710528,4086325248,6244487168,3993694208
2026-03-17 21:22:46,6294134784,4086861824,6248603648,3993747456
2026-03-17 21:23:16,6302748672,4087250944,6256881664,3994165248
2026-03-17 21:23:46,6226472960,4088811520,6281383936,3995717632
2026-03-17 21:24:16,6246633472,4089380864,6225080320,3996102656
2026-03-17 21:24:46,6267318272,4089585664,6248525824,3996569600
2026-03-17 21:25:16,6271455232,4090638336,6269747200,3997429760
2026-03-17 21:25:46,6282309632,4106620928,6287044608,3998715904
2026-03-17 21:26:16,6292942848,4107649024,6307172352,3999064064
2026-03-17 21:26:46,6309572608,4111351808,6244945920,4038275072
2026-03-17 21:27:16,6338768896,4114022400,6290350080,4041003008
2026-03-17 21:27:46,6284361728,4115972096,6325243904,4042702848
2026-03-17 21:28:16,6302896128,4165013504,6345084928,4044435456
2026-03-17 21:28:46,6321463296,4165414912,6364430336,4044582912
2026-03-17 21:29:16,6334918656,4167008256,6380146688,4046434304
2026-03-17 21:29:46,6342295552,4168249344,6297481216,4047716352
2026-03-17 21:30:16,6351650816,4169416704,6306693120,4048658432
2026-03-17 21:30:46,6364188672,4171976704,6320508928,4101304320
2026-03-17 21:31:16,6383964160,4172812288,6335459328,4102676480
2026-03-17 21:31:46,6326370304,4186263552,6364835840,4103229440
2026-03-17 21:32:16,6349717504,4187226112,6395949056,4104187904
2026-03-17 21:32:46,6369415168,4188229632,6413287424,4105428992
2026-03-17 21:33:16,6384979968,4190425088,6436225024,4107657216
2026-03-17 21:33:46,6401110016,4190670848,6362599424,4107956224
2026-03-17 21:34:16,6413144064,4190949376,6375550976,4108222464
2026-03-17 21:34:46,6423932928,4191723520,6384500736,4108992512
2026-03-17 21:35:16,6429818880,4192763904,6392365056,4110053376
2026-03-17 21:35:46,6441512960,4194193408,6401785856,4111470592
2026-03-17 21:36:16,6368886784,4194648064,6412566528,4112642048
2026-03-17 21:36:46,6395797504,4195803136,6429679616,4113092608
2026-03-17 21:37:16,6417207296,4196327424,6462054400,4149346304
2026-03-17 21:37:46,6428041216,4265734144,6477012992,4150562816
2026-03-17 21:38:16,6439923712,4267446272,6484762624,4152279040
2026-03-17 21:38:46,6446034944,4268142592,6405554176,4154642432
2026-03-17 21:39:16,6455197696,4268969984,6415192064,4155465728
2026-03-17 21:39:46,6474113024,4269756416,6436204544,4156256256
2026-03-17 21:40:16,6480171008,4271136768,6443974656,4157616128
2026-03-17 21:40:46,6483226624,4271915008,6450556928,4158660608
2026-03-17 21:41:16,6498676736,4272603136,6460669952,4159160320
2026-03-17 21:41:46,6440808448,4273111040,6487040000,4159676416
2026-03-17 21:42:16,6454620160,4273590272,6505902080,4160147456
2026-03-17 21:42:46,6471254016,4274913280,6523822080,4161409024
2026-03-17 21:43:16,6480998400,4295647232,6536175616,4162486272
2026-03-17 21:43:46,6496034816,4295766016,6461771776,4162609152
2026-03-17 21:44:16,6517669888,4295835648,6479724544,4162674688
2026-03-17 21:44:46,6535651328,4296712192,6498541568,4163547136
2026-03-17 21:45:16,6542725120,4298313728,6511448064,4216975360
2026-03-17 21:45:46,6552035328,4299857920,6524530688,4219019264
2026-03-17 21:46:16,6481747968,4300550144,6545252352,4219666432
2026-03-17 21:46:46,6520958976,4300726272,6897164288,4220104704
2026-03-17 21:47:16,6779838464,4537061376,6977007616,4521672704
2026-03-17 21:47:46,6979125248,4538232832,6891159552,4522823680
2026-03-17 21:48:16,6990774272,4538806272,6903353344,4523393024
2026-03-17 21:48:46,7003742208,4541485056,6919446528,4524797952
2026-03-17 21:49:16,7010414592,4541722624,6932684800,4526370816
2026-03-17 21:49:46,7020752896,4542193664,6950674432,4526804992
2026-03-17 21:50:16,7035437056,4543135744,6973505536,4527763456
