Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-18 16:25:54,6.350228,7.20312,,
2026-03-18 16:26:24,6.350228,7.20312,,
2026-03-18 16:26:54,6.350228,7.20312,,
2026-03-18 16:27:24,6.350228,7.20312,,
2026-03-18 16:27:54,6.350228,,,
2026-03-18 16:28:24,6.350228,,,
2026-03-18 16:28:54,6.350228,,7.018909,5.979596
2026-03-18 16:29:24,6.350228,,7.018909,5.979596
2026-03-18 16:29:54,6.350228,,7.018909,5.979596
2026-03-18 16:30:24,6.350228,,7.018909,5.979596
2026-03-18 16:30:54,,,7.018909,5.979596
2026-03-18 16:31:24,,,7.018909,5.979596
2026-03-18 16:31:54,,,7.018909,5.979596
2026-03-18 16:32:24,,,7.018909,5.979596
2026-03-18 16:32:54,,,7.018909,5.979596
2026-03-18 16:33:24,,,7.018909,5.979596
2026-03-18 16:36:54,,5.654463,,
2026-03-18 16:37:24,,5.654463,,
2026-03-18 16:37:54,,5.654463,3.0148,3.193662
2026-03-18 16:38:24,,5.654463,3.0148,3.193662
2026-03-18 16:38:54,,5.654463,3.0148,3.193662
2026-03-18 16:39:24,4.049293,5.654463,3.0148,3.193662
2026-03-18 16:39:54,4.049293,5.654463,3.0148,3.193662
2026-03-18 16:40:24,4.049293,5.654463,3.0148,3.193662
2026-03-18 16:40:54,4.049293,5.654463,3.0148,3.193662
2026-03-18 16:41:24,4.049293,5.654463,3.0148,3.193662
2026-03-18 16:41:54,4.049293,,3.0148,3.193662
2026-03-18 16:42:24,4.049293,,3.0148,3.193662
2026-03-18 16:42:54,4.049293,,,
2026-03-18 16:43:24,4.049293,,,
2026-03-18 16:43:54,4.049293,,,
2026-03-18 16:46:54,,,6.876229,6.034298
2026-03-18 16:47:24,,2.437218,6.876229,6.034298
2026-03-18 16:47:54,,2.437218,6.876229,6.034298
2026-03-18 16:48:24,,2.437218,6.876229,6.034298
2026-03-18 16:48:54,,2.437218,6.876229,6.034298
2026-03-18 16:49:24,,2.437218,6.876229,6.034298
2026-03-18 16:49:54,,2.437218,6.876229,6.034298
2026-03-18 16:50:24,3.637084,2.437218,6.876229,6.034298
2026-03-18 16:50:54,3.637084,2.437218,6.876229,6.034298
2026-03-18 16:51:24,3.637084,2.437218,6.876229,6.034298
2026-03-18 16:51:54,3.637084,2.437218,,
2026-03-18 16:52:24,3.637084,,,
2026-03-18 16:52:54,3.637084,,,
2026-03-18 16:53:24,3.637084,,,
2026-03-18 16:53:54,3.637084,,,
2026-03-18 16:54:24,3.637084,,,
2026-03-18 16:54:54,3.637084,,,
2026-03-18 16:56:54,,6.319308,,
2026-03-18 16:57:24,,6.319308,,
2026-03-18 16:57:54,,6.319308,,
2026-03-18 16:58:24,,6.319308,,
2026-03-18 16:58:54,,6.319308,,
2026-03-18 16:59:24,,6.319308,,
2026-03-18 16:59:54,,6.319308,,
2026-03-18 17:00:24,3.443881,6.319308,,
2026-03-18 17:00:54,3.443881,6.319308,,
2026-03-18 17:01:24,3.443881,6.319308,3.870989,4.501229
2026-03-18 17:01:54,3.443881,,3.870989,4.501229
2026-03-18 17:02:24,3.443881,,3.870989,4.501229
2026-03-18 17:02:54,3.443881,,3.870989,4.501229
2026-03-18 17:03:24,3.443881,,3.870989,4.501229
2026-03-18 17:03:54,3.443881,,3.870989,4.501229
2026-03-18 17:04:24,3.443881,,3.870989,4.501229
