Time,"__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-18 16:25:54,1750835712,2826534752,1980862976,1829404680,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:26:24,2626236256,1773952328,590899712,996815872,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:26:54,2138374832,547284984,1493659648,983022592,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:27:24,1437571768,3150523000,1218990592,1215718912,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:27:54,2909824512,1173888000,493440040,618722944,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:28:24,1357065760,2806705568,477168128,404987392,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:28:54,2084828944,3431312880,669830656,608723456,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:29:24,2808200440,594536512,558161920,481943040,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:29:54,2190300784,1976583024,1105505280,1217745920,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:30:24,922237264,3186284424,1430128128,1395386368,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:30:54,3735193008,1722349264,1608710656,1317865984,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:31:24,606814208,612550800,2218870272,1126703104,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:31:54,3308009504,2430801920,480126976,592999936,5368709120,5368709120,4294967296,4294967296
2026-03-18 16:32:24,3052489384,1590682416,1330157056,811540992,5368709120,5368709120,4294967296,4294967296
