Time,"device=""nbd0""","device=""nbd1""","device=""nbd10""","device=""nbd11""","device=""nbd12""","device=""nbd13""","device=""nbd14""","device=""nbd15""","device=""nbd2""","device=""nbd3""","device=""nbd4""","device=""nbd5""","device=""nbd6""","device=""nbd7""","device=""nbd8""","device=""nbd9""","device=""vda""","device=""vdb"""
2026-03-18 16:25:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19933678.344827585,0
2026-03-18 16:26:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20644563.230679035,0
2026-03-18 16:26:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15952961.037169851,0
2026-03-18 16:27:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18354450.94664372,0
2026-03-18 16:27:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17401150.265498932,0
2026-03-18 16:28:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23209536.774593983,0
2026-03-18 16:28:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17012545.811924547,0
2026-03-18 16:29:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12067968.69289384,0
2026-03-18 16:29:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16899477.7092025,0
2026-03-18 16:30:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11016837.327999447,0
2026-03-18 16:30:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19648258.19799317,0
2026-03-18 16:31:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20861404.33163195,0
2026-03-18 16:31:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16498841.121495327,0
2026-03-18 16:32:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19835441.023342416,0
2026-03-18 16:32:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22911245.26740457,0
2026-03-18 16:33:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22726931.62304748,0
2026-03-18 16:33:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24579107.41749715,0
2026-03-18 16:34:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13571504.672574915,0
2026-03-18 16:34:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17354785.475361217,0
2026-03-18 16:35:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33383593.61313239,0
2026-03-18 16:35:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17561730.63926626,0
2026-03-18 16:36:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15214259.130254854,0
2026-03-18 16:36:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21126179.310344826,0
2026-03-18 16:37:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19491982.482154556,0
2026-03-18 16:37:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23353781.394386593,0
2026-03-18 16:38:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22350947.825787093,0
2026-03-18 16:38:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19983378.185454667,0
2026-03-18 16:39:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16332164.413793104,0
2026-03-18 16:39:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21139697.738554884,0
2026-03-18 16:40:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21378853.461048134,0
2026-03-18 16:40:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16315648.600193076,0
2026-03-18 16:41:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20725652.64174369,0
2026-03-18 16:41:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21808665.241674136,0
2026-03-18 16:42:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20513613.130128957,0
2026-03-18 16:42:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22455606.304100424,0
2026-03-18 16:43:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17955842.471894614,0
2026-03-18 16:43:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22902655.677781988,0
2026-03-18 16:44:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16531319.838615123,0
2026-03-18 16:44:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22260930.970277913,0
2026-03-18 16:45:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15644061.928899001,0
