Time,"__name__=""dockerstats_memory_usage_bytes"",id=""052d0e9eb190"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""1b7a500df824"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""387335d10e81"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""98a9a9f5b0bc"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-18 16:39:54,6931230720,6828437504,3929960448,4205002752
2026-03-18 16:40:24,6907850752,6810431488,3951157248,4210929664
2026-03-18 16:40:54,6934470656,6786555904,3857301504,4217577472
2026-03-18 16:41:24,6948257792,6856187904,3862122496,4226945024
2026-03-18 16:41:54,6934851584,6850957312,3886088192,4236939264
2026-03-18 16:42:24,6915756032,6833070080,3891351552,4246790144
2026-03-18 16:42:54,7009669120,6822944768,3911311360,4266262528
2026-03-18 16:43:24,6967783424,6896857088,3918667776,4307771392
2026-03-18 16:43:54,6935445504,6875004928,3927973888,4311859200
2026-03-18 16:44:24,7040475136,6874198016,3934957568,4320153600
2026-03-18 16:44:54,7014129664,6969479168,3961643008,4335132672
2026-03-18 16:45:24,6967181312,6918164480,3973578752,4340387840
2026-03-18 16:45:54,7040557056,6988623872,3978174464,4359090176
2026-03-18 16:46:24,7020310528,6963974144,3993395200,4368904192
2026-03-18 16:46:54,7070498816,6988341248,4047826944,4434997248
2026-03-18 16:47:24,7067348992,6957686784,4066627584,4432912384
2026-03-18 16:47:54,7088283648,6982172672,4070187008,4437569536
2026-03-18 16:48:24,7119081472,7014973440,4076777472,4446232576
2026-03-18 16:48:54,7149924352,7041286144,4085198848,4461330432
2026-03-18 16:49:24,7158112256,7052103680,4080508928,4474589184
2026-03-18 16:49:54,7101239296,6947684352,4088799232,4464869376
2026-03-18 16:50:24,7139540992,6980825088,4102213632,4476465152
2026-03-18 16:50:54,7118983168,6963974144,4129202176,4494028800
2026-03-18 16:51:24,7129206784,6978158592,4136882176,4413378560
2026-03-18 16:51:54,7103557632,7056424960,4147273728,4427358208
2026-03-18 16:52:24,7185002496,7039246336,4159778816,4445581312
2026-03-18 16:52:54,7170883584,7046348800,4080640000,4454293504
2026-03-18 16:53:24,7154061312,7050833920,4089159680,4461404160
2026-03-18 16:53:54,7182491648,7074656256,4097454080,4469342208
2026-03-18 16:54:24,7199461376,7086497792,4105220096,4489347072
2026-03-18 16:54:54,7215005696,7109799936,4114255872,4515180544
2026-03-18 16:55:24,7191539712,7081549824,4132380672,4622807040
2026-03-18 16:55:54,7190405120,7169437696,4138139648,4632453120
2026-03-18 16:56:24,7202971648,7084384256,4150968320,4637560832
2026-03-18 16:56:54,7205527552,7175385088,4156866560,4648775680
2026-03-18 16:57:24,7207714816,7183622144,4161150976,4653076480
2026-03-18 16:57:54,7186866176,7164690432,4176850944,4660523008
2026-03-18 16:58:24,7270195200,7134556160,4182339584,4666478592
2026-03-18 16:58:54,7240732672,7207776256,4189720576,4675117056
2026-03-18 16:59:24,7214477312,7183507456,4199915520,4682096640
2026-03-18 16:59:54,7315968000,7167422464,4208316416,4698411008
2026-03-18 17:00:24,7230091264,7194406912,4212137984,4706349056
2026-03-18 17:00:54,7248101376,7195889664,4223287296,4712439808
2026-03-18 17:01:24,7313625088,7258562560,4297687040,4780269568
2026-03-18 17:01:54,7377350656,7211171840,4336078848,4784283648
2026-03-18 17:02:24,7322800128,7269437440,4353880064,4800507904
2026-03-18 17:02:54,7398993920,7229353984,4362604544,4810584064
2026-03-18 17:03:24,7375880192,7310528512,4373180416,4830642176
2026-03-18 17:03:54,7347957760,7288426496,4379394048,4736475136
2026-03-18 17:04:24,7330033664,7267450880,4387651584,4746743808
2026-03-18 17:04:54,7411040256,7331082240,4419063808,4760289280
2026-03-18 17:05:24,7374491648,7303942144,4320145408,4775350272
2026-03-18 17:05:54,7439818752,7368884224,4338786304,4784271360
2026-03-18 17:06:24,7393648640,7334100992,4344561664,4798615552
2026-03-18 17:06:54,7479525376,7395008512,4352516096,4805558272
2026-03-18 17:07:24,7474065408,7389634560,4366651392,4813570048
2026-03-18 17:07:54,7476125696,7373090816,4374441984,4822675456
2026-03-18 17:08:24,7478018048,7365115904,4383293440,4832862208
2026-03-18 17:08:54,7465078784,7322116096,4395147264,4847943680
2026-03-18 17:09:24,7589756928,7459569664,4431650816,4900196352
2026-03-18 17:09:54,7563972608,7392976896,4526612480,4953026560
2026-03-18 17:10:24,7547543552,7464742912,4531855360,4968734720
2026-03-18 17:10:54,7634509824,7436877824,4541468672,4975386624
2026-03-18 17:11:24,7632580608,7441162240,4547461120,4980310016
2026-03-18 17:11:54,7655989248,7445794816,4560433152,4983365632
2026-03-18 17:12:24,7643058176,7514468352,4565450752,4995067904
2026-03-18 17:12:54,7623368704,7480094720,4572205056,5001555968
2026-03-18 17:13:24,7705346048,7544381440,4582043648,5017493504
2026-03-18 17:13:54,7679123456,7514578944,4595007488,5028884480
2026-03-18 17:14:24,7666544640,7488745472,4604338176,5036539904
2026-03-18 17:14:54,7670345728,7487070208,4613550080,5049548800
2026-03-18 17:15:24,7766282240,7565381632,4627288064,4967088128
2026-03-18 17:15:54,7778353152,7562948608,4637020160,4972240896
2026-03-18 17:16:24,7720804352,7580364800,4643549184,4977500160
2026-03-18 17:16:54,7806304256,7550795776,4666318848,4998311936
2026-03-18 17:17:24,7772618752,7507427328,4580974592,5015175168
2026-03-18 17:17:54,7787671552,7512977408,4586434560,5026041856
2026-03-18 17:18:24,7786037248,7511498752,4607053824,5034291200
2026-03-18 17:18:54,7790223360,7612829696,4613312512,5047119872
2026-03-18 17:19:24,7784452096,7624261632,4619431936,5058064384
2026-03-18 17:19:54,7769874432,7607410688,4628594688,5075881984
2026-03-18 17:20:24,7866703872,7602307072,4649234432,5086113792
2026-03-18 17:20:54,7870701568,7643852800,4699422720,5149085696
2026-03-18 17:21:24,7860867072,7709794304,4707700736,5157978112
2026-03-18 17:21:54,7893757952,7628615680,4712865792,5163069440
2026-03-18 17:22:24,7914307584,7647006720,4730167296,5181902848
2026-03-18 17:22:54,7930011648,7674519552,4735307776,5188055040
2026-03-18 17:23:24,7869562880,7702278144,4739940352,5192806400
2026-03-18 17:23:54,7854034944,7673249792,4760305664,5213376512
2026-03-18 17:24:24,7934926848,7751708672,4768538624,5224148992
2026-03-18 17:24:54,7893516288,7724306432,4781002752,5245046784
2026-03-18 17:25:24,7964229632,7811366912,4810190848,5261168640
2026-03-18 17:25:54,7927275520,7781441536,4823003136,5273116672
2026-03-18 17:26:24,7886782464,7850090496,4837482496,5285789696
2026-03-18 17:26:54,7971774464,7836741632,4850507776,5303570432
2026-03-18 17:27:24,7954432000,7835107328,4861456384,5319081984
2026-03-18 17:27:54,7914721280,7904886784,4872908800,5236736000
2026-03-18 17:28:24,7996026880,7874080768,4896817152,5257814016
2026-03-18 17:28:54,7970074624,7837368320,4913631232,5270470656
2026-03-18 17:29:24,7950000128,7915900928,4927184896,5289648128
2026-03-18 17:29:54,7880347648,7792492544,4735303680,5279563776
2026-03-18 17:30:24,7860400128,7684046848,4636061696,5246656512
2026-03-18 17:30:54,7954980864,7501484032,4555509760,5344468992
2026-03-18 17:31:24,7866695680,7197982720,4534046720,5359915008
2026-03-18 17:31:54,7806062592,6945845248,4546248704,5367738368
2026-03-18 17:32:24,7556337664,6794108928,4545564672,5244489728
2026-03-18 17:32:54,6897676288,6579568640,5040734208,5382434816
2026-03-18 17:33:24,6708834304,6635724800,5059358720,5393657856
2026-03-18 17:33:54,6686109696,6665179136,5065646080,5402316800
2026-03-18 17:34:24,6796709888,6670495744,5073403904,5413273600
2026-03-18 17:34:54,6782468096,6753648640,5084639232,5421527040
2026-03-18 17:35:24,6857084928,6832230400,5095899136,5434802176
2026-03-18 17:35:54,6835482624,6798360576,5108539392,5448843264
2026-03-18 17:36:24,6836846592,6800461824,5123518464,5458497536
2026-03-18 17:36:54,6919774208,6871752704,5140250624,5469237248
2026-03-18 17:37:24,6894731264,6847811584,5144199168,5481480192
2026-03-18 17:37:54,6955749376,6910042112,5148360704,5492883456
2026-03-18 17:38:24,6953594880,6908661760,5164720128,5498699776
2026-03-18 17:38:54,6972051456,6921994240,5177380864,5513019392
2026-03-18 17:39:24,7069659136,7003766784,5182070784,5520343040
2026-03-18 17:39:54,7051337728,6988124160,5197795328,5531525120
2026-03-18 17:40:24,7048364032,6980476928,5201711104,5576351744
2026-03-18 17:40:54,7125532672,7049433088,5214187520,5488521216
2026-03-18 17:41:24,7124893696,7039393792,5219209216,5497249792
2026-03-18 17:41:54,7228338176,7102169088,5283770368,5542236160
2026-03-18 17:42:24,7223095296,7175610368,5298786304,5579739136
2026-03-18 17:42:54,7294926848,7154323456,5236031488,5588815872
2026-03-18 17:43:24,7266590720,7232139264,5242896384,5593985024
2026-03-18 17:43:54,7282950144,7220715520,5251338240,5603348480
2026-03-18 17:44:24,7300395008,7221108736,5257936896,5609619456
2026-03-18 17:44:54,7388983296,7211732992,5265248256,5696778240
2026-03-18 17:45:24,7367258112,7268847616,5274288128,5704323072
2026-03-18 17:45:54,7432056832,7230889984,5282701312,5715714048
2026-03-18 17:46:24,7497060352,7274553344,5298823168,5729865728
2026-03-18 17:46:54,7452004352,7333740544,5311250432,5735591936
2026-03-18 17:47:24,7532654592,7301279744,5316132864,5739130880
2026-03-18 17:47:54,7523786752,7387934720,5324333056,5743702016
2026-03-18 17:48:24,7528144896,7371145216,5334597632,5749915648
2026-03-18 17:48:54,7592120320,7338233856,5342064640,5755330560
2026-03-18 17:49:24,7594205184,7415246848,5355790336,5760479232
2026-03-18 17:49:54,7615950848,7422898176,5361483776,5765808128
2026-03-18 17:50:24,7667769344,7458766848,5364477952,5769691136
2026-03-18 17:50:54,7688953856,7468863488,5369638912,5774888960
2026-03-18 17:51:24,7717593088,7476318208,5357846528,5781209088
2026-03-18 17:51:54,7701356544,7531790336,5380235264,5785796608
2026-03-18 17:52:24,7795482624,7537770496,5514350592,5829566464
2026-03-18 17:52:54,7795982336,7604543488,5517881344,5847879680
2026-03-18 17:53:24,7777619968,7553765376,5523173376,5862580224
2026-03-18 17:53:54,7856492544,7589163008,5527982080,5766660096
2026-03-18 17:54:24,7838072832,7562817536,5532512256,5771825152
2026-03-18 17:54:54,7936831488,7633711104,5537660928,5777223680
2026-03-18 17:55:24,7909351424,7613493248,5541740544,5781905408
2026-03-18 17:55:54,7910506496,7705550848,5452713984,5786320896
2026-03-18 17:56:24,7904051200,7685238784,5457473536,5791522816
2026-03-18 17:56:54,7995940864,7662804992,5461331968,5794471936
2026-03-18 17:57:24,7991480320,7745536000,5465346048,5798948864
2026-03-18 17:57:54,7996145664,7738654720,5469790208,5802741760
2026-03-18 17:58:24,7988748288,7743127552,5474144256,5808107520
2026-03-18 17:58:54,8060608512,7728021504,5478600704,5812727808
2026-03-18 17:59:24,8036515840,7804874752,5482979328,5818576896
2026-03-18 17:59:54,8098816000,7781449728,5488566272,5827194880
2026-03-18 18:00:24,8060780544,7835435008,5492756480,5837774848
2026-03-18 18:00:54,8136818688,7818260480,5496270848,5847322624
2026-03-18 18:01:24,8122945536,7907119104,5500485632,5858983936
2026-03-18 18:01:54,8126726144,7910883328,5504782336,5866299392
2026-03-18 18:02:24,8136712192,7925673984,5508964352,5873143808
2026-03-18 18:02:54,8199909376,7987253248,5547532288,5913243648
2026-03-18 18:03:24,8208646144,7990648832,5552001024,5939142656
2026-03-18 18:03:54,8277315584,8056655872,5544214528,5834723328
2026-03-18 18:04:24,8176529408,7965331456,5592227840,5877989376
2026-03-18 18:04:54,8247214080,8008912896,5596540928,5885374464
2026-03-18 18:05:24,8270995456,8039788544,5604401152,5895684096
2026-03-18 18:05:54,8252985344,8026128384,5616500736,5916626944
2026-03-18 18:06:24,8241725440,8115871744,5629861888,5940654080
2026-03-18 18:06:54,8312696832,8103489536,5639245824,5954375680
2026-03-18 18:07:24,8317366272,8107327488,5647527936,5870268416
2026-03-18 18:07:54,8329195520,8130715648,5651177472,5879140352
2026-03-18 18:08:24,8334585856,8238424064,5665558528,5896024064
2026-03-18 18:08:54,8411705344,8208687104,5705007104,5928742912
2026-03-18 18:09:24,8379174912,8275968000,5722288128,5945729024
2026-03-18 18:09:54,8446222336,8241250304,5622411264,5954625536
2026-03-18 18:10:24,8415023104,8310669312,5639659520,5978009600
2026-03-18 18:10:54,8483549184,8288182272,5653454848,6011863040
2026-03-18 18:11:24,8455856128,8372994048,5669498880,6020333568
2026-03-18 18:11:54,8465879040,8373067776,5673897984,6024228864
2026-03-18 18:12:24,8486477824,8388296704,5687877632,6038056960
2026-03-18 18:12:54,8557522944,8362143744,5697253376,6051606528
2026-03-18 18:13:24,8515719168,8359550976,5704777728,6059581440
2026-03-18 18:13:54,8498618368,8436404224,5709467648,6064279552
2026-03-18 18:14:24,8589225984,8439779328,5715890176,6070226944
2026-03-18 18:14:54,8569360384,8431472640,5729959936,6080393216
2026-03-18 18:15:24,8470511616,8515719168,5743226880,6089646080
2026-03-18 18:15:54,8264970240,8482463744,5759623168,6100910080
2026-03-18 18:16:24,7973896192,8542474240,5790531584,5946179584
2026-03-18 18:16:54,7735369728,8369610752,5799886848,5953433600
2026-03-18 18:17:24,7598096384,8204193792,5907554304,6153768960
2026-03-18 18:17:54,7558897664,8133509120,5818478592,5977296896
2026-03-18 18:18:24,7466876928,8215560192,5669711872,5940396032
2026-03-18 18:18:54,7528620032,8083599360,5679554560,5737414656
2026-03-18 18:19:24,7511289856,8052326400,5689225216,5734895616
2026-03-18 18:19:54,7350829056,7922282496,5699084288,5717225472
2026-03-18 18:20:24,7255044096,7755403264,5702094848,5685317632
2026-03-18 18:20:54,7276023808,7675269120,5711073280,5799002112
2026-03-18 18:21:24,7286489088,7638568960,5722943488,5705998336
2026-03-18 18:21:54,7296999424,7607541760,5729079296,5704749056
2026-03-18 18:22:24,7281192960,7674052608,5748371456,5708787712
2026-03-18 18:22:54,7372853248,7642931200,5760536576,5735186432
2026-03-18 18:23:24,7360995328,7613562880,5765910528,5753729024
2026-03-18 18:23:54,7378759680,7705636864,5679517696,5759430656
2026-03-18 18:24:24,7456694272,7667802112,5687754752,5775233024
2026-03-18 18:24:54,7442001920,7734169600,5696430080,5786087424
2026-03-18 18:25:24,7529988096,7700254720,5708898304,5796458496
2026-03-18 18:25:54,7504568320,7662891008,5720526848,5812301824
2026-03-18 18:26:24,7495987200,7727161344,5728546816,5823266816
2026-03-18 18:26:54,7589302272,7709159424,5742886912,5837840384
2026-03-18 18:27:24,7602515968,7711567872,5749608448,5842157568
2026-03-18 18:27:54,7630704640,7711113216,5755092992,5859790848
2026-03-18 18:28:24,7630684160,7779135488,5760401408,5875249152
2026-03-18 18:28:54,7713628160,7733735424,5765640192,5889171456
2026-03-18 18:29:24,7683096576,7789375488,5770326016,5899911168
2026-03-18 18:29:54,7750746112,7756447744,5775560704,5911453696
2026-03-18 18:30:24,7842140160,7872262144,5804576768,5960716288
2026-03-18 18:30:54,7842111488,7859671040,5826772992,5963792384
2026-03-18 18:31:24,7854727168,7850852352,5830848512,5970612224
2026-03-18 18:31:54,7872217088,7844552704,5835239424,5980774400
2026-03-18 18:32:24,7883878400,7930318848,5839126528,5987344384
2026-03-18 18:32:54,7884582912,7914901504,5845229568,5998526464
2026-03-18 18:33:24,7942811648,7873826816,5850456064,6012968960
2026-03-18 18:33:54,7910346752,7931977728,5853798400,6019428352
2026-03-18 18:34:24,7966269440,7987748864,5857931264,6033297408
2026-03-18 18:34:54,7934447616,7944773632,5862686720,5938679808
2026-03-18 18:35:24,8002031616,7915892736,5867642880,5951172608
2026-03-18 18:35:54,7964307456,7969914880,5871566848,5955772416
2026-03-18 18:36:24,8031444992,7936053248,5903560704,5963780096
2026-03-18 18:36:54,8004227072,7999090688,5908393984,5971423232
2026-03-18 18:37:24,7991025664,7982415872,5819465728,5977108480
2026-03-18 18:37:54,8058728448,8043249664,5824167936,5987291136
2026-03-18 18:38:24,8021458944,8004665344,5833932800,5997518848
2026-03-18 18:38:54,8080044032,8065753088,5839511552,6005886976
2026-03-18 18:39:24,8041074688,8029020160,5842763776,6014234624
2026-03-18 18:39:54,8092045312,8077238272,5847482368,6031863808
2026-03-18 18:40:24,8183672832,8034070528,5851820032,6045282304
2026-03-18 18:40:54,8122359808,8101240832,5904510976,6124224512
2026-03-18 18:41:24,8168611840,8153243648,5916712960,6137389056
2026-03-18 18:41:54,8117411840,8112930816,5920985088,6151016448
2026-03-18 18:42:24,8183246848,8163651584,5925199872,6164242432
2026-03-18 18:42:54,8109912064,8139046912,5614616576,6053691392
2026-03-18 18:43:24,8051322880,7876890624,5627793408,6049222656
2026-03-18 18:43:54,8104435712,7967719424,5635747840,6056378368
2026-03-18 18:44:24,8171614208,7465299968,5643530240,6059921408
2026-03-18 18:44:54,8215334912,7238053888,5656805376,6079717376
2026-03-18 18:45:24,8256765952,7253127168,5669466112,5801754624
2026-03-18 18:45:54,8207777792,7305728000,5682229248,5808742400
2026-03-18 18:46:24,8251740160,7369449472,5709365248,5824983040
2026-03-18 18:46:54,8287899648,7329554432,5721243648,5836902400
2026-03-18 18:47:24,8244273152,7399178240,5738098688,5851152384
2026-03-18 18:47:54,8280530944,7430111232,5685252096,5868249088
2026-03-18 18:48:24,8244535296,7380697088,5536411648,5883891712
2026-03-18 18:48:54,8090517504,7419531264,5383344128,5854928896
2026-03-18 18:49:24,7780978688,7465316352,5298229248,5861359616
2026-03-18 18:49:54,7458705408,7395467264,5248450560,5873848320
2026-03-18 18:50:24,7413788672,7433859072,5254287360,5815738368
2026-03-18 18:50:54,7344652288,7438147584,5045006336,5629890560
2026-03-18 18:51:24,7364280320,7245676544,4924485632,5534195712
2026-03-18 18:51:54,7329005568,7169425408,4876840960,5547085824
2026-03-18 18:52:24,7370575872,7140286464,4884922368,5418340352
2026-03-18 18:52:54,7449792512,7076278272,5000343552,5236215808
2026-03-18 18:53:24,7385247744,7095529472,5010386944,5216870400
2026-03-18 18:53:54,7532806144,7124885504,5056364544,5263724544
2026-03-18 18:54:24,7521329152,7205756928,5200367616,5265289216
2026-03-18 18:54:54,7505879040,7184625664,5272608768,5299220480
2026-03-18 18:55:24,7570849792,7233417216,5294731264,5314686976
2026-03-18 18:55:54,7541137408,7197540352,5307920384,5321322496
2026-03-18 18:56:24,7598493696,7258951680,5339951104,5349220352
2026-03-18 18:56:54,7672713216,7318499328,5380952064,5379682304
2026-03-18 18:57:24,7636889600,7262703616,5414572032,5398945792
2026-03-18 18:57:54,7680536576,7306383360,5444960256,5417627648
2026-03-18 18:58:24,7729299456,7349833728,5476044800,5436555264
2026-03-18 18:58:54,7686352896,7291719680,5486579712,5442465792
2026-03-18 18:59:24,7728525312,7344537600,5519818752,5466398720
2026-03-18 18:59:54,7779041280,7389831168,5538947072,5474480128
2026-03-18 19:00:24,7746838528,7335370752,5562228736,5489426432
2026-03-18 19:00:54,7814873088,7390793728,5584285696,5501898752
2026-03-18 19:01:24,7774453760,7450234880,5624102912,5528489984
2026-03-18 19:01:54,7809572864,7398338560,5654773760,5549260800
2026-03-18 19:02:24,7845376000,7433998336,5670543360,5559767040
2026-03-18 19:02:54,7773569024,7438966784,5639409664,5481377792
2026-03-18 19:03:24,7684722688,7250608128,5502009344,5378150400
2026-03-18 19:03:54,7569063936,7266881536,5442908160,5213229056
2026-03-18 19:04:24,7490088960,7210844160,5119791104,5193699328
2026-03-18 19:04:54,7469092864,7280082944,5122424832,5147820032
2026-03-18 19:05:24,7543472128,7262638080,5151395840,5178945536
2026-03-18 19:05:54,7538147328,7253372928,5179662336,5208485888
2026-03-18 19:06:24,7517229056,7333380096,5207691264,5269925888
2026-03-18 19:06:54,7673921536,7411617792,5285068800,5245468672
2026-03-18 19:07:24,7591632896,7451455488,5386309632,5314752512
2026-03-18 19:07:54,7363493888,7416717312,5401894912,5336301568
2026-03-18 19:08:24,7388487680,7488835584,5423878144,5359845376
2026-03-18 19:08:54,7356600320,7571505152,5447487488,5386022912
2026-03-18 19:09:24,7412154368,7537979392,5473566720,5414113280
2026-03-18 19:09:54,7375319040,7623475200,5497749504,5443715072
2026-03-18 19:10:24,7446695936,7599366144,5480853504,5461204992
2026-03-18 19:10:54,7425220608,7588663296,5501161472,5490515968
2026-03-18 19:11:24,7482626048,7743512576,5616783360,5595140096
2026-03-18 19:11:54,7545266176,7722782720,5635899392,5609402368
2026-03-18 19:12:24,7514148864,7795908608,5652516864,5623390208
2026-03-18 19:12:54,7567417344,7760048128,5671673856,5638758400
2026-03-18 19:13:24,7620800512,7825326080,5689085952,5651759104
2026-03-18 19:13:54,7591088128,7802773504,5696036864,5659385856
2026-03-18 19:14:24,7583842304,7793258496,5713846272,5668745216
2026-03-18 19:14:54,7580135424,7885238272,5724975104,5675880448
2026-03-18 19:15:24,7642652672,7848099840,5747011584,5685182464
2026-03-18 19:15:54,7604998144,7902306304,5760364544,5698748416
2026-03-18 19:16:24,7698939904,7856664576,5775659008,5739151360
2026-03-18 19:16:54,7676194816,7953133568,5819367424,5755076608
2026-03-18 19:17:24,7729455104,7911628800,5844230144,5764296704
2026-03-18 19:17:54,7791718400,7963766784,5857808384,5776642048
2026-03-18 19:18:24,7752605696,7925227520,5866840064,5787144192
2026-03-18 19:18:54,7821402112,7976525824,5882982400,5800456192
2026-03-18 19:19:24,7779823616,7930753024,5894766592,5827788800
2026-03-18 19:19:54,7832215552,7980032000,5908058112,5731876864
2026-03-18 19:20:24,7798042624,8037138432,5916913664,5745836032
2026-03-18 19:20:54,7864643584,8006844416,5927030784,5753290752
2026-03-18 19:21:24,7835713536,7968534528,5935251456,5761097728
2026-03-18 19:21:54,7908765696,8024104960,5944307712,5768876032
2026-03-18 19:22:24,7883743232,7993446400,5950734336,5775360000
2026-03-18 19:22:54,7822041088,8067698688,5934596096,5711396864
2026-03-18 19:23:24,7706808320,7941120000,5870448640,5599641600
2026-03-18 19:23:54,7516782592,7885049856,5725745152,5538979840
2026-03-18 19:24:24,7471017984,7904186368,5691637760,5498068992
2026-03-18 19:24:54,7411064832,7830220800,5653356544,5458292736
2026-03-18 19:25:24,7508140032,7785988096,5654634496,5445488640
2026-03-18 19:25:54,7496962048,7693778944,5655625728,5425537024
