Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-23 18:55:23,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:55:53,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:56:23,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:56:53,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:57:23,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:57:53,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:58:23,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:58:53,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:59:23,0.000297,0.000321,0.000354,0.000825
2026-02-23 18:59:53,0.000297,0.000321,0.000354,0.000825
2026-02-23 19:15:53,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:16:23,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:16:53,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:17:23,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:17:53,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:18:23,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:18:53,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:19:23,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:19:53,0.000163,0.000179,0.000158,0.000145
2026-02-23 19:20:23,0.000163,0.000179,0.000158,0.000145
