Time,"__name__=""promtail_custom_block_uncle_count"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-23 18:39:53,0
2026-02-23 18:40:23,0
2026-02-23 18:40:53,0
2026-02-23 18:41:23,0
2026-02-23 18:41:53,0
2026-02-23 18:42:23,0
2026-02-23 18:42:53,0
2026-02-23 18:43:23,0
2026-02-23 18:43:53,0
2026-02-23 18:44:23,0
2026-02-23 18:44:53,0
2026-02-23 18:45:23,0
2026-02-23 18:45:53,0
2026-02-23 18:46:23,0
2026-02-23 18:46:53,0
2026-02-23 18:47:23,0
2026-02-23 18:47:53,0
2026-02-23 18:48:23,0
2026-02-23 18:48:53,0
2026-02-23 18:49:23,0
2026-02-23 18:49:53,0
2026-02-23 18:50:23,0
2026-02-23 18:50:53,0
2026-02-23 18:51:23,0
2026-02-23 18:51:53,0
2026-02-23 18:52:23,0
2026-02-23 18:52:53,0
2026-02-23 18:53:23,0
2026-02-23 18:53:53,1
2026-02-23 18:54:23,0
2026-02-23 18:54:53,0
2026-02-23 18:55:23,0
2026-02-23 18:55:53,0
2026-02-23 18:56:23,0
2026-02-23 18:56:53,0
2026-02-23 18:57:23,0
2026-02-23 18:57:53,0
2026-02-23 18:58:23,0
2026-02-23 18:58:53,0
2026-02-23 18:59:23,0
2026-02-23 18:59:53,0
2026-02-23 19:00:23,0
2026-02-23 19:00:53,0
2026-02-23 19:01:23,0
2026-02-23 19:01:53,0
2026-02-23 19:02:23,0
2026-02-23 19:02:53,0
2026-02-23 19:03:23,0
2026-02-23 19:03:53,0
2026-02-23 19:04:23,0
2026-02-23 19:04:53,0
2026-02-23 19:05:23,0
2026-02-23 19:05:53,0
2026-02-23 19:06:23,0
2026-02-23 19:06:53,0
2026-02-23 19:07:23,0
2026-02-23 19:07:53,0
2026-02-23 19:08:23,0
2026-02-23 19:08:53,0
2026-02-23 19:09:23,0
2026-02-23 19:09:53,0
2026-02-23 19:10:23,0
2026-02-23 19:10:53,0
2026-02-23 19:11:23,0
2026-02-23 19:11:53,0
2026-02-23 19:12:23,0
2026-02-23 19:12:53,0
2026-02-23 19:13:23,0
2026-02-23 19:13:53,0
2026-02-23 19:14:23,0
2026-02-23 19:14:53,0
2026-02-23 19:15:23,0
2026-02-23 19:15:53,0
2026-02-23 19:16:23,0
2026-02-23 19:16:53,0
2026-02-23 19:17:23,0
2026-02-23 19:17:53,0
2026-02-23 19:18:23,0
2026-02-23 19:18:53,0
2026-02-23 19:19:23,1
2026-02-23 19:19:53,0
2026-02-23 19:20:23,0
2026-02-23 19:20:53,0
2026-02-23 19:21:23,0
2026-02-23 19:21:53,0
2026-02-23 19:22:23,0
2026-02-23 19:22:53,0
2026-02-23 19:23:23,0
2026-02-23 19:23:53,0
2026-02-23 19:24:23,0
2026-02-23 19:24:53,0
2026-02-23 19:25:23,0
2026-02-23 19:25:53,0
2026-02-23 19:26:23,0
2026-02-23 19:26:53,0
2026-02-23 19:27:23,0
2026-02-23 19:27:53,0
2026-02-23 19:28:23,0
2026-02-23 19:28:53,0
2026-02-23 19:29:23,0
2026-02-23 19:29:53,0
2026-02-23 19:30:23,0
2026-02-23 19:30:53,0
2026-02-23 19:31:23,0
2026-02-23 19:31:53,0
2026-02-23 19:32:23,0
2026-02-23 19:32:53,0
2026-02-23 19:33:23,0
2026-02-23 19:33:53,0
2026-02-23 19:34:23,0
2026-02-23 19:34:53,0
2026-02-23 19:35:23,0
2026-02-23 19:35:53,0
2026-02-23 19:36:23,0
2026-02-23 19:36:53,1
2026-02-23 19:37:23,0
