Time,Series_B
2026-02-13 02:40:18,5
2026-02-13 02:40:48,5
2026-02-13 02:41:18,5
2026-02-13 02:41:48,5
2026-02-13 02:42:18,5
2026-02-13 02:42:48,5
2026-02-13 02:43:18,5
2026-02-13 02:43:48,5
2026-02-13 02:44:18,5
2026-02-13 02:44:48,5
2026-02-13 02:45:18,5
2026-02-13 02:45:48,5
2026-02-13 02:46:18,6
2026-02-13 02:46:48,6
2026-02-13 02:47:18,7
2026-02-13 02:47:48,9
2026-02-13 02:48:18,9
2026-02-13 02:48:48,9
2026-02-13 02:49:18,9
2026-02-13 02:49:48,9
2026-02-13 02:50:18,9
2026-02-13 02:50:48,9
2026-02-13 02:51:18,12
2026-02-13 02:51:48,12
2026-02-13 02:52:18,12
2026-02-13 02:52:48,17
2026-02-13 02:53:18,16
2026-02-13 02:53:48,17
2026-02-13 02:54:18,17
2026-02-13 02:54:48,17
2026-02-13 02:55:18,19
2026-02-13 02:55:48,33
2026-02-13 02:56:18,19.666666666666668
2026-02-13 02:56:48,17
2026-02-13 02:57:18,17
2026-02-13 02:57:48,33
2026-02-13 02:58:18,33
2026-02-13 02:58:48,17
2026-02-13 02:59:18,17
2026-02-13 02:59:48,33
2026-02-13 03:00:18,1
2026-02-13 03:00:48,2
2026-02-13 03:01:18,2
2026-02-13 03:01:48,2
2026-02-13 03:02:18,2
2026-02-13 03:02:48,2
2026-02-13 03:03:18,2
2026-02-13 03:03:48,2
2026-02-13 03:04:18,1
2026-02-13 03:04:48,2
2026-02-13 03:05:18,2
2026-02-13 03:05:48,2
2026-02-13 03:06:18,3
2026-02-13 03:06:48,3
2026-02-13 03:07:18,3
2026-02-13 03:07:48,3
2026-02-13 03:08:18,3
2026-02-13 03:08:48,3
2026-02-13 03:09:18,1
2026-02-13 03:09:48,3
2026-02-13 03:10:18,3
2026-02-13 03:10:48,4
2026-02-13 03:11:18,4
2026-02-13 03:11:48,4
2026-02-13 03:12:18,5
2026-02-13 03:12:48,5
2026-02-13 03:13:18,5
2026-02-13 03:13:48,5
2026-02-13 03:14:18,5
2026-02-13 03:14:48,5
2026-02-13 03:15:18,5
2026-02-13 03:15:48,5
2026-02-13 03:16:18,9
2026-02-13 03:16:48,9
2026-02-13 03:17:18,9
2026-02-13 03:17:48,9
2026-02-13 03:18:18,9
2026-02-13 03:18:48,9
2026-02-13 03:19:18,1
2026-02-13 03:19:48,2.3333333333333335
2026-02-13 03:20:18,7.666666666666667
2026-02-13 03:20:48,2.3333333333333335
2026-02-13 03:21:18,15
2026-02-13 03:21:48,15
2026-02-13 03:22:18,17
2026-02-13 03:22:48,17
2026-02-13 03:23:18,9
2026-02-13 03:23:48,10.333333333333334
2026-02-13 03:24:18,9
2026-02-13 03:24:48,9
2026-02-13 03:25:18,17
2026-02-13 03:25:48,17
2026-02-13 03:26:18,17
2026-02-13 03:26:48,33
2026-02-13 03:27:18,1
2026-02-13 03:27:48,33
2026-02-13 03:28:18,17
2026-02-13 03:28:48,17
2026-02-13 03:29:18,17
2026-02-13 03:29:48,17
2026-02-13 03:30:18,17
2026-02-13 03:30:48,17
2026-02-13 03:31:18,17
2026-02-13 03:31:48,17
2026-02-13 03:32:18,31.166666666666668
2026-02-13 03:32:48,1
2026-02-13 03:33:18,2
2026-02-13 03:33:48,2
2026-02-13 03:34:18,2
2026-02-13 03:34:48,2
2026-02-13 03:35:18,1
2026-02-13 03:35:48,2
2026-02-13 03:36:18,2
2026-02-13 03:36:48,2
2026-02-13 03:37:18,2
2026-02-13 03:37:48,2
2026-02-13 03:38:18,3
2026-02-13 03:38:48,3
2026-02-13 03:39:18,3
2026-02-13 03:39:48,3
2026-02-13 03:40:18,3
2026-02-13 03:40:48,3
2026-02-13 03:41:18,1.3333333333333333
2026-02-13 03:41:48,1.3333333333333333
2026-02-13 03:42:18,3
2026-02-13 03:42:48,3
2026-02-13 03:43:18,5
2026-02-13 03:43:48,5
2026-02-13 03:44:18,5
2026-02-13 03:44:48,5
2026-02-13 03:45:18,5
