Time,"name=""rskj-miner1""","name=""rskj-miner3""","name=""rskj-miner4""","name=""rskj-node1"""
2026-03-09 19:15:08,,1.369543542,,
2026-03-09 19:18:08,,,1.09033825,
2026-03-09 19:45:08,,,,1.3097965
2026-03-09 20:03:08,1.404964709,,,
