Time,"device=""nbd0""","device=""nbd1""","device=""nbd10""","device=""nbd11""","device=""nbd12""","device=""nbd13""","device=""nbd14""","device=""nbd15""","device=""nbd2""","device=""nbd3""","device=""nbd4""","device=""nbd5""","device=""nbd6""","device=""nbd7""","device=""nbd8""","device=""nbd9""","device=""vda""","device=""vdb"""
2026-02-23 17:10:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369217.69716197107,0
2026-02-23 17:10:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263998.3447134285,0
2026-02-23 17:11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,0
2026-02-23 17:11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253245.79310344826,0
2026-02-23 17:12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440249.3793103448,0
2026-02-23 17:12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413004.0346218835,0
2026-02-23 17:13:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619343.448275862,0
2026-02-23 17:13:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510269.9124198331,0
2026-02-23 17:14:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486277.30078273156,0
2026-02-23 17:14:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380799.8896513672,0
2026-02-23 17:15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411577.3793103448,0
2026-02-23 17:15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395207.0071381771,0
2026-02-23 17:16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368203.57918692456,0
2026-02-23 17:16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609032.8275862068,0
2026-02-23 17:17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834312.8275862068,0
2026-02-23 17:17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651970.2068965518,0
2026-02-23 17:18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706513.7418531673,0
2026-02-23 17:18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762535.9125547395,0
2026-02-23 17:19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676546.2068965518,0
2026-02-23 17:19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574166.0057243352,0
2026-02-23 17:20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569928.6182282147,0
2026-02-23 17:20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765245.7931034482,0
2026-02-23 17:21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927641.391676149,0
2026-02-23 17:21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214351.5051205133,0
2026-02-23 17:22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325691.5862068965,0
2026-02-23 17:22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298008.2758620689,0
2026-02-23 17:23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305449.0534809143,0
2026-02-23 17:23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609979.4496931246,0
2026-02-23 17:24:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556998.3794779851,0
2026-02-23 17:24:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151682.2068965517,0
2026-02-23 17:25:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344194.2068965517,0
2026-02-23 17:25:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215198.9241750282,0
2026-02-23 17:26:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259677.494999655,0
2026-02-23 17:26:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887832.2758620689,0
2026-02-23 17:27:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780065.103448276,0
2026-02-23 17:27:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624417.103448276,0
2026-02-23 17:28:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614247.724137931,0
2026-02-23 17:28:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264805.5172413792,0
2026-02-23 17:29:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230060.1379310344,0
2026-02-23 17:29:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125756.060553812,0
2026-02-23 17:30:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139733.1126512876,0
2026-02-23 17:30:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329474.6569202123,0
2026-02-23 17:31:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291217.6551724137,0
2026-02-23 17:31:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906204.6896551724,0
2026-02-23 17:32:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157337.47112168543,0
2026-02-23 17:32:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234593.84159166928,0
2026-02-23 17:33:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267934.8965517241,0
2026-02-23 17:33:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146608.55172413794,0
2026-02-23 17:34:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228238.198682804,0
2026-02-23 17:34:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207476.43184717765,0
2026-02-23 17:35:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391790.0762042688,0
2026-02-23 17:35:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316521.9310344828,0
2026-02-23 17:36:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282059.0344827586,0
2026-02-23 17:36:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168771.8088407696,0
2026-02-23 17:37:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292510.8965517241,0
2026-02-23 17:37:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303386.4827586207,0
2026-02-23 17:38:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226818.01255085858,0
2026-02-23 17:38:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282906.4827586207,0
2026-02-23 17:39:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448002.2068204544,0
2026-02-23 17:39:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300007.0347253353,0
2026-02-23 17:40:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310882.99596537807,0
2026-02-23 17:40:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260298.88624530187,0
2026-02-23 17:41:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288556.1379310345,0
2026-02-23 17:41:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238257.7753258396,0
2026-02-23 17:42:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432763.5862068965,0
2026-02-23 17:42:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423738.74961205554,0
2026-02-23 17:43:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564259.3103448276,0
2026-02-23 17:43:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466237.7931034483,0
2026-02-23 17:44:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505044.3417695332,0
2026-02-23 17:44:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498440.8275862069,0
2026-02-23 17:45:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650840.275862069,0
2026-02-23 17:45:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476141.10831407976,0
2026-02-23 17:46:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385421.1433694228,0
2026-02-23 17:46:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409303.40333091957,0
2026-02-23 17:47:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671060.9331356253,0
2026-02-23 17:47:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689422.9456188143,0
2026-02-23 17:48:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737935.3148058755,0
2026-02-23 17:48:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689257.9310344828,0
2026-02-23 17:49:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817674.5405013965,0
2026-02-23 17:49:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726994.4480844166,0
2026-02-23 17:50:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847984.0005517051,0
2026-02-23 17:50:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697401.8343562513,0
2026-02-23 17:51:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721178.4827586206,0
2026-02-23 17:51:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753972.4818097175,0
2026-02-23 17:52:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197403.1240302057,0
2026-02-23 17:52:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216893.7622840593,0
