Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-23 17:19:45,0.000052,,,
2026-02-23 17:20:15,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:20:45,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:21:15,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:21:45,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:22:15,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:22:45,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:23:15,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:23:45,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:24:15,0.000052,0.000095,0.000097,0.000116
2026-02-23 17:24:45,,0.000095,0.000097,0.000116
2026-02-23 17:44:15,0.000089,,,
2026-02-23 17:44:45,0.000089,,,
2026-02-23 17:45:15,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:45:45,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:46:15,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:46:45,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:47:15,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:47:45,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:48:15,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:48:45,0.000089,0.000126,0.000212,0.000153
2026-02-23 17:49:15,,0.000126,0.000212,0.000153
2026-02-23 17:49:45,,0.000126,0.000212,0.000153
