Time,"exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-02-23 17:10:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:10:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:11:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:11:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:12:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:12:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:13:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:13:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:14:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:14:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:15:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:15:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:16:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:16:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:17:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:17:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:18:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:18:45,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:19:15,0.0188375,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:19:45,0.016819958,0,0.016805625,0.029460625,0.017847167,0
2026-02-23 17:20:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:20:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:21:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:21:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:22:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:22:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:23:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:23:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:24:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:24:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:25:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:25:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:26:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:26:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:27:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:27:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:28:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:28:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:29:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:29:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:30:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:30:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:31:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:31:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:32:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:32:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:33:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:33:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:34:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:34:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:35:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:35:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:36:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:36:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:37:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:37:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:38:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:38:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:39:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:39:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:40:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:40:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:41:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:41:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:42:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:42:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:43:15,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:43:45,0.016819958,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:44:15,0.04174125,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:44:45,0.04174125,0,0.016145084,0.019414916,0.018159833,0
2026-02-23 17:45:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:45:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:46:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:46:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:47:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:47:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:48:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:48:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:49:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:49:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:50:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:50:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:51:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:51:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:52:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:52:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:53:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:53:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:54:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:54:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:55:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:55:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:56:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:56:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:57:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:57:45,0.04174125,0,0.029979084,0.027787333,0.035390084,0
2026-02-23 17:58:15,0.04174125,0,0.029979084,0.027787333,0.035390084,0
