"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-03 23:44:00,,6.18 s,,,,
2026-02-03 23:44:30,10.7 s,6.18 s,10.2 s,11.0 s,9.72 s,10.8 s
2026-02-03 23:45:00,10.7 s,6.18 s,10.2 s,11.0 s,9.72 s,10.8 s
2026-02-03 23:45:30,10.7 s,6.18 s,10.2 s,11.0 s,9.72 s,10.8 s
2026-02-03 23:46:00,10.7 s,6.18 s,10.2 s,11.0 s,9.72 s,10.8 s
2026-02-03 23:46:30,10.7 s,6.18 s,10.2 s,11.0 s,9.72 s,10.8 s
2026-02-03 23:47:00,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:47:30,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:48:00,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:48:30,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:49:00,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:49:30,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:50:00,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:50:30,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:51:00,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
2026-02-03 23:51:30,475 µs,610 µs,281 µs,554 µs,693 µs,374 µs
