"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-10 12:45:00,134 kB/s,13.2 kB/s,152 kB/s,1.27 kB/s
2026-02-10 12:46:00,276 kB/s,11.9 kB/s,151 kB/s,139 kB/s
2026-02-10 12:47:00,275 kB/s,11.0 kB/s,150 kB/s,139 kB/s
2026-02-10 12:48:00,268 kB/s,10.9 kB/s,148 kB/s,139 kB/s
2026-02-10 12:49:00,239 kB/s,7.20 kB/s,59.2 kB/s,139 kB/s
2026-02-10 12:50:00,210 kB/s,5.94 kB/s,5.62 kB/s,139 kB/s
2026-02-10 12:51:00,42.7 kB/s,4.51 kB/s,3.91 kB/s,1.04 kB/s
2026-02-10 12:52:00,40.4 kB/s,5.11 kB/s,4.86 kB/s,1.14 kB/s
2026-02-10 12:53:00,58.0 kB/s,48.0 kB/s,8.71 kB/s,1.18 kB/s
2026-02-10 12:54:00,96.9 kB/s,50.0 kB/s,11.6 kB/s,1.20 kB/s
2026-02-10 12:55:00,108 kB/s,51.5 kB/s,51.9 kB/s,1.22 kB/s
2026-02-10 12:56:00,133 kB/s,51.8 kB/s,52.5 kB/s,1.27 kB/s
2026-02-10 12:57:00,111 kB/s,51.2 kB/s,51.5 kB/s,1.10 kB/s
2026-02-10 12:58:00,84.0 kB/s,9.10 kB/s,48.1 kB/s,1.03 kB/s
2026-02-10 12:59:00,46.8 kB/s,8.90 kB/s,46.8 kB/s,1.06 kB/s
2026-02-10 13:00:00,47.2 kB/s,9.00 kB/s,8.63 kB/s,1.18 kB/s
2026-02-10 13:01:00,51.5 kB/s,10.9 kB/s,10.5 kB/s,1.19 kB/s
2026-02-10 13:02:00,74.0 kB/s,11.8 kB/s,11.5 kB/s,1.39 kB/s
2026-02-10 13:03:00,102 kB/s,11.7 kB/s,11.9 kB/s,1.34 kB/s
2026-02-10 13:04:00,131 kB/s,12.5 kB/s,12.8 kB/s,1.35 kB/s
2026-02-10 13:05:00,137 kB/s,12.5 kB/s,13.3 kB/s,1.23 kB/s
2026-02-10 13:06:00,136 kB/s,10.6 kB/s,12.3 kB/s,1.28 kB/s
2026-02-10 13:07:00,137 kB/s,10.3 kB/s,11.4 kB/s,1.14 kB/s
2026-02-10 13:08:00,135 kB/s,9.43 kB/s,10.4 kB/s,1.27 kB/s
2026-02-10 13:09:00,134 kB/s,7.69 kB/s,8.59 kB/s,1.18 kB/s
2026-02-10 13:10:00,139 kB/s,8.03 kB/s,8.12 kB/s,1.26 kB/s
2026-02-10 13:11:00,121 kB/s,9.00 kB/s,910 kB/s,1.18 kB/s
2026-02-10 13:12:00,1.13 MB/s,9.34 kB/s,912 kB/s,906 kB/s
2026-02-10 13:13:00,1.13 MB/s,10.7 kB/s,914 kB/s,907 kB/s
2026-02-10 13:14:00,1.11 MB/s,14.0 kB/s,917 kB/s,907 kB/s
2026-02-10 13:15:00,1.12 MB/s,12.8 kB/s,916 kB/s,908 kB/s
2026-02-10 13:16:00,1.13 MB/s,12.6 kB/s,12.9 kB/s,908 kB/s
2026-02-10 13:17:00,116 kB/s,12.2 kB/s,12.4 kB/s,3.05 kB/s
2026-02-10 13:18:00,116 kB/s,12.2 kB/s,12.0 kB/s,1.90 kB/s
2026-02-10 13:19:00,130 kB/s,9.54 kB/s,9.42 kB/s,1.66 kB/s
2026-02-10 13:20:00,131 kB/s,11.6 kB/s,11.5 kB/s,1.63 kB/s
2026-02-10 13:21:00,136 kB/s,12.3 kB/s,12.2 kB/s,1.40 kB/s
2026-02-10 13:22:00,124 kB/s,11.6 kB/s,11.5 kB/s,1.28 kB/s
2026-02-10 13:23:00,124 kB/s,11.1 kB/s,11.1 kB/s,1.22 kB/s
2026-02-10 13:24:00,123 kB/s,10.7 kB/s,10.7 kB/s,1.15 kB/s
2026-02-10 13:25:00,122 kB/s,9.36 kB/s,9.34 kB/s,1.04 kB/s
2026-02-10 13:26:00,126 kB/s,8.40 kB/s,8.39 kB/s,1.08 kB/s
2026-02-10 13:27:00,134 kB/s,8.20 kB/s,8.19 kB/s,1.04 kB/s
2026-02-10 13:28:00,126 kB/s,7.68 kB/s,7.68 kB/s,990 B/s
2026-02-10 13:29:00,126 kB/s,7.88 kB/s,7.89 kB/s,1.06 kB/s
2026-02-10 13:30:00,128 kB/s,8.98 kB/s,8.96 kB/s,1.00 kB/s
2026-02-10 13:31:00,126 kB/s,8.84 kB/s,8.08 kB/s,1.08 kB/s
2026-02-10 13:32:00,136 kB/s,10.1 kB/s,10.2 kB/s,1.15 kB/s
2026-02-10 13:33:00,136 kB/s,12.1 kB/s,12.3 kB/s,1.18 kB/s
2026-02-10 13:34:00,136 kB/s,11.4 kB/s,11.6 kB/s,1.22 kB/s
2026-02-10 13:35:00,198 kB/s,600 kB/s,129 kB/s,64.3 kB/s
2026-02-10 13:36:00,245 kB/s,606 kB/s,130 kB/s,119 kB/s
2026-02-10 13:37:00,241 kB/s,605 kB/s,128 kB/s,119 kB/s
2026-02-10 13:38:00,238 kB/s,602 kB/s,126 kB/s,119 kB/s
2026-02-10 13:39:00,212 kB/s,604 kB/s,127 kB/s,119 kB/s
2026-02-10 13:40:00,127 kB/s,13.4 kB/s,7.96 kB/s,56.4 kB/s
2026-02-10 13:41:00,82.4 kB/s,9.69 kB/s,9.14 kB/s,1.18 kB/s
2026-02-10 13:42:00,85.1 kB/s,11.0 kB/s,10.7 kB/s,1.35 kB/s
2026-02-10 13:43:00,98.1 kB/s,10.8 kB/s,11.0 kB/s,1.22 kB/s
2026-02-10 13:44:00,125 kB/s,9.74 kB/s,9.90 kB/s,1.19 kB/s
2026-02-10 13:45:00,135 kB/s,10.4 kB/s,10.6 kB/s,1.20 kB/s
2026-02-10 13:46:00,114 kB/s,8.43 kB/s,8.80 kB/s,1.22 kB/s
2026-02-10 13:47:00,117 kB/s,8.07 kB/s,8.03 kB/s,1.11 kB/s
2026-02-10 13:48:00,118 kB/s,10.8 kB/s,9.58 kB/s,1.31 kB/s
2026-02-10 13:49:00,115 kB/s,10.5 kB/s,9.85 kB/s,1.34 kB/s
2026-02-10 13:50:00,128 kB/s,11.3 kB/s,10.3 kB/s,1.18 kB/s
2026-02-10 13:51:00,132 kB/s,11.6 kB/s,10.6 kB/s,1.22 kB/s
2026-02-10 13:52:00,128 kB/s,13.0 kB/s,11.6 kB/s,1.22 kB/s
2026-02-10 13:53:00,135 kB/s,11.4 kB/s,11.8 kB/s,1.12 kB/s
2026-02-10 13:54:00,138 kB/s,11.8 kB/s,12.1 kB/s,1.12 kB/s
2026-02-10 13:55:00,137 kB/s,9.97 kB/s,11.1 kB/s,1.22 kB/s
2026-02-10 13:56:00,151 kB/s,10.8 kB/s,11.2 kB/s,1.22 kB/s
2026-02-10 13:57:00,125 kB/s,7.59 kB/s,9.01 kB/s,1.08 kB/s
