"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)"
2026-02-10 13:48:00,2.53 ms,476 µs,305 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:48:15,3.00 ms,829 µs,1.49 ms,0 s,0 s,0 s,0 s,547 ms
2026-02-10 13:48:30,2.88 ms,830 µs,1.49 ms,0 s,0 s,0 s,0 s,547 ms
2026-02-10 13:48:45,2.68 ms,356 µs,1.19 ms,750 µs,0 s,0 s,0 s,0 s
2026-02-10 13:49:00,2.25 ms,356 µs,1.19 ms,745 µs,0 s,0 s,0 s,0 s
2026-02-10 13:49:15,1.51 ms,271 µs,0 s,746 µs,0 s,0 s,0 s,0 s
2026-02-10 13:49:30,1.54 ms,271 µs,373 µs,746 µs,0 s,0 s,0 s,0 s
2026-02-10 13:49:45,1.39 ms,271 µs,373 µs,186 µs,0 s,0 s,0 s,0 s
2026-02-10 13:50:00,1.36 ms,593 µs,373 µs,186 µs,0 s,0 s,0 s,0 s
2026-02-10 13:50:15,1.39 ms,322 µs,373 µs,186 µs,0 s,0 s,0 s,0 s
2026-02-10 13:50:30,966 µs,322 µs,814 µs,186 µs,0 s,0 s,0 s,0 s
2026-02-10 13:50:45,407 µs,322 µs,814 µs,356 µs,0 s,0 s,0 s,0 s
2026-02-10 13:51:00,966 µs,356 µs,1.32 ms,356 µs,0 s,0 s,0 s,0 s
2026-02-10 13:51:15,1.37 ms,356 µs,508 µs,356 µs,0 s,0 s,0 s,0 s
2026-02-10 13:51:30,1.78 ms,797 µs,508 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 13:51:45,2.53 ms,797 µs,1.64 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:52:00,2.47 ms,441 µs,1.14 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:52:15,2.34 ms,814 µs,1.14 ms,576 µs,0 s,0 s,0 s,0 s
2026-02-10 13:52:30,2.31 ms,373 µs,1.14 ms,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:52:45,2.88 ms,797 µs,441 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 13:53:00,2.51 ms,797 µs,441 µs,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:53:15,2.44 ms,424 µs,2.34 ms,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 13:53:30,2.17 ms,424 µs,2.34 ms,424 µs,0 s,0 s,0 s,0 s
2026-02-10 13:53:45,1.61 ms,525 µs,1.90 ms,424 µs,0 s,0 s,0 s,0 s
2026-02-10 13:54:00,1.75 ms,525 µs,1.90 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:54:15,1.78 ms,525 µs,525 µs,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:54:30,1.71 ms,525 µs,525 µs,593 µs,0 s,0 s,0 s,0 s
2026-02-10 13:54:45,1.61 ms,526 µs,526 µs,594 µs,0 s,0 s,0 s,0 s
2026-02-10 13:55:00,1.51 ms,526 µs,526 µs,594 µs,0 s,0 s,0 s,0 s
2026-02-10 13:55:15,1.65 ms,526 µs,780 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:55:30,1.58 ms,526 µs,780 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:55:45,1.93 ms,763 µs,780 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:56:00,1.75 ms,763 µs,780 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:56:15,1.19 ms,763 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 13:56:30,746 µs,0 s,559 µs,458 µs,0 s,0 s,0 s,0 s
2026-02-10 13:56:45,271 µs,390 µs,559 µs,458 µs,0 s,0 s,0 s,0 s
2026-02-10 13:57:00,508 µs,932 µs,1.17 ms,458 µs,0 s,0 s,0 s,0 s
2026-02-10 13:57:15,932 µs,932 µs,1.17 ms,1000 µs,0 s,0 s,0 s,0 s
2026-02-10 13:57:30,1.29 ms,932 µs,610 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 13:57:45,1.88 ms,1.17 ms,610 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 13:58:00,1.86 ms,627 µs,576 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 13:58:15,1.80 ms,627 µs,576 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:58:30,1.90 ms,627 µs,576 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:58:45,1.56 ms,1.36 ms,576 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:59:00,1.83 ms,1.36 ms,831 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 13:59:15,1.92 ms,2.31 ms,830 µs,441 µs,0 s,0 s,0 s,0 s
2026-02-10 13:59:30,1.85 ms,2.30 ms,830 µs,441 µs,0 s,0 s,0 s,0 s
2026-02-10 13:59:45,1.81 ms,949 µs,3.36 ms,441 µs,0 s,0 s,0 s,0 s
2026-02-10 14:00:00,1.64 ms,949 µs,2.53 ms,1.17 ms,0 s,0 s,0 s,0 s
2026-02-10 14:00:15,3.15 ms,407 µs,2.53 ms,729 µs,0 s,0 s,0 s,0 s
2026-02-10 14:00:30,7.54 ms,407 µs,2.53 ms,729 µs,0 s,0 s,0 s,0 s
2026-02-10 14:00:45,9.93 ms,407 µs,2.75 ms,729 µs,0 s,0 s,0 s,0 s
2026-02-10 14:01:00,11.3 ms,1.37 ms,2.75 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 14:01:15,11.7 ms,966 µs,2.75 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 14:01:30,7.22 ms,966 µs,0 s,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 14:01:45,4.66 ms,966 µs,1.49 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 14:02:00,1.05 ms,729 µs,1.49 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:02:15,695 µs,729 µs,1.49 ms,2.46 ms,0 s,0 s,0 s,0 s
2026-02-10 14:02:30,525 µs,729 µs,0 s,2.46 ms,0 s,0 s,0 s,0 s
2026-02-10 14:02:45,169 µs,729 µs,1.53 ms,2.46 ms,0 s,0 s,0 s,0 s
2026-02-10 14:03:00,169 µs,576 µs,1.53 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:03:15,169 µs,576 µs,1.53 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:03:30,220 µs,576 µs,1.53 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:03:45,525 µs,1.34 ms,3.71 ms,2.93 ms,0 s,0 s,0 s,0 s
2026-02-10 14:04:00,1000 µs,763 µs,6.17 ms,2.93 ms,0 s,0 s,0 s,0 s
2026-02-10 14:04:15,1.36 ms,1.31 ms,6.17 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 14:04:30,2.25 ms,1.31 ms,6.17 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 14:04:45,2.32 ms,542 µs,2.46 ms,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 14:05:00,2.20 ms,542 µs,1.54 ms,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 14:05:15,2.17 ms,678 µs,1.54 ms,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 14:05:30,1.37 ms,678 µs,1.54 ms,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 14:05:45,1.15 ms,678 µs,1.54 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:06:00,932 µs,0 s,0 s,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:06:15,797 µs,678 µs,1.27 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:06:30,780 µs,678 µs,1.27 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:06:45,949 µs,1.47 ms,2.56 ms,4.46 ms,0 s,0 s,0 s,0 s
2026-02-10 14:07:00,1.15 ms,1.47 ms,2.56 ms,2.93 ms,0 s,0 s,0 s,0 s
2026-02-10 14:07:15,1.41 ms,797 µs,1.29 ms,2.93 ms,0 s,0 s,0 s,0 s
2026-02-10 14:07:30,1.53 ms,797 µs,1.29 ms,2.93 ms,0 s,0 s,0 s,0 s
2026-02-10 14:07:45,1.42 ms,678 µs,1.68 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:08:00,1.68 ms,678 µs,1.68 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:08:15,1.51 ms,678 µs,1.68 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:08:30,1.49 ms,1.08 ms,1.68 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:08:45,1.25 ms,407 µs,1.34 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:09:00,1.07 ms,407 µs,1.34 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:09:15,864 µs,407 µs,1.34 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:09:30,983 µs,627 µs,1.34 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:09:45,1.15 ms,627 µs,1.58 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:10:00,1.25 ms,627 µs,1.58 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:10:15,1.64 ms,1.05 ms,1.58 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 14:10:30,1.41 ms,424 µs,3.12 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 14:10:45,1.44 ms,424 µs,1.54 ms,2.66 ms,0 s,0 s,0 s,0 s
2026-02-10 14:11:00,1.54 ms,1000 µs,1.54 ms,1.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:11:15,1.31 ms,576 µs,1.54 ms,1.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:11:30,1.41 ms,576 µs,1.10 ms,1.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:11:45,1.32 ms,559 µs,1.10 ms,4.54 ms,0 s,0 s,0 s,0 s
2026-02-10 14:12:00,1.20 ms,559 µs,1.10 ms,4.54 ms,0 s,0 s,0 s,0 s
2026-02-10 14:12:15,1.22 ms,559 µs,1.10 ms,4.54 ms,0 s,0 s,0 s,0 s
2026-02-10 14:12:30,1.20 ms,559 µs,1.32 ms,4.54 ms,0 s,0 s,0 s,0 s
2026-02-10 14:12:45,1.44 ms,492 µs,3.20 ms,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:13:00,1.46 ms,1.32 ms,3.20 ms,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:13:15,1.63 ms,1.32 ms,3.20 ms,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:13:30,1.81 ms,1.32 ms,1.88 ms,2.47 ms,0 s,0 s,0 s,0 s
2026-02-10 14:13:45,1.73 ms,1.64 ms,1.51 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 14:14:00,2.14 ms,814 µs,1.51 ms,2.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:14:15,2.05 ms,814 µs,2.02 ms,2.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:14:30,1.53 ms,1.64 ms,2.02 ms,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:14:45,1.44 ms,831 µs,508 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:15:00,1.41 ms,831 µs,508 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:15:15,1.41 ms,1.49 ms,525 µs,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:15:30,1.68 ms,661 µs,525 µs,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:15:45,1.46 ms,661 µs,525 µs,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:16:00,1.44 ms,661 µs,525 µs,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:16:15,1.69 ms,695 µs,627 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:16:30,1.85 ms,695 µs,627 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:16:45,1.88 ms,695 µs,627 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:17:00,1.93 ms,695 µs,627 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:17:15,1.58 ms,695 µs,475 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:17:30,1.44 ms,695 µs,475 µs,881 µs,0 s,0 s,0 s,0 s
2026-02-10 14:17:45,1.58 ms,2.61 ms,475 µs,881 µs,0 s,0 s,0 s,0 s
2026-02-10 14:18:00,1.46 ms,1.92 ms,1.15 ms,881 µs,0 s,0 s,0 s,0 s
2026-02-10 14:18:15,1.44 ms,1.92 ms,678 µs,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:18:30,1.41 ms,1.92 ms,678 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 14:18:45,1.36 ms,1.56 ms,0 s,644 µs,0 s,0 s,0 s,0 s
2026-02-10 14:19:00,1.29 ms,1.56 ms,424 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 14:19:15,1.24 ms,1.56 ms,424 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:19:30,1.32 ms,1.56 ms,424 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:19:45,949 µs,695 µs,424 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:20:00,559 µs,695 µs,593 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 14:20:15,695 µs,695 µs,593 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:20:30,814 µs,1.34 ms,593 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:20:45,1.37 ms,644 µs,1.32 ms,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:21:00,1.85 ms,1.27 ms,729 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 14:21:15,1.86 ms,1.27 ms,729 µs,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 14:21:30,1.80 ms,627 µs,729 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:21:45,1.68 ms,1.25 ms,610 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:22:00,1.46 ms,627 µs,610 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:22:15,1.42 ms,627 µs,610 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 14:22:30,1.49 ms,627 µs,0 s,932 µs,0 s,0 s,0 s,0 s
2026-02-10 14:22:45,1.54 ms,508 µs,492 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 14:23:00,1.41 ms,508 µs,492 µs,932 µs,0 s,0 s,0 s,0 s
2026-02-10 14:23:15,1.44 ms,508 µs,492 µs,593 µs,0 s,0 s,0 s,0 s
2026-02-10 14:23:30,1.47 ms,1.10 ms,1.00 ms,593 µs,0 s,0 s,0 s,0 s
2026-02-10 14:23:45,1.56 ms,593 µs,508 µs,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 14:24:00,3.88 ms,1.34 ms,1.78 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 14:24:15,5.19 ms,1.34 ms,1.78 ms,797 µs,0 s,0 s,0 s,0 s
2026-02-10 14:24:30,6.98 ms,746 µs,1.27 ms,797 µs,0 s,0 s,0 s,0 s
2026-02-10 14:24:45,8.58 ms,1.80 ms,2.85 ms,2.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:25:00,6.27 ms,1.05 ms,1.58 ms,2.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:25:15,4.64 ms,1.05 ms,1.58 ms,2.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:25:30,2.37 ms,1.05 ms,1.58 ms,2.59 ms,0 s,0 s,0 s,0 s
2026-02-10 14:25:45,559 µs,881 µs,1.58 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 14:26:00,305 µs,881 µs,1.58 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 14:26:15,186 µs,881 µs,1.58 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 14:26:30,186 µs,881 µs,1.58 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 14:26:45,475 µs,695 µs,2.41 ms,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 14:27:00,1.03 ms,1.71 ms,3.76 ms,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 14:27:15,1.59 ms,1.71 ms,3.76 ms,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 14:27:30,2.37 ms,1.71 ms,3.76 ms,3.34 ms,0 s,0 s,0 s,0 s
2026-02-10 14:27:45,2.20 ms,1.68 ms,1.36 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 14:28:00,2.12 ms,661 µs,1.19 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 14:28:15,2.05 ms,661 µs,1.19 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 14:28:30,1.66 ms,661 µs,1.19 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:28:45,1.41 ms,2.10 ms,1.19 ms,1.78 ms,0 s,0 s,0 s,0 s
2026-02-10 14:29:00,1.47 ms,2.10 ms,0 s,1.78 ms,0 s,0 s,0 s,0 s
2026-02-10 14:29:15,1.37 ms,2.10 ms,1.81 ms,1.78 ms,0 s,0 s,0 s,0 s
2026-02-10 14:29:30,1.34 ms,2.78 ms,1.81 ms,3.03 ms,0 s,0 s,0 s,0 s
2026-02-10 14:29:45,1.22 ms,678 µs,3.34 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:30:00,1.19 ms,678 µs,1.53 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:30:15,1.47 ms,1.24 ms,1.53 ms,1.25 ms,0 s,0 s,0 s,0 s
2026-02-10 14:30:30,1.54 ms,559 µs,1.53 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:30:45,1.73 ms,559 µs,1.32 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:31:00,1.92 ms,1.83 ms,1.32 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:31:15,1.54 ms,1.27 ms,1.32 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:31:30,1.49 ms,1.27 ms,1.32 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 14:31:45,2.81 ms,1.27 ms,1.97 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 14:32:00,2.47 ms,729 µs,1.97 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 14:32:15,2.59 ms,729 µs,3.64 ms,3.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:32:30,2.69 ms,729 µs,3.64 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:32:45,1.37 ms,1.46 ms,1.68 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:33:00,1.73 ms,729 µs,1.68 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 14:33:15,1.51 ms,729 µs,0 s,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:33:30,1.42 ms,797 µs,3.10 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:33:45,1.71 ms,797 µs,3.10 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:34:00,1.51 ms,797 µs,3.10 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:34:15,1.56 ms,1.42 ms,4.44 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:34:30,1.56 ms,627 µs,1.34 ms,1.36 ms,0 s,0 s,0 s,0 s
2026-02-10 14:34:45,1.37 ms,627 µs,1.34 ms,1.36 ms,0 s,0 s,0 s,0 s
2026-02-10 14:35:00,1.76 ms,627 µs,1.34 ms,1.36 ms,0 s,0 s,0 s,0 s
2026-02-10 14:35:15,1.80 ms,881 µs,1.37 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:35:30,1.85 ms,881 µs,1.37 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:35:45,2.32 ms,1.54 ms,2.75 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 14:36:00,1.97 ms,1.54 ms,2.75 ms,2.83 ms,0 s,0 s,0 s,0 s
2026-02-10 14:36:15,2.10 ms,661 µs,1.37 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:36:30,2.10 ms,661 µs,1.37 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:36:45,1.54 ms,576 µs,1.93 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:37:00,1.49 ms,576 µs,1.93 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:37:15,1.03 ms,576 µs,1.93 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 14:37:30,898 µs,1.29 ms,2.66 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 14:37:45,1.02 ms,712 µs,729 µs,4.24 ms,0 s,0 s,0 s,0 s
2026-02-10 14:38:00,1.03 ms,1.51 ms,729 µs,4.24 ms,0 s,0 s,0 s,0 s
2026-02-10 14:38:15,1.64 ms,1.51 ms,729 µs,2.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:38:30,1.66 ms,797 µs,678 µs,2.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:38:45,1.53 ms,1.51 ms,678 µs,2.10 ms,0 s,0 s,0 s,0 s
2026-02-10 14:39:00,1.59 ms,712 µs,678 µs,2.10 ms,0 s,0 s,0 s,0 s
2026-02-10 14:39:15,1.36 ms,712 µs,1.34 ms,2.10 ms,0 s,0 s,0 s,0 s
2026-02-10 14:39:30,1.34 ms,712 µs,661 µs,2.10 ms,0 s,0 s,0 s,0 s
2026-02-10 14:39:45,1.68 ms,746 µs,661 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:40:00,1.75 ms,746 µs,1.42 ms,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:40:15,1.81 ms,1.37 ms,763 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:40:30,1.85 ms,1.37 ms,763 µs,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 14:40:45,1.78 ms,627 µs,1.86 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:41:00,1.76 ms,1.29 ms,1.10 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:41:15,1.78 ms,661 µs,1.10 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:41:30,1.73 ms,661 µs,1.10 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 14:41:45,1.69 ms,1.25 ms,915 µs,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 14:42:00,1.46 ms,593 µs,915 µs,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 14:42:15,1.36 ms,593 µs,1.46 ms,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 14:42:30,1.31 ms,1.51 ms,1.46 ms,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 14:42:45,932 µs,915 µs,542 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 14:43:00,1.25 ms,915 µs,542 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 14:43:15,1.58 ms,1.58 ms,729 µs,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 14:43:30,1.92 ms,661 µs,729 µs,847 µs,0 s,0 s,0 s,0 s
2026-02-10 14:43:45,4.88 ms,1.51 ms,3.17 ms,2.73 ms,0 s,0 s,0 s,0 s
2026-02-10 14:44:00,9.41 ms,1.51 ms,3.17 ms,2.73 ms,0 s,0 s,0 s,0 s
2026-02-10 14:44:15,10.5 ms,847 µs,2.44 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:44:30,11.9 ms,1.81 ms,4.03 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:44:45,8.92 ms,966 µs,1.59 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 14:45:00,4.59 ms,1.71 ms,1.59 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 14:45:15,3.25 ms,1.71 ms,3.22 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 14:45:30,1.64 ms,746 µs,1.63 ms,4.15 ms,0 s,0 s,0 s,0 s
2026-02-10 14:45:45,1.97 ms,1.75 ms,3.47 ms,1.83 ms,0 s,0 s,0 s,0 s
2026-02-10 14:46:00,1.71 ms,1000 µs,1.85 ms,1.83 ms,0 s,0 s,0 s,0 s
2026-02-10 14:46:15,1.68 ms,1.00 ms,1.85 ms,1.83 ms,0 s,0 s,0 s,0 s
2026-02-10 14:46:30,1.58 ms,2.03 ms,1.85 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:46:45,1.41 ms,1.03 ms,1.49 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:47:00,1.31 ms,1.03 ms,1.49 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 14:47:15,1.32 ms,1.71 ms,1.49 ms,3.51 ms,0 s,0 s,0 s,0 s
2026-02-10 14:47:30,1.22 ms,678 µs,3.07 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 14:47:45,1.34 ms,1.76 ms,1.58 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 14:48:00,1.02 ms,1.76 ms,1.58 ms,3.92 ms,0 s,0 s,0 s,0 s
2026-02-10 14:48:15,1000 µs,1.08 ms,2.88 ms,2.29 ms,0 s,0 s,0 s,0 s
2026-02-10 14:48:30,593 µs,1.08 ms,1.31 ms,2.29 ms,0 s,0 s,0 s,0 s
2026-02-10 14:48:45,288 µs,932 µs,1.31 ms,2.29 ms,0 s,0 s,0 s,0 s
2026-02-10 14:49:00,288 µs,932 µs,1.31 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:49:15,237 µs,932 µs,0 s,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:49:30,237 µs,932 µs,1.44 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:49:45,237 µs,627 µs,1.44 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:50:00,492 µs,627 µs,1.44 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 14:50:15,254 µs,627 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:50:30,254 µs,627 µs,1.22 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:50:45,254 µs,661 µs,1.22 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:51:00,220 µs,661 µs,1.22 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:51:15,220 µs,661 µs,1.22 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 14:51:30,220 µs,661 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 14:51:45,492 µs,780 µs,1.42 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 14:52:00,271 µs,780 µs,1.42 ms,1.39 ms,0 s,0 s,0 s,0 s
