"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-10 12:45:00,80.3 B/s,26.8 B/s,147 B/s,0 kB/s
2026-02-10 12:46:00,161 B/s,26.8 B/s,147 B/s,26.8 B/s
2026-02-10 12:47:00,147 B/s,0 kB/s,93.6 B/s,26.8 B/s
2026-02-10 12:48:00,161 B/s,0 kB/s,93.6 B/s,26.8 B/s
2026-02-10 12:49:00,120 B/s,0 kB/s,0 kB/s,26.8 B/s
2026-02-10 12:50:00,120 B/s,0 kB/s,0 kB/s,26.8 B/s
2026-02-10 12:51:00,93.6 B/s,13.4 B/s,0 kB/s,0 kB/s
2026-02-10 12:52:00,80.3 B/s,13.4 B/s,0 kB/s,0 kB/s
2026-02-10 12:53:00,120 B/s,205 kB/s,13.4 B/s,0 kB/s
2026-02-10 12:54:00,147 B/s,205 kB/s,13.4 B/s,0 kB/s
2026-02-10 12:55:00,1.31 kB/s,205 kB/s,189 kB/s,0 kB/s
2026-02-10 12:56:00,1.26 kB/s,205 kB/s,189 kB/s,0 kB/s
2026-02-10 12:57:00,1.28 kB/s,205 kB/s,189 kB/s,0 kB/s
2026-02-10 12:58:00,1.24 kB/s,0 kB/s,189 kB/s,0 kB/s
2026-02-10 12:59:00,1.27 kB/s,80.3 B/s,189 kB/s,0 kB/s
2026-02-10 13:00:00,107 B/s,80.3 B/s,321 B/s,0 kB/s
2026-02-10 13:01:00,107 B/s,80.3 B/s,321 B/s,0 kB/s
2026-02-10 13:02:00,80.3 B/s,80.3 B/s,321 B/s,0 kB/s
2026-02-10 13:03:00,53.5 B/s,80.3 B/s,134 B/s,0 kB/s
2026-02-10 13:04:00,40.1 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:05:00,93.6 B/s,161 B/s,201 B/s,0 kB/s
2026-02-10 13:06:00,107 B/s,161 B/s,214 B/s,0 kB/s
2026-02-10 13:07:00,187 B/s,161 B/s,214 B/s,0 kB/s
2026-02-10 13:08:00,187 B/s,161 B/s,214 B/s,0 kB/s
2026-02-10 13:09:00,161 B/s,161 B/s,214 B/s,0 kB/s
2026-02-10 13:10:00,147 B/s,0 kB/s,241 B/s,0 kB/s
2026-02-10 13:11:00,134 B/s,0 kB/s,550 kB/s,0 kB/s
2026-02-10 13:12:00,336 kB/s,0 kB/s,550 kB/s,629 B/s
2026-02-10 13:13:00,337 kB/s,0 kB/s,550 kB/s,656 B/s
2026-02-10 13:14:00,337 kB/s,0 kB/s,550 kB/s,696 B/s
2026-02-10 13:15:00,337 kB/s,0 kB/s,550 kB/s,696 B/s
2026-02-10 13:16:00,337 kB/s,0 kB/s,40.1 B/s,722 B/s
2026-02-10 13:17:00,482 B/s,0 kB/s,147 B/s,321 B/s
2026-02-10 13:18:00,428 B/s,0 kB/s,294 B/s,294 B/s
2026-02-10 13:19:00,268 B/s,0 kB/s,281 B/s,268 B/s
2026-02-10 13:20:00,241 B/s,0 kB/s,281 B/s,268 B/s
2026-02-10 13:21:00,308 B/s,0 kB/s,281 B/s,241 B/s
2026-02-10 13:22:00,388 B/s,0 kB/s,294 B/s,13.4 B/s
2026-02-10 13:23:00,388 B/s,0 kB/s,147 B/s,26.8 B/s
2026-02-10 13:24:00,334 B/s,0 kB/s,120 B/s,13.4 B/s
2026-02-10 13:25:00,334 B/s,0 kB/s,120 B/s,13.4 B/s
2026-02-10 13:26:00,254 B/s,0 kB/s,120 B/s,13.4 B/s
2026-02-10 13:27:00,161 B/s,80.3 B/s,53.5 B/s,53.5 B/s
2026-02-10 13:28:00,147 B/s,80.3 B/s,53.5 B/s,40.1 B/s
2026-02-10 13:29:00,120 B/s,80.3 B/s,53.5 B/s,53.5 B/s
2026-02-10 13:30:00,134 B/s,80.3 B/s,53.5 B/s,66.9 B/s
2026-02-10 13:31:00,80.3 B/s,80.3 B/s,53.5 B/s,66.9 B/s
2026-02-10 13:32:00,147 B/s,13.4 B/s,0 kB/s,53.5 B/s
2026-02-10 13:33:00,161 B/s,66.9 B/s,53.5 B/s,120 B/s
2026-02-10 13:34:00,120 B/s,66.9 B/s,53.5 B/s,107 B/s
2026-02-10 13:35:00,268 B/s,174 B/s,93.6 B/s,107 B/s
2026-02-10 13:36:00,241 B/s,174 B/s,93.6 B/s,107 B/s
2026-02-10 13:37:00,174 B/s,161 B/s,93.6 B/s,80.3 B/s
2026-02-10 13:38:00,187 B/s,107 B/s,40.1 B/s,13.4 B/s
2026-02-10 13:39:00,187 B/s,107 B/s,53.5 B/s,13.4 B/s
2026-02-10 13:40:00,26.8 B/s,0 kB/s,13.4 B/s,0 kB/s
2026-02-10 13:41:00,40.1 B/s,0 kB/s,26.8 B/s,0 kB/s
2026-02-10 13:42:00,40.1 B/s,0 kB/s,40.1 B/s,13.4 B/s
2026-02-10 13:43:00,13.4 B/s,0 kB/s,40.1 B/s,13.4 B/s
2026-02-10 13:44:00,13.4 B/s,0 kB/s,53.5 B/s,13.4 B/s
2026-02-10 13:45:00,13.4 B/s,0 kB/s,66.9 B/s,80.3 B/s
2026-02-10 13:46:00,40.1 B/s,0 kB/s,1.03 kB/s,80.3 B/s
2026-02-10 13:47:00,147 B/s,0 kB/s,1.22 kB/s,66.9 B/s
2026-02-10 13:48:00,294 B/s,990 B/s,1.26 kB/s,923 B/s
2026-02-10 13:49:00,308 B/s,1.00 kB/s,1.24 kB/s,1.14 kB/s
2026-02-10 13:50:00,308 B/s,1.00 kB/s,1.23 kB/s,1.08 kB/s
2026-02-10 13:51:00,334 B/s,1.06 kB/s,294 B/s,1.11 kB/s
2026-02-10 13:52:00,522 B/s,1.06 kB/s,93.6 B/s,1.12 kB/s
2026-02-10 13:53:00,428 B/s,66.9 B/s,53.5 B/s,281 B/s
2026-02-10 13:54:00,428 B/s,53.5 B/s,40.1 B/s,66.9 B/s
2026-02-10 13:55:00,428 B/s,53.5 B/s,40.1 B/s,53.5 B/s
2026-02-10 13:56:00,508 B/s,0 kB/s,0 kB/s,26.8 B/s
2026-02-10 13:57:00,214 B/s,53.5 B/s,26.8 B/s,13.4 B/s
2026-02-10 13:58:00,161 B/s,53.5 B/s,26.8 B/s,107 B/s
2026-02-10 13:59:00,147 B/s,53.5 B/s,26.8 B/s,107 B/s
2026-02-10 14:00:00,147 B/s,53.5 B/s,26.8 B/s,107 B/s
2026-02-10 14:01:00,147 B/s,53.5 B/s,26.8 B/s,120 B/s
2026-02-10 14:02:00,147 B/s,0 kB/s,0 kB/s,120 B/s
2026-02-10 14:03:00,147 B/s,0 kB/s,0 kB/s,13.4 B/s
2026-02-10 14:04:00,602 B/s,53.5 B/s,53.5 B/s,40.1 B/s
2026-02-10 14:05:00,602 B/s,53.5 B/s,53.5 B/s,53.5 B/s
2026-02-10 14:06:00,455 B/s,53.5 B/s,53.5 B/s,93.6 B/s
2026-02-10 14:07:00,482 B/s,53.5 B/s,66.9 B/s,93.6 B/s
2026-02-10 14:08:00,482 B/s,53.5 B/s,66.9 B/s,93.6 B/s
2026-02-10 14:09:00,53.5 B/s,0 kB/s,13.4 B/s,66.9 B/s
2026-02-10 14:10:00,53.5 B/s,26.8 B/s,66.9 B/s,80.3 B/s
2026-02-10 14:11:00,53.5 B/s,26.8 B/s,66.9 B/s,26.8 B/s
2026-02-10 14:12:00,40.1 B/s,26.8 B/s,93.6 B/s,26.8 B/s
2026-02-10 14:13:00,40.1 B/s,26.8 B/s,93.6 B/s,26.8 B/s
2026-02-10 14:14:00,107 B/s,26.8 B/s,93.6 B/s,40.1 B/s
2026-02-10 14:15:00,134 B/s,53.5 B/s,66.9 B/s,40.1 B/s
2026-02-10 14:16:00,134 B/s,53.5 B/s,66.9 B/s,40.1 B/s
2026-02-10 14:17:00,120 B/s,53.5 B/s,26.8 B/s,40.1 B/s
2026-02-10 14:18:00,120 B/s,53.5 B/s,26.8 B/s,40.1 B/s
2026-02-10 14:19:00,26.8 B/s,53.5 B/s,26.8 B/s,26.8 B/s
2026-02-10 14:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:21:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:22:00,13.4 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:23:00,13.4 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:24:00,201 B/s,0 kB/s,13.4 B/s,0 kB/s
2026-02-10 14:25:00,201 B/s,0 kB/s,13.4 B/s,13.4 B/s
2026-02-10 14:26:00,535 B/s,0 kB/s,13.4 B/s,13.4 B/s
2026-02-10 14:27:00,548 B/s,53.5 B/s,40.1 B/s,40.1 B/s
2026-02-10 14:28:00,548 B/s,53.5 B/s,40.1 B/s,40.1 B/s
2026-02-10 14:29:00,361 B/s,53.5 B/s,26.8 B/s,40.1 B/s
2026-02-10 14:30:00,388 B/s,53.5 B/s,26.8 B/s,26.8 B/s
2026-02-10 14:31:00,107 B/s,53.5 B/s,26.8 B/s,26.8 B/s
2026-02-10 14:32:00,134 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:33:00,161 B/s,107 B/s,80.3 B/s,80.3 B/s
2026-02-10 14:34:00,187 B/s,107 B/s,80.3 B/s,80.3 B/s
2026-02-10 14:35:00,174 B/s,107 B/s,80.3 B/s,80.3 B/s
2026-02-10 14:36:00,120 B/s,107 B/s,80.3 B/s,80.3 B/s
2026-02-10 14:37:00,93.6 B/s,107 B/s,80.3 B/s,80.3 B/s
2026-02-10 14:38:00,134 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:39:00,107 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:40:00,93.6 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:41:00,93.6 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:42:00,66.9 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:43:00,26.8 B/s,0 kB/s,26.8 B/s,26.8 B/s
2026-02-10 14:44:00,331 kB/s,0 kB/s,331 kB/s,108 kB/s
2026-02-10 14:45:00,331 kB/s,0 kB/s,331 kB/s,299 kB/s
2026-02-10 14:46:00,331 kB/s,0 kB/s,332 kB/s,299 kB/s
2026-02-10 14:47:00,331 kB/s,0 kB/s,332 kB/s,299 kB/s
2026-02-10 14:48:00,331 kB/s,0 kB/s,332 kB/s,299 kB/s
2026-02-10 14:49:00,549 B/s,0 kB/s,669 B/s,190 kB/s
2026-02-10 14:50:00,508 B/s,0 kB/s,629 B/s,0 kB/s
2026-02-10 14:51:00,388 B/s,0 kB/s,415 B/s,0 kB/s
2026-02-10 14:52:00,441 B/s,0 kB/s,388 B/s,0 kB/s
2026-02-10 14:53:00,401 B/s,0 kB/s,348 B/s,0 kB/s
2026-02-10 14:54:00,455 B/s,0 kB/s,375 B/s,0 kB/s
2026-02-10 14:55:00,468 B/s,0 kB/s,375 B/s,0 kB/s
2026-02-10 14:56:00,482 B/s,0 kB/s,495 B/s,0 kB/s
2026-02-10 14:57:00,415 B/s,0 kB/s,548 B/s,0 kB/s
2026-02-10 14:58:00,375 B/s,0 kB/s,508 B/s,0 kB/s
2026-02-10 14:59:00,321 B/s,53.5 B/s,575 B/s,26.8 B/s
2026-02-10 15:00:00,254 B/s,53.5 B/s,495 B/s,26.8 B/s
2026-02-10 15:01:00,134 B/s,53.5 B/s,375 B/s,26.8 B/s
2026-02-10 15:02:00,227 B/s,53.5 B/s,428 B/s,26.8 B/s
2026-02-10 15:03:00,214 B/s,53.5 B/s,455 B/s,40.1 B/s
2026-02-10 15:04:00,495 B/s,26.8 B/s,468 B/s,134 B/s
2026-02-10 15:05:00,535 B/s,26.8 B/s,441 B/s,214 B/s
2026-02-10 15:06:00,803 B/s,26.8 B/s,642 B/s,227 B/s
2026-02-10 15:07:00,776 B/s,26.8 B/s,589 B/s,241 B/s
2026-02-10 15:08:00,749 B/s,26.8 B/s,535 B/s,241 B/s
2026-02-10 15:09:00,495 B/s,0 kB/s,441 B/s,120 B/s
2026-02-10 15:10:00,441 B/s,0 kB/s,495 B/s,40.1 B/s
2026-02-10 15:11:00,281 B/s,0 kB/s,334 B/s,26.8 B/s
2026-02-10 15:12:00,254 B/s,0 kB/s,348 B/s,13.4 B/s
2026-02-10 15:13:00,268 B/s,0 kB/s,468 B/s,0 kB/s
2026-02-10 15:14:00,268 B/s,0 kB/s,508 B/s,0 kB/s
