"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max"
2026-02-10 13:29:30,506 MiB,2.76 GiB,2.74 GiB,2.61 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:29:45,1.09 GiB,2.28 GiB,2.27 GiB,2.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:30:00,720 MiB,2.45 GiB,2.39 GiB,2.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:30:15,1.11 GiB,2.56 GiB,2.50 GiB,2.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:30:30,790 MiB,2.15 GiB,2.04 GiB,2.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:30:45,657 MiB,2.64 GiB,2.55 GiB,2.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:31:00,1.04 GiB,2.05 GiB,2.71 GiB,2.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:31:15,747 MiB,2.16 GiB,2.03 GiB,2.55 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:31:30,1.20 GiB,2.42 GiB,2.23 GiB,2.72 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:31:45,448 MiB,2.00 GiB,2.63 GiB,2.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:32:00,1.18 GiB,2.25 GiB,2.05 GiB,2.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:32:15,874 MiB,2.43 GiB,2.23 GiB,2.60 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:32:30,518 MiB,2.78 GiB,2.57 GiB,2.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:32:45,468 MiB,2.53 GiB,2.30 GiB,2.59 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:33:00,885 MiB,2.71 GiB,2.48 GiB,2.74 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:33:15,519 MiB,2.08 GiB,2.60 GiB,2.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:33:30,930 MiB,2.19 GiB,2.71 GiB,2.18 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:33:45,742 MiB,2.55 GiB,2.21 GiB,2.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:34:00,1.18 GiB,2.70 GiB,2.37 GiB,2.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:34:15,874 MiB,2.17 GiB,2.59 GiB,2.78 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:34:30,550 MiB,2.31 GiB,2.74 GiB,2.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:34:45,1.05 GiB,2.07 GiB,2.37 GiB,2.55 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:35:00,734 MiB,2.20 GiB,2.51 GiB,2.65 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:35:15,1.19 GiB,2.36 GiB,2.66 GiB,2.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:35:30,852 MiB,2.67 GiB,2.13 GiB,2.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:35:45,740 MiB,2.27 GiB,2.55 GiB,2.67 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:36:00,1.18 GiB,2.43 GiB,2.67 GiB,2.78 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:36:15,790 MiB,2.54 GiB,2.78 GiB,2.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:36:30,470 MiB,2.13 GiB,2.30 GiB,2.38 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:36:45,1.05 GiB,2.44 GiB,2.64 GiB,2.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:37:00,893 MiB,2.61 GiB,2.77 GiB,2.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:37:15,1.06 GiB,2.72 GiB,2.08 GiB,2.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:37:30,1.18 GiB,2.06 GiB,2.19 GiB,2.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:37:45,786 MiB,2.40 GiB,2.49 GiB,2.53 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:38:00,1014 MiB,2.64 GiB,2.69 GiB,2.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:38:15,1.18 GiB,2.79 GiB,2.03 GiB,2.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:38:30,619 MiB,2.18 GiB,2.22 GiB,2.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:38:45,1016 MiB,2.59 GiB,2.58 GiB,2.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:39:00,1.11 GiB,2.72 GiB,2.70 GiB,2.62 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:39:15,661 MiB,2.39 GiB,2.32 GiB,2.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:39:30,1.13 GiB,2.56 GiB,2.50 GiB,2.38 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:39:45,1004 MiB,2.16 GiB,2.04 GiB,2.72 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:40:00,682 MiB,2.31 GiB,2.20 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:40:15,1.21 GiB,2.63 GiB,2.48 GiB,2.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:40:30,912 MiB,2.78 GiB,2.63 GiB,2.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:40:45,673 MiB,2.28 GiB,2.14 GiB,2.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:41:00,1.18 GiB,2.55 GiB,2.38 GiB,2.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:41:15,872 MiB,2.73 GiB,2.55 GiB,2.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:41:30,530 MiB,2.40 GiB,2.18 GiB,2.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:41:45,1.21 GiB,2.06 GiB,2.62 GiB,2.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:42:00,813 MiB,2.26 GiB,2.77 GiB,2.35 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:42:15,507 MiB,2.40 GiB,2.11 GiB,2.48 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:42:30,888 MiB,2.55 GiB,2.22 GiB,2.58 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:42:45,739 MiB,2.09 GiB,2.57 GiB,2.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:43:00,1.19 GiB,2.35 GiB,2.80 GiB,2.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:43:15,865 MiB,2.47 GiB,2.12 GiB,2.38 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:43:30,1.21 GiB,2.58 GiB,2.22 GiB,2.48 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:43:45,1.06 GiB,2.14 GiB,2.52 GiB,2.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:44:00,675 MiB,2.34 GiB,2.72 GiB,2.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:44:15,983 MiB,2.53 GiB,2.08 GiB,2.26 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:44:30,1.12 GiB,2.70 GiB,2.21 GiB,2.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:44:45,688 MiB,2.26 GiB,2.55 GiB,2.74 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:45:00,560 MiB,2.65 GiB,2.14 GiB,2.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:45:15,987 MiB,2.18 GiB,2.42 GiB,2.56 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:45:30,620 MiB,2.29 GiB,2.53 GiB,2.66 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:45:45,1.23 GiB,2.67 GiB,,2.22 GiB,2.90 GiB,2.90 GiB,,2.90 GiB
2026-02-10 13:46:00,877 MiB,2.81 GiB,,2.33 GiB,2.90 GiB,2.90 GiB,,2.90 GiB
2026-02-10 13:46:15,563 MiB,2.12 GiB,531 MiB,2.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:46:30,1.02 GiB,2.38 GiB,746 MiB,2.60 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:46:45,833 MiB,2.73 GiB,1.08 GiB,2.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:47:00,556 MiB,,541 MiB,2.32 GiB,2.90 GiB,,2.90 GiB,2.90 GiB
2026-02-10 13:47:15,934 MiB,,674 MiB,2.43 GiB,2.90 GiB,,2.90 GiB,2.90 GiB
2026-02-10 13:47:30,599 MiB,878 MiB,925 MiB,2.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:47:45,1.23 GiB,783 MiB,835 MiB,,2.90 GiB,2.90 GiB,2.90 GiB,
2026-02-10 13:48:00,850 MiB,963 MiB,948 MiB,,2.90 GiB,2.90 GiB,2.90 GiB,
2026-02-10 13:48:15,641 MiB,415 MiB,430 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:48:30,1.02 GiB,575 MiB,540 MiB,1.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:48:45,867 MiB,891 MiB,847 MiB,637 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:49:00,1.21 GiB,1.07 GiB,994 MiB,762 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:49:15,864 MiB,395 MiB,1.10 GiB,874 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:49:30,490 MiB,614 MiB,501 MiB,1021 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:49:45,1.20 GiB,1.02 GiB,894 MiB,582 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:50:00,1.18 GiB,412 MiB,1.03 GiB,729 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:50:15,541 MiB,573 MiB,1.16 GiB,842 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:50:30,735 MiB,716 MiB,521 MiB,969 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:50:45,1.01 GiB,1.04 GiB,826 MiB,462 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:51:00,917 MiB,817 MiB,564 MiB,969 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:51:15,589 MiB,1.03 GiB,779 MiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:51:30,1.02 GiB,427 MiB,959 MiB,478 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:51:45,935 MiB,904 MiB,528 MiB,838 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:52:00,636 MiB,1.15 GiB,802 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:52:15,1011 MiB,530 MiB,950 MiB,1.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:52:30,655 MiB,652 MiB,1.03 GiB,469 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:52:45,518 MiB,442 MiB,836 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:53:00,935 MiB,711 MiB,1.01 GiB,428 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:53:15,592 MiB,854 MiB,381 MiB,555 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:53:30,1.04 GiB,1.09 GiB,601 MiB,715 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:53:45,968 MiB,618 MiB,930 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:54:00,571 MiB,831 MiB,1.05 GiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:54:15,1005 MiB,942 MiB,390 MiB,477 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:54:30,573 MiB,1.06 GiB,502 MiB,586 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:54:45,1.17 GiB,645 MiB,820 MiB,903 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:55:00,960 MiB,891 MiB,1.06 GiB,1.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:55:15,582 MiB,1.06 GiB,437 MiB,428 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:55:30,1.02 GiB,1.17 GiB,550 MiB,537 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:55:45,874 MiB,761 MiB,857 MiB,861 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:56:00,914 MiB,893 MiB,970 MiB,971 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:56:15,1.02 GiB,1.02 GiB,1.07 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:56:30,1.21 GiB,1.16 GiB,427 MiB,393 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:56:45,737 MiB,689 MiB,741 MiB,720 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:57:00,694 MiB,428 MiB,421 MiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:57:15,1.11 GiB,603 MiB,612 MiB,522 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:57:30,739 MiB,805 MiB,766 MiB,659 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:57:45,654 MiB,408 MiB,1.12 GiB,1020 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:58:00,1.03 GiB,617 MiB,479 MiB,1.12 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:58:15,749 MiB,792 MiB,673 MiB,479 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:58:30,1.19 GiB,1.00 GiB,862 MiB,650 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:58:45,1.08 GiB,524 MiB,1.15 GiB,974 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:59:00,725 MiB,746 MiB,553 MiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:59:15,1.14 GiB,392 MiB,1019 MiB,736 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:59:30,710 MiB,508 MiB,1.10 GiB,843 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 13:59:45,540 MiB,891 MiB,646 MiB,1.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:00:00,934 MiB,1018 MiB,756 MiB,465 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:00:15,1019 MiB,428 MiB,947 MiB,621 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:00:30,790 MiB,664 MiB,1.16 GiB,838 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:00:45,626 MiB,1.08 GiB,771 MiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:01:00,1.10 GiB,462 MiB,918 MiB,513 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:01:15,761 MiB,655 MiB,1.05 GiB,641 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:01:30,1.22 GiB,764 MiB,1.16 GiB,751 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:01:45,1.05 GiB,1.13 GiB,737 MiB,1.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:02:00,952 MiB,488 MiB,848 MiB,1.18 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:02:15,1.13 GiB,662 MiB,1.02 GiB,533 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:02:30,495 MiB,819 MiB,1.13 GiB,644 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:02:45,891 MiB,1.14 GiB,702 MiB,978 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:03:00,1.04 GiB,583 MiB,868 MiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:03:15,1.24 GiB,708 MiB,1008 MiB,427 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:03:30,579 MiB,869 MiB,1.10 GiB,540 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:03:45,918 MiB,732 MiB,983 MiB,435 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:04:00,526 MiB,1.00 GiB,410 MiB,661 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:04:15,1.07 GiB,430 MiB,647 MiB,818 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:04:30,714 MiB,642 MiB,827 MiB,959 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:04:45,614 MiB,1.02 GiB,1.15 GiB,488 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:05:00,1015 MiB,1.14 GiB,478 MiB,601 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:05:15,618 MiB,519 MiB,606 MiB,710 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:05:30,1016 MiB,628 MiB,716 MiB,821 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:05:45,810 MiB,988 MiB,1.01 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:06:00,1.24 GiB,1.12 GiB,1.15 GiB,450 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:06:15,921 MiB,532 MiB,530 MiB,576 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:06:30,617 MiB,678 MiB,676 MiB,705 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:06:45,1.18 GiB,599 MiB,551 MiB,561 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:07:00,841 MiB,807 MiB,742 MiB,731 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:07:15,491 MiB,1018 MiB,946 MiB,879 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:07:30,990 MiB,1.15 GiB,1.07 GiB,1005 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:07:45,853 MiB,754 MiB,645 MiB,497 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:08:00,502 MiB,965 MiB,791 MiB,626 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:08:15,957 MiB,1.09 GiB,959 MiB,752 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:08:30,497 MiB,492 MiB,1.08 GiB,880 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:08:45,1.22 GiB,824 MiB,605 MiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:09:00,568 MiB,1005 MiB,721 MiB,492 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:09:15,809 MiB,1.12 GiB,885 MiB,620 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:09:30,1.17 GiB,496 MiB,996 MiB,731 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:09:45,1.06 GiB,837 MiB,531 MiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:10:00,667 MiB,999 MiB,643 MiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:10:15,1.07 GiB,635 MiB,1.07 GiB,800 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:10:30,669 MiB,775 MiB,413 MiB,926 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:10:45,562 MiB,1.17 GiB,815 MiB,467 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:11:00,974 MiB,544 MiB,953 MiB,592 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:11:15,584 MiB,703 MiB,1.05 GiB,704 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:11:30,1.09 GiB,911 MiB,476 MiB,884 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:11:45,892 MiB,521 MiB,846 MiB,421 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:12:00,545 MiB,681 MiB,991 MiB,552 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:12:15,937 MiB,842 MiB,1.09 GiB,663 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:12:30,656 MiB,1.05 GiB,534 MiB,847 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:12:45,501 MiB,1.00 GiB,449 MiB,726 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:13:00,1.01 GiB,420 MiB,634 MiB,868 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:13:15,788 MiB,638 MiB,868 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:13:30,1.25 GiB,947 MiB,1.11 GiB,422 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:13:45,1.13 GiB,548 MiB,714 MiB,809 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:14:00,785 MiB,1.06 GiB,1.17 GiB,428 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:14:15,1.22 GiB,1.17 GiB,514 MiB,540 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:14:30,629 MiB,612 MiB,692 MiB,682 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:14:45,1.14 GiB,961 MiB,1012 MiB,1018 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:15:00,722 MiB,1.14 GiB,1.10 GiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:15:15,1.20 GiB,509 MiB,512 MiB,487 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:15:30,774 MiB,652 MiB,622 MiB,598 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:15:45,675 MiB,1.02 GiB,1003 MiB,965 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:16:00,1.09 GiB,1.17 GiB,1.12 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:16:15,741 MiB,571 MiB,492 MiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:16:30,1.19 GiB,762 MiB,680 MiB,559 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:16:45,1010 MiB,1.14 GiB,1.02 GiB,920 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 14:17:00,679 MiB,510 MiB,1.16 GiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
