"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2","{container_id=""rskj-miner1"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner2"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner3"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner4"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-node1"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-node2"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner1"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner2"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner3"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-miner4"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-node1"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}","{container_id=""rskj-node2"", exported_job=""docker-json-logs"", instance=""host.docker.internal:9080"", job=""promtail""}"
2026-02-03 23:47:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-03 23:48:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-03 23:48:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-03 23:49:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-03 23:49:30,2.27,2.27,2.27,2.27,2.27,2.27,7,7,7,7,7,7,,,,,,
2026-02-03 23:50:00,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-03 23:50:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-03 23:51:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-03 23:51:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-03 23:52:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-03 23:52:30,6.40,6.40,6.40,6.40,6.40,6.40,7,7,7,7,7,7,,,,,,
2026-02-03 23:53:00,6.18,6.18,6.18,6.18,6.18,6.18,7,7,7,7,7,7,,,,,,
2026-02-03 23:53:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-03 23:54:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-03 23:54:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-03 23:55:00,6.21,6.21,6.21,6.21,6.21,6.21,7,7,7,7,7,7,,,,,,
2026-02-03 23:55:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-03 23:56:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-03 23:56:30,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-03 23:57:00,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-03 23:57:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-03 23:58:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-03 23:58:30,6.10,6.10,6.10,6.10,6.10,6.10,7,7,7,7,7,7,,,,,,
2026-02-03 23:59:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-03 23:59:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:00:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:00:30,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 00:01:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:01:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:02:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:02:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:03:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:03:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 00:04:00,6.16,6.16,6.16,6.16,6.16,6.16,7,7,7,7,7,7,,,,,,
2026-02-04 00:04:30,0.103,0.103,0.103,0.103,0.103,0.103,7,7,7,7,7,7,,,,,,
2026-02-04 00:05:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:05:30,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 00:06:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:06:30,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:07:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:07:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:08:00,6.16,6.16,6.16,6.16,6.16,6.16,7,7,7,7,7,7,,,,,,
2026-02-04 00:08:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:09:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:09:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:10:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:10:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:11:00,4.10,4.10,4.10,4.10,4.10,4.10,7,7,7,7,7,7,,,,,,
2026-02-04 00:11:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:12:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:12:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:13:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:13:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:14:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:14:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:15:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:15:30,6.30,6.30,6.30,2.08,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:16:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 00:16:30,0.219,0.219,0.219,0.219,0.219,0.219,7,7,7,7,7,7,,,,,,
2026-02-04 00:17:00,6.15,6.15,6.15,6.15,6.15,6.15,7,7,7,7,7,7,,,,,,
2026-02-04 00:17:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:18:00,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-04 00:18:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:19:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:19:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:20:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:20:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:21:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:21:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:22:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:22:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:23:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:23:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:24:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:24:30,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 00:25:00,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:25:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:26:00,6.10,6.10,6.10,6.10,6.10,6.10,7,7,7,7,7,7,,,,,,
2026-02-04 00:26:30,6.23,6.23,6.23,6.23,6.23,6.23,7,7,7,7,7,7,,,,,,
2026-02-04 00:27:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:27:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:28:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:28:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:29:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:29:30,5.88,5.88,5.88,4.08,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:30:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:30:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:31:00,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 00:31:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:32:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:32:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:33:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:33:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:34:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 00:34:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 00:35:00,6.36,6.36,6.36,6.36,6.36,6.36,7,7,7,7,7,7,,,,,,
2026-02-04 00:35:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:36:00,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 00:36:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:37:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:37:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:38:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:38:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:39:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:39:30,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-04 00:40:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:40:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:41:00,4.13,4.13,4.13,4.13,4.13,4.13,7,7,7,7,7,7,,,,,,
2026-02-04 00:41:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:42:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:42:30,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 00:43:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:43:30,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:44:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:44:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:45:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:45:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:46:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:46:30,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 00:47:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:47:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:48:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:48:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:49:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:49:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:50:00,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 00:50:30,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 00:51:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:51:30,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 00:52:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:52:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 00:53:00,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 00:53:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 00:54:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:54:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:55:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:55:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:56:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:56:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 00:57:00,6.16,6.16,6.16,6.16,6.16,6.16,7,7,7,7,7,7,,,,,,
2026-02-04 00:57:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 00:58:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 00:58:30,5.98,5.98,5.98,5.98,5.98,5.98,7,7,7,7,7,7,,,,,,
2026-02-04 00:59:00,4.10,4.10,4.10,4.10,4.10,4.10,7,7,7,7,7,7,,,,,,
2026-02-04 00:59:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:00:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:00:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:01:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:01:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:02:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:02:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:03:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:03:30,4.15,4.15,4.15,4.15,4.15,4.15,7,7,7,7,7,7,,,,,,
2026-02-04 01:04:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:04:30,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:05:00,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:05:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:06:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:06:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:07:00,6.16,6.16,6.16,6.16,6.16,6.16,7,7,7,7,7,7,,,,,,
2026-02-04 01:07:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:08:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:08:30,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:09:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:09:30,0,0,6.07,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 01:10:00,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 01:10:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:11:00,4.16,4.16,4.16,4.16,4.16,4.16,7,7,7,7,7,7,,,,,,
2026-02-04 01:11:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 01:12:00,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:12:30,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 01:13:00,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 01:13:30,4.13,4.13,4.13,4.13,4.13,4.13,7,7,7,7,7,7,,,,,,
2026-02-04 01:14:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:14:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:15:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:15:30,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-04 01:16:00,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-04 01:16:30,4.08,6.17,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:17:00,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:17:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:18:00,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 01:18:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:19:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:19:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:20:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:20:30,6.12,6.12,6.12,6.12,6.12,6.12,7,7,7,7,7,7,,,,,,
2026-02-04 01:21:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:21:30,6.16,6.16,6.16,6.16,6.16,6.16,7,7,7,7,7,7,,,,,,
2026-02-04 01:22:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:22:30,6.40,6.40,6.40,6.40,6.40,6.40,7,7,7,7,7,7,,,,,,
2026-02-04 01:23:00,6.19,6.19,6.19,6.19,6.19,6.19,7,7,7,7,7,7,,,,,,
2026-02-04 01:23:30,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:24:00,5.88,5.88,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:24:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:25:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:25:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:26:00,4.16,4.16,4.16,4.16,4.16,4.16,7,7,7,7,7,7,,,,,,
2026-02-04 01:26:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:27:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:27:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 01:28:00,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:28:30,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:29:00,6.15,6.15,6.15,6.15,6.15,6.15,7,7,7,7,7,7,,,,,,
2026-02-04 01:29:30,6.15,6.15,6.15,6.15,6.15,6.15,7,7,7,7,7,7,,,,,,
2026-02-04 01:30:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:30:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:31:00,6.17,6.17,6.17,6.17,6.17,6.17,7,7,7,7,7,7,,,,,,
2026-02-04 01:31:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:32:00,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 01:32:30,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:33:00,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 01:33:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 01:34:00,6.07,6.07,6.07,6.07,6.07,6.07,7,7,7,7,7,7,,,,,,
2026-02-04 01:34:30,6.26,6.26,6.26,6.26,6.26,6.26,7,7,7,7,7,7,,,,,,
2026-02-04 01:35:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:35:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:36:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:36:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:37:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:37:30,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 01:38:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:38:30,6.34,6.34,6.34,6.34,6.34,6.34,7,7,7,7,7,7,,,,,,
2026-02-04 01:39:00,6.34,6.34,6.34,6.34,6.34,6.34,7,7,7,7,7,7,,,,,,
2026-02-04 01:39:30,6.34,6.34,6.34,6.34,6.34,6.34,7,7,7,7,7,7,,,,,,
2026-02-04 01:40:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:40:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:41:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:41:30,6.30,6.30,6.30,6.30,6.30,6.30,7,7,7,7,7,7,,,,,,
2026-02-04 01:42:00,6.22,6.22,6.22,6.22,6.22,6.22,7,7,7,7,7,7,,,,,,
2026-02-04 01:42:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:43:00,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 01:43:30,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:44:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:44:30,2.05,2.05,2.05,2.05,2.05,2.05,7,7,7,7,7,7,,,,,,
2026-02-04 01:45:00,4.08,4.08,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:45:30,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
2026-02-04 01:46:00,2.08,2.08,2.08,2.08,2.08,2.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:46:30,4.08,4.14,4.08,4.08,4.08,4.08,7,7,7,7,7,7,,,,,,
2026-02-04 01:47:00,5.88,0.219,0.219,0.219,0.219,0.219,7,7,7,7,7,7,,,,,,
2026-02-04 01:47:30,0,0,0,0,0,0,7,7,7,7,7,7,,,,,,
2026-02-04 01:48:00,4.14,4.14,4.14,4.14,4.14,4.14,7,7,7,7,7,7,,,,,,
2026-02-04 01:48:30,4.10,4.10,4.10,4.10,4.10,4.10,7,7,7,7,7,7,,,,,,
2026-02-04 01:49:00,5.88,5.88,5.88,5.88,5.88,5.88,7,7,7,7,7,7,,,,,,
