Time,"gc=""Copy"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1"""
2026-03-05 19:28:32,0.001271143351072833,0.000491500432181413,0.0005593125540245292,0.0011355354812467191,0,0,0.0021524329271392943,0.0007965831666723114,0,0,0,0
2026-03-05 19:29:02,0.0030168980186776636,0.001237288135593227,0.0017626819884409206,0.000610159149844941,0,0,0.002152542372881352,0.0007965966678530823,0,0,0,0
2026-03-05 19:29:32,0.004033898305084738,0.0022711864406779717,0.0012033898305085,0.0018813240453551747,0,0,0.004288062914187897,0.0008643628290086971,0,0,0,0
2026-03-05 19:30:02,0.0025762275215674485,0.002186329508669013,0.0012031655115147676,0.0012711648955102337,0,0,0.008542228097828843,0.0008643921289469697,0,0,0,0
2026-03-05 19:30:32,0.002949102557583761,0.0011525423728813192,0.0018305084745762804,0.0015931933357061947,0,0,0.0047287334112981125,0,0,0,0,0
2026-03-05 19:31:02,0.003915254237288103,0.001491550704249241,0.0018305084745762804,0.0015932473431753283,0,0,0.0004745843149883976,0.0013050847457627111,0,0,0,0
2026-03-05 19:31:32,0.0027457627118643905,0.001491550704249241,0.0019661016949152487,0.004762631141845033,0,0,0.00247461821386803,0.0013050847457627111,0,0,0,0
2026-03-05 19:32:02,0.00423707269121909,0.005372608172465809,0.0019659350902465835,0.004762550422019572,0,0,0.0016609043454681015,0,0,0,0,0
2026-03-05 19:32:32,0.004118574261453231,0.00537269923053456,0.0036778414291041375,0,0,0,0,0.0011525033049727212,0,0,0,0
2026-03-05 19:33:02,0.0046439103759194755,0.0009322033898305036,0.0036777790959782093,0.0038643412823511727,0,0,0.0006440568803918621,0.0011525423728813646,0,0,0,0
2026-03-05 19:33:32,0.007762843438024347,0.007796478025796188,0.003999932204538857,0.007101574549583913,0,0,0.0013220114913306603,0.0025762275215674333,0,0,0,0
2026-03-05 19:34:02,0.009658151454232638,0.007931665649786455,0.009660525735979471,0.00871142145314644,0,0,0.0036947273867430313,0.0070335406674236906,0,0,0,0
2026-03-05 19:34:32,0.006338553318419069,0.0038979747479027274,0.006999525455901299,0.005474019591228018,0,0,0.008779065826045672,0.004457249385645282,0.2373228933631618,0,0,0
2026-03-05 19:35:02,0.0009160873235252307,0.0028303645577343792,0.001338914970425243,0.001999932205687918,0,0,0.005762614192979778,0.005237110606420124,0,0,0,0
2026-03-05 19:35:32,0.0015253978746123525,0.0010847273775020773,0.0012033694344163915,0.0019999661022694283,0,0,0,0.0055930307447205185,0,0,0,0
2026-03-05 19:36:02,0.0019321706411755863,0.009457146246801006,0.0012033694344163915,0.0024914831952001157,0,0,0.0008474576271186561,0.0003559261707428672,0,0,0,0
2026-03-05 19:36:32,0.0034575685157878185,0.008372739445094148,0.0071185234148573445,0.0024914831952001157,0,0,0.0016101422009796554,0,0,0,0,0
2026-03-05 19:37:02,0.004355784549676306,0.0036779037643429563,0.011287944272130987,0,0,0,0.0017796006915019903,0,0,0,0,0
2026-03-05 19:37:32,0.004000000000000011,0.003677841429104077,0.004169420857273644,0.004982881936205561,0,0,0.0019999661022694587,0.003779596955983795,0,0,0,0
2026-03-05 19:38:02,0.005237110606420079,0.0008305084745762625,0.0015931663333445922,0.001406731975187255,0,0,0.0009830341858612537,0.0042371445035761495,0,0,0,0
2026-03-05 19:38:32,0.007067676819036932,0.003525483482770928,0.0058134607888001896,0.006406779661016951,0,0,0.0024236877341061833,0.0004576193623836907,0,0,0,0
2026-03-05 19:39:02,0.008338700383037877,0.004559244758563447,0.004220267453094055,0.004999830514219886,0,0,0.0024236877341061833,0.003440677966101685,0,0,0,0
2026-03-05 19:39:32,0.006237076709264068,0.003508355648961004,0.001779630853714351,0.007338983050847455,0,0,0.001779630853714351,0.0041693501915189245,0,0,0,0
2026-03-05 19:40:02,0.007932068947983931,0.008779661016949164,0.0030507440425748236,0.0073387342801938885,0,0,0.003677903764342986,0.0007288012067592101,0,0,0,0
2026-03-05 19:40:32,0.007745631429975776,0.0071357141646469086,0.01645762711864407,0.013152542372881352,0,0,0.0018983372599535604,0.0025762711864406804,0,0,0,0
2026-03-05 19:41:02,0.015170777184507156,0,0.015187985218835829,0.0031698138793775235,0,0,0.011442035495736792,0.00276299284673018,0,0.26400989931179447,0.1322846391158423,0
2026-03-05 19:41:32,0.014999745767020924,0.0023219551879596774,0,0.011016762427755438,0,0,0.011440484059592223,0.00018643435815735262,0,0.26397410257279413,0.13226894459415942,0
2026-03-05 19:42:02,0.007846659661729273,0.004186085924921615,0,0.007846659661729332,0,0,0.0017286377656509561,0.006118021896078362,0,0,0.2783229108410867,0
2026-03-05 19:42:32,0.012033490390156219,0.0018643751800817442,0,0.0016778807857227632,0,0,0.0006779661016949008,0.0061184366631639574,0,0,0.27835121438619687,0
2026-03-05 19:43:02,0.010558785146517992,0.0036438825144484155,0,0.0016778523489932918,0,0,0.00067793163059504,0,0,0,0.008152127857905497,0
2026-03-05 19:43:32,0.01450872048678794,0.011017135883659022,0,0.004898388108273047,0,0,0.0070338983050847615,0.0017966710735957128,0,0,0.018915895454083183,0
2026-03-05 19:44:02,0.01881355932203389,0.009948983915526852,0,0.007542372881355937,0,0,0.0071521787027778345,0.0021525058897306788,0,0,0.019711864406779665,0
2026-03-05 19:44:32,0.012761414093482021,0.005762321198562807,0,0.002643888549928798,0,0,0.0010338106940089814,0.0003559080740288778,0,0,0.008948545861297516,0
2026-03-05 19:45:02,0.011287752957526811,0.006745648378841031,0,0.0018474263148081933,0,0,0.004779499000033897,0.003304972712789402,0,0,0.04562634531618109,0
2026-03-05 19:45:32,0.013677966101694953,0.0035593220338983197,0,0.00323734300581364,0,0,0.004779580007118524,0.0033050847457627166,0,0,0.05489737462076916,0
2026-03-05 19:46:02,0.013610169491525497,0.004559244758563386,0,0.008050847457627143,0,0,0.0030677966101694772,0.0008474432636734941,0,0,0.0203203118379798,0
2026-03-05 19:46:32,0.014338740021355512,0.00935561506389613,0,0.006660791159621719,0,0,0.003067744614498045,0.0033050287283266436,0,0,0.011050472865326556,0
2026-03-05 19:47:02,0.010338983050847447,0.004796447578048223,0,0,0,0,0.0030677446144980755,0.0004745762711864486,0,0,0.01049134760427795,0
2026-03-05 19:47:32,0.015609640351174528,0.004101625396179741,0,0,0,0,0.0030677446144980755,0,0,0,0.010491169790854602,0.28582081963323275
2026-03-05 19:48:02,0.015203132150302511,0.005338892561142993,0,0.0008304929790712481,0,0,0.0025253809257470066,0.009982881646073803,0,0,0.11081168115794648,0
2026-03-05 19:48:32,0.011728217209294445,0.005338983050847419,0,0.0008305084745762625,0,0,0.0025253809257470066,0.010457272634825921,0,0,0.14269249673734344,0
2026-03-05 19:49:02,0.016118917269784244,0.005406779661016993,0,0.0038305084745762557,0,0,0.006423728813559315,0.0004745762711864185,0,0,0.03188135593220339,0
2026-03-05 19:49:32,0.015237029880849493,0.009084745762711887,0.003932070099318655,0.0038304435518041915,0,0,0.011474576271186435,0.004389756105828721,0,0,0,0
2026-03-05 19:50:02,0.010830324909747342,0.0036778414291040768,0.00498288193620556,0.003796481475204233,0,0,0.0005762418860058081,0.005474483483330798,0,0,0,0
2026-03-05 19:50:32,0.010050677107167614,0.0055592278096981305,0.0010508296469551562,0.00379654582125727,0,0,0.0005762614192979898,0.0010847273775020773,0,0,0,0
2026-03-05 19:51:02,0.012186234131624908,0.009627281818335868,0.007135472280130835,0.004305011779461388,0,0,0.0015592956051592435,0.003762648090710319,0,0,0,0
2026-03-05 19:51:32,0.012407200244076058,0.010661378351808557,0.008797057477498827,0.0050172042646236745,0,0,0.007085226117024871,0.004356153702730642,0,0,0,0
2026-03-05 19:52:02,0.009728648666971713,0.006592885107536954,0.0016609606454018333,0.00679637978373614,0,0,0.006389613911392815,0.0005932002305006634,0,0,0,0
2026-03-05 19:52:32,0.01655791882043901,0.005711380391492242,0.0015252944665706271,0.006084230149987259,0,0,0.000864348179784424,0.002830268621303276,0,0,0,0
2026-03-05 19:53:02,0.01815254237288132,0.012711864406779662,0.004440753233105654,0.010101694915254238,0,0,0.0052372881355932386,0.002830508474576268,0,0,0,0
2026-03-05 19:53:32,0.011999932107880591,0.007009861330346085,0.0029193115855935467,0.01011575409891714,0,0,0.00604229607250755,0.0008486370888353425,0,0,0,0
2026-03-05 19:54:02,0.006075416624240642,0.006737263686657816,0.0023080578372140256,0.005277716496682334,0,0,0.0007976240984301881,0.003088619624613929,0,0,0,0
2026-03-05 19:54:32,0.005473834056399139,0.01615007880153874,0.003423264642082399,0.010541122239734267,0,0,0.003406317787418664,0.0022369848156182153,0,0,0,0
2026-03-05 19:55:02,0.011813559322033824,0.014355932203389852,0.0034237288135593514,0.011915254237288125,0,0,0.005169666768365024,0.0031355932203389913,0,0,0,0
2026-03-05 19:55:32,0.018237906369707454,0.011118455619396261,0.002305084745762759,0.006644067796610161,0,0,0.007694915254237299,0.0031355932203389913,0,0,0,0
2026-03-05 19:56:02,0.01140677966101698,0.01077966101694914,0.007000118646078752,0.00596610169491526,0,0,0.0017796610169491297,0.003186440677966112,0,0,0,0
2026-03-05 19:56:32,0.010728813559321959,0.004593298191494785,0.00699988135794309,0.012423307684485279,0,0,0.004847457627118637,0.0038643412823511428,0,0,0,0
2026-03-05 19:57:02,0.00874561448111046,0.007254114337045149,0.005915153980440953,0.00745762711864409,0,0,0.007372756393959433,0.0006779546109387832,0,0,0,0
2026-03-05 19:57:32,0.010964406746031713,0.012931984203657534,0.013457627118644016,0.0010000000000000178,0,0,0.004627118644067792,0.0036610169491525305,0,0,0,0
2026-03-05 19:58:02,0.006949270326615769,0.0074069052017831614,0.01227118644067797,0.0037456992254368588,0,0,0.0032202844019592804,0.0036610169491525305,0.3077509788301497,0,0,0
2026-03-05 19:58:32,0.0027262768372938112,0.01603389830508483,0.013457855217885058,0.014491771046966907,0,0,0.003474576271186442,0.0035085340429498934,0,0,0,0
2026-03-05 19:59:02,0.00413559322033898,0.011558930205755652,0.019796610169491573,0.01786440677966099,0,0,0.0033559322033898374,0.0035084151116082903,0,0,0,0
2026-03-05 19:59:32,0.010864038507169218,0.01357627118644059,0.014321548422087426,0.012321825053812652,0,0,0.007796345886580129,0.002271147946644978,0,0,0,0
2026-03-05 20:00:02,0.010576450448312603,0.009678130137799033,0.018695549001661038,0.005225703478259527,0,0,0.007797006627455648,0.00227126343265874,0,0,0,0
2026-03-05 20:00:32,0.006762711864406795,0.01698305084745767,0.01544093967694364,0.024152542372881367,0,0,0.0027796139048490653,0.0031355400755919477,0,0,0,0
2026-03-05 20:01:02,0.006321819599335695,0.010050506762482567,0.006559210860832875,0.00469428889282659,0,0,0.0034575685157878485,0.0031354869326463593,0,0,0,0
2026-03-05 20:01:32,0.004898305084745788,0.000728801206759195,0.011271186440677951,0.0047117845460246215,0,0,0.0045255004322107065,0.0038813559322033765,0,0,0,0
2026-03-05 20:02:02,0.0035932203389829865,0.005813559322033958,0.004711944270241846,0.006762826488584568,0,0,0.002593220338983059,0.0038813559322033765,0,0,0,0
2026-03-05 20:02:32,0.007101694915254306,0.01006813790297978,0.016305361107815382,0.008389972711401846,0,0,0.0037627756402650817,0.00115256190782894,0,0,0,0
2026-03-05 20:03:02,0.010694552727026204,0.011694717038694222,0.024508474576271214,0.011999999999999972,0,0,0.00567796610169493,0.004677966101694912,0,0,0,0
2026-03-05 20:03:32,0.008440534906187989,0.026728813559322002,0.01605057541397608,0.020897950882188508,0,0,0.004864406779661031,0.005593220338983052,0,0,0,0
2026-03-05 20:04:02,0.010711501305040472,0.0192487918054797,0.014084745762711917,0.017575973288588315,0,0,0.003084641198603413,0.002067761563363331,0,0,0,0
2026-03-05 20:04:32,0.012593006898188203,0,0.013033677395298357,0.007050727953763442,0,0,0.002355852343988328,0.0028474093659429677,0,0.30949152542372876,0,0
2026-03-05 20:05:02,0.011339175240258379,0.0009421022443220658,0.0067966101694914615,0.005491432348604228,0,0,0.0015085001440702456,0.0028474576271186615,0,0,0,0
2026-03-05 20:05:32,0.010999813562481886,0.0009321875900408419,0,0.005491432348604228,0,0,0.002101694915254247,0,0,0,0,0
2026-03-05 20:06:02,0.009847290723886088,0.0007796478025796067,0.0014067796610169221,0.0007965966678531575,0,0,0.0017457331231673999,0.0006271080151183714,0,0,0,0
2026-03-05 20:06:32,0.006864406779661036,0.0007796478025796067,0.007033898305084731,0.0007965966678531575,0,0,0.002288058031931117,0.002559322033898302,0,0,0,0
2026-03-05 20:07:02,0.005389830508474539,0.0012711864406780144,0.005627214020576633,0.0068984220071526044,0,0,0.002559322033898302,0.0019322033898305216,0,0,0,0
2026-03-05 20:07:32,0.006576605590114719,0.002423852060274263,0.0029662022441439414,0.009356249364385226,0,0,0.003627241601410224,0.0024068612495338733,0,0,0,0
2026-03-05 20:08:02,0.012864188742563691,0.007881088776651576,0.009932035050253361,0.0024575854646531944,0,0,0.003237233267232771,0.0033219212908036973,0,0,0,0
2026-03-05 20:08:32,0.012999559336971677,0.00672847143365589,0.006965865563879093,0.010355405657339408,0,0,0.002779519685439688,0.0009152232127724528,0,0,0,0
2026-03-05 20:09:02,0.012288135593220364,0.005745860099323815,0.004694994830420872,0.023694915254237222,0,0,0.003915254237288164,0.004000000000000011,0,0,0,0
2026-03-05 20:09:32,0.012779661016949115,0.008932354785674352,0.0054915254237289015,0.013339209139137937,0,0,0.002305084745762759,0.003999932204538917,0,0,0,0
2026-03-05 20:10:02,0.014593220338983122,0.003186386671412269,0.0054915254237289015,0.001542346739885783,0,0,0.0033389264588735645,0.0006779661016949008,0,0,0,0
2026-03-05 20:10:32,0.009805083741172897,0.0025401771350188583,0.006655151391993388,0.0015410407952448069,0,0,0.0025062656641603957,0.000677380569338354,0,0,0,0
