Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-05 19:31:02,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:31:32,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:32:02,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:32:32,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:33:02,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:33:32,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:34:02,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:34:32,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:35:02,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:35:32,0.00017,,0.000381,0.002039,0.000663,
2026-03-05 19:56:02,,,0.000839,,0.001147,
2026-03-05 19:56:32,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:57:02,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:57:32,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:58:02,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:58:32,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:59:02,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 19:59:32,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 20:00:02,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 20:00:32,0.000596,,0.000839,0.000501,0.001147,
2026-03-05 20:01:02,0.000596,,,0.000501,,
2026-03-05 20:15:02,,,0.000478,,0.000327,
2026-03-05 20:15:32,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:16:02,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:16:32,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:17:02,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:17:32,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:18:02,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:18:32,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:19:02,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:19:32,0.000616,,0.000478,0.002696,0.000327,
2026-03-05 20:20:02,0.000616,,,0.002696,,
2026-03-05 20:39:02,,,0.000953,,0.00285,
2026-03-05 20:39:32,,,0.000953,,0.00285,
2026-03-05 20:40:02,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:40:32,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:41:02,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:41:32,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:42:02,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:42:32,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:43:02,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:43:32,0.000992,,0.000953,0.000922,0.00285,
2026-03-05 20:44:02,0.000992,,,0.000922,,
2026-03-05 20:44:32,0.000992,,,0.000922,,
2026-03-05 21:03:32,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:04:02,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:04:32,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:05:02,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:05:32,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:06:02,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:06:32,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:07:02,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:07:32,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:08:02,0.005806,,0.000352,0.001158,0.004394,
2026-03-05 21:26:32,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:27:02,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:27:32,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:28:02,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:28:32,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:29:02,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:29:32,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:30:02,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:30:32,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:31:02,0.001721,,0.000704,0.00091,0.001385,
2026-03-05 21:53:02,0.000602,,0.0006,,0.000536,
2026-03-05 21:53:32,0.000602,,0.0006,0.001062,0.000536,
2026-03-05 21:54:02,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:54:32,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:55:02,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:55:32,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:56:02,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:56:32,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:57:02,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:57:32,0.000602,0.000885,0.0006,0.001062,0.000536,0.000354
2026-03-05 21:58:02,,0.000885,,0.001062,,0.000354
2026-03-05 21:58:32,,0.000885,,0.001062,,0.000354
2026-03-05 22:22:02,0.023426,,0.002539,0.042096,0.008391,
2026-03-05 22:22:32,0.023426,,0.002539,0.042096,0.008391,
2026-03-05 22:23:02,0.023426,,0.002539,0.042096,0.008391,
