Time,Series_B
2026-03-05 19:28:32,7
2026-03-05 19:29:02,7
2026-03-05 19:29:32,7
2026-03-05 19:30:02,7
2026-03-05 19:30:32,7
2026-03-05 19:31:02,7
2026-03-05 19:31:32,7
2026-03-05 19:32:02,7
2026-03-05 19:32:32,7
2026-03-05 19:33:02,5
2026-03-05 19:33:32,7
2026-03-05 19:34:02,10
2026-03-05 19:34:32,10
2026-03-05 19:35:02,10
2026-03-05 19:35:32,10
2026-03-05 19:36:02,10
2026-03-05 19:36:32,10
2026-03-05 19:37:02,10
2026-03-05 19:37:32,10
2026-03-05 19:38:02,10
2026-03-05 19:38:32,10
2026-03-05 19:39:02,10
2026-03-05 19:39:32,12
2026-03-05 19:40:02,12
2026-03-05 19:40:32,12
2026-03-05 19:41:02,12
2026-03-05 19:41:32,11.666666666666666
2026-03-05 19:42:02,12
2026-03-05 19:42:32,12
2026-03-05 19:43:02,12
2026-03-05 19:43:32,11
2026-03-05 19:44:02,17
2026-03-05 19:44:32,15
2026-03-05 19:45:02,17
2026-03-05 19:45:32,17
2026-03-05 19:46:02,14.5
2026-03-05 19:46:32,1
2026-03-05 19:47:02,17
2026-03-05 19:47:32,6.333333333333333
2026-03-05 19:48:02,17
2026-03-05 19:48:32,17
2026-03-05 19:49:02,33
2026-03-05 19:49:32,33
2026-03-05 19:50:02,33
2026-03-05 19:50:32,17
2026-03-05 19:51:02,17
2026-03-05 19:51:32,17
2026-03-05 19:52:02,33
2026-03-05 19:52:32,33
2026-03-05 19:53:02,19.666666666666668
2026-03-05 19:53:32,33
2026-03-05 19:54:02,1
2026-03-05 19:54:32,13
2026-03-05 19:55:02,13
2026-03-05 19:55:32,13
2026-03-05 19:56:02,13
2026-03-05 19:56:32,13
2026-03-05 19:57:02,13
2026-03-05 19:57:32,13
2026-03-05 19:58:02,13
2026-03-05 19:58:32,13
2026-03-05 19:59:02,13
2026-03-05 19:59:32,20.833333333333332
2026-03-05 20:00:02,25
2026-03-05 20:00:32,25
2026-03-05 20:01:02,17
2026-03-05 20:01:32,25
2026-03-05 20:02:02,25
2026-03-05 20:02:32,7
2026-03-05 20:03:02,25
2026-03-05 20:03:32,25
2026-03-05 20:04:02,1
2026-03-05 20:04:32,25.5
2026-03-05 20:05:02,46
2026-03-05 20:05:32,7
2026-03-05 20:06:02,1
2026-03-05 20:06:32,33
2026-03-05 20:07:02,17
2026-03-05 20:07:32,33
2026-03-05 20:08:02,48
2026-03-05 20:08:32,2
2026-03-05 20:09:02,33
2026-03-05 20:09:32,33
2026-03-05 20:10:02,1
2026-03-05 20:10:32,49
2026-03-05 20:11:02,1
2026-03-05 20:11:32,1
2026-03-05 20:12:02,1
2026-03-05 20:12:32,1
2026-03-05 20:13:02,41
2026-03-05 20:13:32,1
2026-03-05 20:14:02,17
2026-03-05 20:14:32,49
2026-03-05 20:15:02,1
2026-03-05 20:15:32,1
2026-03-05 20:16:02,1
2026-03-05 20:16:32,41
2026-03-05 20:17:02,49
2026-03-05 20:17:32,49
2026-03-05 20:18:02,49
2026-03-05 20:18:32,3.6666666666666665
2026-03-05 20:19:02,49
2026-03-05 20:19:32,1
2026-03-05 20:20:02,49
2026-03-05 20:20:32,49
2026-03-05 20:21:02,33
2026-03-05 20:21:32,49
2026-03-05 20:22:02,1
2026-03-05 20:22:32,1
2026-03-05 20:23:02,1
2026-03-05 20:23:32,17
2026-03-05 20:24:02,33
2026-03-05 20:24:32,49
2026-03-05 20:25:02,2
2026-03-05 20:25:32,13
2026-03-05 20:26:02,13
2026-03-05 20:26:32,13
2026-03-05 20:27:02,13
2026-03-05 20:27:32,13
2026-03-05 20:28:02,13
2026-03-05 20:28:32,13
2026-03-05 20:29:02,13
2026-03-05 20:29:32,13
2026-03-05 20:30:02,13
2026-03-05 20:30:32,23.666666666666668
2026-03-05 20:31:02,25
2026-03-05 20:31:32,25
2026-03-05 20:32:02,25
2026-03-05 20:32:32,8
2026-03-05 20:33:02,25
2026-03-05 20:33:32,22
2026-03-05 20:34:02,19
2026-03-05 20:34:32,25
2026-03-05 20:35:02,25
2026-03-05 20:35:32,1.8333333333333333
2026-03-05 20:36:02,13
2026-03-05 20:36:32,13
2026-03-05 20:37:02,13
2026-03-05 20:37:32,13
2026-03-05 20:38:02,13
2026-03-05 20:38:32,13
2026-03-05 20:39:02,13
2026-03-05 20:39:32,13
2026-03-05 20:40:02,11
2026-03-05 20:40:32,13
2026-03-05 20:41:02,13
2026-03-05 20:41:32,25
2026-03-05 20:42:02,18
2026-03-05 20:42:32,18
2026-03-05 20:43:02,25
2026-03-05 20:43:32,11.666666666666666
2026-03-05 20:44:02,9
2026-03-05 20:44:32,21
2026-03-05 20:45:02,21
2026-03-05 20:45:32,9
2026-03-05 20:46:02,1
2026-03-05 20:46:32,13
2026-03-05 20:47:02,13
2026-03-05 20:47:32,13
2026-03-05 20:48:02,13
2026-03-05 20:48:32,13
2026-03-05 20:49:02,13
2026-03-05 20:49:32,13
2026-03-05 20:50:02,9
2026-03-05 20:50:32,13
2026-03-05 20:51:02,13
2026-03-05 20:51:32,5
2026-03-05 20:52:02,5
2026-03-05 20:52:32,25
2026-03-05 20:53:02,25
2026-03-05 20:53:32,25
2026-03-05 20:54:02,25
2026-03-05 20:54:32,17
2026-03-05 20:55:02,17
2026-03-05 20:55:32,25
2026-03-05 20:56:02,25
2026-03-05 20:56:32,1
2026-03-05 20:57:02,1
2026-03-05 20:57:32,13
2026-03-05 20:58:02,13
2026-03-05 20:58:32,13
2026-03-05 20:59:02,7
2026-03-05 20:59:32,11
2026-03-05 21:00:02,11
2026-03-05 21:00:32,13
2026-03-05 21:01:02,11
2026-03-05 21:01:32,13
2026-03-05 21:02:02,20.666666666666668
2026-03-05 21:02:32,17
2026-03-05 21:03:02,16.5
2026-03-05 21:03:32,17
2026-03-05 21:04:02,17
2026-03-05 21:04:32,17
2026-03-05 21:05:02,1
2026-03-05 21:05:32,1
2026-03-05 21:06:02,17
2026-03-05 21:06:32,5
2026-03-05 21:07:02,17
2026-03-05 21:07:32,1
2026-03-05 21:08:02,13
2026-03-05 21:08:32,13
2026-03-05 21:09:02,13
2026-03-05 21:09:32,13
2026-03-05 21:10:02,13
2026-03-05 21:10:32,13
2026-03-05 21:11:02,13
2026-03-05 21:11:32,1
2026-03-05 21:12:02,13
2026-03-05 21:12:32,13
2026-03-05 21:13:02,13
2026-03-05 21:13:32,24.333333333333332
2026-03-05 21:14:02,25
2026-03-05 21:14:32,21.666666666666668
2026-03-05 21:15:02,21
2026-03-05 21:15:32,5
2026-03-05 21:16:02,21
2026-03-05 21:16:32,11.666666666666666
2026-03-05 21:17:02,25
2026-03-05 21:17:32,25
2026-03-05 21:18:02,25
2026-03-05 21:18:32,26
2026-03-05 21:19:02,25
2026-03-05 21:19:32,13
2026-03-05 21:20:02,13
2026-03-05 21:20:32,13
2026-03-05 21:21:02,13
2026-03-05 21:21:32,13
2026-03-05 21:22:02,13
2026-03-05 21:22:32,13
2026-03-05 21:23:02,13
2026-03-05 21:23:32,13
2026-03-05 21:24:02,13
2026-03-05 21:24:32,21
2026-03-05 21:25:02,17
2026-03-05 21:25:32,17
2026-03-05 21:26:02,17
2026-03-05 21:26:32,21
2026-03-05 21:27:02,21
2026-03-05 21:27:32,21
2026-03-05 21:28:02,17
2026-03-05 21:28:32,25
2026-03-05 21:29:02,9
2026-03-05 21:29:32,2
2026-03-05 21:30:02,13
2026-03-05 21:30:32,13
2026-03-05 21:31:02,13
2026-03-05 21:31:32,13
2026-03-05 21:32:02,13
2026-03-05 21:32:32,13
2026-03-05 21:33:02,13
2026-03-05 21:33:32,13
2026-03-05 21:34:02,13
2026-03-05 21:34:32,13
2026-03-05 21:35:02,13
2026-03-05 21:35:32,13
2026-03-05 21:36:02,17
2026-03-05 21:36:32,17
2026-03-05 21:37:02,17
2026-03-05 21:37:32,25
2026-03-05 21:38:02,25
2026-03-05 21:38:32,25
2026-03-05 21:39:02,25
2026-03-05 21:39:32,25
2026-03-05 21:40:02,25
2026-03-05 21:40:32,13
2026-03-05 21:41:02,13
2026-03-05 21:41:32,13
2026-03-05 21:42:02,13
2026-03-05 21:42:32,13
2026-03-05 21:43:02,12.666666666666666
2026-03-05 21:43:32,13
2026-03-05 21:44:02,6
2026-03-05 21:44:32,9
2026-03-05 21:45:02,13
2026-03-05 21:45:32,1
2026-03-05 21:46:02,1
2026-03-05 21:46:32,25
2026-03-05 21:47:02,13
2026-03-05 21:47:32,12
2026-03-05 21:48:02,13
2026-03-05 21:48:32,25
2026-03-05 21:49:02,25
2026-03-05 21:49:32,25
2026-03-05 21:50:02,25
2026-03-05 21:50:32,25
2026-03-05 21:51:02,25
2026-03-05 21:51:32,18
2026-03-05 21:52:02,1
2026-03-05 21:52:32,13
2026-03-05 21:53:02,13
2026-03-05 21:53:32,13
2026-03-05 21:54:02,13
2026-03-05 21:54:32,13
2026-03-05 21:55:02,13
2026-03-05 21:55:32,13
2026-03-05 21:56:02,13
2026-03-05 21:56:32,8
2026-03-05 21:57:02,10.5
2026-03-05 21:57:32,17
2026-03-05 21:58:02,17
2026-03-05 21:58:32,23
2026-03-05 21:59:02,25
2026-03-05 21:59:32,24
2026-03-05 22:00:02,12.666666666666666
2026-03-05 22:00:32,25
2026-03-05 22:01:02,9
2026-03-05 22:01:32,9
2026-03-05 22:02:02,5
2026-03-05 22:02:32,13
2026-03-05 22:03:02,13
2026-03-05 22:03:32,13
2026-03-05 22:04:02,13
2026-03-05 22:04:32,13
2026-03-05 22:05:02,13
2026-03-05 22:05:32,13
2026-03-05 22:06:02,13
2026-03-05 22:06:32,13
2026-03-05 22:07:02,13
2026-03-05 22:07:32,1
2026-03-05 22:08:02,17
2026-03-05 22:08:32,25
2026-03-05 22:09:02,17
2026-03-05 22:09:32,17
2026-03-05 22:10:02,17
2026-03-05 22:10:32,25
2026-03-05 22:11:02,25
2026-03-05 22:11:32,25
2026-03-05 22:12:02,25
2026-03-05 22:12:32,9
2026-03-05 22:13:02,9
2026-03-05 22:13:32,1
2026-03-05 22:14:02,1
2026-03-05 22:14:32,1
2026-03-05 22:15:02,13
2026-03-05 22:15:32,13
2026-03-05 22:16:02,13
2026-03-05 22:16:32,13
2026-03-05 22:17:02,13
2026-03-05 22:17:32,13
2026-03-05 22:18:02,13
2026-03-05 22:18:32,13
2026-03-05 22:19:02,13
2026-03-05 22:19:32,17
2026-03-05 22:20:02,25
2026-03-05 22:20:32,25
2026-03-05 22:21:02,9
2026-03-05 22:21:32,9
2026-03-05 22:22:02,25
2026-03-05 22:22:32,25
2026-03-05 22:23:02,17
2026-03-05 22:23:32,21
2026-03-05 22:24:02,9
2026-03-05 22:24:32,13
2026-03-05 22:25:02,13
2026-03-05 22:25:32,13
2026-03-05 22:26:02,13
2026-03-05 22:26:32,13
2026-03-05 22:27:02,13
2026-03-05 22:27:32,13
2026-03-05 22:28:02,13
2026-03-05 22:28:32,13
