Time,"exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-18 14:23:16,0,0,0,0
2026-03-18 14:23:46,0,0,0,0
2026-03-18 14:24:16,0,0,0,0
2026-03-18 14:24:46,0,0,0,0
2026-03-18 14:25:16,0,0,0,0
2026-03-18 14:25:46,0,0,0,0
2026-03-18 14:26:16,0,0,0,0
2026-03-18 14:26:46,0,0,0,0
2026-03-18 14:27:16,0,0,0,0
2026-03-18 14:27:46,0,0,0,0
2026-03-18 14:28:16,0,0,0,0
2026-03-18 14:28:46,0,0,0,0
2026-03-18 14:29:16,0,0,0,0
2026-03-18 14:29:46,0,0,0,0
2026-03-18 14:30:16,0,0,0,0
2026-03-18 14:30:46,0,0,0,0
2026-03-18 14:31:16,0,0,0,0
2026-03-18 14:31:46,0,0,0,0
2026-03-18 14:32:16,0,0,0,0
2026-03-18 14:32:46,0,0,0,0
2026-03-18 14:33:16,0,0,0,0
2026-03-18 14:33:46,0,0,0,0
2026-03-18 14:34:16,0,0,0,0
2026-03-18 14:34:46,0,0,0,0
2026-03-18 14:35:16,0,0,0,0
2026-03-18 14:35:46,0,0,0,0
2026-03-18 14:36:16,0,0,0,0
2026-03-18 14:36:46,0,0,0,0
2026-03-18 14:37:16,0,0,0,0
2026-03-18 14:37:46,0,0,0,0
2026-03-18 14:38:16,0,0,0,0
2026-03-18 14:38:46,0,0,0,0
2026-03-18 14:39:16,0,0,0,0
2026-03-18 14:39:46,0,0,0,0
2026-03-18 14:40:16,0,0,0,0
2026-03-18 14:40:46,0,0,0,0
2026-03-18 14:41:16,0,0,0,0
2026-03-18 14:41:46,0,0,0,0
2026-03-18 14:42:16,0,0,0,0
2026-03-18 14:42:46,0,0,0,0
2026-03-18 14:43:16,0,0,0,0
2026-03-18 14:43:46,0,0,0,0
2026-03-18 14:44:16,0,0,0,0
2026-03-18 14:44:46,0,0,0,0
2026-03-18 14:45:16,0,0,0,0
2026-03-18 14:45:46,0,0,0,0
2026-03-18 14:46:16,0,0,0,0
2026-03-18 14:46:46,0,0,0,0
2026-03-18 14:47:16,0,0,0,0
2026-03-18 14:47:46,0,0,0,0
2026-03-18 14:48:16,0,0,0,0
2026-03-18 14:48:46,0,0,0,0
2026-03-18 14:49:16,0,0,0,0
2026-03-18 14:49:46,0,0,0,0
2026-03-18 14:50:16,0,0,0,0
2026-03-18 14:50:46,0,0,0,0
2026-03-18 14:51:16,0,0,0,0
2026-03-18 14:51:46,0,0,0,0
2026-03-18 14:52:16,0,0,0,0
2026-03-18 14:52:46,0,0,0,0
2026-03-18 14:53:16,0,0,0,0
2026-03-18 14:53:46,0,0,0,0
2026-03-18 14:54:16,0,0,0,0
2026-03-18 14:54:46,0,0,0,0
2026-03-18 14:55:16,0,0,0,0
2026-03-18 14:55:46,0,0,0,0
2026-03-18 14:56:16,0,0,0,0
2026-03-18 14:56:46,0,0,0,0
2026-03-18 14:57:16,0,0,0,0
2026-03-18 14:57:46,0,0,0,0
2026-03-18 14:58:16,0,0,0,0
2026-03-18 14:58:46,0,0,0,0
2026-03-18 14:59:16,0,0,0,0
2026-03-18 14:59:46,0,0,0,0
2026-03-18 15:00:16,0,0,0,0
2026-03-18 15:00:46,0,0,0,0
2026-03-18 15:01:16,0,0,0,0
2026-03-18 15:01:46,0,0,0,0
2026-03-18 15:02:16,0,0,0,0
2026-03-18 15:02:46,0,0,0,0
2026-03-18 15:03:16,0,0,0,0
2026-03-18 15:03:46,0,0,0,0
2026-03-18 15:04:16,0,0,0,0
2026-03-18 15:04:46,0,0,0,0
2026-03-18 15:05:16,0,0,0,0
2026-03-18 15:05:46,0,0,0,0
2026-03-18 15:06:16,0,0,0,0
2026-03-18 15:06:46,0,0,0,0
2026-03-18 15:07:16,0,0,0,0
2026-03-18 15:07:46,0,0,0,0
2026-03-18 15:08:16,0,0,0,0
2026-03-18 15:08:46,0,0,0,0
2026-03-18 15:09:16,0,0,0,0
2026-03-18 15:09:46,0,0,0,0
2026-03-18 15:10:16,0,0,0,0
2026-03-18 15:10:46,0,0,0,0
2026-03-18 15:11:16,0,0,0,0
2026-03-18 15:11:46,0,0,0,0
2026-03-18 15:12:16,0,0,0,0
2026-03-18 15:12:46,0,0,0,0
2026-03-18 15:13:16,0,0,0,0
2026-03-18 15:13:46,0,0,0,0
2026-03-18 15:14:16,0,0,0,0
2026-03-18 15:14:46,0,0,0,0
2026-03-18 15:15:16,0,0,0,0
2026-03-18 15:15:46,0,0,0,0
2026-03-18 15:16:16,0,0,0,0
2026-03-18 15:16:46,0,0,0,0
2026-03-18 15:17:16,0,0,0,0
2026-03-18 15:17:46,0,0,0,0
2026-03-18 15:18:16,0,0,0,0
2026-03-18 15:18:46,0,0,0,0
2026-03-18 15:19:16,0,0,0,0
2026-03-18 15:19:46,0,0,0,0
2026-03-18 15:20:16,0,0,0,0
2026-03-18 15:20:46,0,0,0,0
2026-03-18 15:21:16,0,0,0,0
2026-03-18 15:21:46,0,0,0,0
2026-03-18 15:22:16,0,0,0,0
2026-03-18 15:22:46,0,0,0,0
2026-03-18 15:23:16,0,0,0,0
2026-03-18 15:23:46,0,0,0,0
2026-03-18 15:24:16,0,0,0,0
2026-03-18 15:24:46,0,0,0,0
2026-03-18 15:25:16,0,0,0,0
2026-03-18 15:25:46,0,0,0,0
2026-03-18 15:26:16,0,0,0,0
2026-03-18 15:26:46,0,0,0,0
2026-03-18 15:27:16,0,0,0,0
2026-03-18 15:27:46,0,0,0,0
2026-03-18 15:28:16,0,0,0,0
2026-03-18 15:28:46,0,0,0,0
2026-03-18 15:29:16,0,0,0,0
2026-03-18 15:29:46,0,0,0,0
2026-03-18 15:30:16,0,0,0,0
2026-03-18 15:30:46,0,0,0,0
2026-03-18 15:31:16,0,0,0,0
2026-03-18 15:31:46,0,0,0,0
2026-03-18 15:32:16,0,0,0,0
2026-03-18 15:32:46,0,0,0,0
2026-03-18 15:33:16,0,0,0,0
2026-03-18 15:33:46,0,0,0,0
