Time,"__name__=""dockerstats_memory_usage_bytes"",id=""09ebf7e7d250"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""134e56fd1342"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""631f11f139a9"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""d3194ca29113"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1"""
2026-03-18 14:04:16,2675699712,4415397888,4554321920,2751549440
2026-03-18 14:04:46,2696011776,4480262144,4495863808,2771456000
2026-03-18 14:05:16,2708930560,4459765760,4485402624,2784641024
2026-03-18 14:05:46,2717712384,4464541696,4479311872,2793435136
2026-03-18 14:06:16,2726559744,4441686016,4466823168,2802388992
2026-03-18 14:06:46,2730958848,4466814976,4488986624,2806812672
2026-03-18 14:07:16,2730999808,4473274368,4494512128,2806849536
2026-03-18 14:07:46,2735259648,4477636608,4502646784,2811105280
2026-03-18 14:08:16,2735431680,4488417280,4511375360,2811260928
2026-03-18 14:08:46,2632577024,4502925312,4528033792,2815750144
2026-03-18 14:09:16,2641571840,4424630272,4557643776,2717433856
2026-03-18 14:09:46,2659520512,4468539392,4493545472,2735669248
2026-03-18 14:10:16,2668556288,4496154624,4518567936,2744438784
2026-03-18 14:10:46,2686783488,4424531968,4557598720,2762395648
2026-03-18 14:11:16,2691031040,4445052928,4470796288,2766909440
2026-03-18 14:11:46,2704510976,4479664128,4500783104,2780397568
2026-03-18 14:12:16,2704572416,4491264000,4515237888,2780438528
2026-03-18 14:12:46,2718097408,4422279168,4550664192,2793902080
2026-03-18 14:13:16,2731585536,4469145600,4486930432,2807541760
2026-03-18 14:13:46,2736078848,4491247616,4509343744,2812026880
2026-03-18 14:14:16,2633482240,4411666432,4537614336,2816610304
2026-03-18 14:14:46,2637971456,4435968000,4562030592,2713083904
2026-03-18 14:15:16,2647146496,4473372672,4491976704,2722459648
2026-03-18 14:15:46,2656133120,4506710016,4525191168,2731450368
2026-03-18 14:16:16,2656165888,4418318336,4549423104,2732331008
2026-03-18 14:16:46,2678620160,4473892864,4492574720,2754949120
2026-03-18 14:17:16,2683138048,4497866752,4516610048,2759540736
2026-03-18 14:17:46,2692177920,4432523264,4559568896,2768539648
2026-03-18 14:18:16,2701180928,4489498624,4504686592,2777698304
2026-03-18 14:18:46,2719297536,4435673088,4562305024,2795671552
2026-03-18 14:19:16,2723811328,4478775296,4498579456,2800209920
2026-03-18 14:19:46,2728337408,4417679360,4538400768,2804887552
2026-03-18 14:20:16,2643787776,4485767168,4503949312,2720124928
2026-03-18 14:20:46,2643791872,4516851712,4534763520,2720153600
2026-03-18 14:21:16,2657398784,4470296576,4486496256,2733928448
2026-03-18 14:21:46,2666680320,4514328576,4532961280,2742939648
2026-03-18 14:22:16,2671185920,4450811904,4469354496,2747600896
2026-03-18 14:22:46,2684628992,4430901248,4557385728,2761269248
2026-03-18 14:23:16,2693890048,4514643968,4533559296,2770280448
2026-03-18 14:23:46,2693959680,4468916224,4487860224,2770305024
2026-03-18 14:24:16,2710585344,4452446208,4476866560,2787385344
2026-03-18 14:24:46,2720841728,4429893632,4558262272,2797457408
2026-03-18 14:25:16,2729758720,4512710656,4528939008,2805723136
2026-03-18 14:25:46,2743848960,4494282752,4514263040,2820268032
2026-03-18 14:26:16,2743910400,4451041280,4471128064,2820341760
2026-03-18 14:26:46,2646216704,4418031616,4545908736,2721783808
2026-03-18 14:27:16,2655191040,4494159872,4516315136,2731257856
2026-03-18 14:27:46,2667532288,4514246656,4539179008,2740240384
2026-03-18 14:28:16,2684612608,4461494272,4481110016,2758750208
2026-03-18 14:28:46,2693898240,4485509120,4506083328,2768285696
2026-03-18 14:29:16,2702905344,4514865152,4532080640,2777612288
2026-03-18 14:29:46,2711969792,4439814144,4561551360,2786680832
2026-03-18 14:30:16,2725642240,4463329280,4480217088,2800095232
2026-03-18 14:30:46,2738982912,4490104832,4504768512,2813603840
2026-03-18 14:31:16,2649403392,4508340224,4527284224,2723897344
2026-03-18 14:31:46,2660622336,4514304000,4519735296,2735124480
2026-03-18 14:32:16,2669551616,4436234240,4550635520,2744111104
2026-03-18 14:32:46,2678427648,4460351488,4577681408,2753052672
2026-03-18 14:33:16,2687311872,4495781888,4502843392,2761908224
2026-03-18 14:33:46,2708774912,4534214656,4529332224,2783870976
2026-03-18 14:34:16,2722598912,4525899776,4526845952,2797244416
2026-03-18 14:34:46,2726850560,4466470912,4579102720,2801496064
2026-03-18 14:35:16,2733301760,4482318336,4590620672,2807959552
2026-03-18 14:35:46,2737700864,4512411648,4513652736,2812375040
2026-03-18 14:36:16,2742173696,4444016640,4553154560,2816815104
2026-03-18 14:36:46,2647449600,4490514432,4602220544,2722914304
2026-03-18 14:37:16,2651897856,4528934912,4532830208,2729582592
2026-03-18 14:37:46,2667745280,4446412800,4556849152,2745397248
2026-03-18 14:38:16,2667515904,4462321664,4572954624,2745204736
2026-03-18 14:38:46,2676486144,4483633152,4594053120,2754179072
2026-03-18 14:39:16,2689970176,4521869312,4520603648,2767667200
2026-03-18 14:39:46,2694537216,4538458112,4537516032,2772217856
2026-03-18 14:40:16,2712915968,4473528320,4580225024,2790342656
2026-03-18 14:40:46,2721898496,4495806464,4601307136,2799337472
2026-03-18 14:41:16,2721931264,4507402240,4505341952,2799480832
2026-03-18 14:41:46,2730917888,4532977664,4530950144,2808524800
2026-03-18 14:42:16,2739920896,4458393600,4560367616,2817011712
2026-03-18 14:42:46,2654818304,4502605824,4507148288,2730864640
2026-03-18 14:43:16,2668453888,4544974848,4542816256,2744356864
2026-03-18 14:43:46,2677432320,4466446336,4571602944,2753339392
2026-03-18 14:44:16,2681946112,4494712832,4599861248,2757861376
2026-03-18 14:44:46,2690924544,4528005120,4525326336,2766831616
2026-03-18 14:45:16,2709073920,4471078912,4575977472,2784837632
2026-03-18 14:45:46,2715807744,4497530880,4501450752,2791817216
2026-03-18 14:46:16,2736197632,4451786752,4556541952,2811932672
2026-03-18 14:46:46,2745470976,4480659456,4585734144,2821091328
2026-03-18 14:47:16,2654105600,4530597888,4528300032,2731339776
2026-03-18 14:47:46,2659127296,4547313664,4544352256,2736242688
2026-03-18 14:48:16,2676854784,4498993152,4604837888,2753941504
2026-03-18 14:48:46,2681831424,4536692736,4533784576,2758705152
2026-03-18 14:49:16,2686357504,4472913920,4577320960,2763231232
2026-03-18 14:49:46,2695327744,4521418752,4517801984,2772209664
2026-03-18 14:50:16,2706497536,4469891072,4570415104,2783731712
2026-03-18 14:50:46,2709454848,4500602880,4608278528,2786287616
2026-03-18 14:51:16,2714234880,4553441280,4544294912,2790547456
2026-03-18 14:51:46,2727444480,4489969664,4597379072,2804011008
2026-03-18 14:52:16,2732281856,4533661696,4533886976,2808532992
2026-03-18 14:52:46,2745741312,4478935040,4586979328,2821996544
2026-03-18 14:53:16,2745778176,4543889408,4543365120,2822037504
2026-03-18 14:53:46,2750562304,4509175808,4505796608,2826522624
2026-03-18 14:54:16,2652221440,4493488128,4590452736,2728906752
2026-03-18 14:54:46,2669252608,4466192384,4574609408,2745868288
2026-03-18 14:55:16,2687627264,4460314624,4568788992,2763804672
2026-03-18 14:55:46,2701045760,4548542464,4548636672,2779324416
2026-03-18 14:56:16,2705551360,4515176448,4512837632,2783825920
2026-03-18 14:56:46,2707722240,4469665792,4577284096,2783838208
2026-03-18 14:57:16,2721460224,4562595840,4561657856,2797273088
2026-03-18 14:57:46,2739347456,4551110656,4542779392,2815139840
2026-03-18 14:58:16,2753089536,4483362816,4566478848,2828881920
2026-03-18 14:58:46,2654937088,4482412544,4587020288,2837835776
2026-03-18 14:59:16,2661908480,4493922304,4611305472,2737909760
2026-03-18 14:59:46,2663927808,4518354944,4628221952,2739585024
2026-03-18 15:00:16,2672893952,4548534272,4546641920,2748628992
2026-03-18 15:00:46,2677358592,4565331968,4565286912,2753114112
2026-03-18 15:01:16,2695806976,4491509760,4597088256,2770956288
2026-03-18 15:01:46,2714353664,4515414016,4619976704,2789670912
2026-03-18 15:02:16,2731393024,4560912384,4562087936,2806648832
2026-03-18 15:02:46,2744799232,4508528640,4607389696,2820104192
2026-03-18 15:03:16,2758135808,4562419712,4554670080,2833440768
2026-03-18 15:03:46,2758225920,4496211968,4595916800,2833498112
2026-03-18 15:04:16,2668961792,4550770688,4550053888,2744270848
2026-03-18 15:04:46,2686840832,4497489920,4600983552,2761793536
2026-03-18 15:05:16,2686906368,4539940864,4539666432,2761977856
2026-03-18 15:05:46,2691641344,4584120320,4583522304,2766721024
2026-03-18 15:06:16,2709237760,4536889344,4644564992,2786426880
2026-03-18 15:06:46,2720403456,4589289472,4592934912,2795343872
2026-03-18 15:07:16,2729259008,4531531776,4649066496,2804150272
2026-03-18 15:07:46,2751455232,4580089856,4594151424,2824114176
2026-03-18 15:08:16,2763091968,4527407104,4646014976,2838487040
2026-03-18 15:08:46,2658729984,4566536192,4578525184,2841448448
2026-03-18 15:09:16,2681200640,4589359104,4598362112,2756202496
2026-03-18 15:09:46,2690277376,4498579456,4614946816,2765176832
2026-03-18 15:10:16,2694803456,4510912512,4630552576,2769694720
2026-03-18 15:10:46,2708291584,4541005824,4652748800,2783232000
2026-03-18 15:11:16,2712903680,4561567744,4565897216,2787749888
2026-03-18 15:11:46,2726359040,4591620096,4596015104,2801205248
2026-03-18 15:12:16,2730868736,4500488192,4612661248,2805817344
2026-03-18 15:12:46,2744471552,4530589696,4642832384,2819268608
2026-03-18 15:13:16,2748977152,4547219456,4659777536,2823790592
2026-03-18 15:13:46,2753470464,4576792576,4573839360,2828406784
2026-03-18 15:14:16,2663579648,4507959296,4620804096,2738360320
2026-03-18 15:14:46,2677067776,4543877120,4656611328,2751991808
2026-03-18 15:15:16,2686062592,4566355968,4569714688,2760990720
2026-03-18 15:15:46,2695200768,4595113984,4598505472,2769973248
2026-03-18 15:16:16,2708721664,4531777536,4640112640,2783625216
2026-03-18 15:16:46,2722340864,4570677248,4575064064,2797096960
2026-03-18 15:17:16,2738098176,4603969536,4607967232,2810662912
2026-03-18 15:17:46,2756227072,4525031424,4640018432,2828767232
2026-03-18 15:18:16,2760732672,4543987712,4655816704,2833293312
2026-03-18 15:18:46,2661662720,4591738880,4595392512,2842562560
2026-03-18 15:19:16,2666180608,4527644672,4638892032,2739044352
2026-03-18 15:19:46,2670878720,4567281664,4570935296,2743562240
2026-03-18 15:20:16,2679943168,4512313344,4622876672,2752622592
2026-03-18 15:20:46,2688851968,4559884288,4564750336,2761744384
2026-03-18 15:21:16,2689687552,4603359232,4604035072,2766295040
2026-03-18 15:21:46,2702630912,4544798720,4656910336,2775281664
2026-03-18 15:22:16,2716114944,4605460480,4610834432,2788995072
2026-03-18 15:22:46,2725380096,4544147456,4659384320,2798276608
2026-03-18 15:23:16,2734645248,4592721920,4607754240,2807283712
2026-03-18 15:23:46,2743615488,4556390400,4671299584,2816471040
2026-03-18 15:24:16,2748129280,4517838848,4636798976,2820984832
2026-03-18 15:24:46,2757394432,4600844288,4607074304,2829946880
2026-03-18 15:25:16,2766356480,4576337920,4581892096,2839273472
2026-03-18 15:25:46,2667003904,4544307200,4657512448,2740649984
2026-03-18 15:26:16,2676396032,4519301120,4632739840,2749624320
2026-03-18 15:26:46,2685337600,4597669888,4598992896,2759077888
2026-03-18 15:27:16,2698772480,4576608256,4582318080,2772504576
2026-03-18 15:27:46,2703708160,4540502016,4647604224,2776985600
2026-03-18 15:28:16,2717138944,4516585472,4633542656,2791088128
2026-03-18 15:28:46,2736197632,4540067840,4658065408,2809323520
2026-03-18 15:29:16,2758537216,4594614272,4607959040,2832138240
2026-03-18 15:29:46,2762993664,4614299648,4628525056,2836623360
2026-03-18 15:30:16,2664513536,4532944896,4655599616,2845896704
2026-03-18 15:30:46,2676719616,4560900096,4681564160,2750173184
2026-03-18 15:31:16,2687160320,4584464384,4604850176,2762772480
2026-03-18 15:31:46,2704687104,4612001792,4629909504,2780577792
2026-03-18 15:32:16,2709180416,4522721280,4657504256,2785124352
2026-03-18 15:32:46,2731884544,4534431744,4660613120,2807623680
2026-03-18 15:33:16,2745253888,4559454208,4688629760,2821382144
2026-03-18 15:33:46,2749829120,4573642752,4597166080,2825891840
