Time,"job=""promtail"""
2026-03-18 13:33:46,12.5
2026-03-18 13:34:16,3.125
2026-03-18 13:34:46,25
2026-03-18 13:35:16,25
2026-03-18 13:35:46,25
2026-03-18 13:36:16,25
2026-03-18 13:36:46,22.65625
2026-03-18 13:37:16,25
2026-03-18 13:37:46,25
2026-03-18 13:38:16,25
2026-03-18 13:38:46,25
2026-03-18 13:39:16,25
2026-03-18 13:39:46,25
2026-03-18 13:40:16,25
2026-03-18 13:40:46,25
2026-03-18 13:41:16,25
2026-03-18 13:41:46,25
2026-03-18 13:42:16,25
2026-03-18 13:42:46,25
2026-03-18 13:43:16,25
2026-03-18 13:43:46,25
2026-03-18 13:44:16,25
2026-03-18 13:44:46,25
2026-03-18 13:45:16,0
2026-03-18 13:45:46,25
2026-03-18 13:46:16,25
2026-03-18 13:46:46,0
2026-03-18 13:47:16,0
2026-03-18 13:47:46,25
2026-03-18 13:48:16,0
2026-03-18 13:48:46,25
2026-03-18 13:49:16,25
2026-03-18 13:49:46,25
2026-03-18 13:50:16,25
2026-03-18 13:50:46,25
2026-03-18 13:51:16,25
2026-03-18 13:51:46,25
2026-03-18 13:52:16,25
2026-03-18 13:52:46,25
2026-03-18 13:53:16,25
2026-03-18 13:53:46,25
2026-03-18 13:54:16,0
2026-03-18 13:54:46,25
2026-03-18 13:55:16,25
2026-03-18 13:55:46,25
2026-03-18 13:56:16,25
2026-03-18 13:56:46,25
2026-03-18 13:57:16,25
2026-03-18 13:57:46,25
2026-03-18 13:58:16,25
2026-03-18 13:58:46,25
2026-03-18 13:59:16,25
2026-03-18 13:59:46,25
2026-03-18 14:00:16,25
2026-03-18 14:00:46,25
2026-03-18 14:01:16,25
2026-03-18 14:01:46,25
2026-03-18 14:02:16,25
2026-03-18 14:02:46,0
2026-03-18 14:03:16,25
2026-03-18 14:03:46,25
2026-03-18 14:04:16,25
2026-03-18 14:04:46,25
2026-03-18 14:05:16,0
2026-03-18 14:05:46,0
2026-03-18 14:06:16,25
2026-03-18 14:06:46,25
2026-03-18 14:07:16,24.453174
2026-03-18 14:07:46,24.453174
2026-03-18 14:08:16,25
2026-03-18 14:08:46,25
2026-03-18 14:09:16,25
2026-03-18 14:09:46,25
2026-03-18 14:10:16,25
2026-03-18 14:10:46,25
2026-03-18 14:11:16,25
2026-03-18 14:11:46,25
2026-03-18 14:12:16,25
2026-03-18 14:12:46,25
2026-03-18 14:13:16,25
2026-03-18 14:13:46,25
2026-03-18 14:14:16,25
2026-03-18 14:14:46,25
2026-03-18 14:15:16,25
2026-03-18 14:15:46,25
2026-03-18 14:16:16,25
2026-03-18 14:16:46,25
2026-03-18 14:17:16,25
2026-03-18 14:17:46,25
2026-03-18 14:18:16,25
2026-03-18 14:18:46,25
2026-03-18 14:19:16,25
2026-03-18 14:19:46,25
2026-03-18 14:20:16,25
2026-03-18 14:20:46,25
2026-03-18 14:21:16,25
2026-03-18 14:21:46,25
2026-03-18 14:22:16,25
2026-03-18 14:22:46,25
2026-03-18 14:23:16,25
2026-03-18 14:23:46,25
2026-03-18 14:24:16,25
2026-03-18 14:24:46,25
2026-03-18 14:25:16,25
2026-03-18 14:25:46,25
2026-03-18 14:26:16,25
2026-03-18 14:26:46,25
2026-03-18 14:27:16,25
2026-03-18 14:27:46,25
2026-03-18 14:28:16,25
2026-03-18 14:28:46,25
2026-03-18 14:29:16,25
2026-03-18 14:29:46,25
2026-03-18 14:30:16,25
2026-03-18 14:30:46,25
2026-03-18 14:31:16,12.5
