Time,"__name__=""rsk_txpool_pending_transactions"",instance=""rsk-rpc-exporter:9090"",job=""rsk-rpc-exporter"",node=""rskj-miner1"""
2026-03-18 13:33:46,0
2026-03-18 13:34:16,40
2026-03-18 13:34:46,96
2026-03-18 13:35:16,96
2026-03-18 13:35:46,292
2026-03-18 13:36:16,97
2026-03-18 13:36:46,1
2026-03-18 13:37:16,2
2026-03-18 13:37:46,2
2026-03-18 13:38:16,2
2026-03-18 13:38:46,3
2026-03-18 13:39:16,4
2026-03-18 13:39:46,4
2026-03-18 13:40:16,2
2026-03-18 13:40:46,3
2026-03-18 13:41:16,4
2026-03-18 13:41:46,2
2026-03-18 13:42:16,2
2026-03-18 13:42:46,4
2026-03-18 13:43:16,8
2026-03-18 13:43:46,8
2026-03-18 13:44:16,4
2026-03-18 13:44:46,0
2026-03-18 13:45:16,2
2026-03-18 13:45:46,4
2026-03-18 13:46:16,2
2026-03-18 13:46:46,0
2026-03-18 13:47:16,0
2026-03-18 13:47:46,0
2026-03-18 13:48:16,4
2026-03-18 13:48:46,8
2026-03-18 13:49:16,8
2026-03-18 13:49:46,4
2026-03-18 13:50:16,8
2026-03-18 13:50:46,0
2026-03-18 13:51:16,0
2026-03-18 13:51:46,6
2026-03-18 13:52:16,0
2026-03-18 13:52:46,8
2026-03-18 13:53:16,0
2026-03-18 13:53:46,0
2026-03-18 13:54:16,22
2026-03-18 13:54:46,22
2026-03-18 13:55:16,8
2026-03-18 13:55:46,22
2026-03-18 13:56:16,36
2026-03-18 13:56:46,64
2026-03-18 13:57:16,80
2026-03-18 13:57:46,96
2026-03-18 13:58:16,100
2026-03-18 13:58:46,22
2026-03-18 13:59:16,50
2026-03-18 13:59:46,72
2026-03-18 14:00:16,50
2026-03-18 14:00:46,22
2026-03-18 14:01:16,22
2026-03-18 14:01:46,50
2026-03-18 14:02:16,50
2026-03-18 14:02:46,50
2026-03-18 14:03:16,100
2026-03-18 14:03:46,100
2026-03-18 14:04:16,100
2026-03-18 14:04:46,50
2026-03-18 14:05:16,50
2026-03-18 14:05:46,50
2026-03-18 14:06:16,50
2026-03-18 14:06:46,50
2026-03-18 14:07:16,2
2026-03-18 14:07:46,4
2026-03-18 14:08:16,4
2026-03-18 14:08:46,6
2026-03-18 14:09:16,5
2026-03-18 14:09:46,3
2026-03-18 14:10:16,3
2026-03-18 14:10:46,4
2026-03-18 14:11:16,4
2026-03-18 14:11:46,5
2026-03-18 14:12:16,7
2026-03-18 14:12:46,8
2026-03-18 14:13:16,5
2026-03-18 14:13:46,7
2026-03-18 14:14:16,17
2026-03-18 14:14:46,19
2026-03-18 14:15:16,16
2026-03-18 14:15:46,16
2026-03-18 14:16:16,18
2026-03-18 14:16:46,16
2026-03-18 14:17:16,20
2026-03-18 14:17:46,34
2026-03-18 14:18:16,33
2026-03-18 14:18:46,38
2026-03-18 14:19:16,49
2026-03-18 14:19:46,51
2026-03-18 14:20:16,50
2026-03-18 14:20:46,64
2026-03-18 14:21:16,54
2026-03-18 14:21:46,64
2026-03-18 14:22:16,68
2026-03-18 14:22:46,66
2026-03-18 14:23:16,82
2026-03-18 14:23:46,86
2026-03-18 14:24:16,64
2026-03-18 14:24:46,64
2026-03-18 14:25:16,40
2026-03-18 14:25:46,40
2026-03-18 14:26:16,54
2026-03-18 14:26:46,82
2026-03-18 14:27:16,96
2026-03-18 14:27:46,112
2026-03-18 14:28:16,105
2026-03-18 14:28:46,104
2026-03-18 14:29:16,114
2026-03-18 14:29:46,118
2026-03-18 14:30:16,86
2026-03-18 14:30:46,64
2026-03-18 14:31:16,0
2026-03-18 14:31:46,50
2026-03-18 14:32:16,100
