Time,"exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","exported_name=""BLOCKCHAIN_FLUSH"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-16 19:22:54,0,0,0,0
2026-03-16 19:23:24,0,0,0,0
2026-03-16 19:23:54,0,0,0,0
2026-03-16 19:24:24,0,0,0,0
2026-03-16 19:24:54,0,0,0,0
2026-03-16 19:25:24,0,0,0,0
2026-03-16 19:25:54,0,0,0,0
2026-03-16 19:26:24,0,0,0,0
2026-03-16 19:26:54,0,0,0,0
2026-03-16 19:27:24,0,0,0,0
2026-03-16 19:27:54,0,0,0,0
2026-03-16 19:28:24,0,0,0,0
2026-03-16 19:28:54,0,0,0,0
2026-03-16 19:29:24,0,0,0,0
2026-03-16 19:29:54,0,0,0,0
2026-03-16 19:30:24,0,0,0,0
2026-03-16 19:30:54,0,0,0,0
2026-03-16 19:31:24,0,0,0,0
2026-03-16 19:31:54,0,0,0,0
2026-03-16 19:32:24,0,0,0,0
2026-03-16 19:32:54,0,0,0,0
2026-03-16 19:33:24,0,0,0,0
2026-03-16 19:33:54,0,0,0,0
2026-03-16 19:34:24,0,0,0,0
2026-03-16 19:34:54,0,0,0,0
2026-03-16 19:35:24,0,0,0,0
2026-03-16 19:35:54,0,0,0,0
2026-03-16 19:36:24,0,0,0,0
2026-03-16 19:36:54,0,0,0,0
2026-03-16 19:37:24,0,0,0,0
2026-03-16 19:37:54,0,0,0,0
2026-03-16 19:38:24,0,0,0,0
2026-03-16 19:38:54,0,0,0,0
2026-03-16 19:39:24,0,0,0,0
2026-03-16 19:39:54,0,0,0,0
2026-03-16 19:40:24,0,0,0,0
2026-03-16 19:40:54,0,0,0,0
2026-03-16 19:41:24,0,0,0,0
2026-03-16 19:41:54,0,0,0,0
2026-03-16 19:42:24,0,0,0,0
2026-03-16 19:42:54,0,0,0,0
2026-03-16 19:43:24,0,0,0,0
2026-03-16 19:43:54,0,0,0,0
2026-03-16 19:44:24,0,0,0,0
2026-03-16 19:44:54,0,0,0,0
2026-03-16 19:45:24,0,0,0,0
2026-03-16 19:45:54,0,0,0,0
2026-03-16 19:46:24,0,0,0,0
2026-03-16 19:46:54,0,0,0,0
2026-03-16 19:47:24,0,0,0,0
2026-03-16 19:47:54,0,0,0,0
2026-03-16 19:48:24,0,0,0,0
2026-03-16 19:48:54,0,0,0,0
2026-03-16 19:49:24,0,0,0,0
2026-03-16 19:49:54,0,0,0,0
2026-03-16 19:50:24,0,0,0,0
2026-03-16 19:50:54,0,0,0,0
2026-03-16 19:51:24,0,0,0,0
2026-03-16 19:51:54,0,0,0,0
2026-03-16 19:52:24,0,0,0,0
2026-03-16 19:52:54,0,0,0,0
2026-03-16 19:53:24,0,0,0,0
2026-03-16 19:53:54,0,0,0,0
2026-03-16 19:54:24,0,0,0,0
2026-03-16 19:54:54,0,0,0,0
2026-03-16 19:55:24,0,0,0,0
2026-03-16 19:55:54,0,0,0,0
2026-03-16 19:56:24,0,0,0,0
2026-03-16 19:56:54,0,0,0,0
2026-03-16 19:57:24,0,0,0,0
2026-03-16 19:57:54,0,0,0,0
2026-03-16 19:58:24,0,0,0,0
2026-03-16 19:58:54,0,0,0,0
2026-03-16 19:59:24,0,0,0,0
2026-03-16 19:59:54,0,0,0,0
2026-03-16 20:00:24,0,0,0,0
2026-03-16 20:00:54,0,0,0,0
2026-03-16 20:01:24,0,0,0,0
2026-03-16 20:01:54,0,0,0,0
2026-03-16 20:02:24,0,0,0,0
2026-03-16 20:02:54,0,0,0,0
2026-03-16 20:03:24,0,0,0,0
2026-03-16 20:03:54,0,0,0,0
2026-03-16 20:04:24,0,0,0,0
2026-03-16 20:04:54,0,0,0,0
2026-03-16 20:05:24,0,0,0,0
2026-03-16 20:05:54,0,0,0,0
2026-03-16 20:06:24,0,0,0,0
2026-03-16 20:06:54,0,0,0,0
2026-03-16 20:07:24,0,0,0,0
2026-03-16 20:07:54,0,0,0,0
2026-03-16 20:08:24,0,0,0,0
2026-03-16 20:08:54,0,0,0,0
2026-03-16 20:09:24,0,0,0,0
2026-03-16 20:09:54,0,0,0,0
2026-03-16 20:10:24,0,0,0,0
2026-03-16 20:10:54,0,0,0,0
2026-03-16 20:11:24,0,0,0,0
2026-03-16 20:11:54,0,0,0,0
2026-03-16 20:12:24,0,0,0,0
2026-03-16 20:12:54,0,0,0,0
2026-03-16 20:13:24,0,0,0,0
2026-03-16 20:13:54,0,0,0,0
2026-03-16 20:14:24,0,0,0,0
2026-03-16 20:14:54,0,0,0,0
2026-03-16 20:15:24,0,0,0,0
2026-03-16 20:15:54,0,0,0,0
2026-03-16 20:16:24,0,0,0,0
2026-03-16 20:16:54,0,0,0,0
2026-03-16 20:17:24,0,0,0,0
2026-03-16 20:17:54,0,0,0,0
2026-03-16 20:18:24,0,0,0,0
2026-03-16 20:18:54,0,0,0,0
2026-03-16 20:19:24,0,0,0,0
2026-03-16 20:19:54,0,0,0,0
2026-03-16 20:20:24,0,0,0,0
2026-03-16 20:20:54,0,0,0,0
2026-03-16 20:21:24,0,0,0,0
2026-03-16 20:21:54,0,0,0,0
2026-03-16 20:22:24,0,0,0,0
2026-03-16 20:22:54,0,0,0,0
