"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-03 11:38:00,1.99 kB/s,1.87 kB/s,1.99 kB/s,1.75 kB/s,1.18 kB/s,1.19 kB/s
2026-02-03 11:39:00,1.90 kB/s,1.78 kB/s,1.78 kB/s,1.86 kB/s,1.22 kB/s,1.23 kB/s
2026-02-03 11:40:00,1.90 kB/s,1.90 kB/s,1.94 kB/s,1.89 kB/s,1.16 kB/s,1.18 kB/s
2026-02-03 11:41:00,1.81 kB/s,1.67 kB/s,1.85 kB/s,1.75 kB/s,1.15 kB/s,1.16 kB/s
2026-02-03 11:42:00,1.69 kB/s,1.77 kB/s,1.89 kB/s,1.66 kB/s,1.16 kB/s,1.16 kB/s
2026-02-03 11:43:00,1.73 kB/s,1.43 kB/s,1.53 kB/s,1.79 kB/s,1.19 kB/s,1.12 kB/s
2026-02-03 11:44:00,1.40 kB/s,1.38 kB/s,1.47 kB/s,1.53 kB/s,1.18 kB/s,1.00 kB/s
2026-02-03 11:45:00,1.54 kB/s,1.35 kB/s,1.53 kB/s,1.70 kB/s,1.15 kB/s,1.03 kB/s
2026-02-03 11:46:00,1.61 kB/s,1.59 kB/s,1.61 kB/s,1.79 kB/s,1.19 kB/s,1.08 kB/s
2026-02-03 11:47:00,1.61 kB/s,1.61 kB/s,1.57 kB/s,2.09 kB/s,1.16 kB/s,1.06 kB/s
2026-02-03 11:48:00,1.61 kB/s,1.70 kB/s,1.73 kB/s,2.13 kB/s,1.16 kB/s,1.15 kB/s
2026-02-03 11:49:00,2.06 kB/s,2.02 kB/s,1.98 kB/s,2.57 kB/s,1.20 kB/s,1.30 kB/s
2026-02-03 11:50:00,2.01 kB/s,2.05 kB/s,1.94 kB/s,2.41 kB/s,1.32 kB/s,1.35 kB/s
2026-02-03 11:51:00,2.10 kB/s,2.26 kB/s,2.03 kB/s,2.59 kB/s,1.36 kB/s,1.38 kB/s
2026-02-03 11:52:00,2.13 kB/s,2.18 kB/s,2.06 kB/s,2.29 kB/s,1.28 kB/s,1.32 kB/s
2026-02-03 11:53:00,2.29 kB/s,2.54 kB/s,2.11 kB/s,2.26 kB/s,1.44 kB/s,1.27 kB/s
2026-02-03 11:54:00,2.02 kB/s,2.39 kB/s,1.90 kB/s,2.07 kB/s,1.52 kB/s,1.24 kB/s
2026-02-03 11:55:00,1.86 kB/s,2.38 kB/s,1.83 kB/s,1.94 kB/s,1.50 kB/s,1.14 kB/s
2026-02-03 11:56:00,1.95 kB/s,2.27 kB/s,1.89 kB/s,1.94 kB/s,1.48 kB/s,1.10 kB/s
2026-02-03 11:57:00,1.86 kB/s,2.33 kB/s,1.74 kB/s,1.89 kB/s,1.54 kB/s,1.14 kB/s
