"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2","rskj-node2","rskj-node1","rskj-miner3","rskj-miner4","rskj-miner2","rskj-miner1"
2026-02-11 09:54:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:54:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:54:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:55:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:55:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:55:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:56:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:56:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:56:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:57:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:57:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:57:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:58:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:58:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:58:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:59:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:59:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 09:59:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:00:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:00:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:00:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:01:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:01:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:01:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:02:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:02:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:02:40,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:03:00,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:03:20,2.44,0.994,3.57,3.93,3.98,1.38,,,,,,
2026-02-11 10:03:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:04:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:04:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:04:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:05:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:05:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:05:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:06:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:06:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:06:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:07:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:07:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:07:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:08:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:08:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:08:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:09:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:09:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:09:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:10:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:10:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:10:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:11:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:11:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:11:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:12:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:12:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:12:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:13:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:13:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:13:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:14:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:14:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:14:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:15:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:15:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:15:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:16:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:16:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:16:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:17:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:17:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:17:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:18:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:18:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:18:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:19:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:19:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:19:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:20:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:20:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:20:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:21:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:21:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:21:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:22:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:22:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:22:40,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:23:00,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:23:20,2.44,1.14,3.57,3.93,3.98,1.08,,,,,,
2026-02-11 10:23:40,2.44,1.14,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:24:00,2.44,1.14,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:24:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:24:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:25:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:25:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:25:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:26:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:26:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:26:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:27:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:27:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:27:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:28:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:28:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:28:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:29:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:29:20,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:29:40,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
2026-02-11 10:30:00,2.44,1.10,3.57,3.93,3.98,1.10,,,,,,
