"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 08:43:20,48.4%,14.3%,20.4%,7.71%,14.0%,13.2%
2026-02-11 08:44:00,34.3%,15.2%,24.1%,14.5%,16.4%,15.8%
2026-02-11 08:44:40,44.1%,28.4%,18.7%,25.1%,18.6%,18.2%
2026-02-11 08:45:20,22.6%,22.2%,9.52%,17.4%,17.0%,15.8%
2026-02-11 08:46:00,24.5%,17.8%,14.9%,17.4%,21.7%,21.7%
2026-02-11 08:46:40,47.4%,14.3%,9.61%,14.9%,14.7%,12.9%
2026-02-11 08:47:20,33.2%,16.1%,10.1%,10.4%,11.8%,10.7%
2026-02-11 08:48:00,51.5%,15.7%,13.3%,31.8%,15.0%,13.7%
2026-02-11 08:48:40,65.3%,20.7%,14.8%,31.7%,24.8%,17.2%
2026-02-11 08:49:20,25.5%,17.4%,10.9%,12.2%,20.9%,11.0%
2026-02-11 08:50:00,73.8%,48.6%,39.0%,36.5%,42.6%,29.6%
2026-02-11 08:50:40,73.3%,41.7%,24.5%,24.7%,34.4%,18.2%
2026-02-11 08:51:20,47.9%,16.8%,24.2%,16.7%,33.3%,18.2%
2026-02-11 08:52:00,77.1%,16.8%,20.9%,29.6%,43.9%,34.6%
2026-02-11 08:52:40,58.2%,12.6%,14.5%,14.1%,18.9%,11.2%
2026-02-11 08:53:20,55.5%,39.2%,30.8%,12.4%,19.4%,11.2%
2026-02-11 08:54:00,58.4%,27.4%,28.4%,21.8%,22.8%,20.0%
2026-02-11 08:54:40,47.8%,14.5%,19.5%,14.4%,13.7%,10.6%
2026-02-11 08:55:20,27.7%,17.6%,11.7%,17.8%,11.8%,10.4%
2026-02-11 08:56:00,48.0%,24.4%,10.5%,9.75%,16.7%,15.4%
2026-02-11 08:56:40,87.7%,17.9%,18.8%,15.7%,12.3%,28.5%
2026-02-11 08:57:20,67.7%,12.0%,25.4%,19.4%,17.2%,33.9%
2026-02-11 08:58:00,70.2%,18.7%,18.7%,25.8%,22.8%,28.9%
2026-02-11 08:58:40,23.6%,38.0%,17.7%,15.0%,38.5%,29.4%
2026-02-11 08:59:20,31.5%,23.7%,16.7%,14.3%,37.6%,20.9%
2026-02-11 09:00:00,61.5%,24.6%,24.5%,25.0%,20.2%,23.9%
2026-02-11 09:00:40,64.5%,24.0%,35.1%,27.3%,28.7%,23.8%
2026-02-11 09:01:20,67.9%,11.7%,29.1%,29.5%,20.9%,16.9%
2026-02-11 09:02:00,65.7%,9.37%,8.83%,31.9%,12.3%,15.2%
2026-02-11 09:02:40,67.0%,48.2%,17.4%,24.3%,22.8%,26.1%
2026-02-11 09:03:20,69.0%,58.1%,25.5%,27.8%,34.3%,29.3%
2026-02-11 09:04:00,50.5%,11.6%,11.7%,13.3%,19.5%,15.6%
2026-02-11 09:04:40,16.1%,14.0%,38.5%,8.20%,14.8%,15.9%
2026-02-11 09:05:20,26.9%,41.0%,37.4%,37.8%,27.6%,28.3%
2026-02-11 09:06:00,56.2%,56.0%,51.3%,81.7%,33.6%,38.7%
2026-02-11 09:06:40,66.3%,38.1%,29.8%,69.7%,36.1%,38.5%
2026-02-11 09:07:20,76.0%,21.5%,19.8%,20.3%,22.2%,20.9%
2026-02-11 09:08:00,61.1%,12.8%,20.1%,13.6%,13.7%,14.4%
2026-02-11 09:08:40,66.5%,17.3%,11.9%,12.3%,17.1%,11.9%
2026-02-11 09:09:20,50.3%,39.0%,35.1%,16.2%,32.2%,31.6%
2026-02-11 09:10:00,29.8%,17.6%,8.83%,16.3%,10.6%,22.4%
2026-02-11 09:10:40,54.1%,21.9%,17.8%,19.2%,36.0%,20.3%
2026-02-11 09:11:20,67.9%,17.5%,14.3%,14.5%,23.0%,14.9%
2026-02-11 09:12:00,50.6%,11.3%,15.8%,7.05%,9.73%,7.00%
2026-02-11 09:12:40,44.3%,19.1%,18.8%,33.9%,17.2%,17.7%
2026-02-11 09:13:20,22.7%,26.1%,26.3%,23.6%,16.9%,18.4%
2026-02-11 09:14:00,26.4%,21.9%,17.1%,17.3%,14.2%,15.8%
2026-02-11 09:14:40,24.3%,18.6%,15.6%,32.4%,17.3%,18.9%
2026-02-11 09:15:20,21.5%,19.3%,12.6%,34.4%,16.4%,16.6%
2026-02-11 09:16:00,66.4%,15.8%,30.8%,17.1%,32.3%,15.9%
2026-02-11 09:16:40,105%,19.2%,70.1%,60.0%,42.3%,38.5%
2026-02-11 09:17:20,85.1%,20.9%,53.9%,60.5%,18.6%,40.9%
2026-02-11 09:18:00,55.1%,23.6%,25.2%,23.6%,21.1%,22.5%
2026-02-11 09:18:40,168%,182%,154%,148%,131%,185%
2026-02-11 09:19:20,141%,164%,106%,92.9%,93.2%,145%
2026-02-11 09:20:00,44.9%,12.2%,18.3%,15.5%,11.9%,11.9%
2026-02-11 09:20:40,134%,22.5%,26.9%,25.5%,31.1%,14.8%
2026-02-11 09:21:20,120%,23.9%,22.3%,26.0%,25.9%,16.5%
2026-02-11 09:22:00,55.6%,13.1%,11.1%,17.7%,12.7%,12.7%
2026-02-11 09:22:40,48.7%,14.9%,18.7%,48.1%,17.1%,15.5%
2026-02-11 09:23:20,69.3%,13.7%,13.6%,40.4%,16.8%,20.2%
2026-02-11 09:24:00,73.5%,18.4%,11.0%,10.5%,8.53%,7.93%
2026-02-11 09:24:40,56.9%,41.8%,23.5%,25.6%,24.1%,21.8%
2026-02-11 09:25:20,48.7%,34.2%,42.6%,29.7%,26.5%,23.9%
2026-02-11 09:26:00,61.1%,17.2%,68.3%,49.8%,42.6%,23.4%
2026-02-11 09:26:40,64.3%,20.3%,53.6%,50.4%,50.3%,30.4%
2026-02-11 09:27:20,41.0%,18.6%,18.8%,23.2%,22.8%,14.5%
2026-02-11 09:28:00,39.8%,15.0%,18.2%,13.5%,18.0%,6.34%
