"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner3:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-node2:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner3:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)","rskj-node2:8080 (MarkSweepCompact)"
2026-02-11 09:37:40,4.64 ms,1.19 ms,0 s,3.92 ms,2.78 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:38:00,3.81 ms,1.66 ms,3.53 ms,3.92 ms,2.78 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:38:20,4.27 ms,3.08 ms,6.19 ms,7.66 ms,6.14 ms,2.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:38:40,4.83 ms,3.08 ms,2.66 ms,3.75 ms,3.36 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:39:00,9.12 ms,3.10 ms,7.41 ms,6.51 ms,7.83 ms,3.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:39:20,9.47 ms,1.68 ms,4.75 ms,2.76 ms,4.47 ms,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:39:40,9.03 ms,2.92 ms,7.12 ms,5.47 ms,0 s,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:40:00,7.41 ms,3.85 ms,4.37 ms,6.37 ms,6.90 ms,2.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:40:20,7.90 ms,3.85 ms,4.37 ms,6.37 ms,15.4 ms,2.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:40:40,18.3 ms,4.97 ms,2.00 ms,12.6 ms,8.54 ms,3.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:41:00,33.2 ms,2.36 ms,14.7 ms,8.93 ms,33.0 ms,3.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:41:20,54.6 ms,6.34 ms,14.7 ms,19.6 ms,24.4 ms,6.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:41:40,38.5 ms,3.98 ms,14.5 ms,10.7 ms,24.4 ms,3.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:42:00,26.0 ms,7.47 ms,14.5 ms,18.8 ms,4.66 ms,6.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:42:20,3.00 ms,3.49 ms,20.8 ms,8.14 ms,4.66 ms,3.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:42:40,3.08 ms,7.49 ms,6.37 ms,13.7 ms,9.10 ms,3.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:43:00,2.80 ms,4.00 ms,15.0 ms,5.56 ms,4.44 ms,5.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:43:20,1.73 ms,8.93 ms,8.61 ms,5.56 ms,4.44 ms,5.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:43:40,2.58 ms,9.85 ms,10.1 ms,6.36 ms,4.54 ms,4.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:44:00,3.86 ms,9.85 ms,20.1 ms,12.7 ms,12.4 ms,4.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:44:20,5.10 ms,8.14 ms,20.1 ms,12.7 ms,12.4 ms,4.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:44:40,4.22 ms,3.22 ms,9.98 ms,15.9 ms,7.86 ms,3.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:45:00,3.58 ms,7.15 ms,11.9 ms,9.56 ms,4.54 ms,3.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:45:20,3.15 ms,3.93 ms,11.9 ms,11.0 ms,4.54 ms,3.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:45:40,2.95 ms,8.34 ms,12.9 ms,1.42 ms,4.54 ms,3.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:46:00,3.19 ms,4.41 ms,949 µs,3.24 ms,19.6 ms,6.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:46:20,3.75 ms,4.41 ms,1.59 ms,1.81 ms,19.6 ms,2.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:46:40,4.24 ms,3.93 ms,644 µs,1.81 ms,0 s,2.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:47:00,3.95 ms,3.93 ms,644 µs,1.61 ms,1.54 ms,4.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:47:20,6.41 ms,3.69 ms,1.47 ms,1.61 ms,1.54 ms,4.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:47:40,5.97 ms,3.69 ms,1.47 ms,2.80 ms,1.20 ms,4.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:48:00,6.27 ms,10.8 ms,3.34 ms,1.19 ms,1.20 ms,6.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:48:20,3.12 ms,7.07 ms,1.86 ms,2.20 ms,1.20 ms,6.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:48:40,2.31 ms,3.68 ms,2.05 ms,1.02 ms,949 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:49:00,1.02 ms,3.68 ms,2.05 ms,1.02 ms,949 µs,9.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:49:20,169 µs,3.68 ms,2.05 ms,966 µs,949 µs,9.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:49:40,1.24 ms,4.93 ms,780 µs,966 µs,830 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:50:00,2.20 ms,7.49 ms,780 µs,1.80 ms,830 µs,5.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:50:20,3.17 ms,7.49 ms,2.97 ms,831 µs,830 µs,5.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:50:40,3.15 ms,8.71 ms,2.19 ms,2.03 ms,949 µs,9.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:51:00,3.80 ms,6.15 ms,3.76 ms,1.20 ms,2.44 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:51:20,4.34 ms,6.15 ms,1.58 ms,1.20 ms,1.49 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:51:40,3.25 ms,1.75 ms,0 s,1.15 ms,1.49 ms,3.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:52:00,3.36 ms,1.75 ms,2.54 ms,1.15 ms,0 s,3.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:52:20,3.46 ms,2.07 ms,2.54 ms,1.31 ms,1.64 ms,3.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:52:40,3.22 ms,2.07 ms,3.17 ms,1.31 ms,1.64 ms,3.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:53:00,3.51 ms,5.24 ms,3.17 ms,3.17 ms,4.90 ms,3.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:53:20,3.15 ms,3.17 ms,6.98 ms,1.86 ms,3.25 ms,7.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:53:40,3.25 ms,4.34 ms,3.81 ms,1.86 ms,0 s,4.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:54:00,2.98 ms,1.17 ms,3.81 ms,2.93 ms,2.25 ms,4.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:54:20,2.56 ms,1.17 ms,4.36 ms,2.93 ms,2.25 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:54:40,1.68 ms,1.63 ms,4.36 ms,2.93 ms,0 s,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:55:00,2.80 ms,2.83 ms,6.02 ms,2.73 ms,3.19 ms,1.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:55:20,3.19 ms,2.83 ms,1.66 ms,2.73 ms,3.19 ms,3.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:55:40,3.37 ms,1.20 ms,1.66 ms,4.90 ms,0 s,3.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:56:00,3.66 ms,2.17 ms,3.47 ms,4.15 ms,5.76 ms,5.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:56:20,3.20 ms,2.17 ms,3.47 ms,4.15 ms,5.76 ms,1.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:56:40,2.81 ms,3.46 ms,2.00 ms,1.98 ms,1.88 ms,1.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:57:00,2.10 ms,1.29 ms,2.00 ms,1.15 ms,1.88 ms,2.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:57:20,2.37 ms,2.83 ms,4.69 ms,1.15 ms,1.88 ms,2.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:57:40,2.42 ms,1.54 ms,2.69 ms,1.15 ms,1.53 ms,2.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:58:00,2.93 ms,1.54 ms,2.69 ms,1.97 ms,1.53 ms,3.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:58:20,2.68 ms,1.47 ms,0 s,1.97 ms,1.53 ms,3.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:58:40,2.56 ms,1.47 ms,1.85 ms,1.97 ms,1.73 ms,3.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:59:00,2.80 ms,4.75 ms,3.22 ms,2.54 ms,3.73 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:59:20,3.54 ms,3.27 ms,3.22 ms,4.47 ms,3.73 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 09:59:40,4.07 ms,5.37 ms,1.37 ms,4.47 ms,2.00 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:00:00,2.71 ms,2.10 ms,1.71 ms,1.93 ms,0 s,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:00:20,1.64 ms,2.10 ms,1.71 ms,0 s,1.59 ms,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:00:40,407 µs,966 µs,0 s,1.07 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:01:00,254 µs,966 µs,1.47 ms,1.07 ms,1.59 ms,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:01:20,1.12 ms,966 µs,1.47 ms,1.07 ms,949 µs,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:01:40,1.12 ms,966 µs,1.47 ms,1.08 ms,949 µs,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:02:00,2.05 ms,966 µs,3.51 ms,1.08 ms,949 µs,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:02:20,2.10 ms,6.07 ms,3.51 ms,2.31 ms,1.14 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:02:40,3.59 ms,5.10 ms,3.51 ms,1.22 ms,1.14 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:03:00,3.75 ms,7.03 ms,3.08 ms,2.76 ms,2.86 ms,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:03:20,3.41 ms,1.93 ms,3.08 ms,1.54 ms,1.73 ms,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:03:40,2.71 ms,4.20 ms,2.31 ms,1.54 ms,1.73 ms,1.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:04:00,2.42 ms,2.27 ms,2.31 ms,3.39 ms,3.86 ms,5.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:04:20,2.31 ms,5.44 ms,4.41 ms,3.39 ms,3.86 ms,5.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:04:40,2.07 ms,3.17 ms,2.10 ms,3.39 ms,3.86 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:05:00,2.14 ms,3.17 ms,2.10 ms,4.25 ms,1.88 ms,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:05:20,2.51 ms,2.44 ms,3.14 ms,4.25 ms,1.88 ms,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:05:40,2.88 ms,5.12 ms,3.14 ms,1.34 ms,1.88 ms,3.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:06:00,4.73 ms,5.12 ms,5.58 ms,2.58 ms,3.81 ms,3.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:06:20,4.80 ms,2.68 ms,2.44 ms,2.58 ms,3.81 ms,3.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:06:40,4.51 ms,3.39 ms,1.32 ms,1.24 ms,0 s,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:07:00,2.76 ms,3.39 ms,1.32 ms,1.25 ms,3.71 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:07:20,2.22 ms,5.98 ms,3.25 ms,1.25 ms,3.71 ms,5.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:07:40,2.49 ms,2.59 ms,1.93 ms,1.25 ms,1.76 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:08:00,3.53 ms,6.44 ms,3.51 ms,3.34 ms,1.76 ms,5.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:08:20,3.83 ms,3.85 ms,1.58 ms,3.34 ms,1.76 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:08:40,3.54 ms,7.80 ms,1.58 ms,1.39 ms,3.03 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:09:00,2.76 ms,3.95 ms,1.97 ms,1.39 ms,3.03 ms,4.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:09:20,2.78 ms,6.32 ms,1.97 ms,4.34 ms,2.80 ms,4.40 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:09:40,2.71 ms,2.37 ms,1.78 ms,2.95 ms,2.80 ms,4.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:10:00,3.73 ms,6.07 ms,3.64 ms,5.39 ms,5.56 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:10:20,4.02 ms,3.69 ms,3.64 ms,2.44 ms,2.76 ms,3.48 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:10:40,4.07 ms,8.15 ms,1.86 ms,3.90 ms,2.76 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:11:00,3.32 ms,4.46 ms,2.76 ms,1.46 ms,2.83 ms,4.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:11:20,3.53 ms,6.85 ms,2.76 ms,2.83 ms,2.83 ms,4.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:11:40,3.00 ms,2.39 ms,0 s,1.37 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:12:00,2.76 ms,5.37 ms,2.69 ms,1.37 ms,1.95 ms,5.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:12:20,1.80 ms,2.98 ms,2.69 ms,1.64 ms,1.95 ms,5.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:12:40,1.49 ms,2.98 ms,0 s,1.64 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:13:00,1.85 ms,4.46 ms,2.90 ms,3.17 ms,3.22 ms,6.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:13:20,2.66 ms,4.46 ms,2.90 ms,1.53 ms,3.22 ms,6.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:13:40,2.64 ms,7.80 ms,1.85 ms,1.53 ms,1.39 ms,9.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:14:00,2.86 ms,7.19 ms,3.66 ms,3.68 ms,1.39 ms,3.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:14:20,3.15 ms,7.19 ms,3.66 ms,5.08 ms,5.56 ms,6.93 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:14:40,3.80 ms,3.85 ms,1.81 ms,1.41 ms,4.17 ms,3.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:15:00,4.56 ms,1.12 ms,3.56 ms,3.25 ms,5.93 ms,9.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:15:20,4.37 ms,2.08 ms,5.03 ms,1.85 ms,1.76 ms,5.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:15:40,4.19 ms,966 µs,1.47 ms,1.85 ms,1.76 ms,5.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:16:00,3.78 ms,2.12 ms,3.03 ms,4.17 ms,1.56 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:16:20,3.59 ms,1.15 ms,1.56 ms,4.17 ms,1.56 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:16:40,3.44 ms,2.81 ms,1.56 ms,1.47 ms,1.56 ms,3.63 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:17:00,3.71 ms,1.66 ms,3.05 ms,1.47 ms,3.32 ms,3.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:17:20,3.83 ms,2.85 ms,3.05 ms,2.95 ms,3.32 ms,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:17:40,3.08 ms,1.19 ms,5.46 ms,1.47 ms,5.59 ms,6.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:18:00,3.34 ms,2.69 ms,2.41 ms,4.07 ms,5.59 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:18:20,3.34 ms,1.51 ms,2.41 ms,2.59 ms,5.59 ms,2.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:18:40,3.80 ms,1.51 ms,1.83 ms,2.59 ms,1.93 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:19:00,5.12 ms,2.15 ms,1.83 ms,4.53 ms,1.93 ms,1.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:19:20,5.54 ms,2.15 ms,3.49 ms,4.53 ms,1.93 ms,1.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:19:40,4.27 ms,1.29 ms,1.66 ms,6.37 ms,2.20 ms,1.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:20:00,4.17 ms,1.29 ms,4.73 ms,1.85 ms,2.20 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:20:20,3.31 ms,2.68 ms,3.07 ms,6.41 ms,4.15 ms,1.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:20:40,3.12 ms,1.39 ms,3.07 ms,4.56 ms,1.95 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:21:00,3.17 ms,3.25 ms,2.76 ms,6.59 ms,5.90 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:21:20,3.73 ms,1.86 ms,2.76 ms,2.03 ms,3.95 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:21:40,3.75 ms,1.86 ms,1.90 ms,2.03 ms,3.95 ms,1.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:22:00,3.76 ms,1.58 ms,1.90 ms,1.61 ms,2.27 ms,1.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:22:20,3.29 ms,1.58 ms,1.90 ms,1.61 ms,2.27 ms,1.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:22:40,3.63 ms,1.34 ms,2.66 ms,3.66 ms,2.27 ms,1.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:23:00,3.61 ms,3.44 ms,6.32 ms,2.05 ms,5.05 ms,3.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:23:20,3.98 ms,3.44 ms,6.32 ms,3.88 ms,5.05 ms,3.74 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:23:40,3.81 ms,3.47 ms,2.31 ms,1.83 ms,0 s,2.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:24:00,4.46 ms,1.37 ms,2.30 ms,1.83 ms,4.69 ms,3.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:24:20,4.37 ms,3.54 ms,2.31 ms,3.14 ms,4.69 ms,3.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:24:40,3.15 ms,2.17 ms,2.44 ms,3.14 ms,0 s,3.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:25:00,3.17 ms,7.08 ms,5.08 ms,6.46 ms,5.63 ms,5.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:25:20,3.10 ms,4.92 ms,5.08 ms,3.32 ms,5.63 ms,5.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:25:40,3.59 ms,4.92 ms,2.64 ms,6.08 ms,2.88 ms,5.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:26:00,3.56 ms,8.32 ms,6.31 ms,2.76 ms,2.88 ms,5.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:26:20,3.51 ms,8.32 ms,6.30 ms,2.76 ms,2.88 ms,5.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:26:40,3.12 ms,3.36 ms,6.31 ms,2.08 ms,5.30 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:27:00,2.78 ms,3.36 ms,4.08 ms,2.08 ms,5.30 ms,5.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:27:20,3.86 ms,6.22 ms,10.9 ms,4.17 ms,8.32 ms,9.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:27:40,4.51 ms,2.86 ms,6.83 ms,2.08 ms,3.02 ms,4.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:28:00,4.51 ms,6.17 ms,6.83 ms,7.93 ms,7.29 ms,4.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:28:20,3.61 ms,3.31 ms,2.44 ms,5.85 ms,4.27 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:28:40,2.32 ms,7.15 ms,2.44 ms,5.85 ms,4.27 ms,2.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:29:00,3.56 ms,3.85 ms,4.36 ms,4.19 ms,2.51 ms,2.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:29:20,5.66 ms,6.53 ms,1.92 ms,6.19 ms,2.51 ms,6.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:29:40,6.98 ms,5.32 ms,4.42 ms,2.00 ms,6.20 ms,3.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:30:00,7.61 ms,5.32 ms,5.63 ms,5.34 ms,3.70 ms,11.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:30:20,7.34 ms,5.30 ms,5.63 ms,3.34 ms,5.97 ms,7.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:30:40,6.03 ms,2.66 ms,3.12 ms,3.34 ms,2.27 ms,7.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:31:00,5.69 ms,5.83 ms,3.51 ms,5.59 ms,2.27 ms,6.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:31:20,4.19 ms,3.17 ms,3.51 ms,7.53 ms,4.44 ms,6.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:31:40,3.97 ms,6.49 ms,6.59 ms,1.93 ms,4.44 ms,12.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:32:00,3.97 ms,3.32 ms,3.08 ms,1.93 ms,8.88 ms,6.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:32:20,4.15 ms,6.20 ms,7.00 ms,2.49 ms,4.44 ms,6.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:32:40,4.42 ms,2.88 ms,3.92 ms,2.49 ms,4.44 ms,4.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:33:00,5.22 ms,2.88 ms,3.92 ms,4.88 ms,2.54 ms,4.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:33:20,4.80 ms,2.85 ms,2.14 ms,2.39 ms,2.54 ms,4.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:33:40,4.56 ms,2.85 ms,2.14 ms,4.47 ms,6.39 ms,3.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:34:00,2.59 ms,6.46 ms,6.58 ms,2.08 ms,3.85 ms,6.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:34:20,3.61 ms,6.46 ms,4.44 ms,2.08 ms,3.85 ms,6.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:34:40,3.46 ms,11.1 ms,0 s,3.47 ms,2.14 ms,3.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:35:00,5.37 ms,11.1 ms,4.75 ms,3.47 ms,2.14 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:35:20,4.27 ms,11.1 ms,4.75 ms,3.47 ms,2.14 ms,3.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:35:40,3.54 ms,1.36 ms,0 s,2.46 ms,0 s,3.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 10:36:00,2.76 ms,1.36 ms,4.05 ms,2.46 ms,6.97 ms,3.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
