"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner3:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-node2:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner3:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max","rskj-node2:8080-max"
2026-02-11 09:22:00,1.53 GiB,2.03 GiB,1.87 GiB,1.92 GiB,1.50 GiB,1.41 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:22:20,1.56 GiB,1.49 GiB,2.12 GiB,2.17 GiB,1.71 GiB,1.62 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:22:40,1.51 GiB,1.70 GiB,1.48 GiB,1.53 GiB,1.87 GiB,1.83 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:23:00,1.88 GiB,1.41 GiB,1.97 GiB,2.00 GiB,1.50 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:23:20,1.92 GiB,1.58 GiB,2.12 GiB,2.16 GiB,1.64 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:23:40,1.87 GiB,1.85 GiB,1.56 GiB,1.60 GiB,1.85 GiB,1.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:24:00,1.48 GiB,1.71 GiB,1.44 GiB,1.47 GiB,1.62 GiB,1.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:24:20,1.49 GiB,1.94 GiB,1.60 GiB,1.65 GiB,1.79 GiB,1.67 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:24:40,1.56 GiB,1.64 GiB,2.05 GiB,2.10 GiB,2.17 GiB,1.30 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:25:00,1.98 GiB,1.37 GiB,1.77 GiB,1.79 GiB,1.80 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:25:20,1.96 GiB,1.65 GiB,2.00 GiB,2.02 GiB,2.01 GiB,1.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:25:40,1.97 GiB,1.80 GiB,2.15 GiB,2.16 GiB,2.15 GiB,2.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:26:00,1.57 GiB,1.63 GiB,1.90 GiB,1.93 GiB,1.83 GiB,1.72 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:26:20,1.55 GiB,1.82 GiB,2.05 GiB,2.07 GiB,1.97 GiB,1.86 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:26:40,1.75 GiB,1.97 GiB,1.41 GiB,1.42 GiB,2.13 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:27:00,2.13 GiB,1.69 GiB,1.94 GiB,1.97 GiB,1.79 GiB,1.65 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:27:20,2.14 GiB,1.83 GiB,2.09 GiB,2.11 GiB,1.93 GiB,1.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:27:40,2.11 GiB,2.02 GiB,1.43 GiB,1.46 GiB,2.07 GiB,1.98 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:28:00,1.68 GiB,1.82 GiB,2.03 GiB,2.08 GiB,1.81 GiB,1.65 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:28:20,1.79 GiB,2.07 GiB,1.50 GiB,1.53 GiB,2.02 GiB,1.87 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:28:40,1.84 GiB,1.80 GiB,1.96 GiB,2.01 GiB,1.62 GiB,1.53 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:29:00,1.43 GiB,1.55 GiB,1.70 GiB,1.72 GiB,2.07 GiB,1.91 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:29:20,1.55 GiB,1.93 GiB,2.06 GiB,2.08 GiB,1.57 GiB,1.41 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:29:40,1.53 GiB,1.37 GiB,1.45 GiB,1.48 GiB,1.76 GiB,1.65 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:30:00,1.86 GiB,1.81 GiB,1.87 GiB,1.91 GiB,2.16 GiB,1.99 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:30:20,1.84 GiB,2.05 GiB,2.05 GiB,2.10 GiB,1.53 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:30:40,1.89 GiB,1.51 GiB,1.47 GiB,1.52 GiB,1.72 GiB,1.60 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:31:00,1.43 GiB,1.96 GiB,1.91 GiB,1.97 GiB,2.13 GiB,1.95 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:31:20,1.49 GiB,1.60 GiB,1.51 GiB,1.55 GiB,1.68 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:31:40,1.47 GiB,1.77 GiB,1.67 GiB,1.72 GiB,1.84 GiB,1.72 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:32:00,1.90 GiB,1.49 GiB,2.16 GiB,2.17 GiB,1.46 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:32:20,2.21 GiB,1.77 GiB,1.62 GiB,1.63 GiB,1.67 GiB,1.47 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:32:40,1.71 GiB,2.10 GiB,1.93 GiB,1.94 GiB,1.94 GiB,1.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:33:00,1.93 GiB,1.82 GiB,1.59 GiB,1.61 GiB,1.58 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:33:20,2.00 GiB,2.08 GiB,1.89 GiB,1.92 GiB,1.82 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:33:40,2.06 GiB,1.65 GiB,2.17 GiB,2.19 GiB,2.08 GiB,1.95 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:34:00,1.64 GiB,1.50 GiB,1.93 GiB,1.98 GiB,1.77 GiB,1.64 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:34:20,1.70 GiB,1.73 GiB,2.15 GiB,1.41 GiB,1.95 GiB,1.82 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:34:40,1.74 GiB,2.00 GiB,1.59 GiB,1.64 GiB,2.14 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:35:00,2.07 GiB,1.73 GiB,2.14 GiB,1.41 GiB,1.80 GiB,1.68 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:35:20,2.10 GiB,1.98 GiB,1.56 GiB,1.62 GiB,1.99 GiB,1.87 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:35:40,2.13 GiB,1.57 GiB,1.89 GiB,1.95 GiB,1.49 GiB,1.42 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:36:00,1.65 GiB,2.09 GiB,1.61 GiB,1.68 GiB,1.97 GiB,1.83 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:36:20,1.66 GiB,1.61 GiB,1.89 GiB,1.95 GiB,2.20 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:36:40,1.70 GiB,1.80 GiB,2.08 GiB,2.14 GiB,1.57 GiB,1.48 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:37:00,1.95 GiB,1.48 GiB,1.71 GiB,1.80 GiB,2.01 GiB,1.83 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:37:20,1.95 GiB,1.76 GiB,1.94 GiB,2.04 GiB,2.20 GiB,2.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:37:40,1.98 GiB,1.95 GiB,2.13 GiB,1.43 GiB,1.57 GiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:38:00,1.80 GiB,1.84 GiB,1.93 GiB,2.07 GiB,2.14 GiB,1.95 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:38:20,1.92 GiB,1.55 GiB,1.63 GiB,1.77 GiB,1.76 GiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:38:40,1.97 GiB,1.87 GiB,1.90 GiB,2.04 GiB,1.99 GiB,1.84 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:39:00,2.22 GiB,1.58 GiB,1.55 GiB,1.70 GiB,1.60 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:39:20,1.55 GiB,1.81 GiB,1.79 GiB,1.93 GiB,1.79 GiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:39:40,1.60 GiB,1.52 GiB,1.45 GiB,1.59 GiB,2.18 GiB,2.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:40:00,2.08 GiB,1.61 GiB,1.60 GiB,1.72 GiB,2.06 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:40:20,2.21 GiB,1.89 GiB,1.87 GiB,2.02 GiB,1.60 GiB,2.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:40:40,2.02 GiB,1.51 GiB,2.20 GiB,1.60 GiB,1.86 GiB,1.61 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:41:00,1.50 GiB,1.97 GiB,1.81 GiB,2.07 GiB,1.49 GiB,1.96 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:41:20,2.23 GiB,1.45 GiB,2.04 GiB,1.51 GiB,1.69 GiB,1.37 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:41:40,1.50 GiB,1.77 GiB,1.52 GiB,1.79 GiB,1.95 GiB,1.68 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:42:00,1.83 GiB,1.58 GiB,2.10 GiB,1.58 GiB,1.68 GiB,1.35 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:42:20,1.89 GiB,2.07 GiB,1.74 GiB,2.03 GiB,2.04 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:42:40,2.02 GiB,1.63 GiB,2.09 GiB,1.59 GiB,1.52 GiB,2.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:43:00,2.12 GiB,2.06 GiB,1.70 GiB,1.96 GiB,1.89 GiB,1.53 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:43:20,1.64 GiB,1.54 GiB,1.94 GiB,2.20 GiB,2.08 GiB,1.72 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:43:40,1.79 GiB,1.43 GiB,1.80 GiB,2.06 GiB,1.84 GiB,1.53 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:44:00,2.12 GiB,1.99 GiB,1.51 GiB,1.78 GiB,1.49 GiB,1.92 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:44:20,2.24 GiB,1.46 GiB,1.78 GiB,2.05 GiB,1.72 GiB,2.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:44:40,2.26 GiB,1.76 GiB,2.03 GiB,1.51 GiB,1.92 GiB,1.59 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:45:00,1.83 GiB,1.64 GiB,1.84 GiB,2.15 GiB,1.69 GiB,2.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:45:20,1.91 GiB,1.97 GiB,2.17 GiB,1.69 GiB,1.97 GiB,1.58 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:45:40,1.91 GiB,1.45 GiB,1.64 GiB,1.92 GiB,2.19 GiB,1.85 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:46:00,2.29 GiB,1.93 GiB,2.09 GiB,1.61 GiB,1.75 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:46:20,2.21 GiB,2.11 GiB,1.49 GiB,1.75 GiB,1.91 GiB,1.56 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:46:40,1.57 GiB,1.74 GiB,1.81 GiB,2.12 GiB,2.17 GiB,1.86 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:47:00,1.82 GiB,2.11 GiB,2.22 GiB,1.73 GiB,1.73 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:47:20,1.88 GiB,1.72 GiB,1.79 GiB,2.08 GiB,2.03 GiB,1.67 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:47:40,1.89 GiB,2.00 GiB,2.06 GiB,1.57 GiB,1.51 GiB,1.97 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:48:00,2.19 GiB,1.79 GiB,1.87 GiB,2.17 GiB,2.04 GiB,1.68 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:48:20,2.18 GiB,2.09 GiB,2.11 GiB,1.61 GiB,2.23 GiB,1.87 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:48:40,1.66 GiB,1.48 GiB,1.50 GiB,1.80 GiB,1.61 GiB,2.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:49:00,2.07 GiB,1.95 GiB,1.95 GiB,2.23 GiB,2.02 GiB,1.56 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:49:20,2.26 GiB,2.10 GiB,2.09 GiB,1.58 GiB,2.17 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:49:40,1.53 GiB,1.64 GiB,1.58 GiB,1.87 GiB,1.59 GiB,1.96 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:50:00,1.85 GiB,1.37 GiB,2.05 GiB,1.56 GiB,1.99 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:50:20,1.95 GiB,1.70 GiB,1.57 GiB,1.89 GiB,2.28 GiB,1.82 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:50:40,1.93 GiB,1.44 GiB,2.07 GiB,1.58 GiB,1.95 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:51:00,2.31 GiB,1.92 GiB,1.72 GiB,2.06 GiB,1.54 GiB,1.86 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:51:20,1.55 GiB,2.14 GiB,1.91 GiB,2.25 GiB,1.70 GiB,2.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:51:40,1.61 GiB,1.66 GiB,2.18 GiB,1.73 GiB,1.91 GiB,1.49 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:52:00,1.89 GiB,2.05 GiB,1.74 GiB,2.14 GiB,2.27 GiB,1.78 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:52:20,1.91 GiB,1.60 GiB,2.04 GiB,1.64 GiB,1.73 GiB,2.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:52:40,2.02 GiB,1.98 GiB,1.59 GiB,1.95 GiB,2.03 GiB,1.59 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:53:00,1.63 GiB,1.82 GiB,2.27 GiB,1.87 GiB,1.87 GiB,2.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:53:20,1.58 GiB,2.01 GiB,1.62 GiB,2.01 GiB,2.02 GiB,1.48 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:53:40,1.65 GiB,1.41 GiB,1.80 GiB,2.21 GiB,2.18 GiB,1.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:54:00,1.88 GiB,1.91 GiB,2.27 GiB,1.83 GiB,1.81 GiB,2.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:54:20,1.84 GiB,2.09 GiB,1.62 GiB,1.97 GiB,1.95 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:54:40,2.14 GiB,1.50 GiB,1.81 GiB,2.16 GiB,2.12 GiB,1.62 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:55:00,1.83 GiB,1.37 GiB,1.67 GiB,1.99 GiB,1.86 GiB,2.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:55:20,1.90 GiB,1.64 GiB,1.93 GiB,2.25 GiB,2.10 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:55:40,1.91 GiB,1.87 GiB,2.12 GiB,1.64 GiB,2.26 GiB,1.74 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:56:00,2.24 GiB,1.82 GiB,2.02 GiB,1.58 GiB,2.10 GiB,1.56 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:56:20,2.30 GiB,2.02 GiB,2.21 GiB,1.76 GiB,2.27 GiB,1.73 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:56:40,2.26 GiB,1.48 GiB,1.62 GiB,1.97 GiB,1.66 GiB,1.97 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:57:00,1.86 GiB,1.95 GiB,2.09 GiB,1.64 GiB,2.08 GiB,1.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:57:20,1.88 GiB,1.44 GiB,1.52 GiB,1.87 GiB,2.27 GiB,1.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:57:40,1.83 GiB,1.63 GiB,1.66 GiB,2.01 GiB,1.62 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:58:00,2.12 GiB,2.09 GiB,2.10 GiB,1.66 GiB,2.01 GiB,1.45 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:58:20,2.06 GiB,1.48 GiB,2.25 GiB,1.81 GiB,2.16 GiB,1.59 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:58:40,2.17 GiB,1.80 GiB,1.77 GiB,2.13 GiB,1.64 GiB,1.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:59:00,1.71 GiB,1.85 GiB,1.74 GiB,2.13 GiB,1.52 GiB,1.76 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:59:20,1.71 GiB,2.07 GiB,1.92 GiB,1.52 GiB,1.70 GiB,1.94 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 09:59:40,1.74 GiB,1.42 GiB,2.06 GiB,1.66 GiB,1.85 GiB,2.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:00:00,2.10 GiB,1.89 GiB,1.68 GiB,2.06 GiB,2.23 GiB,1.61 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:00:20,1.53 GiB,2.08 GiB,1.87 GiB,2.26 GiB,1.60 GiB,1.77 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:00:40,1.72 GiB,1.47 GiB,2.01 GiB,1.60 GiB,1.74 GiB,1.96 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:01:00,2.12 GiB,1.92 GiB,1.62 GiB,2.01 GiB,2.12 GiB,1.47 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:01:20,1.62 GiB,2.16 GiB,1.85 GiB,2.24 GiB,1.50 GiB,1.66 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:01:40,1.77 GiB,1.56 GiB,1.99 GiB,1.59 GiB,1.66 GiB,1.84 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:02:00,1.54 GiB,2.10 GiB,1.72 GiB,2.07 GiB,2.11 GiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:02:20,1.62 GiB,1.63 GiB,2.00 GiB,1.60 GiB,1.57 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:02:40,1.61 GiB,1.88 GiB,2.19 GiB,1.79 GiB,1.74 GiB,1.91 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:03:00,1.93 GiB,1.69 GiB,1.99 GiB,1.61 GiB,1.51 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:03:20,1.87 GiB,1.96 GiB,2.21 GiB,1.84 GiB,1.72 GiB,1.83 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-11 10:03:40,1.98 GiB,1.54 GiB,1.72 GiB,2.14 GiB,1.97 GiB,2.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
