"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner3:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-node2:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner3:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max","rskj-node2:8080-max"
2026-02-10 17:16:00,1.55 GiB,1.28 GiB,1.28 GiB,1007 MiB,1.11 GiB,1.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:18:00,1.45 GiB,1.53 GiB,1.34 GiB,1.06 GiB,1.02 GiB,1.37 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:20:00,1.37 GiB,1.34 GiB,1.01 GiB,1.55 GiB,1.23 GiB,819 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:22:00,1.18 GiB,1.41 GiB,910 MiB,1.49 GiB,1020 MiB,1.41 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:24:00,1.53 GiB,1.01 GiB,1.14 GiB,962 MiB,1.12 GiB,1.49 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:26:00,1.55 GiB,931 MiB,911 MiB,1.47 GiB,1.43 GiB,977 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:28:00,1.27 GiB,1.02 GiB,874 MiB,1.44 GiB,1.19 GiB,1.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:30:00,1.20 GiB,1.11 GiB,880 MiB,1.50 GiB,1.06 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:32:00,1.56 GiB,1.29 GiB,937 MiB,1.55 GiB,1011 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:34:00,1.02 GiB,1.06 GiB,1.38 GiB,1.17 GiB,1.31 GiB,1.32 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:36:00,1.08 GiB,1.06 GiB,1.27 GiB,979 MiB,969 MiB,872 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:38:00,1.30 GiB,1.41 GiB,1.41 GiB,1.13 GiB,934 MiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:40:00,1.42 GiB,1.05 GiB,934 MiB,1.43 GiB,932 MiB,1.52 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:42:00,1.48 GiB,1.42 GiB,1.19 GiB,917 MiB,969 MiB,1.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:44:00,1.31 GiB,1.34 GiB,1.63 GiB,1.43 GiB,1.15 GiB,909 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:46:00,1.15 GiB,1.09 GiB,1.18 GiB,1.10 GiB,1.39 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:48:00,1.00 GiB,1.21 GiB,1.11 GiB,1.07 GiB,1.20 GiB,927 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:50:00,969 MiB,1.13 GiB,1.62 GiB,1.56 GiB,1.50 GiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:52:00,1000 MiB,1.10 GiB,1.44 GiB,1.37 GiB,1.03 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:54:00,943 MiB,1.01 GiB,1.25 GiB,1.17 GiB,1.38 GiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:56:00,1.39 GiB,1.58 GiB,916 MiB,1.59 GiB,1.61 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 17:58:00,1.39 GiB,1.24 GiB,1.15 GiB,1.03 GiB,1.67 GiB,1.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:00:00,1.36 GiB,1.61 GiB,1.44 GiB,1.23 GiB,1.04 GiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:02:00,1.12 GiB,1.64 GiB,1.30 GiB,1.11 GiB,1.40 GiB,1.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:04:00,1.32 GiB,1.25 GiB,1.56 GiB,1.33 GiB,1.27 GiB,1.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:06:00,1.22 GiB,999 MiB,1.14 GiB,1.67 GiB,1.42 GiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:08:00,1.13 GiB,1.19 GiB,1.19 GiB,1019 MiB,1.39 GiB,1.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:10:00,1.03 GiB,1.67 GiB,1.48 GiB,1.28 GiB,1.58 GiB,1.42 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:12:00,1.35 GiB,1.29 GiB,1.67 GiB,1.47 GiB,1.58 GiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:14:00,1.18 GiB,1.17 GiB,1.32 GiB,1.18 GiB,1.04 GiB,1.66 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:16:00,1.12 GiB,1.70 GiB,1.63 GiB,1.53 GiB,1.21 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:18:00,1.11 GiB,1.51 GiB,1.27 GiB,1.19 GiB,1.34 GiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:20:00,962 MiB,1.19 GiB,1.60 GiB,1.54 GiB,1.50 GiB,1.30 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:22:00,1.00 GiB,1.05 GiB,1.28 GiB,1.25 GiB,1.02 GiB,1.45 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:24:00,1023 MiB,1.44 GiB,1.52 GiB,1.51 GiB,1.13 GiB,1.47 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:26:00,1.01 GiB,1.26 GiB,1.22 GiB,1.20 GiB,1.38 GiB,1.70 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:28:00,1.42 GiB,1019 MiB,1.54 GiB,1.51 GiB,1.59 GiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:30:00,1.54 GiB,1.57 GiB,1.16 GiB,1.10 GiB,1.02 GiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:32:00,1.34 GiB,1.03 GiB,1.19 GiB,1.16 GiB,1008 MiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:34:00,1.47 GiB,1.18 GiB,1.20 GiB,1.16 GiB,1.66 GiB,1.73 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:36:00,1.19 GiB,1.73 GiB,1.57 GiB,1.50 GiB,1.07 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:38:00,1.18 GiB,1.73 GiB,1.35 GiB,1.29 GiB,1.40 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:40:00,1.38 GiB,1.60 GiB,1.04 GiB,1.02 GiB,1.62 GiB,1.58 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:42:00,1.02 GiB,1.60 GiB,1.62 GiB,1.56 GiB,1.14 GiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:44:00,1.07 GiB,1.34 GiB,1.20 GiB,1.12 GiB,1.31 GiB,1.24 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:46:00,1.32 GiB,1.17 GiB,1.73 GiB,1.57 GiB,1.59 GiB,1.48 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:48:00,1.12 GiB,1.43 GiB,1.08 GiB,993 MiB,1.63 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:50:00,1.64 GiB,1.72 GiB,1.20 GiB,1.10 GiB,1.59 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:52:00,1.01 GiB,1.39 GiB,1.45 GiB,1.40 GiB,1.73 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:54:00,1.77 GiB,1.05 GiB,1.67 GiB,1.67 GiB,1.76 GiB,1.45 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:56:00,1.72 GiB,1.65 GiB,1.34 GiB,1.33 GiB,1.25 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 18:58:00,1.55 GiB,1.76 GiB,1.21 GiB,1.25 GiB,1.07 GiB,1.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:00:00,1.49 GiB,1.30 GiB,1.30 GiB,1.40 GiB,1.10 GiB,1.52 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:02:00,1.45 GiB,1.13 GiB,1.03 GiB,1.11 GiB,1.33 GiB,1.76 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:04:00,1.37 GiB,1.02 GiB,1.46 GiB,1.58 GiB,1.55 GiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:06:00,1.47 GiB,1.64 GiB,1.13 GiB,1.21 GiB,1.76 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:08:00,1.24 GiB,1.14 GiB,1.30 GiB,1.39 GiB,1.78 GiB,1.32 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:10:00,1.22 GiB,1.79 GiB,1.05 GiB,1.22 GiB,1.34 GiB,1.54 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:12:00,1.25 GiB,1.71 GiB,1.60 GiB,1.78 GiB,1.63 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:14:00,1.16 GiB,1.15 GiB,1.68 GiB,1.05 GiB,1.55 GiB,1.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:16:00,1.14 GiB,1.48 GiB,1.16 GiB,1.30 GiB,1.37 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:18:00,1.24 GiB,1.33 GiB,1.70 GiB,1.07 GiB,1.70 GiB,1.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:20:00,1.42 GiB,1.33 GiB,1.47 GiB,1.69 GiB,1.18 GiB,1.37 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:22:00,1.40 GiB,1.22 GiB,1.23 GiB,1.42 GiB,1.54 GiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:24:00,1.46 GiB,1.30 GiB,1.14 GiB,1.37 GiB,1.16 GiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:26:00,1.88 GiB,1.57 GiB,1.22 GiB,1.40 GiB,1.13 GiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:28:00,1.82 GiB,1.50 GiB,1.80 GiB,1.13 GiB,1.38 GiB,1.30 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:30:00,1.14 GiB,1.49 GiB,1.63 GiB,1.79 GiB,1.74 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:32:00,1.68 GiB,1.35 GiB,1.28 GiB,1.48 GiB,1.18 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:34:00,1.74 GiB,1.31 GiB,1.12 GiB,1.36 GiB,1.56 GiB,1.38 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:36:00,1.68 GiB,1.41 GiB,1.11 GiB,1.41 GiB,1.43 GiB,1.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:38:00,1.87 GiB,1.25 GiB,1.52 GiB,1.85 GiB,1.68 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:40:00,1.90 GiB,1.46 GiB,1.59 GiB,1.18 GiB,1.66 GiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:42:00,1.50 GiB,1.37 GiB,1.29 GiB,1.70 GiB,1.13 GiB,1.56 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:44:00,1.65 GiB,1.33 GiB,1.91 GiB,1.42 GiB,1.46 GiB,1.87 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:46:00,1.65 GiB,1.19 GiB,1.61 GiB,1.13 GiB,1.77 GiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:48:00,1.58 GiB,1.47 GiB,1.71 GiB,1.23 GiB,1.65 GiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:50:00,1.38 GiB,1.22 GiB,1.30 GiB,1.59 GiB,1.87 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:52:00,1.40 GiB,1.84 GiB,1.71 GiB,1.28 GiB,1.30 GiB,1.60 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:54:00,1.96 GiB,1.31 GiB,1.88 GiB,1.37 GiB,1.92 GiB,1.34 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:56:00,1.88 GiB,1.45 GiB,1.93 GiB,1.44 GiB,1.82 GiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 19:58:00,1.84 GiB,1.22 GiB,1.50 GiB,1.83 GiB,1.29 GiB,1.39 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:00:00,1.32 GiB,1.47 GiB,1.61 GiB,1.17 GiB,1.30 GiB,1.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:02:00,1.67 GiB,1.26 GiB,1.17 GiB,1.59 GiB,1.60 GiB,1.58 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:04:00,1.50 GiB,1.58 GiB,1.33 GiB,1.73 GiB,1.47 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:06:00,1.40 GiB,1.52 GiB,1.87 GiB,1.47 GiB,1.77 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:08:00,1.72 GiB,1.42 GiB,1.69 GiB,1.27 GiB,1.32 GiB,1.25 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:10:00,1.52 GiB,1.89 GiB,1.24 GiB,1.61 GiB,1.54 GiB,1.43 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:12:00,1.25 GiB,1.22 GiB,1.22 GiB,1.59 GiB,1.34 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:14:00,1.61 GiB,1.89 GiB,1.74 GiB,1.31 GiB,1.69 GiB,1.57 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:16:00,1.79 GiB,1.87 GiB,1.62 GiB,1.95 GiB,1.26 GiB,1.94 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:18:00,1.53 GiB,1.83 GiB,1.42 GiB,1.80 GiB,1.55 GiB,1.38 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:20:00,1.38 GiB,1.41 GiB,1.51 GiB,1.96 GiB,1.30 GiB,1.88 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:22:00,2.01 GiB,1.57 GiB,1.60 GiB,1.32 GiB,1.29 GiB,1.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:24:00,1.53 GiB,1.39 GiB,1.26 GiB,1.78 GiB,1.47 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:26:00,1.95 GiB,1.31 GiB,1.85 GiB,1.53 GiB,1.87 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:28:00,1.35 GiB,1.37 GiB,1.74 GiB,1.41 GiB,1.42 GiB,1.81 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:30:00,1.30 GiB,1.88 GiB,1.35 GiB,1.82 GiB,1.65 GiB,1.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:32:00,1.53 GiB,1.99 GiB,1.24 GiB,1.78 GiB,1.26 GiB,1.50 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:34:00,1.45 GiB,1.47 GiB,1.36 GiB,1.89 GiB,1.99 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:36:00,1.79 GiB,1.39 GiB,1.94 GiB,1.68 GiB,1.51 GiB,1.74 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:38:00,1.68 GiB,2.01 GiB,1.65 GiB,1.38 GiB,1.83 GiB,2.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:40:00,1.77 GiB,1.57 GiB,1.86 GiB,1.59 GiB,1.82 GiB,1.97 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:42:00,1.57 GiB,1.43 GiB,1.49 GiB,2.03 GiB,1.31 GiB,1.45 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:44:00,1.37 GiB,1.62 GiB,1.50 GiB,1.35 GiB,1.26 GiB,1.36 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:46:00,1.43 GiB,1.36 GiB,2.00 GiB,1.86 GiB,1.57 GiB,1.65 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:48:00,1.79 GiB,1.34 GiB,1.75 GiB,1.64 GiB,1.92 GiB,1.91 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:50:00,1.32 GiB,1.46 GiB,1.63 GiB,1.54 GiB,1.52 GiB,1.51 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:52:00,2.00 GiB,1.86 GiB,1.93 GiB,1.79 GiB,1.52 GiB,1.47 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:54:00,1.85 GiB,1.75 GiB,1.57 GiB,1.48 GiB,1.84 GiB,1.75 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:56:00,1.62 GiB,1.96 GiB,1.56 GiB,1.52 GiB,1.73 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 20:58:00,1.40 GiB,1.56 GiB,1.80 GiB,1.71 GiB,1.84 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:00:00,1.82 GiB,1.46 GiB,1.50 GiB,1.41 GiB,1.35 GiB,1.97 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:02:00,1.76 GiB,1.85 GiB,1.77 GiB,1.67 GiB,1.37 GiB,1.97 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:04:00,1.76 GiB,1.81 GiB,1.59 GiB,1.49 GiB,1.61 GiB,1.47 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:06:00,1.84 GiB,1.59 GiB,1.96 GiB,1.81 GiB,1.78 GiB,1.63 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:08:00,1.91 GiB,1.56 GiB,1.80 GiB,1.66 GiB,1.38 GiB,1.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:10:00,1.70 GiB,1.39 GiB,1.43 GiB,2.04 GiB,1.52 GiB,2.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:12:00,1.34 GiB,1.77 GiB,1.62 GiB,1.43 GiB,1.34 GiB,1.79 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:14:00,1.37 GiB,1.44 GiB,1.91 GiB,1.70 GiB,1.48 GiB,1.84 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:16:00,1.69 GiB,2.05 GiB,1.54 GiB,1.34 GiB,1.65 GiB,2.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:18:00,1.40 GiB,1.81 GiB,1.89 GiB,1.76 GiB,1.86 GiB,1.45 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:20:00,1.55 GiB,1.95 GiB,1.83 GiB,1.71 GiB,1.49 GiB,1.80 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:22:00,1.42 GiB,1.63 GiB,2.10 GiB,1.96 GiB,1.58 GiB,1.87 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:24:00,1.47 GiB,1.55 GiB,1.82 GiB,1.69 GiB,1.87 GiB,2.14 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:26:00,1.50 GiB,1.57 GiB,1.62 GiB,1.52 GiB,1.40 GiB,1.69 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 21:28:00,1.96 GiB,2.08 GiB,2.10 GiB,1.79 GiB,1.63 GiB,1.71 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
